Date,Natixis Seeyond International Minimum Volatility_Open_average,Natixis Seeyond International Minimum Volatility_Open_max,Natixis Seeyond International Minimum Volatility_Open_min,Natixis Seeyond International Minimum Volatility_Open_volatility,Natixis Seeyond International Minimum Volatility_Open_change,Natixis Seeyond International Minimum Volatility_High_average,Natixis Seeyond International Minimum Volatility_High_max,Natixis Seeyond International Minimum Volatility_High_min,Natixis Seeyond International Minimum Volatility_High_volatility,Natixis Seeyond International Minimum Volatility_High_change,Natixis Seeyond International Minimum Volatility_Low_average,Natixis Seeyond International Minimum Volatility_Low_max,Natixis Seeyond International Minimum Volatility_Low_min,Natixis Seeyond International Minimum Volatility_Low_volatility,Natixis Seeyond International Minimum Volatility_Low_change,Natixis Seeyond International Minimum Volatility_Close_average,Natixis Seeyond International Minimum Volatility_Close_max,Natixis Seeyond International Minimum Volatility_Close_min,Natixis Seeyond International Minimum Volatility_Close_volatility,Natixis Seeyond International Minimum Volatility_Close_change
2018-05-20,45.19,45.19,45.19,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2018-05-27,45.26,45.26,45.26,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.23,45.23,45.23,0.0,0.0,45.23,45.23,45.23,0.0,0.0
2018-06-03,45.4,45.4,45.4,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.4,45.4,45.4,0.0,0.0
2018-06-10,45.08,45.08,45.08,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2018-06-17,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.88,44.88,44.88,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2018-06-24,43.04,43.04,43.04,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2018-07-01,43.94,43.94,43.94,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2018-07-08,44.13,44.13,44.13,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2018-07-15,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2018-07-22,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.73,44.73,44.73,0.0,0.0,44.77,44.77,44.77,0.0,0.0
2018-07-29,44.41,44.41,44.41,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2018-08-05,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2018-08-12,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2018-08-19,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2018-08-26,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-09-02,43.66,43.66,43.66,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2018-09-09,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2018-09-16,44.78,44.78,44.78,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-09-23,44.74,44.74,44.74,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.6,44.6,44.6,0.0,0.0
2018-09-30,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2018-10-07,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2018-10-14,42.75,42.75,42.75,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2018-10-21,41.97,41.97,41.97,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2018-10-28,42.24,42.24,42.24,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2018-11-04,42.45,42.45,42.45,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2018-11-11,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-11-18,42.61,42.61,42.61,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2018-11-25,42.91,42.91,42.91,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.05,43.05,43.05,0.0,0.0
2018-12-02,42.07,42.07,42.07,0.0,0.0,42.33,42.33,42.33,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2018-12-09,41.59,41.59,41.59,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2018-12-16,38.72,38.72,38.72,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2018-12-23,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.27,39.27,39.27,0.0,0.0,39.33,39.33,39.33,0.0,0.0
2018-12-30,40.33,40.33,40.33,0.0,0.0,40.51,40.51,40.51,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-01-06,40.89,40.89,40.89,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.89,40.89,40.89,0.0,0.0,40.89,40.89,40.89,0.0,0.0
2019-01-13,41.4,41.4,41.4,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.36,41.36,41.36,0.0,0.0
2019-01-20,41.15,41.15,41.15,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.15,41.15,41.15,0.0,0.0,41.28,41.28,41.28,0.0,0.0
2019-01-27,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-02-03,41.42,41.42,41.42,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2019-02-10,41.87,41.87,41.87,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2019-02-17,42.33,42.33,42.33,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.33,42.33,42.33,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2019-02-24,42.02,42.02,42.02,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-03-03,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.16,42.16,42.16,0.0,0.0
2019-03-10,42.66,42.66,42.66,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-03-17,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2019-03-24,42.83,42.83,42.83,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-03-31,42.76,42.76,42.76,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-04-07,42.84,42.84,42.84,0.0,0.0,42.88,42.88,42.88,0.0,0.0,42.81,42.81,42.81,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2019-04-14,42.68,42.68,42.68,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2019-04-21,42.72,42.72,42.72,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2019-04-28,42.54,42.54,42.54,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.78,42.78,42.78,0.0,0.0
2019-05-05,42.16,42.16,42.16,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2019-05-12,42.7,42.7,42.7,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.76,42.76,42.76,0.0,0.0
2019-05-19,42.94,42.94,42.94,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2019-05-26,42.73,42.73,42.73,0.0,0.0,42.86,42.86,42.86,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.86,42.86,42.86,0.0,0.0
2019-06-02,43.67,43.67,43.67,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2019-06-09,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-06-16,44.28,44.28,44.28,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2019-06-23,43.73,43.73,43.73,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.61,43.61,43.61,0.0,0.0
2019-06-30,43.9,43.9,43.9,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-07-07,43.98,43.98,43.98,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2019-07-14,43.74,43.74,43.74,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.72,43.72,43.72,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2019-07-21,43.79,43.79,43.79,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-07-28,42.64,42.64,42.64,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2019-08-04,43.27,43.27,43.27,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2019-08-11,43.16,43.16,43.16,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-08-18,43.05,43.05,43.05,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2019-08-25,43.48,43.48,43.48,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2019-09-01,43.95,43.95,43.95,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2019-09-08,43.93,43.93,43.93,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2019-09-15,44.23,44.23,44.23,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2019-09-22,44.3,44.3,44.3,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.26,44.26,44.26,0.0,0.0
2019-09-29,44.15,44.15,44.15,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2019-10-06,44.26,44.26,44.26,0.0,0.0,44.4,44.4,44.4,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2019-10-13,44.85,44.85,44.85,0.0,0.0,44.85,44.85,44.85,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2019-10-20,44.74,44.74,44.74,0.0,0.0,44.8,44.8,44.8,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2019-10-27,45.25,45.25,45.25,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2019-11-03,45.25,45.25,45.25,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-11-10,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0
2019-11-17,45.29,45.29,45.29,0.0,0.0,45.31,45.31,45.31,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.3,45.3,45.3,0.0,0.0
2019-11-24,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0
2019-12-01,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2019-12-08,45.57,45.57,45.57,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2019-12-15,44.04,44.04,44.04,0.0,0.0,44.04,44.04,44.04,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2019-12-22,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-12-29,44.16,44.16,44.16,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.26,44.26,44.26,0.0,0.0
