Date,Principal Active Global Dividend Income_etf_Open_average,Principal Active Global Dividend Income_etf_Open_max,Principal Active Global Dividend Income_etf_Open_min,Principal Active Global Dividend Income_etf_Open_volatility,Principal Active Global Dividend Income_etf_Open_change,Principal Active Global Dividend Income_etf_High_average,Principal Active Global Dividend Income_etf_High_max,Principal Active Global Dividend Income_etf_High_min,Principal Active Global Dividend Income_etf_High_volatility,Principal Active Global Dividend Income_etf_High_change,Principal Active Global Dividend Income_etf_Low_average,Principal Active Global Dividend Income_etf_Low_max,Principal Active Global Dividend Income_etf_Low_min,Principal Active Global Dividend Income_etf_Low_volatility,Principal Active Global Dividend Income_etf_Low_change,Principal Active Global Dividend Income_etf_Close_average,Principal Active Global Dividend Income_etf_Close_max,Principal Active Global Dividend Income_etf_Close_min,Principal Active Global Dividend Income_etf_Close_volatility,Principal Active Global Dividend Income_etf_Close_change
2018-12-23,24.12,24.12,24.12,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-12-30,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2019-01-06,25.22,25.22,25.22,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-01-13,25.74,25.74,25.74,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2019-01-20,25.68,25.68,25.68,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-01-27,25.98,25.98,25.98,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-02-03,25.95,25.95,25.95,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-02-10,26.6,26.6,26.6,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2019-02-17,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2019-02-24,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2019-03-03,26.29,26.29,26.29,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-03-10,26.95,26.95,26.95,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-03-17,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-03-24,26.75,26.75,26.75,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-03-31,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-04-07,27.47,27.47,27.47,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-04-14,27.83,27.83,27.83,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-04-21,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2019-04-28,27.92,27.92,27.92,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-05-05,26.86,26.86,26.86,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.79,26.79,26.79,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2019-05-12,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2019-05-19,26.55,26.55,26.55,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-05-26,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-06-02,27.34,27.34,27.34,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-06-09,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-06-16,27.75,27.75,27.75,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-06-23,27.86,27.86,27.86,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.76,27.76,27.76,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-06-30,27.79,27.79,27.79,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.83,27.83,27.83,0.0,0.0
2019-07-07,27.75,27.75,27.75,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2019-07-14,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2019-07-21,27.93,27.93,27.93,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-07-28,27.0,27.0,27.0,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2019-08-04,26.86,26.86,26.86,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-08-11,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-08-18,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-08-25,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-09-01,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2019-09-08,28.13,28.13,28.13,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-09-15,28.22,28.22,28.22,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-09-22,27.78,27.78,27.78,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-09-29,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-10-06,27.81,27.81,27.81,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.81,27.81,27.81,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-10-13,27.96,27.96,27.96,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-10-20,28.31,28.31,28.31,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2019-10-27,28.77,28.77,28.77,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-11-03,28.89,28.89,28.89,0.0,0.0,29.04,29.04,29.04,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-11-10,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2019-11-17,29.04,29.04,29.04,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-11-24,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2019-12-01,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-12-08,29.68,29.68,29.68,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2019-12-15,30.15,30.15,30.15,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2019-12-22,30.13,30.13,30.13,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-12-29,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
