Date,Principal Active Global Dividend Income_etf_Open_average,Principal Active Global Dividend Income_etf_Open_max,Principal Active Global Dividend Income_etf_Open_min,Principal Active Global Dividend Income_etf_Open_volatility,Principal Active Global Dividend Income_etf_Open_change,Principal Active Global Dividend Income_etf_High_average,Principal Active Global Dividend Income_etf_High_max,Principal Active Global Dividend Income_etf_High_min,Principal Active Global Dividend Income_etf_High_volatility,Principal Active Global Dividend Income_etf_High_change,Principal Active Global Dividend Income_etf_Low_average,Principal Active Global Dividend Income_etf_Low_max,Principal Active Global Dividend Income_etf_Low_min,Principal Active Global Dividend Income_etf_Low_volatility,Principal Active Global Dividend Income_etf_Low_change,Principal Active Global Dividend Income_etf_Close_average,Principal Active Global Dividend Income_etf_Close_max,Principal Active Global Dividend Income_etf_Close_min,Principal Active Global Dividend Income_etf_Close_volatility,Principal Active Global Dividend Income_etf_Close_change
2018-01-14,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-01-21,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-01-28,28.77,28.77,28.77,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2018-02-04,26.8,26.8,26.8,0.0,0.0,27.19,27.19,27.19,0.0,0.0,26.8,26.8,26.8,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2018-02-11,28.23,28.23,28.23,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.24,28.24,28.24,0.0,0.0
2018-02-18,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2018-02-25,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-03-04,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2018-03-11,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2018-03-18,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-03-25,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-04-01,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2018-04-08,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2018-04-15,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-04-22,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-04-29,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-05-06,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2018-05-13,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2018-05-20,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-05-27,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-06-03,28.36,28.36,28.36,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-06-10,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2018-06-17,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-06-24,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-07-01,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-07-08,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2018-07-15,27.77,27.77,27.77,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2018-07-22,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-07-29,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2018-08-05,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2018-08-12,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2018-08-19,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2018-08-26,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2018-09-02,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2018-09-09,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2018-09-16,28.68,28.68,28.68,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2018-09-23,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2018-09-30,27.65,27.65,27.65,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.65,27.65,27.65,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-10-07,26.58,26.58,26.58,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2018-10-14,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2018-10-21,25.28,25.28,25.28,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-10-28,26.27,26.27,26.27,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-11-04,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-11-11,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-11-18,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2018-11-25,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-12-02,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2018-12-09,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-12-16,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.85,23.85,23.85,0.0,0.0
