Date,EMXStock_Open_average,EMXStock_Open_max,EMXStock_Open_min,EMXStock_Open_volatility,EMXStock_Open_change,EMXStock_High_average,EMXStock_High_max,EMXStock_High_min,EMXStock_High_volatility,EMXStock_High_change,EMXStock_Low_average,EMXStock_Low_max,EMXStock_Low_min,EMXStock_Low_volatility,EMXStock_Low_change,EMXStock_Close_average,EMXStock_Close_max,EMXStock_Close_min,EMXStock_Close_volatility,EMXStock_Close_change,EMXStock_Volume_average,EMXStock_Volume_max,EMXStock_Volume_min,EMXStock_Volume_volatility,EMXStock_Volume_change
2018-01-14,0.91,0.93,0.9,0.030000000000000027,0.020000000000000018,0.92875,0.95,0.905,0.04499999999999993,-0.019999999999999907,0.8875,0.9,0.85,0.050000000000000044,0.0,0.907,0.92,0.88,0.040000000000000036,0.007999999999999896,11736,35091,1767,33324,-30574
2018-01-21,0.914,0.955,0.88,0.07499999999999996,0.025000000000000022,0.949,0.97,0.92,0.04999999999999993,0.04999999999999993,0.89,0.93,0.858,0.07200000000000006,0.07200000000000006,0.9284,0.961,0.9009999999999999,0.06000000000000005,0.06000000000000005,21004,49290,8140,41150,38200
2018-01-28,0.922,0.96,0.9,0.05999999999999994,-0.05999999999999994,0.9304,0.96,0.915,0.04499999999999993,-0.03799999999999992,0.9062,0.9109999999999999,0.9,0.010999999999999899,-0.010999999999999899,0.915,0.922,0.91,0.01200000000000001,0.008000000000000007,11701,17746,8914,8832,1338
2018-02-04,0.8974,0.92,0.88,0.040000000000000036,-0.03700000000000003,0.9078,0.93,0.885,0.04500000000000004,-0.020000000000000018,0.8894,0.917,0.88,0.03700000000000003,-0.03700000000000003,0.9,0.92,0.882,0.038000000000000034,-0.010000000000000009,6662,8604,4451,4153,2298
2018-02-11,0.906,0.92,0.9,0.020000000000000018,-0.020000000000000018,0.9166,0.92,0.91,0.010000000000000009,-0.007000000000000117,0.897,0.905,0.88,0.025000000000000022,0.020000000000000018,0.9116,0.92,0.9,0.020000000000000018,0.0129999999999999,2115,4512,1002,3510,1199
2018-02-18,0.89775,0.92,0.8809999999999999,0.039000000000000146,-0.030000000000000027,0.91225,0.92,0.9,0.020000000000000018,0.0,0.8887499999999999,0.903,0.8809999999999999,0.02200000000000013,-0.02200000000000013,0.9035,0.915,0.89,0.025000000000000022,-0.015000000000000013,5851,8778,3323,5455,-5183
2018-02-25,0.892,0.92,0.86,0.06000000000000005,-0.06000000000000005,0.898,0.92,0.87,0.050000000000000044,-0.050000000000000044,0.867,0.88,0.86,0.020000000000000018,-0.020000000000000018,0.8792,0.89,0.87,0.020000000000000018,-0.010000000000000009,4918,9401,2305,7096,-7087
2018-03-04,0.896,0.92,0.86,0.06000000000000005,0.030000000000000027,0.908,0.92,0.88,0.040000000000000036,0.030000000000000027,0.879,0.905,0.86,0.04500000000000004,0.030000000000000027,0.8962,0.92,0.86,0.06000000000000005,0.030000000000000027,8406,18854,2600,16254,13623
2018-03-11,0.894,0.92,0.86,0.06000000000000005,0.010000000000000009,0.9068,0.92,0.8740000000000001,0.04599999999999993,-0.03599999999999992,0.8682,0.89,0.851,0.039000000000000035,-0.009000000000000008,0.892,0.92,0.851,0.06900000000000006,-0.05900000000000005,7451,17100,2226,14874,-10000
2018-03-18,0.8706,0.9,0.85,0.050000000000000044,0.0030000000000000027,0.887,0.9,0.86,0.040000000000000036,0.040000000000000036,0.8628,0.8859999999999999,0.85,0.03599999999999992,0.01200000000000001,0.8758,0.895,0.8540000000000001,0.040999999999999925,0.025999999999999912,6437,12205,1168,11037,3704
