Date,SEMG_Open_average,SEMG_Open_max,SEMG_Open_min,SEMG_Open_volatility,SEMG_Open_change,SEMG_High_average,SEMG_High_max,SEMG_High_min,SEMG_High_volatility,SEMG_High_change,SEMG_Low_average,SEMG_Low_max,SEMG_Low_min,SEMG_Low_volatility,SEMG_Low_change,SEMG_Close_average,SEMG_Close_max,SEMG_Close_min,SEMG_Close_volatility,SEMG_Close_change,SEMG_Volume_average,SEMG_Volume_max,SEMG_Volume_min,SEMG_Volume_volatility,SEMG_Volume_change
2016-01-03,26.703333333333333,28.7,24.69,4.009999999999998,-2.84,27.196666666666665,28.89,25.46,3.4299999999999997,-3.4299999999999997,25.39,28.0,23.74,4.260000000000002,-3.91,26.24,28.7,24.22,4.48,-4.48,613940,713166,551994,161172,-6787
2016-01-10,22.595,24.38,20.87,3.509999999999998,-3.1499999999999986,23.7025,25.27,21.98,3.289999999999999,-3.289999999999999,20.14,21.87,18.48,3.3900000000000006,-3.3900000000000006,21.7425,23.48,19.75,3.7300000000000004,-3.7300000000000004,1254450,2525801,737284,1788517,1747046
2016-01-17,18.32,20.13,15.67,4.459999999999999,-0.6099999999999994,19.626,21.19,16.94,4.25,1.0400000000000027,17.19,19.35,15.14,4.210000000000001,2.2399999999999984,18.134,20.22,15.49,4.729999999999999,2.4200000000000017,1343290,1908320,725775,1182545,-738836
2016-01-24,21.056,21.92,19.92,2.0,1.5299999999999976,22.06,22.79,21.05,1.7399999999999984,0.7199999999999989,20.372,21.55,18.84,2.710000000000001,1.3099999999999987,21.346,22.14,20.68,1.4600000000000009,0.6600000000000001,639622,810296,455291,355005,-41445
2016-01-31,21.21,22.01,20.44,1.5700000000000003,0.889999999999997,22.144,23.56,21.35,2.2099999999999973,0.08999999999999986,20.24,21.56,18.98,2.5799999999999983,-1.1099999999999994,21.156,22.68,19.29,3.3900000000000006,-1.3900000000000006,565636,749957,424361,325596,100631
2016-02-07,16.4525,18.79,15.32,3.469999999999999,-3.469999999999999,16.96,18.9,15.82,3.0799999999999983,-2.3299999999999983,14.825,15.2,13.98,1.2199999999999989,-0.16000000000000014,15.530000000000001,15.98,14.82,1.1600000000000001,-0.16000000000000014,1073129,2239289,485938,1753351,-1753351
2016-02-14,17.227999999999998,18.3,16.24,2.0600000000000023,1.3200000000000003,17.93,18.96,16.99,1.9700000000000024,1.9700000000000024,16.538,17.52,15.54,1.9800000000000004,1.9800000000000004,17.602,18.49,16.91,1.5799999999999983,1.5799999999999983,845072,1271255,504129,767126,-187488
2016-02-21,17.484,19.2,15.99,3.209999999999999,1.129999999999999,18.524,19.93,16.78,3.1499999999999986,1.4400000000000013,16.794,18.12,15.51,2.610000000000001,1.6900000000000013,17.696,19.0,16.46,2.539999999999999,2.539999999999999,1103559,1440364,753458,686906,466177
2016-02-28,19.952,21.64,18.21,3.4299999999999997,2.3100000000000023,21.386,23.38,19.41,3.969999999999999,3.5,19.483999999999998,21.33,17.86,3.469999999999999,3.169999999999998,20.832,22.85,18.62,4.23,4.23,892174,1342730,610289,732441,-238526
2016-03-06,20.82,22.76,19.61,3.150000000000002,-1.8399999999999999,21.358,23.55,20.2,3.3500000000000014,-2.370000000000001,19.712,20.41,18.91,1.5,-0.6799999999999997,20.37,21.23,19.73,1.5,0.03999999999999915,485998,729595,269609,459986,-459986
