Date,Direxion Daily FTSE Europe Bull 3X Shares_Open_average,Direxion Daily FTSE Europe Bull 3X Shares_Open_max,Direxion Daily FTSE Europe Bull 3X Shares_Open_min,Direxion Daily FTSE Europe Bull 3X Shares_Open_volatility,Direxion Daily FTSE Europe Bull 3X Shares_Open_change,Direxion Daily FTSE Europe Bull 3X Shares_High_average,Direxion Daily FTSE Europe Bull 3X Shares_High_max,Direxion Daily FTSE Europe Bull 3X Shares_High_min,Direxion Daily FTSE Europe Bull 3X Shares_High_volatility,Direxion Daily FTSE Europe Bull 3X Shares_High_change,Direxion Daily FTSE Europe Bull 3X Shares_Low_average,Direxion Daily FTSE Europe Bull 3X Shares_Low_max,Direxion Daily FTSE Europe Bull 3X Shares_Low_min,Direxion Daily FTSE Europe Bull 3X Shares_Low_volatility,Direxion Daily FTSE Europe Bull 3X Shares_Low_change,Direxion Daily FTSE Europe Bull 3X Shares_Close_average,Direxion Daily FTSE Europe Bull 3X Shares_Close_max,Direxion Daily FTSE Europe Bull 3X Shares_Close_min,Direxion Daily FTSE Europe Bull 3X Shares_Close_volatility,Direxion Daily FTSE Europe Bull 3X Shares_Close_change
2018-04-08,38.08,38.08,38.08,0.0,0.0,38.24,38.24,38.24,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2018-04-15,38.26,38.26,38.26,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.37,38.37,38.37,0.0,0.0
2018-04-22,37.55,37.55,37.55,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2018-04-29,37.73,37.73,37.73,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2018-05-06,39.25,39.25,39.25,0.0,0.0,39.29,39.29,39.29,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-05-13,38.9,38.9,38.9,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-05-20,35.98,35.98,35.98,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.68,35.68,35.68,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2018-05-27,35.85,35.85,35.85,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-06-03,36.17,36.17,36.17,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-06-10,33.94,33.94,33.94,0.0,0.0,34.51,34.51,34.51,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-06-17,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-06-24,31.47,31.47,31.47,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-07-01,34.75,34.75,34.75,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-07-08,34.3,34.3,34.3,0.0,0.0,34.38,34.38,34.38,0.0,0.0,34.02,34.02,34.02,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2018-07-15,34.41,34.41,34.41,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2018-07-22,35.75,35.75,35.75,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-07-29,33.48,33.48,33.48,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-08-05,31.8,31.8,31.8,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2018-08-12,31.22,31.22,31.22,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-08-19,33.48,33.48,33.48,0.0,0.0,34.27,34.27,34.27,0.0,0.0,33.48,33.48,33.48,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-08-26,32.86,32.86,32.86,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-09-02,30.77,30.77,30.77,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-09-09,32.06,32.06,32.06,0.0,0.0,32.24,32.24,32.24,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2018-09-16,34.05,34.05,34.05,0.0,0.0,34.11,34.11,34.11,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2018-09-23,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-09-30,28.37,28.37,28.37,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-10-07,26.16,26.16,26.16,0.0,0.0,26.38,26.38,26.38,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.17,26.17,26.17,0.0,0.0
2018-10-14,25.82,25.82,25.82,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2018-10-21,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,22.79,22.79,22.79,0.0,0.0,23.33,23.33,23.33,0.0,0.0
2018-10-28,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2018-11-04,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0,23.96,23.96,23.96,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-11-11,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-11-18,23.71,23.71,23.71,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2018-11-25,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-12-02,21.07,21.07,21.07,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2018-12-09,20.8,20.8,20.8,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2018-12-16,19.07,19.07,19.07,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0
2018-12-23,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.79,19.79,19.79,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2018-12-30,21.1,21.1,21.1,0.0,0.0,21.42,21.42,21.42,0.0,0.0,20.9,20.9,20.9,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-01-06,21.83,21.83,21.83,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2019-01-13,23.25,23.25,23.25,0.0,0.0,23.3,23.3,23.3,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2019-01-20,23.06,23.06,23.06,0.0,0.0,23.2,23.2,23.2,0.0,0.0,22.83,22.83,22.83,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2019-01-27,23.82,23.82,23.82,0.0,0.0,24.29,24.29,24.29,0.0,0.0,23.81,23.81,23.81,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2019-02-03,23.18,23.18,23.18,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2019-02-10,24.64,24.64,24.64,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-02-17,26.06,26.06,26.06,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-02-24,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2019-03-03,25.0,25.0,25.0,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-03-10,27.93,27.93,27.93,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.76,27.76,27.76,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-03-17,25.9,25.9,25.9,0.0,0.0,26.15,26.15,26.15,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-03-24,27.28,27.28,27.28,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.42,27.42,27.42,0.0,0.0
2019-03-31,28.61,28.61,28.61,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-04-07,29.19,29.19,29.19,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-04-14,29.15,29.15,29.15,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-04-21,28.72,28.72,28.72,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.64,28.64,28.64,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2019-04-28,27.5,27.5,27.5,0.0,0.0,28.51,28.51,28.51,0.0,0.0,27.28,27.28,27.28,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2019-05-05,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-05-12,25.97,25.97,25.97,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.79,25.79,25.79,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2019-05-19,26.13,26.13,26.13,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-05-26,24.61,24.61,24.61,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-06-02,27.1,27.1,27.1,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-06-09,26.56,26.56,26.56,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-06-16,29.07,29.07,29.07,0.0,0.0,29.08,29.08,29.08,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.9,28.9,28.9,0.0,0.0
2019-06-23,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2019-06-30,28.56,28.56,28.56,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.58,28.58,28.58,0.0,0.0
2019-07-07,28.66,28.66,28.66,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-07-14,28.16,28.16,28.16,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-07-21,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.06,28.06,28.06,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-07-28,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,23.32,23.32,23.32,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-08-04,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2019-08-11,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-08-18,23.88,23.88,23.88,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-08-25,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2019-09-01,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2019-09-08,26.83,26.83,26.83,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2019-09-15,26.34,26.34,26.34,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-09-22,26.3,26.3,26.3,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-09-29,24.75,24.75,24.75,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2019-10-06,26.3,26.3,26.3,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-10-13,28.64,28.64,28.64,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-10-20,29.01,29.01,29.01,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-10-27,30.53,30.53,30.53,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2019-11-03,29.93,29.93,29.93,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.78,29.78,29.78,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-11-10,30.35,30.35,30.35,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2019-11-17,30.25,30.25,30.25,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2019-11-24,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-12-01,30.6,30.6,30.6,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-12-08,33.87,33.87,33.87,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-12-15,33.35,33.35,33.35,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-12-22,34.36,34.36,34.36,0.0,0.0,34.36,34.36,34.36,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-12-29,33.65,33.65,33.65,0.0,0.0,34.21,34.21,34.21,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.72,33.72,33.72,0.0,0.0
