Date,ProShares Ultra QQQ_Open_average,ProShares Ultra QQQ_Open_max,ProShares Ultra QQQ_Open_min,ProShares Ultra QQQ_Open_volatility,ProShares Ultra QQQ_Open_change,ProShares Ultra QQQ_High_average,ProShares Ultra QQQ_High_max,ProShares Ultra QQQ_High_min,ProShares Ultra QQQ_High_volatility,ProShares Ultra QQQ_High_change,ProShares Ultra QQQ_Low_average,ProShares Ultra QQQ_Low_max,ProShares Ultra QQQ_Low_min,ProShares Ultra QQQ_Low_volatility,ProShares Ultra QQQ_Low_change,ProShares Ultra QQQ_Close_average,ProShares Ultra QQQ_Close_max,ProShares Ultra QQQ_Close_min,ProShares Ultra QQQ_Close_volatility,ProShares Ultra QQQ_Close_change
2018-12-09,72.93,72.93,72.93,0.0,0.0,74.05,74.05,74.05,0.0,0.0,69.07,69.07,69.07,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2018-12-16,60.59,60.59,60.59,0.0,0.0,62.14,62.14,62.14,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.52,58.52,58.52,0.0,0.0
2018-12-23,67.38,67.38,67.38,0.0,0.0,67.82,67.82,67.82,0.0,0.0,65.85,65.85,65.85,0.0,0.0,67.19,67.19,67.19,0.0,0.0
2018-12-30,68.98,68.98,68.98,0.0,0.0,70.95,70.95,70.95,0.0,0.0,68.56,68.56,68.56,0.0,0.0,70.2,70.2,70.2,0.0,0.0
2019-01-06,71.3,71.3,71.3,0.0,0.0,71.9,71.9,71.9,0.0,0.0,70.66,70.66,70.66,0.0,0.0,71.28,71.28,71.28,0.0,0.0
2019-01-13,76.24,76.24,76.24,0.0,0.0,77.35,77.35,77.35,0.0,0.0,75.34,75.34,75.34,0.0,0.0,76.58,76.58,76.58,0.0,0.0
2019-01-20,74.51,74.51,74.51,0.0,0.0,74.56,74.56,74.56,0.0,0.0,73.32,73.32,73.32,0.0,0.0,74.56,74.56,74.56,0.0,0.0
2019-01-27,78.47,78.47,78.47,0.0,0.0,80.37,80.37,80.37,0.0,0.0,78.34,78.34,78.34,0.0,0.0,80.37,80.37,80.37,0.0,0.0
2019-02-03,79.95,79.95,79.95,0.0,0.0,80.35,80.35,80.35,0.0,0.0,78.87,78.87,78.87,0.0,0.0,79.24,79.24,79.24,0.0,0.0
2019-02-10,83.11,83.11,83.11,0.0,0.0,83.11,83.11,83.11,0.0,0.0,81.78,81.78,81.78,0.0,0.0,82.57,82.57,82.57,0.0,0.0
2019-02-17,84.63,84.63,84.63,0.0,0.0,85.1,85.1,85.1,0.0,0.0,83.89,83.89,83.89,0.0,0.0,84.0,84.0,84.0,0.0,0.0
2019-02-24,85.74,85.74,85.74,0.0,0.0,86.13,86.13,86.13,0.0,0.0,82.92,82.92,82.92,0.0,0.0,84.8,84.8,84.8,0.0,0.0
2019-03-03,82.24,82.24,82.24,0.0,0.0,85.1,85.1,85.1,0.0,0.0,82.24,82.24,82.24,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2019-03-10,88.42,88.42,88.42,0.0,0.0,89.44,89.44,89.44,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.83,88.83,88.83,0.0,0.0
2019-03-17,88.18,88.18,88.18,0.0,0.0,89.09,89.09,89.09,0.0,0.0,87.23,87.23,87.23,0.0,0.0,88.52,88.52,88.52,0.0,0.0
2019-03-24,91.61,91.61,91.61,0.0,0.0,92.44,92.44,92.44,0.0,0.0,90.96,90.96,90.96,0.0,0.0,92.34,92.34,92.34,0.0,0.0
2019-03-31,94.5,94.5,94.5,0.0,0.0,95.43,95.43,95.43,0.0,0.0,93.78,93.78,93.78,0.0,0.0,95.31,95.31,95.31,0.0,0.0
2019-04-07,95.96,95.96,95.96,0.0,0.0,96.18,96.18,96.18,0.0,0.0,94.7,94.7,94.7,0.0,0.0,95.98,95.98,95.98,0.0,0.0
2019-04-14,96.63,96.63,96.63,0.0,0.0,98.12,98.12,98.12,0.0,0.0,96.5,96.5,96.5,0.0,0.0,98.07,98.07,98.07,0.0,0.0
2019-04-21,100.82,100.82,100.82,0.0,0.0,101.53,101.53,101.53,0.0,0.0,100.52,100.52,100.52,0.0,0.0,101.18,101.18,101.18,0.0,0.0
2019-04-28,96.94,96.94,96.94,0.0,0.0,100.25,100.25,100.25,0.0,0.0,96.62,96.62,96.62,0.0,0.0,100.06,100.06,100.06,0.0,0.0
2019-05-05,89.93,89.93,89.93,0.0,0.0,90.86,90.86,90.86,0.0,0.0,87.62,87.62,87.62,0.0,0.0,88.12,88.12,88.12,0.0,0.0
2019-05-12,89.95,89.95,89.95,0.0,0.0,90.61,90.61,90.61,0.0,0.0,88.76,88.76,88.76,0.0,0.0,89.42,89.42,89.42,0.0,0.0
2019-05-19,88.61,88.61,88.61,0.0,0.0,89.17,89.17,89.17,0.0,0.0,87.3,87.3,87.3,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2019-05-26,82.91,82.91,82.91,0.0,0.0,83.3,83.3,83.3,0.0,0.0,78.84,78.84,78.84,0.0,0.0,79.77,79.77,79.77,0.0,0.0
2019-06-02,91.22,91.22,91.22,0.0,0.0,93.86,93.86,93.86,0.0,0.0,91.22,91.22,91.22,0.0,0.0,92.06,92.06,92.06,0.0,0.0
2019-06-09,91.94,91.94,91.94,0.0,0.0,93.18,93.18,93.18,0.0,0.0,91.78,91.78,91.78,0.0,0.0,92.66,92.66,92.66,0.0,0.0
2019-06-16,97.89,97.89,97.89,0.0,0.0,98.08,98.08,98.08,0.0,0.0,97.42,97.42,97.42,0.0,0.0,97.54,97.54,97.54,0.0,0.0
2019-06-23,99.59,99.59,99.59,0.0,0.0,99.84,99.84,99.84,0.0,0.0,97.61,97.61,97.61,0.0,0.0,98.5,98.5,98.5,0.0,0.0
2019-06-30,99.06,99.06,99.06,0.0,0.0,99.06,99.06,99.06,0.0,0.0,98.1,98.1,98.1,0.0,0.0,98.9,98.9,98.9,0.0,0.0
2019-07-07,103.31,103.31,103.31,0.0,0.0,103.54,103.54,103.54,0.0,0.0,102.76,102.76,102.76,0.0,0.0,103.43,103.43,103.43,0.0,0.0
2019-07-14,100.64,100.64,100.64,0.0,0.0,102.09,102.09,102.09,0.0,0.0,100.59,100.59,100.59,0.0,0.0,101.73,101.73,101.73,0.0,0.0
2019-07-21,104.39,104.39,104.39,0.0,0.0,104.39,104.39,104.39,0.0,0.0,102.5,102.5,102.5,0.0,0.0,103.84,103.84,103.84,0.0,0.0
2019-07-28,92.1,92.1,92.1,0.0,0.0,92.13,92.13,92.13,0.0,0.0,87.71,87.71,87.71,0.0,0.0,89.17,89.17,89.17,0.0,0.0
2019-08-04,93.75,93.75,93.75,0.0,0.0,94.3,94.3,94.3,0.0,0.0,91.88,91.88,91.88,0.0,0.0,92.76,92.76,92.76,0.0,0.0
2019-08-11,96.26,96.26,96.26,0.0,0.0,97.04,97.04,97.04,0.0,0.0,95.71,95.71,95.71,0.0,0.0,96.5,96.5,96.5,0.0,0.0
2019-08-18,92.13,92.13,92.13,0.0,0.0,92.8,92.8,92.8,0.0,0.0,91.04,91.04,91.04,0.0,0.0,92.79,92.79,92.79,0.0,0.0
2019-08-25,96.86,96.86,96.86,0.0,0.0,96.91,96.91,96.91,0.0,0.0,94.35,94.35,94.35,0.0,0.0,95.43,95.43,95.43,0.0,0.0
2019-09-01,100.14,100.14,100.14,0.0,0.0,100.2,100.2,100.2,0.0,0.0,98.07,98.07,98.07,0.0,0.0,99.08,99.08,99.08,0.0,0.0
2019-09-08,99.1,99.1,99.1,0.0,0.0,99.93,99.93,99.93,0.0,0.0,98.92,98.92,98.92,0.0,0.0,99.46,99.46,99.46,0.0,0.0
2019-09-15,98.47,98.47,98.47,0.0,0.0,99.19,99.19,99.19,0.0,0.0,97.8,97.8,97.8,0.0,0.0,98.62,98.62,98.62,0.0,0.0
2019-09-22,95.66,95.66,95.66,0.0,0.0,97.05,97.05,97.05,0.0,0.0,95.38,95.38,95.38,0.0,0.0,96.73,96.73,96.73,0.0,0.0
2019-09-29,96.07,96.07,96.07,0.0,0.0,97.58,97.58,97.58,0.0,0.0,95.7,95.7,95.7,0.0,0.0,96.04,96.04,96.04,0.0,0.0
2019-10-06,98.56,98.56,98.56,0.0,0.0,99.45,99.45,99.45,0.0,0.0,98.42,98.42,98.42,0.0,0.0,98.9,98.9,98.9,0.0,0.0
2019-10-13,100.42,100.42,100.42,0.0,0.0,101.3,101.3,101.3,0.0,0.0,99.98,99.98,99.98,0.0,0.0,101.18,101.18,101.18,0.0,0.0
2019-10-20,104.41,104.41,104.41,0.0,0.0,105.77,105.77,105.77,0.0,0.0,104.41,104.41,104.41,0.0,0.0,105.48,105.48,105.48,0.0,0.0
2019-10-27,108.28,108.28,108.28,0.0,0.0,108.6,108.6,108.6,0.0,0.0,107.75,107.75,107.75,0.0,0.0,108.08,108.08,108.08,0.0,0.0
2019-11-03,108.27,108.27,108.27,0.0,0.0,109.07,109.07,109.07,0.0,0.0,107.9,107.9,107.9,0.0,0.0,109.0,109.0,109.0,0.0,0.0
2019-11-10,110.74,110.74,110.74,0.0,0.0,111.6,111.6,111.6,0.0,0.0,109.84,109.84,109.84,0.0,0.0,111.28,111.28,111.28,0.0,0.0
2019-11-17,110.69,110.69,110.69,0.0,0.0,112.45,112.45,112.45,0.0,0.0,110.69,110.69,110.69,0.0,0.0,112.42,112.42,112.42,0.0,0.0
2019-11-24,113.35,113.35,113.35,0.0,0.0,113.39,113.39,113.39,0.0,0.0,109.73,109.73,109.73,0.0,0.0,110.82,110.82,110.82,0.0,0.0
2019-12-01,112.7,112.7,112.7,0.0,0.0,113.77,113.77,113.77,0.0,0.0,112.03,112.03,112.03,0.0,0.0,112.1,112.1,112.1,0.0,0.0
2019-12-08,116.95,116.95,116.95,0.0,0.0,118.07,118.07,118.07,0.0,0.0,116.95,116.95,116.95,0.0,0.0,117.7,117.7,117.7,0.0,0.0
2019-12-15,121.39,121.39,121.39,0.0,0.0,121.51,121.51,121.51,0.0,0.0,120.93,120.93,120.93,0.0,0.0,121.1,121.1,121.1,0.0,0.0
2019-12-22,122.92,122.92,122.92,0.0,0.0,123.06,123.06,123.06,0.0,0.0,120.25,120.25,120.25,0.0,0.0,121.36,121.36,121.36,0.0,0.0
2019-12-29,122.58,122.58,122.58,0.0,0.0,125.11,125.11,125.11,0.0,0.0,122.58,122.58,122.58,0.0,0.0,123.66,123.66,123.66,0.0,0.0
