Date,HMG_Open_average,HMG_Open_max,HMG_Open_min,HMG_Open_volatility,HMG_Open_change,HMG_High_average,HMG_High_max,HMG_High_min,HMG_High_volatility,HMG_High_change,HMG_Low_average,HMG_Low_max,HMG_Low_min,HMG_Low_volatility,HMG_Low_change,HMG_Close_average,HMG_Close_max,HMG_Close_min,HMG_Close_volatility,HMG_Close_change,HMG_Volume_average,HMG_Volume_max,HMG_Volume_min,HMG_Volume_volatility,HMG_Volume_change
2016-01-03,10.58,10.58,10.58,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.58,10.58,10.58,0.0,0.0,218,218,218,0,0
2016-01-10,10.146666666666667,10.32,10.01,0.3100000000000005,-0.3100000000000005,10.146666666666667,10.32,10.01,0.3100000000000005,-0.3100000000000005,10.02,10.09,9.96,0.129999999999999,-0.08000000000000007,10.02,10.09,9.96,0.129999999999999,-0.08000000000000007,503,1111,200,911,911
2016-01-17,10.44,10.44,10.44,0.0,0.0,10.44,10.44,10.44,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.8,9.8,9.8,0.0,0.0,300,300,300,0,0
2016-01-24,9.63,9.63,9.63,0.0,0.0,10.26,10.26,10.26,0.0,0.0,9.63,9.63,9.63,0.0,0.0,10.03,10.03,10.03,0.0,0.0,12935,12935,12935,0,0
2016-01-31,9.69,9.77,9.61,0.16000000000000014,0.16000000000000014,10.14,10.2,10.08,0.11999999999999922,-0.11999999999999922,9.69,9.77,9.61,0.16000000000000014,0.16000000000000014,10.14,10.2,10.08,0.11999999999999922,-0.11999999999999922,4000,4700,3300,1400,1400
2016-02-07,9.915,9.95,9.88,0.06999999999999851,-0.06999999999999851,10.09,10.3,9.88,0.41999999999999993,-0.41999999999999993,9.915,9.95,9.88,0.06999999999999851,-0.06999999999999851,10.09,10.3,9.88,0.41999999999999993,-0.41999999999999993,226,300,153,147,-147
2016-02-14,10.07,10.07,10.07,0.0,0.0,10.07,10.07,10.07,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.84,9.84,9.84,0.0,0.0,1703,1703,1703,0,0
2016-02-21,9.63,9.63,9.63,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.62,9.62,9.62,0.0,0.0,9.62,9.62,9.62,0.0,0.0,202,202,202,0,0
2016-02-28,9.42,9.42,9.42,0.0,0.0,9.88,9.88,9.88,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.88,9.88,9.88,0.0,0.0,571,571,571,0,0
2016-03-06,9.35,9.35,9.35,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.35,9.35,9.35,0.0,0.0,9.35,9.35,9.35,0.0,0.0,200,200,200,0,0
2016-03-13,9.75,9.75,9.75,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.75,9.75,9.75,0.0,0.0,100,100,100,0,0
2016-03-20,9.29,9.29,9.29,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.29,9.29,9.29,0.0,0.0,300,300,300,0,0
2016-03-27,9.75,9.75,9.75,0.0,0.0,10.4,10.4,10.4,0.0,0.0,9.75,9.75,9.75,0.0,0.0,10.4,10.4,10.4,0.0,0.0,500,500,500,0,0
2016-04-03,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0,10.49,10.49,10.49,0.0,0.0,100,100,100,0,0
2016-04-10,10.41,10.41,10.41,0.0,0.0,10.46,10.46,10.46,0.0,0.0,10.41,10.41,10.41,0.0,0.0,10.46,10.46,10.46,0.0,0.0,500,500,500,0,0
