Date,iShares India 50_Open_average,iShares India 50_Open_max,iShares India 50_Open_min,iShares India 50_Open_volatility,iShares India 50_Open_change,iShares India 50_High_average,iShares India 50_High_max,iShares India 50_High_min,iShares India 50_High_volatility,iShares India 50_High_change,iShares India 50_Low_average,iShares India 50_Low_max,iShares India 50_Low_min,iShares India 50_Low_volatility,iShares India 50_Low_change,iShares India 50_Close_average,iShares India 50_Close_max,iShares India 50_Close_min,iShares India 50_Close_volatility,iShares India 50_Close_change
2018-07-01,35.38,35.38,35.38,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2018-07-08,35.81,35.81,35.81,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-07-15,36.23,36.23,36.23,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.16,36.16,36.16,0.0,0.0
2018-07-22,37.23,37.23,37.23,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2018-07-29,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2018-08-05,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-08-12,37.25,37.25,37.25,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2018-08-19,37.63,37.63,37.63,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-08-26,37.3,37.3,37.3,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.99,36.99,36.99,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-09-02,35.96,35.96,35.96,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2018-09-09,35.77,35.77,35.77,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2018-09-16,34.51,34.51,34.51,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2018-09-23,34.39,34.39,34.39,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2018-09-30,31.54,31.54,31.54,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2018-10-07,32.26,32.26,32.26,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2018-10-14,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-10-21,31.85,31.85,31.85,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.42,31.42,31.42,0.0,0.0
2018-10-28,32.82,32.82,32.82,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2018-11-04,32.57,32.57,32.57,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-11-11,34.09,34.09,34.09,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-11-18,33.91,33.91,33.91,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2018-11-25,35.2,35.2,35.2,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.95,34.95,34.95,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-12-02,32.43,32.43,32.43,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-12-09,34.34,34.34,34.34,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2018-12-16,34.48,34.48,34.48,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.18,34.18,34.18,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2018-12-23,35.47,35.47,35.47,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.32,35.32,35.32,0.0,0.0
2018-12-30,35.11,35.11,35.11,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-01-06,34.33,34.33,34.33,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-01-13,34.83,34.83,34.83,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2019-01-20,34.11,34.11,34.11,0.0,0.0,34.19,34.19,34.19,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-01-27,34.47,34.47,34.47,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2019-02-03,34.74,34.74,34.74,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2019-02-10,34.17,34.17,34.17,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-02-17,34.89,34.89,34.89,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2019-02-24,34.41,34.41,34.41,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-03-03,36.05,36.05,36.05,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-03-10,37.73,37.73,37.73,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.73,37.73,37.73,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2019-03-17,37.09,37.09,37.09,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-03-24,38.05,38.05,38.05,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2019-03-31,37.87,37.87,37.87,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-04-07,38.13,38.13,38.13,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2019-04-14,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-04-21,38.12,38.12,38.12,0.0,0.0,38.19,38.19,38.19,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-04-28,37.83,37.83,37.83,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2019-05-05,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.39,35.39,35.39,0.0,0.0
2019-05-12,38.49,38.49,38.49,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-05-19,38.64,38.64,38.64,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-05-26,39.35,39.35,39.35,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.47,39.47,39.47,0.0,0.0
2019-06-02,38.84,38.84,38.84,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2019-06-09,37.7,37.7,37.7,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-06-16,38.05,38.05,38.05,0.0,0.0,38.08,38.08,38.08,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.06,38.06,38.06,0.0,0.0
2019-06-23,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2019-06-30,38.01,38.01,38.01,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.92,37.92,37.92,0.0,0.0
2019-07-07,38.0,38.0,38.0,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-07-14,37.22,37.22,37.22,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2019-07-21,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2019-07-28,34.69,34.69,34.69,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-08-04,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2019-08-11,34.96,34.96,34.96,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-08-18,34.59,34.59,34.59,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.92,34.92,34.92,0.0,0.0
2019-08-25,34.73,34.73,34.73,0.0,0.0,34.83,34.83,34.83,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-09-01,34.65,34.65,34.65,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-09-08,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-09-15,36.81,36.81,36.81,0.0,0.0,37.28,37.28,37.28,0.0,0.0,36.69,36.69,36.69,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2019-09-22,36.55,36.55,36.55,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-09-29,35.74,35.74,35.74,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-10-06,36.1,36.1,36.1,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-10-13,37.09,37.09,37.09,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2019-10-20,37.39,37.39,37.39,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-10-27,38.13,38.13,38.13,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.97,37.97,37.97,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2019-11-03,37.6,37.6,37.6,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2019-11-10,37.26,37.26,37.26,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-11-17,37.82,37.82,37.82,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.82,37.82,37.82,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2019-11-24,37.99,37.99,37.99,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-12-01,37.9,37.9,37.9,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.91,37.91,37.91,0.0,0.0
2019-12-08,38.56,38.56,38.56,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.41,38.41,38.41,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-12-15,38.87,38.87,38.87,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.83,38.83,38.83,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2019-12-22,38.71,38.71,38.71,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.6,38.6,38.6,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2019-12-29,38.54,38.54,38.54,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.3,38.3,38.3,0.0,0.0
