Date,XECStock_Open_average,XECStock_Open_max,XECStock_Open_min,XECStock_Open_volatility,XECStock_Open_change,XECStock_High_average,XECStock_High_max,XECStock_High_min,XECStock_High_volatility,XECStock_High_change,XECStock_Low_average,XECStock_Low_max,XECStock_Low_min,XECStock_Low_volatility,XECStock_Low_change,XECStock_Close_average,XECStock_Close_max,XECStock_Close_min,XECStock_Close_volatility,XECStock_Close_change,XECStock_Volume_average,XECStock_Volume_max,XECStock_Volume_min,XECStock_Volume_volatility,XECStock_Volume_change
2018-01-14,126.0475,127.68,124.06,3.6200000000000045,-3.6200000000000045,126.7825,128.0,124.71,3.2900000000000063,-3.0800000000000125,124.4525,125.73,122.65,3.0799999999999983,-3.0799999999999983,125.24000000000001,126.45,124.04,2.4099999999999966,-1.789999999999992,920201,1218533,646677,571856,-387670
2018-01-21,124.372,126.63,120.71,5.920000000000002,-3.8100000000000023,125.402,127.13,121.81,5.319999999999993,-5.0,122.312,124.56,119.34,5.219999999999999,-4.86999999999999,123.222,126.8,119.78,7.019999999999996,-7.019999999999996,1034341,1330552,773828,556724,81529
2018-01-28,115.10600000000001,119.23,112.2,7.030000000000001,-7.030000000000001,115.958,120.06,112.2,7.859999999999999,-7.859999999999999,112.678,117.89,109.8,8.090000000000003,-8.090000000000003,113.914,118.68,110.95,7.730000000000004,-7.730000000000004,1190976,1646050,1004159,641891,157957
2018-02-04,106.616,110.23,100.72,9.510000000000005,-9.510000000000005,107.972,111.89,101.09,10.799999999999997,-10.799999999999997,103.048,107.83,95.56,12.269999999999996,-12.269999999999996,104.532,108.46,100.19,8.269999999999996,-7.719999999999999,1406391,1769777,1186573,583204,583204
2018-02-11,99.416,101.49,98.05,3.4399999999999977,-3.2299999999999898,101.468,103.4,99.53,3.8700000000000045,-2.3599999999999994,98.01,99.99,95.72,4.269999999999996,-1.809999999999988,100.072,102.19,98.73,3.4599999999999937,-2.1700000000000017,1984017,3764119,993360,2770759,1098022
2018-02-18,97.42,99.69,95.6,4.090000000000003,-3.3799999999999955,98.7825,100.72,97.39,3.3299999999999983,-1.9500000000000028,95.6325,97.67,93.76,3.9099999999999966,-1.6700000000000017,96.91,98.7,95.13,3.5700000000000074,0.3299999999999983,1477207,1674370,1252396,421974,-197935
2018-02-25,97.206,98.76,94.88,3.8800000000000097,-3.8800000000000097,98.122,99.3,96.39,2.9099999999999966,-2.9099999999999966,95.876,97.6,93.96,3.6400000000000006,-3.6400000000000006,96.71,98.34,95.35,2.990000000000009,-2.490000000000009,1204913,1627663,955590,672073,42047
2018-03-04,94.73,97.47,92.9,4.569999999999993,-0.8699999999999903,95.788,97.59,93.86,3.730000000000004,-2.8200000000000074,93.072,95.41,92.05,3.3599999999999994,-2.950000000000003,93.874,96.69,92.69,4.0,-3.799999999999997,1298047,1621229,1120578,500651,206437
2018-03-11,93.514,95.81,92.16,3.6500000000000057,-0.6400000000000006,95.014,95.89,93.68,2.2099999999999937,-1.809999999999988,92.094,92.62,91.5,1.1200000000000045,-1.1200000000000045,93.22,95.38,92.14,3.239999999999995,-2.8999999999999915,1524179,2146165,1082747,1063418,-507902
2018-03-18,92.67399999999999,94.36,91.46,2.9000000000000057,2.9000000000000057,94.064,95.38,91.84,3.539999999999992,3.539999999999992,91.776,93.2,89.73,3.469999999999999,3.269999999999996,93.08,94.67,91.62,3.049999999999997,1.559999999999988,1131179,1332138,836340,495798,-109658
2018-03-25,94.44,95.02,93.12,1.8999999999999915,-1.7999999999999972,94.7675,95.25,93.81,1.4399999999999977,-1.269999999999996,92.85249999999999,93.46,92.25,1.2099999999999937,-1.2099999999999937,93.6625,94.77,92.75,2.019999999999996,-1.269999999999996,1306089,1823675,866225,957450,790077
2018-04-01,91.928,93.55,90.14,3.4099999999999966,0.3499999999999943,93.058,94.37,91.54,2.8299999999999983,0.8999999999999915,89.51,91.74,87.98,3.759999999999991,1.3100000000000023,91.45,93.95,89.81,4.140000000000001,0.6499999999999915,1521212,2501183,1017398,1483785,1268740
