Date,VERStock_Open_average,VERStock_Open_max,VERStock_Open_min,VERStock_Open_volatility,VERStock_Open_change,VERStock_High_average,VERStock_High_max,VERStock_High_min,VERStock_High_volatility,VERStock_High_change,VERStock_Low_average,VERStock_Low_max,VERStock_Low_min,VERStock_Low_volatility,VERStock_Low_change,VERStock_Close_average,VERStock_Close_max,VERStock_Close_min,VERStock_Close_volatility,VERStock_Close_change,VERStock_Volume_average,VERStock_Volume_max,VERStock_Volume_min,VERStock_Volume_volatility,VERStock_Volume_change
2018-01-14,7.38,7.42,7.32,0.09999999999999964,-0.09999999999999964,7.4350000000000005,7.51,7.39,0.1200000000000001,-0.1200000000000001,7.295,7.33,7.25,0.08000000000000007,-0.08000000000000007,7.3625,7.43,7.3,0.1299999999999999,0.040000000000000036,8804478,11477419,7807161,3670258,3406577
2018-01-21,7.422,7.46,7.39,0.07000000000000028,0.05999999999999961,7.464,7.48,7.45,0.03000000000000025,-0.009999999999999787,7.351999999999999,7.39,7.31,0.08000000000000007,-0.07000000000000028,7.424,7.46,7.38,0.08000000000000007,-0.07000000000000028,8433987,10128071,6767109,3360962,-1484142
2018-01-28,7.154,7.34,7.04,0.2999999999999998,-0.2999999999999998,7.2139999999999995,7.35,7.12,0.22999999999999954,-0.21999999999999975,7.04,7.11,6.94,0.16999999999999993,-0.16999999999999993,7.118,7.2,7.09,0.11000000000000032,-0.020000000000000462,11942328,16604228,9193401,7410827,-3905243
2018-02-04,6.902,7.05,6.72,0.33000000000000007,-0.33000000000000007,7.02,7.12,6.96,0.16000000000000014,-0.16000000000000014,6.784,6.92,6.67,0.25,-0.25,6.872,6.95,6.68,0.27000000000000046,-0.040000000000000036,15227112,21376710,9450002,11926708,-8334177
2018-02-11,6.932,7.07,6.84,0.23000000000000043,0.1299999999999999,7.0200000000000005,7.12,6.94,0.17999999999999972,0.17999999999999972,6.788,6.94,6.62,0.3200000000000003,0.3200000000000003,6.95,7.08,6.85,0.23000000000000043,0.15000000000000036,13775422,19485400,8281346,11204054,3496694
2018-02-18,6.885,6.97,6.84,0.1299999999999999,-0.08999999999999986,6.94,7.03,6.9,0.1299999999999999,-0.11000000000000032,6.785,6.83,6.73,0.09999999999999964,-0.020000000000000462,6.82,6.89,6.74,0.14999999999999947,0.04999999999999982,12279484,16452546,8562266,7890280,7890280
2018-02-25,6.872,6.98,6.75,0.23000000000000043,-0.20000000000000018,6.9479999999999995,7.03,6.84,0.1900000000000004,-0.1900000000000004,6.794,6.92,6.72,0.20000000000000018,-0.20000000000000018,6.854,6.99,6.79,0.20000000000000018,-0.15000000000000036,7773146,10370631,5247033,5123598,-5123598
2018-03-04,6.958,7.13,6.83,0.2999999999999998,0.2999999999999998,7.05,7.14,6.97,0.16999999999999993,0.14999999999999947,6.8999999999999995,6.97,6.81,0.16000000000000014,0.14000000000000057,7.002,7.14,6.93,0.20999999999999996,0.08000000000000007,7024456,14790547,3858946,10931601,2256696
2018-03-11,7.026,7.06,6.98,0.07999999999999918,-0.02999999999999936,7.078,7.13,7.02,0.11000000000000032,-0.0600000000000005,6.966,7.02,6.91,0.10999999999999943,-0.08000000000000007,7.022,7.05,6.96,0.08999999999999986,0.03000000000000025,7147653,8479890,5584749,2895141,-1124191
2018-03-18,6.924,7.03,6.84,0.1900000000000004,-0.1900000000000004,6.962,7.05,6.84,0.20999999999999996,-0.20000000000000018,6.812,6.93,6.63,0.2999999999999998,-0.2999999999999998,6.848,7.01,6.66,0.34999999999999964,-0.34999999999999964,5912841,6410150,5234841,1175309,742008
2018-03-25,6.775,6.93,6.7,0.22999999999999954,0.22999999999999954,6.9075,7.02,6.74,0.27999999999999936,0.27999999999999936,6.715,6.89,6.62,0.2699999999999996,0.2699999999999996,6.8625,6.96,6.72,0.2400000000000002,0.2400000000000002,11476033,15449135,6677492,8771643,8771643
2018-04-01,6.918,6.99,6.83,0.16000000000000014,0.0,7.02,7.05,6.97,0.08000000000000007,0.03000000000000025,6.844,6.92,6.79,0.1299999999999999,0.04999999999999982,6.91,7.0,6.83,0.16999999999999993,0.019999999999999574,8262553,10151258,6143813,4007445,-1416145
2018-04-08,6.8420000000000005,6.9,6.7,0.20000000000000018,-0.20000000000000018,6.87,6.92,6.71,0.20999999999999996,-0.20999999999999996,6.752,6.83,6.64,0.1900000000000004,-0.16000000000000014,6.784,6.88,6.67,0.20999999999999996,-0.13999999999999968,6533357,8460971,5498247,2962724,-2056577
2018-04-15,6.794,6.9,6.71,0.1900000000000004,-0.009999999999999787,6.84,6.92,6.71,0.20999999999999996,-0.15000000000000036,6.694,6.8,6.6,0.20000000000000018,-0.05000000000000071,6.762,6.89,6.64,0.25,-0.1800000000000006,5725953,6356650,4773317,1583333,-581181
2018-04-22,6.672,6.76,6.59,0.16999999999999993,0.10999999999999943,6.752,6.89,6.67,0.21999999999999975,0.21999999999999975,6.62,6.75,6.52,0.23000000000000043,0.23000000000000043,6.7,6.87,6.59,0.28000000000000025,0.28000000000000025,5603103,6225936,4123609,2102327,1823088
2018-04-29,6.832,6.89,6.8,0.08999999999999986,0.019999999999999574,6.904,7.01,6.84,0.16999999999999993,0.09999999999999964,6.76,6.82,6.69,0.1299999999999999,0.040000000000000036,6.842,6.94,6.8,0.14000000000000057,0.14000000000000057,8665021,10797262,6216191,4581071,4581071
2018-05-06,7.0040000000000004,7.13,6.91,0.21999999999999975,0.16999999999999993,7.064,7.14,7.0,0.13999999999999968,0.13999999999999968,6.9479999999999995,7.02,6.89,0.1299999999999999,0.09999999999999964,7.0120000000000005,7.11,6.91,0.20000000000000018,0.0699999999999994,9045982,15772993,5791082,9981911,-1568023
2018-05-13,6.994,7.07,6.9,0.16999999999999993,-0.16999999999999993,7.016,7.09,6.92,0.16999999999999993,-0.16999999999999993,6.908,7.01,6.81,0.20000000000000018,-0.20000000000000018,6.944,7.07,6.86,0.20999999999999996,-0.20999999999999996,11020871,26956904,3934761,23022143,-4356369
2018-05-20,6.972,7.07,6.83,0.2400000000000002,0.20000000000000018,7.054,7.11,6.96,0.15000000000000036,0.13999999999999968,6.924,7.01,6.78,0.22999999999999954,0.22999999999999954,7.008,7.09,6.93,0.16000000000000014,0.16000000000000014,4931814,6482670,3667863,2814807,-1166043
2018-05-27,7.1325,7.18,7.08,0.09999999999999964,0.04999999999999982,7.1925,7.22,7.17,0.04999999999999982,-0.009999999999999787,7.0725,7.12,7.02,0.10000000000000053,-0.020000000000000462,7.12,7.16,7.05,0.11000000000000032,-0.07000000000000028,9147780,16586684,6206467,10380217,-651191
2018-06-03,7.09,7.15,7.06,0.09000000000000075,0.08000000000000007,7.126,7.19,7.09,0.10000000000000053,0.10000000000000053,7.036,7.11,6.97,0.14000000000000057,0.14000000000000057,7.104,7.18,7.05,0.1299999999999999,0.1299999999999999,8020635,12768899,5557672,7211227,-7211227
2018-06-10,7.228,7.3,7.17,0.1299999999999999,0.040000000000000036,7.29,7.31,7.27,0.040000000000000036,0.040000000000000036,7.184,7.22,7.13,0.08999999999999986,0.05999999999999961,7.248,7.29,7.2,0.08999999999999986,0.08999999999999986,14482270,19289662,8699820,10589842,1198174
2018-06-17,7.343999999999999,7.43,7.27,0.16000000000000014,0.16000000000000014,7.42,7.54,7.32,0.21999999999999975,0.21999999999999975,7.308,7.37,7.24,0.1299999999999999,0.1299999999999999,7.386,7.54,7.31,0.23000000000000043,0.23000000000000043,12701603,18807040,6326037,12481003,8463634
