Date,SPDR Global DowEtf_Open_average,SPDR Global DowEtf_Open_max,SPDR Global DowEtf_Open_min,SPDR Global DowEtf_Open_volatility,SPDR Global DowEtf_Open_change,SPDR Global DowEtf_High_average,SPDR Global DowEtf_High_max,SPDR Global DowEtf_High_min,SPDR Global DowEtf_High_volatility,SPDR Global DowEtf_High_change,SPDR Global DowEtf_Low_average,SPDR Global DowEtf_Low_max,SPDR Global DowEtf_Low_min,SPDR Global DowEtf_Low_volatility,SPDR Global DowEtf_Low_change,SPDR Global DowEtf_Close_average,SPDR Global DowEtf_Close_max,SPDR Global DowEtf_Close_min,SPDR Global DowEtf_Close_volatility,SPDR Global DowEtf_Close_change
2018-01-14,89.81,89.81,89.81,0.0,0.0,90.11,90.11,90.11,0.0,0.0,89.81,89.81,89.81,0.0,0.0,90.05,90.05,90.05,0.0,0.0
2018-01-21,91.5,91.5,91.5,0.0,0.0,91.68,91.68,91.68,0.0,0.0,91.5,91.5,91.5,0.0,0.0,91.68,91.68,91.68,0.0,0.0
2018-01-28,89.2,89.2,89.2,0.0,0.0,89.2,89.2,89.2,0.0,0.0,88.75,88.75,88.75,0.0,0.0,88.75,88.75,88.75,0.0,0.0
2018-02-04,83.59,83.59,83.59,0.0,0.0,83.59,83.59,83.59,0.0,0.0,81.52,81.52,81.52,0.0,0.0,82.89,82.89,82.89,0.0,0.0
2018-02-11,87.67,87.67,87.67,0.0,0.0,87.67,87.67,87.67,0.0,0.0,87.37,87.37,87.37,0.0,0.0,87.37,87.37,87.37,0.0,0.0
2018-02-18,87.09,87.09,87.09,0.0,0.0,87.17,87.17,87.17,0.0,0.0,86.84,86.84,86.84,0.0,0.0,87.05,87.05,87.05,0.0,0.0
2018-02-25,84.22,84.22,84.22,0.0,0.0,85.11,85.11,85.11,0.0,0.0,84.22,84.22,84.22,0.0,0.0,85.11,85.11,85.11,0.0,0.0
2018-03-04,86.67,86.67,86.67,0.0,0.0,87.09,87.09,87.09,0.0,0.0,86.67,86.67,86.67,0.0,0.0,86.89,86.89,86.89,0.0,0.0
2018-03-11,86.39,86.39,86.39,0.0,0.0,86.39,86.39,86.39,0.0,0.0,86.38,86.38,86.38,0.0,0.0,86.38,86.38,86.38,0.0,0.0
2018-03-18,83.78,83.78,83.78,0.0,0.0,83.78,83.78,83.78,0.0,0.0,81.95,81.95,81.95,0.0,0.0,81.99,81.99,81.99,0.0,0.0
2018-03-25,83.47,83.47,83.47,0.0,0.0,84.27,84.27,84.27,0.0,0.0,83.47,83.47,83.47,0.0,0.0,84.27,84.27,84.27,0.0,0.0
2018-04-01,84.06,84.06,84.06,0.0,0.0,84.06,84.06,84.06,0.0,0.0,84.06,84.06,84.06,0.0,0.0,84.06,84.06,84.06,0.0,0.0
2018-04-08,85.16,85.16,85.16,0.0,0.0,85.16,85.16,85.16,0.0,0.0,84.95,84.95,84.95,0.0,0.0,84.95,84.95,84.95,0.0,0.0
2018-04-15,85.66,85.66,85.66,0.0,0.0,85.66,85.66,85.66,0.0,0.0,85.66,85.66,85.66,0.0,0.0,85.66,85.66,85.66,0.0,0.0
