Date,PBCT_stock_Open_average,PBCT_stock_Open_max,PBCT_stock_Open_min,PBCT_stock_Open_volatility,PBCT_stock_Open_change,PBCT_stock_High_average,PBCT_stock_High_max,PBCT_stock_High_min,PBCT_stock_High_volatility,PBCT_stock_High_change,PBCT_stock_Low_average,PBCT_stock_Low_max,PBCT_stock_Low_min,PBCT_stock_Low_volatility,PBCT_stock_Low_change,PBCT_stock_Close_average,PBCT_stock_Close_max,PBCT_stock_Close_min,PBCT_stock_Close_volatility,PBCT_stock_Close_change,PBCT_stock_Volume_average,PBCT_stock_Volume_max,PBCT_stock_Volume_min,PBCT_stock_Volume_volatility,PBCT_stock_Volume_change
2018-01-14,19.5975,19.87,19.44,0.4299999999999997,0.2699999999999996,19.6975,20.12,19.51,0.6099999999999994,0.5199999999999996,19.36,19.58,19.24,0.33999999999999986,0.2799999999999976,19.5875,20.08,19.39,0.6899999999999977,0.6899999999999977,3761773,6113046,2496973,3616073,3329652
2018-01-21,19.968,20.11,19.87,0.23999999999999844,-0.029999999999997584,20.074,20.14,20.0,0.14000000000000057,-0.07000000000000028,19.822,19.86,19.75,0.10999999999999943,-0.07000000000000028,19.97,20.06,19.91,0.14999999999999858,-0.09999999999999787,3036812,4205172,2084089,2121083,-1792350
2018-01-28,19.716,19.92,19.59,0.33000000000000185,-0.18000000000000327,19.898,19.99,19.75,0.23999999999999844,0.0,19.598,19.73,19.49,0.240000000000002,-0.129999999999999,19.706,19.81,19.63,0.17999999999999972,-0.13000000000000256,3613394,6456227,2300149,4156078,728331
2018-02-04,19.076,19.55,18.65,0.9000000000000021,-0.6099999999999994,19.306,19.71,19.04,0.6700000000000017,-0.6700000000000017,18.646,19.0,18.28,0.7199999999999989,-0.5799999999999983,18.96,19.2,18.56,0.6400000000000006,-0.10000000000000142,4477344,6518371,3106318,3412053,-2404692
2018-02-11,19.268,19.66,18.97,0.6900000000000013,0.6700000000000017,19.546,19.91,19.15,0.7600000000000016,0.6499999999999986,19.212,19.64,18.86,0.7800000000000011,0.7800000000000011,19.471999999999998,19.84,19.07,0.7699999999999996,0.7699999999999996,2395717,2753989,1923215,830774,658661
2018-02-18,19.6775,19.83,19.47,0.35999999999999943,-0.33999999999999986,19.875,19.99,19.69,0.29999999999999716,-0.2099999999999973,19.4675,19.54,19.37,0.16999999999999815,-0.0799999999999983,19.625,19.76,19.43,0.33000000000000185,0.07000000000000028,2139649,2341453,1965526,375927,-106139
2018-02-25,19.44,19.75,19.05,0.6999999999999993,-0.6999999999999993,19.628,19.92,19.32,0.6000000000000014,-0.28999999999999915,19.164,19.45,18.82,0.629999999999999,-0.5899999999999999,19.384,19.72,19.14,0.5799999999999983,-0.2799999999999976,2724355,3225332,2495550,729782,-237357
2018-03-04,19.692,19.93,19.27,0.6600000000000001,0.5899999999999999,19.968,20.15,19.74,0.41000000000000014,0.41000000000000014,19.564,19.79,19.18,0.6099999999999994,0.6099999999999994,19.882,20.15,19.67,0.4799999999999969,0.4799999999999969,2367013,3574699,1822378,1752321,-1038365
2018-03-11,20.016,20.2,19.77,0.4299999999999997,-0.3500000000000014,20.132,20.26,19.91,0.3500000000000014,-0.18000000000000327,19.864,20.04,19.71,0.3299999999999983,-0.2699999999999996,19.91,20.11,19.77,0.33999999999999986,-0.3099999999999987,4237324,9483301,2405603,7077698,6448648
2018-03-18,19.490000000000002,19.81,18.93,0.879999999999999,-0.879999999999999,19.573999999999998,19.83,18.98,0.8499999999999979,-0.8499999999999979,19.099999999999998,19.52,18.22,1.3000000000000007,-1.1799999999999997,19.19,19.64,18.25,1.3900000000000006,-1.370000000000001,2977691,3514435,2088095,1426340,-318297
