Date,WYNNStock_Open_average,WYNNStock_Open_max,WYNNStock_Open_min,WYNNStock_Open_volatility,WYNNStock_Open_change,WYNNStock_High_average,WYNNStock_High_max,WYNNStock_High_min,WYNNStock_High_volatility,WYNNStock_High_change,WYNNStock_Low_average,WYNNStock_Low_max,WYNNStock_Low_min,WYNNStock_Low_volatility,WYNNStock_Low_change,WYNNStock_Close_average,WYNNStock_Close_max,WYNNStock_Close_min,WYNNStock_Close_volatility,WYNNStock_Close_change,WYNNStock_Volume_average,WYNNStock_Volume_max,WYNNStock_Volume_min,WYNNStock_Volume_volatility,WYNNStock_Volume_change
2018-01-14,173.0675,176.75,170.6,6.150000000000006,6.150000000000006,175.8425,179.86,172.63,7.230000000000018,7.230000000000018,171.625,176.48,167.44,9.039999999999992,9.039999999999992,174.35999999999999,179.64,168.73,10.909999999999997,10.909999999999997,2329944,3264359,1840753,1423606,-1423606
2018-01-21,196.83,201.99,187.59,14.400000000000006,14.400000000000006,201.024,203.63,195.84,7.789999999999992,6.150000000000006,190.002,198.16,178.04,20.120000000000005,-6.980000000000018,194.32999999999998,200.6,180.29,20.310000000000002,-14.939999999999998,7984863,22145560,3248360,18897200,15368028
2018-01-28,167.82999999999998,173.27,160.89,12.380000000000024,-3.0800000000000125,173.18,176.98,171.78,5.199999999999989,1.1599999999999966,163.138,166.0,160.72,5.280000000000001,3.6599999999999966,167.502,171.39,163.48,7.909999999999997,3.0800000000000125,13093242,25903548,5398823,20504725,-20504725
2018-02-04,170.306,178.2,163.5,14.699999999999989,3.030000000000001,173.296,180.1,167.66,12.439999999999998,-2.039999999999992,166.106,172.95,160.89,12.060000000000002,-4.410000000000025,168.304,177.32,163.22,14.099999999999994,0.7400000000000091,7026627,15719925,3672737,12047188,594322
2018-02-11,164.564,167.62,163.0,4.6200000000000045,-3.509999999999991,166.472,167.76,165.38,2.3799999999999955,-0.37999999999999545,162.27,162.55,161.8,0.75,0.5099999999999909,164.006,164.66,162.92,1.740000000000009,1.3600000000000136,2752142,3451213,2116686,1334527,23694
2018-02-18,164.99,166.39,163.88,2.509999999999991,1.1200000000000045,167.7475,169.0,166.92,2.0800000000000125,0.4800000000000182,163.5,164.54,162.07,2.469999999999999,0.8300000000000125,165.65,167.13,164.19,2.9399999999999977,2.210000000000008,2079222,2533350,1904851,628499,-10975
2018-02-25,167.252,169.42,161.78,7.639999999999986,-6.289999999999992,168.256,169.95,163.5,6.449999999999989,-6.219999999999999,164.07,167.21,156.54,10.670000000000016,-10.670000000000016,166.346,169.0,163.06,5.939999999999998,-5.939999999999998,2617327,4147623,1776347,2371276,2371276
2018-03-04,171.108,189.22,161.33,27.889999999999986,27.889999999999986,175.304,192.75,166.72,26.03,26.03,168.66,184.41,158.66,25.75,25.75,173.65,188.89,165.06,23.829999999999984,23.829999999999984,4273960,9408501,1257555,8150946,6604921
2018-03-11,187.72,191.69,185.0,6.689999999999998,-2.430000000000007,189.224,192.32,187.12,5.199999999999989,-5.199999999999989,185.024,188.18,183.67,4.510000000000019,-4.319999999999993,186.678,191.79,184.76,7.030000000000001,-7.030000000000001,2862370,4959058,1543010,3416048,-2927875
2018-03-18,181.464,183.7,176.68,7.019999999999982,-1.4199999999999875,183.138,185.8,179.24,6.560000000000002,0.21000000000000796,177.68,181.02,174.06,6.960000000000008,-5.890000000000015,179.23,184.19,175.54,8.650000000000006,-5.740000000000009,3709178,5924161,1467307,4456854,4456854
2018-03-25,177.8875,179.15,176.94,2.210000000000008,-0.3199999999999932,180.7075,183.2,177.43,5.769999999999982,3.5999999999999943,175.1575,177.13,173.06,4.069999999999993,3.289999999999992,178.2825,182.36,176.04,6.320000000000022,5.360000000000014,2757411,3300738,2262613,1038125,788260
2018-04-01,181.662,184.78,177.09,7.689999999999998,-1.7299999999999898,183.514,186.29,179.97,6.319999999999993,-1.6399999999999864,177.536,178.95,175.76,3.1899999999999977,-2.1399999999999864,180.122,181.24,178.49,2.75,-2.509999999999991,2206348,2809602,1619608,1189994,248419
2018-04-08,182.488,187.42,179.0,8.419999999999987,8.419999999999987,185.108,188.0,182.07,5.930000000000007,5.77000000000001,180.208,182.65,177.03,5.6200000000000045,5.6200000000000045,182.788,186.64,179.83,6.809999999999974,3.430000000000007,1934600,3135939,1180931,1955008,-419415
2018-04-15,190.152,193.63,184.49,9.139999999999986,6.659999999999997,192.43,194.3,188.76,5.5400000000000205,4.350000000000023,188.476,190.78,182.38,8.400000000000006,7.800000000000011,191.284,192.91,188.7,4.210000000000008,3.8100000000000023,1910378,2068605,1845425,223180,14936
2018-04-22,188.09199999999998,193.74,183.23,10.51000000000002,-7.699999999999989,189.504,194.66,184.7,9.960000000000008,-6.430000000000007,183.84,189.57,179.22,10.349999999999994,-6.099999999999994,187.1,193.24,182.89,10.350000000000023,-8.129999999999995,2912990,4413670,1777314,2636356,280372
2018-04-29,189.394,191.23,185.98,5.25,4.560000000000002,192.364,195.32,188.32,7.0,7.0,188.218,190.36,185.16,5.200000000000017,5.200000000000017,190.62,192.41,186.19,6.219999999999999,6.219999999999999,2214709,2864403,1781337,1083066,13265
2018-05-06,195.334,201.01,191.48,9.530000000000001,8.169999999999987,197.978,202.48,193.19,9.289999999999992,8.02000000000001,192.728,196.81,190.12,6.689999999999998,5.139999999999986,196.006,201.51,191.75,9.759999999999991,3.740000000000009,2199805,3152418,1261614,1890804,-36184
