Date,NFG_Open_average,NFG_Open_max,NFG_Open_min,NFG_Open_volatility,NFG_Open_change,NFG_High_average,NFG_High_max,NFG_High_min,NFG_High_volatility,NFG_High_change,NFG_Low_average,NFG_Low_max,NFG_Low_min,NFG_Low_volatility,NFG_Low_change,NFG_Close_average,NFG_Close_max,NFG_Close_min,NFG_Close_volatility,NFG_Close_change,NFG_Volume_average,NFG_Volume_max,NFG_Volume_min,NFG_Volume_volatility,NFG_Volume_change
2018-01-14,55.868,56.22,55.4,0.8200000000000003,-0.7199999999999989,56.276,56.71,55.84,0.8699999999999974,-0.4399999999999977,55.464,55.7,55.24,0.46000000000000085,-0.25,55.722,56.16,55.37,0.7899999999999991,0.060000000000002274,368804,526546,309243,217303,-12395
2018-01-21,56.476,56.8,55.92,0.8799999999999955,0.6000000000000014,56.8,56.84,56.76,0.0800000000000054,0.0800000000000054,56.144,56.38,55.79,0.5900000000000034,0.5399999999999991,56.550000000000004,56.77,56.39,0.38000000000000256,-0.060000000000002274,290581,339890,226230,113660,67182
2018-01-28,55.025999999999996,56.35,50.44,5.910000000000004,-5.910000000000004,55.338,56.6,51.13,5.469999999999999,-5.299999999999997,53.038,55.55,49.4,6.149999999999999,-6.149999999999999,53.226,55.92,49.6,6.32,-6.32,829046,1443151,402042,1041109,692448
2018-02-04,49.566,49.81,49.0,0.8100000000000023,0.5700000000000003,50.27,50.56,50.0,0.5600000000000023,0.17999999999999972,48.756,49.25,48.31,0.9399999999999977,0.3299999999999983,49.754,49.92,49.56,0.35999999999999943,-0.0799999999999983,945757,1652634,575562,1077072,847446
2018-02-11,49.53,49.69,49.15,0.5399999999999991,0.00999999999999801,50.055,50.37,49.83,0.5399999999999991,0.28999999999999915,49.1975,49.64,48.89,0.75,0.6099999999999994,49.7025,50.05,49.4,0.6499999999999986,0.6499999999999986,759684,908662,478337,430325,43708
2018-02-18,50.026,50.9,49.55,1.3500000000000014,0.8799999999999955,50.594,51.31,50.23,1.0800000000000054,1.0800000000000054,49.576,50.19,49.06,1.1299999999999955,1.1299999999999955,50.09,50.93,49.43,1.5,1.2899999999999991,549105,638467,481339,157128,-130179
2018-02-25,50.092,51.0,49.48,1.5200000000000031,-1.0700000000000003,50.61,51.41,50.1,1.3099999999999952,-0.8499999999999943,49.612,50.47,49.02,1.4499999999999957,-0.740000000000002,50.016,50.51,49.43,1.0799999999999983,0.03999999999999915,503823,683796,381460,302336,16383
2018-03-04,50.012,50.6,49.33,1.2700000000000031,-0.9799999999999969,50.28,50.77,49.61,1.1600000000000037,-0.8000000000000043,49.32,49.97,48.43,1.5399999999999991,-0.5600000000000023,49.866,50.75,49.1,1.6499999999999986,-0.8200000000000003,537302,626448,395735,230713,-215021
2018-03-11,50.494,51.06,49.96,1.1000000000000014,1.1000000000000014,50.982,51.34,50.57,0.7700000000000031,0.7100000000000009,50.106,50.39,49.69,0.7000000000000028,0.44000000000000483,50.660000000000004,51.13,50.24,0.8900000000000006,0.490000000000002,508139,741869,379822,362047,42790
2018-03-18,50.396,50.84,49.99,0.8500000000000014,-0.7000000000000028,51.02,51.39,50.59,0.7999999999999972,-0.4899999999999949,49.896,50.32,49.76,0.5600000000000023,-0.00999999999999801,50.284,50.69,49.81,0.8799999999999955,0.5,357395,438077,283491,154586,76823
2018-03-25,50.917500000000004,51.35,50.53,0.8200000000000003,0.759999999999998,51.6225,52.05,51.31,0.7399999999999949,0.1700000000000017,50.375,51.11,50.01,1.1000000000000014,-0.21000000000000085,50.932500000000005,51.45,50.21,1.240000000000002,-0.6199999999999974,478874,591444,392500,198944,-61082
2018-04-01,50.928,51.5,50.56,0.9399999999999977,-0.05999999999999517,51.525999999999996,51.94,51.04,0.8999999999999986,0.11999999999999744,50.322,51.03,50.03,1.0,0.04999999999999716,50.892,51.83,50.28,1.5499999999999972,-0.5200000000000031,399865,531517,267092,264425,-95682
2018-04-08,51.086,51.51,50.58,0.9299999999999997,0.9299999999999997,51.606,52.31,51.17,1.1400000000000006,1.1400000000000006,50.814,51.5,50.27,1.2299999999999969,1.2299999999999969,51.372,52.23,50.75,1.4799999999999969,1.4799999999999969,322171,440166,279562,160604,-159492
2018-04-15,51.808,52.29,51.2,1.0899999999999963,-0.8699999999999974,52.114,52.46,51.88,0.5799999999999983,-0.3500000000000014,51.332,51.88,50.77,1.1099999999999994,-1.1099999999999994,51.684,52.11,51.16,0.9500000000000028,-0.38000000000000256,344661,403952,279851,124101,-59397
2018-04-22,51.482,52.04,50.83,1.2100000000000009,-0.1599999999999966,51.918,52.24,51.28,0.9600000000000009,-0.21999999999999886,51.138,51.62,50.54,1.0799999999999983,-0.25,51.542,51.84,50.94,0.9000000000000057,-0.490000000000002,669458,2013770,230145,1783625,1783625
2018-04-29,51.74,52.7,51.3,1.4000000000000057,1.4000000000000057,52.31,53.08,51.57,1.509999999999998,1.3999999999999986,51.206,51.58,50.83,0.75,0.6199999999999974,51.77,52.58,51.38,1.1999999999999957,0.09000000000000341,518539,702239,361909,340330,101821
2018-05-06,51.066,51.39,50.42,0.9699999999999989,-0.060000000000002274,51.482,51.65,51.34,0.30999999999999517,0.240000000000002,50.64,51.08,50.37,0.7100000000000009,0.6700000000000017,51.052,51.33,50.41,0.9200000000000017,0.259999999999998,539063,635321,432491,202830,-104219
2018-05-13,51.33,51.52,51.14,0.38000000000000256,-0.00999999999999801,51.550000000000004,51.84,51.27,0.5700000000000003,-0.1599999999999966,51.062,51.3,50.87,0.4299999999999997,-0.05000000000000426,51.286,51.51,51.02,0.4899999999999949,-0.11999999999999744,288831,372179,237174,135005,-84666
2018-05-20,51.2125,51.28,51.15,0.13000000000000256,0.0799999999999983,51.535,51.78,51.31,0.46999999999999886,-0.13000000000000256,51.005,51.09,50.89,0.20000000000000284,-0.04000000000000625,51.23,51.34,51.12,0.22000000000000597,-0.10999999999999943,318299,375222,284115,91107,-70540
2018-05-27,52.178,52.81,51.01,1.8000000000000043,1.6700000000000017,52.744,53.2,51.76,1.4400000000000048,1.3599999999999994,51.888,52.43,50.9,1.5300000000000011,1.5300000000000011,52.374,52.64,51.47,1.1700000000000017,1.1600000000000037,490247,853704,360400,493304,-1640
2018-06-03,52.222,52.54,51.73,0.8100000000000023,-0.3999999999999986,52.448,52.85,52.23,0.6200000000000045,-0.6200000000000045,51.79,52.26,51.55,0.7100000000000009,-0.5700000000000003,52.068,52.46,51.62,0.8400000000000034,-0.4200000000000017,310031,382052,244480,137572,74437
2018-06-10,52.56,52.77,52.1,0.6700000000000017,0.5499999999999972,53.034,53.3,52.79,0.509999999999998,0.36999999999999744,52.348,52.61,51.99,0.6199999999999974,0.6199999999999974,52.678,52.88,52.48,0.4000000000000057,0.2600000000000051,492066,1023210,291114,732096,-35651
2018-06-17,52.885999999999996,53.39,52.65,0.740000000000002,-0.0799999999999983,53.268,53.75,52.9,0.8500000000000014,-0.12000000000000455,52.514,52.7,52.28,0.4200000000000017,-0.4200000000000017,52.818,53.43,52.55,0.8800000000000026,-0.2600000000000051,482708,893470,294482,598988,-50196
2018-06-24,52.866,53.05,52.71,0.3399999999999963,0.0799999999999983,53.44,53.66,53.24,0.4199999999999946,-0.3200000000000003,52.757999999999996,53.05,52.4,0.6499999999999986,0.28999999999999915,53.03,53.34,52.84,0.5,0.13000000000000256,346653,436706,241129,195577,-195577
2018-07-01,54.07,55.14,53.39,1.75,1.75,54.6075,55.35,53.91,1.4400000000000048,1.4400000000000048,53.83,54.5,53.24,1.259999999999998,1.259999999999998,54.2675,54.96,53.53,1.4299999999999997,1.0600000000000023,322085,478532,161475,317057,317057
2018-07-08,54.868,55.3,54.59,0.7099999999999937,-0.04999999999999716,55.256,55.9,54.79,1.1099999999999994,-1.1099999999999994,54.422000000000004,54.85,53.99,0.8599999999999994,-0.3400000000000034,54.856,55.51,54.57,0.9399999999999977,-0.8500000000000014,375175,456373,307159,149214,-149214
