Date,Direxion Daily Regional Banks Bull 3X Shares_Open_average,Direxion Daily Regional Banks Bull 3X Shares_Open_max,Direxion Daily Regional Banks Bull 3X Shares_Open_min,Direxion Daily Regional Banks Bull 3X Shares_Open_volatility,Direxion Daily Regional Banks Bull 3X Shares_Open_change,Direxion Daily Regional Banks Bull 3X Shares_High_average,Direxion Daily Regional Banks Bull 3X Shares_High_max,Direxion Daily Regional Banks Bull 3X Shares_High_min,Direxion Daily Regional Banks Bull 3X Shares_High_volatility,Direxion Daily Regional Banks Bull 3X Shares_High_change,Direxion Daily Regional Banks Bull 3X Shares_Low_average,Direxion Daily Regional Banks Bull 3X Shares_Low_max,Direxion Daily Regional Banks Bull 3X Shares_Low_min,Direxion Daily Regional Banks Bull 3X Shares_Low_volatility,Direxion Daily Regional Banks Bull 3X Shares_Low_change,Direxion Daily Regional Banks Bull 3X Shares_Close_average,Direxion Daily Regional Banks Bull 3X Shares_Close_max,Direxion Daily Regional Banks Bull 3X Shares_Close_min,Direxion Daily Regional Banks Bull 3X Shares_Close_volatility,Direxion Daily Regional Banks Bull 3X Shares_Close_change
2018-01-14,87.93,87.93,87.93,0.0,0.0,89.36,89.36,89.36,0.0,0.0,85.0,85.0,85.0,0.0,0.0,89.3,89.3,89.3,0.0,0.0
2018-01-21,87.81,87.81,87.81,0.0,0.0,89.98,89.98,89.98,0.0,0.0,87.67,87.67,87.67,0.0,0.0,87.78,87.78,87.78,0.0,0.0
2018-01-28,83.77,83.77,83.77,0.0,0.0,87.18,87.18,87.18,0.0,0.0,75.31,75.31,75.31,0.0,0.0,76.0,76.0,76.0,0.0,0.0
2018-02-04,77.38,77.38,77.38,0.0,0.0,79.45,79.45,79.45,0.0,0.0,75.1,75.1,75.1,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2018-02-11,83.94,83.94,83.94,0.0,0.0,88.63,88.63,88.63,0.0,0.0,83.94,83.94,83.94,0.0,0.0,87.31,87.31,87.31,0.0,0.0
2018-02-18,87.83,87.83,87.83,0.0,0.0,87.85,87.85,87.85,0.0,0.0,84.62,84.62,84.62,0.0,0.0,87.85,87.85,87.85,0.0,0.0
2018-02-25,81.51,81.51,81.51,0.0,0.0,88.61,88.61,88.61,0.0,0.0,80.74,80.74,80.74,0.0,0.0,88.42,88.42,88.42,0.0,0.0
2018-03-04,95.87,95.87,95.87,0.0,0.0,95.94,95.94,95.94,0.0,0.0,93.14,93.14,93.14,0.0,0.0,94.12,94.12,94.12,0.0,0.0
2018-03-11,91.0,91.0,91.0,0.0,0.0,91.0,91.0,91.0,0.0,0.0,85.82,85.82,85.82,0.0,0.0,88.94,88.94,88.94,0.0,0.0
2018-03-18,73.01,73.01,73.01,0.0,0.0,77.18,77.18,77.18,0.0,0.0,72.26,72.26,72.26,0.0,0.0,76.94,76.94,76.94,0.0,0.0
2018-03-25,73.74,73.74,73.74,0.0,0.0,75.43,75.43,75.43,0.0,0.0,68.12,68.12,68.12,0.0,0.0,70.67,70.67,70.67,0.0,0.0
2018-04-01,72.21,72.21,72.21,0.0,0.0,75.86,75.86,75.86,0.0,0.0,70.83,70.83,70.83,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2018-04-08,75.5,75.5,75.5,0.0,0.0,76.0,76.0,76.0,0.0,0.0,73.8,73.8,73.8,0.0,0.0,75.73,75.73,75.73,0.0,0.0
2018-04-15,77.7,77.7,77.7,0.0,0.0,79.52,79.52,79.52,0.0,0.0,77.18,77.18,77.18,0.0,0.0,78.95,78.95,78.95,0.0,0.0
2018-04-22,81.75,81.75,81.75,0.0,0.0,82.16,82.16,82.16,0.0,0.0,78.78,78.78,78.78,0.0,0.0,78.78,78.78,78.78,0.0,0.0
2018-04-29,81.65,81.65,81.65,0.0,0.0,82.98,82.98,82.98,0.0,0.0,79.11,79.11,79.11,0.0,0.0,81.23,81.23,81.23,0.0,0.0
2018-05-06,87.54,87.54,87.54,0.0,0.0,87.57,87.57,87.57,0.0,0.0,85.38,85.38,85.38,0.0,0.0,86.29,86.29,86.29,0.0,0.0
2018-05-13,88.39,88.39,88.39,0.0,0.0,91.28,91.28,91.28,0.0,0.0,88.39,88.39,88.39,0.0,0.0,90.3,90.3,90.3,0.0,0.0
2018-05-20,87.45,87.45,87.45,0.0,0.0,88.71,88.71,88.71,0.0,0.0,87.3,87.3,87.3,0.0,0.0,87.91,87.91,87.91,0.0,0.0
2018-05-27,87.79,87.79,87.79,0.0,0.0,89.24,89.24,89.24,0.0,0.0,87.05,87.05,87.05,0.0,0.0,89.1,89.1,89.1,0.0,0.0
2018-06-03,95.5,95.5,95.5,0.0,0.0,95.5,95.5,95.5,0.0,0.0,89.84,89.84,89.84,0.0,0.0,90.86,90.86,90.86,0.0,0.0
2018-06-10,84.91,84.91,84.91,0.0,0.0,87.38,87.38,87.38,0.0,0.0,83.28,83.28,83.28,0.0,0.0,86.4,86.4,86.4,0.0,0.0
2018-06-17,83.74,83.74,83.74,0.0,0.0,84.69,84.69,84.69,0.0,0.0,80.91,80.91,80.91,0.0,0.0,83.18,83.18,83.18,0.0,0.0
2018-06-24,74.8,74.8,74.8,0.0,0.0,77.35,77.35,77.35,0.0,0.0,73.05,73.05,73.05,0.0,0.0,77.35,77.35,77.35,0.0,0.0
2018-07-01,80.73,80.73,80.73,0.0,0.0,84.44,84.44,84.44,0.0,0.0,80.7,80.7,80.7,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2018-07-08,74.73,74.73,74.73,0.0,0.0,77.25,77.25,77.25,0.0,0.0,74.73,74.73,74.73,0.0,0.0,77.1,77.1,77.1,0.0,0.0
2018-07-15,81.34,81.34,81.34,0.0,0.0,84.32,84.32,84.32,0.0,0.0,80.74,80.74,80.74,0.0,0.0,83.7,83.7,83.7,0.0,0.0
2018-07-22,78.95,78.95,78.95,0.0,0.0,80.31,80.31,80.31,0.0,0.0,77.85,77.85,77.85,0.0,0.0,77.92,77.92,77.92,0.0,0.0
2018-07-29,79.0,79.0,79.0,0.0,0.0,79.5,79.5,79.5,0.0,0.0,77.6,77.6,77.6,0.0,0.0,79.2,79.2,79.2,0.0,0.0
2018-08-05,79.0,79.0,79.0,0.0,0.0,80.41,80.41,80.41,0.0,0.0,78.12,78.12,78.12,0.0,0.0,78.12,78.12,78.12,0.0,0.0
2018-08-12,83.99,83.99,83.99,0.0,0.0,84.25,84.25,84.25,0.0,0.0,81.86,81.86,81.86,0.0,0.0,83.78,83.78,83.78,0.0,0.0
