Date,ALPS Alerian MLP_etf_Open_average,ALPS Alerian MLP_etf_Open_max,ALPS Alerian MLP_etf_Open_min,ALPS Alerian MLP_etf_Open_volatility,ALPS Alerian MLP_etf_Open_change,ALPS Alerian MLP_etf_High_average,ALPS Alerian MLP_etf_High_max,ALPS Alerian MLP_etf_High_min,ALPS Alerian MLP_etf_High_volatility,ALPS Alerian MLP_etf_High_change,ALPS Alerian MLP_etf_Low_average,ALPS Alerian MLP_etf_Low_max,ALPS Alerian MLP_etf_Low_min,ALPS Alerian MLP_etf_Low_volatility,ALPS Alerian MLP_etf_Low_change,ALPS Alerian MLP_etf_Close_average,ALPS Alerian MLP_etf_Close_max,ALPS Alerian MLP_etf_Close_min,ALPS Alerian MLP_etf_Close_volatility,ALPS Alerian MLP_etf_Close_change
2018-08-05,11.17,11.17,11.17,0.0,0.0,11.33,11.33,11.33,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2018-08-12,10.99,10.99,10.99,0.0,0.0,11.12,11.12,11.12,0.0,0.0,10.99,10.99,10.99,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2018-08-19,11.17,11.17,11.17,0.0,0.0,11.18,11.18,11.18,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2018-08-26,10.89,10.89,10.89,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.77,10.77,10.77,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2018-09-02,10.83,10.83,10.83,0.0,0.0,10.89,10.89,10.89,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2018-09-09,10.94,10.94,10.94,0.0,0.0,10.95,10.95,10.95,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2018-09-16,10.85,10.85,10.85,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2018-09-23,10.58,10.58,10.58,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.55,10.55,10.55,0.0,0.0,10.68,10.68,10.68,0.0,0.0
2018-09-30,10.82,10.82,10.82,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.82,10.82,10.82,0.0,0.0
2018-10-07,10.62,10.62,10.62,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.4,10.4,10.4,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2018-10-14,10.59,10.59,10.59,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.5,10.5,10.5,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2018-10-21,9.95,9.95,9.95,0.0,0.0,9.96,9.96,9.96,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.8,9.8,9.8,0.0,0.0
2018-10-28,9.89,9.89,9.89,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2018-11-04,9.93,9.93,9.93,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2018-11-11,9.69,9.69,9.69,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.71,9.71,9.71,0.0,0.0
2018-11-18,9.42,9.42,9.42,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.4,9.4,9.4,0.0,0.0
2018-11-25,9.62,9.62,9.62,0.0,0.0,9.67,9.67,9.67,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.55,9.55,9.55,0.0,0.0
2018-12-02,9.6,9.6,9.6,0.0,0.0,9.73,9.73,9.73,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2018-12-09,9.57,9.57,9.57,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.5,9.5,9.5,0.0,0.0
2018-12-16,8.82,8.82,8.82,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.64,8.64,8.64,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2018-12-23,8.68,8.68,8.68,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2018-12-30,9.07,9.07,9.07,0.0,0.0,9.47,9.47,9.47,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2019-01-06,9.73,9.73,9.73,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.62,9.62,9.62,0.0,0.0
2019-01-13,9.79,9.79,9.79,0.0,0.0,9.87,9.87,9.87,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.86,9.86,9.86,0.0,0.0
2019-01-20,9.72,9.72,9.72,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2019-01-27,9.85,9.85,9.85,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2019-02-03,9.66,9.66,9.66,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2019-02-10,9.89,9.89,9.89,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.91,9.91,9.91,0.0,0.0
2019-02-17,9.91,9.91,9.91,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2019-02-24,9.72,9.72,9.72,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.64,9.64,9.64,0.0,0.0,9.75,9.75,9.75,0.0,0.0
2019-03-03,9.71,9.71,9.71,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.63,9.63,9.63,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2019-03-10,9.89,9.89,9.89,0.0,0.0,9.91,9.91,9.91,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.89,9.89,9.89,0.0,0.0
2019-03-17,10.11,10.11,10.11,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.01,10.01,10.01,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-03-24,10.05,10.05,10.05,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.03,10.03,10.03,0.0,0.0
2019-03-31,10.11,10.11,10.11,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-04-07,10.17,10.17,10.17,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.14,10.14,10.14,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2019-04-14,9.99,9.99,9.99,0.0,0.0,9.99,9.99,9.99,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2019-04-21,9.95,9.95,9.95,0.0,0.0,9.98,9.98,9.98,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.96,9.96,9.96,0.0,0.0
2019-04-28,9.84,9.84,9.84,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2019-05-05,9.67,9.67,9.67,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.91,9.91,9.91,0.0,0.0
2019-05-12,10.06,10.06,10.06,0.0,0.0,10.06,10.06,10.06,0.0,0.0,9.98,9.98,9.98,0.0,0.0,10.0,10.0,10.0,0.0,0.0
2019-05-19,9.89,9.89,9.89,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.87,9.87,9.87,0.0,0.0
2019-05-26,9.59,9.59,9.59,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.64,9.64,9.64,0.0,0.0
2019-06-02,9.78,9.78,9.78,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.71,9.71,9.71,0.0,0.0,9.75,9.75,9.75,0.0,0.0
2019-06-09,9.82,9.82,9.82,0.0,0.0,9.83,9.83,9.83,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.73,9.73,9.73,0.0,0.0
2019-06-16,9.72,9.72,9.72,0.0,0.0,9.84,9.84,9.84,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.75,9.75,9.75,0.0,0.0
2019-06-23,9.75,9.75,9.75,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.73,9.73,9.73,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-06-30,9.98,9.98,9.98,0.0,0.0,10.07,10.07,10.07,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2019-07-07,10.13,10.13,10.13,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-07-14,9.99,9.99,9.99,0.0,0.0,10.05,10.05,10.05,0.0,0.0,9.95,9.95,9.95,0.0,0.0,9.98,9.98,9.98,0.0,0.0
2019-07-21,10.07,10.07,10.07,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.99,9.99,9.99,0.0,0.0
2019-07-28,9.69,9.69,9.69,0.0,0.0,9.74,9.74,9.74,0.0,0.0,9.58,9.58,9.58,0.0,0.0,9.58,9.58,9.58,0.0,0.0
2019-08-04,9.1,9.1,9.1,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2019-08-11,8.88,8.88,8.88,0.0,0.0,9.01,9.01,9.01,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2019-08-18,9.0,9.0,9.0,0.0,0.0,9.05,9.05,9.05,0.0,0.0,8.83,8.83,8.83,0.0,0.0,8.83,8.83,8.83,0.0,0.0
2019-08-25,9.1,9.1,9.1,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2019-09-01,9.07,9.07,9.07,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2019-09-08,9.2,9.2,9.2,0.0,0.0,9.37,9.37,9.37,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.37,9.37,9.37,0.0,0.0
2019-09-15,9.46,9.46,9.46,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.41,9.41,9.41,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2019-09-22,9.11,9.11,9.11,0.0,0.0,9.19,9.19,9.19,0.0,0.0,9.07,9.07,9.07,0.0,0.0,9.12,9.12,9.12,0.0,0.0
2019-09-29,9.04,9.04,9.04,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2019-10-06,8.86,8.86,8.86,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.82,8.82,8.82,0.0,0.0
2019-10-13,8.66,8.66,8.66,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.65,8.65,8.65,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2019-10-20,8.65,8.65,8.65,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2019-10-27,8.59,8.59,8.59,0.0,0.0,8.63,8.63,8.63,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2019-11-03,8.37,8.37,8.37,0.0,0.0,8.39,8.39,8.39,0.0,0.0,8.27,8.27,8.27,0.0,0.0,8.36,8.36,8.36,0.0,0.0
2019-11-10,7.95,7.95,7.95,0.0,0.0,8.04,8.04,8.04,0.0,0.0,7.94,7.94,7.94,0.0,0.0,8.02,8.02,8.02,0.0,0.0
2019-11-17,7.94,7.94,7.94,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.91,7.91,7.91,0.0,0.0,7.97,7.97,7.97,0.0,0.0
2019-11-24,7.87,7.87,7.87,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.83,7.83,7.83,0.0,0.0
2019-12-01,7.7,7.7,7.7,0.0,0.0,7.83,7.83,7.83,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.75,7.75,7.75,0.0,0.0
2019-12-08,8.28,8.28,8.28,0.0,0.0,8.28,8.28,8.28,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.13,8.13,8.13,0.0,0.0
2019-12-15,8.49,8.49,8.49,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2019-12-22,8.69,8.69,8.69,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.57,8.57,8.57,0.0,0.0
2019-12-29,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.7,8.7,8.7,0.0,0.0
