Date,ProShares Morningstar Alternatives Solution_etf_Open_average,ProShares Morningstar Alternatives Solution_etf_Open_max,ProShares Morningstar Alternatives Solution_etf_Open_min,ProShares Morningstar Alternatives Solution_etf_Open_volatility,ProShares Morningstar Alternatives Solution_etf_Open_change,ProShares Morningstar Alternatives Solution_etf_High_average,ProShares Morningstar Alternatives Solution_etf_High_max,ProShares Morningstar Alternatives Solution_etf_High_min,ProShares Morningstar Alternatives Solution_etf_High_volatility,ProShares Morningstar Alternatives Solution_etf_High_change,ProShares Morningstar Alternatives Solution_etf_Low_average,ProShares Morningstar Alternatives Solution_etf_Low_max,ProShares Morningstar Alternatives Solution_etf_Low_min,ProShares Morningstar Alternatives Solution_etf_Low_volatility,ProShares Morningstar Alternatives Solution_etf_Low_change,ProShares Morningstar Alternatives Solution_etf_Close_average,ProShares Morningstar Alternatives Solution_etf_Close_max,ProShares Morningstar Alternatives Solution_etf_Close_min,ProShares Morningstar Alternatives Solution_etf_Close_volatility,ProShares Morningstar Alternatives Solution_etf_Close_change
2018-05-06,37.88,37.88,37.88,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.84,37.84,37.84,0.0,0.0
2018-05-13,37.67,37.67,37.67,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-05-20,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2018-05-27,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2018-06-03,37.68,37.68,37.68,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2018-06-10,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0,37.68,37.68,37.68,0.0,0.0
2018-06-17,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0
2018-06-24,37.78,37.78,37.78,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-07-01,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2018-07-08,37.67,37.67,37.67,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-07-15,37.87,37.87,37.87,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-07-22,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-07-29,37.95,37.95,37.95,0.0,0.0,37.97,37.97,37.97,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2018-08-05,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-08-12,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-08-19,38.03,38.03,38.03,0.0,0.0,38.05,38.05,38.05,0.0,0.0,37.87,37.87,37.87,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2018-08-26,37.93,37.93,37.93,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2018-09-02,37.85,37.85,37.85,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2018-09-09,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2018-09-16,38.21,38.21,38.21,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0
2018-09-23,38.06,38.06,38.06,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.06,38.06,38.06,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2018-09-30,38.17,38.17,38.17,0.0,0.0,38.49,38.49,38.49,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0
2018-10-07,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2018-10-14,37.15,37.15,37.15,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2018-10-21,36.65,36.65,36.65,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2018-10-28,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2018-11-04,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-11-11,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2018-11-18,36.93,36.93,36.93,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-11-25,37.32,37.32,37.32,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-12-02,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2018-12-09,36.86,36.86,36.86,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2018-12-16,36.15,36.15,36.15,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2018-12-23,36.2,36.2,36.2,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-12-30,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2019-01-06,36.58,36.58,36.58,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.63,36.63,36.63,0.0,0.0
2019-01-13,36.46,36.46,36.46,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-01-20,36.57,36.57,36.57,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.52,36.52,36.52,0.0,0.0
2019-01-27,36.9,36.9,36.9,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-02-03,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2019-02-10,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2019-02-17,37.02,37.02,37.02,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-02-24,37.27,37.27,37.27,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-03-03,36.92,36.92,36.92,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-03-10,37.07,37.07,37.07,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.07,37.07,37.07,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-03-17,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-03-24,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-03-31,37.11,37.11,37.11,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-04-07,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0,37.15,37.15,37.15,0.0,0.0
2019-04-14,37.1,37.1,37.1,0.0,0.0,37.14,37.14,37.14,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.14,37.14,37.14,0.0,0.0
2019-04-21,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-04-28,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-05-05,37.04,37.04,37.04,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-05-12,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0
2019-05-19,37.1,37.1,37.1,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0
2019-05-26,36.89,36.89,36.89,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-06-02,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-06-09,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2019-06-16,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2019-06-23,37.36,37.36,37.36,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2019-06-30,37.4,37.4,37.4,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2019-07-07,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-07-14,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2019-07-21,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2019-07-28,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0
2019-08-04,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0,37.17,37.17,37.17,0.0,0.0
2019-08-11,37.0,37.0,37.0,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.98,36.98,36.98,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-08-18,37.18,37.18,37.18,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2019-08-25,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2019-09-01,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.54,37.54,37.54,0.0,0.0
2019-09-08,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-09-15,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2019-09-22,37.57,37.57,37.57,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-09-29,37.12,37.12,37.12,0.0,0.0,37.22,37.22,37.22,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2019-10-06,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2019-10-13,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2019-10-20,37.46,37.46,37.46,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.5,37.5,37.5,0.0,0.0
2019-10-27,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-11-03,37.54,37.54,37.54,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2019-11-10,37.65,37.65,37.65,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-11-17,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-11-24,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2019-12-01,37.37,37.37,37.37,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2019-12-08,37.99,37.99,37.99,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2019-12-15,38.13,38.13,38.13,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2019-12-22,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-12-29,37.88,37.88,37.88,0.0,0.0,38.04,38.04,38.04,0.0,0.0,37.88,37.88,37.88,0.0,0.0,38.02,38.02,38.02,0.0,0.0
