Date,iShares Global Clean Energy_Open_average,iShares Global Clean Energy_Open_max,iShares Global Clean Energy_Open_min,iShares Global Clean Energy_Open_volatility,iShares Global Clean Energy_Open_change,iShares Global Clean Energy_High_average,iShares Global Clean Energy_High_max,iShares Global Clean Energy_High_min,iShares Global Clean Energy_High_volatility,iShares Global Clean Energy_High_change,iShares Global Clean Energy_Low_average,iShares Global Clean Energy_Low_max,iShares Global Clean Energy_Low_min,iShares Global Clean Energy_Low_volatility,iShares Global Clean Energy_Low_change,iShares Global Clean Energy_Close_average,iShares Global Clean Energy_Close_max,iShares Global Clean Energy_Close_min,iShares Global Clean Energy_Close_volatility,iShares Global Clean Energy_Close_change
2018-09-02,8.53,8.53,8.53,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.47,8.47,8.47,0.0,0.0,8.49,8.49,8.49,0.0,0.0
2018-09-09,8.47,8.47,8.47,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.49,8.49,8.49,0.0,0.0
2018-09-16,8.75,8.75,8.75,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.66,8.66,8.66,0.0,0.0,8.66,8.66,8.66,0.0,0.0
2018-09-23,8.6,8.6,8.6,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.58,8.58,8.58,0.0,0.0
2018-09-30,8.45,8.45,8.45,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2018-10-07,8.29,8.29,8.29,0.0,0.0,8.33,8.33,8.33,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.27,8.27,8.27,0.0,0.0
2018-10-14,8.49,8.49,8.49,0.0,0.0,8.51,8.51,8.51,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.37,8.37,8.37,0.0,0.0
2018-10-21,8.1,8.1,8.1,0.0,0.0,8.1,8.1,8.1,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.91,7.91,7.91,0.0,0.0
2018-10-28,8.41,8.41,8.41,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.46,8.46,8.46,0.0,0.0
2018-11-04,8.67,8.67,8.67,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.62,8.62,8.62,0.0,0.0
2018-11-11,8.72,8.72,8.72,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2018-11-18,8.67,8.67,8.67,0.0,0.0,8.75,8.75,8.75,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-11-25,9.08,9.08,9.08,0.0,0.0,9.1,9.1,9.1,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.09,9.09,9.09,0.0,0.0
2018-12-02,8.67,8.67,8.67,0.0,0.0,8.74,8.74,8.74,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.72,8.72,8.72,0.0,0.0
2018-12-09,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.55,8.55,8.55,0.0,0.0
2018-12-16,8.15,8.15,8.15,0.0,0.0,8.15,8.15,8.15,0.0,0.0,8.0,8.0,8.0,0.0,0.0,8.01,8.01,8.01,0.0,0.0
2018-12-23,8.35,8.35,8.35,0.0,0.0,8.35,8.35,8.35,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2018-12-30,8.51,8.51,8.51,0.0,0.0,8.59,8.59,8.59,0.0,0.0,8.5,8.5,8.5,0.0,0.0,8.57,8.57,8.57,0.0,0.0
2019-01-06,8.86,8.86,8.86,0.0,0.0,8.86,8.86,8.86,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.85,8.85,8.85,0.0,0.0
2019-01-13,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.95,8.95,8.95,0.0,0.0,8.95,8.95,8.95,0.0,0.0
2019-01-20,9.2,9.2,9.2,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.13,9.13,9.13,0.0,0.0,9.16,9.16,9.16,0.0,0.0
2019-01-27,9.49,9.49,9.49,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.49,9.49,9.49,0.0,0.0
2019-02-03,9.43,9.43,9.43,0.0,0.0,9.46,9.46,9.46,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2019-02-10,9.66,9.66,9.66,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.59,9.59,9.59,0.0,0.0,9.6,9.6,9.6,0.0,0.0
2019-02-17,9.92,9.92,9.92,0.0,0.0,9.92,9.92,9.92,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2019-02-24,9.75,9.75,9.75,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.71,9.71,9.71,0.0,0.0
2019-03-03,9.56,9.56,9.56,0.0,0.0,9.72,9.72,9.72,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.72,9.72,9.72,0.0,0.0
2019-03-10,9.88,9.88,9.88,0.0,0.0,9.93,9.93,9.93,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.93,9.93,9.93,0.0,0.0
2019-03-17,9.62,9.62,9.62,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.54,9.54,9.54,0.0,0.0,9.62,9.62,9.62,0.0,0.0
2019-03-24,9.81,9.81,9.81,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-03-31,10.1,10.1,10.1,0.0,0.0,10.1,10.1,10.1,0.0,0.0,10.08,10.08,10.08,0.0,0.0,10.09,10.09,10.09,0.0,0.0
2019-04-07,10.08,10.08,10.08,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.09,10.09,10.09,0.0,0.0
2019-04-14,10.1,10.1,10.1,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.06,10.06,10.06,0.0,0.0,10.1,10.1,10.1,0.0,0.0
2019-04-21,10.17,10.17,10.17,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.11,10.11,10.11,0.0,0.0,10.12,10.12,10.12,0.0,0.0
2019-04-28,10.01,10.01,10.01,0.0,0.0,10.07,10.07,10.07,0.0,0.0,10.0,10.0,10.0,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2019-05-05,9.82,9.82,9.82,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.73,9.73,9.73,0.0,0.0,9.8,9.8,9.8,0.0,0.0
2019-05-12,9.86,9.86,9.86,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.76,9.76,9.76,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2019-05-19,9.92,9.92,9.92,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.9,9.9,9.9,0.0,0.0,9.9,9.9,9.9,0.0,0.0
2019-05-26,10.04,10.04,10.04,0.0,0.0,10.17,10.17,10.17,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.15,10.15,10.15,0.0,0.0
2019-06-02,10.43,10.43,10.43,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.36,10.36,10.36,0.0,0.0,10.41,10.41,10.41,0.0,0.0
2019-06-09,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.26,10.26,10.26,0.0,0.0,10.29,10.29,10.29,0.0,0.0
2019-06-16,10.65,10.65,10.65,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.61,10.61,10.61,0.0,0.0
2019-06-23,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.72,10.72,10.72,0.0,0.0
2019-06-30,10.85,10.85,10.85,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.79,10.79,10.79,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2019-07-07,10.78,10.78,10.78,0.0,0.0,10.82,10.82,10.82,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2019-07-14,10.83,10.83,10.83,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.84,10.84,10.84,0.0,0.0
2019-07-21,10.7,10.7,10.7,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.75,10.75,10.75,0.0,0.0
2019-07-28,10.59,10.59,10.59,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.27,10.27,10.27,0.0,0.0,10.38,10.38,10.38,0.0,0.0
2019-08-04,10.85,10.85,10.85,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.85,10.85,10.85,0.0,0.0
2019-08-11,10.9,10.9,10.9,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2019-08-18,10.71,10.71,10.71,0.0,0.0,10.9,10.9,10.9,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2019-08-25,10.93,10.93,10.93,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.87,10.87,10.87,0.0,0.0
2019-09-01,11.07,11.07,11.07,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.97,10.97,10.97,0.0,0.0
2019-09-08,11.02,11.02,11.02,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.02,11.02,11.02,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2019-09-15,11.32,11.32,11.32,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.34,11.34,11.34,0.0,0.0
2019-09-22,10.88,10.88,10.88,0.0,0.0,10.93,10.93,10.93,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2019-09-29,11.1,11.1,11.1,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.94,10.94,10.94,0.0,0.0,10.99,10.99,10.99,0.0,0.0
2019-10-06,11.04,11.04,11.04,0.0,0.0,11.06,11.06,11.06,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.0,11.0,11.0,0.0,0.0
2019-10-13,11.01,11.01,11.01,0.0,0.0,11.08,11.08,11.08,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2019-10-20,10.9,10.9,10.9,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.88,10.88,10.88,0.0,0.0
2019-10-27,10.75,10.75,10.75,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.64,10.64,10.64,0.0,0.0
2019-11-03,10.63,10.63,10.63,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.6,10.6,10.6,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2019-11-10,10.73,10.73,10.73,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.67,10.67,10.67,0.0,0.0
2019-11-17,10.71,10.71,10.71,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.8,10.8,10.8,0.0,0.0
2019-11-24,11.1,11.1,11.1,0.0,0.0,11.1,11.1,11.1,0.0,0.0,10.95,10.95,10.95,0.0,0.0,11.01,11.01,11.01,0.0,0.0
2019-12-01,11.22,11.22,11.22,0.0,0.0,11.22,11.22,11.22,0.0,0.0,11.15,11.15,11.15,0.0,0.0,11.17,11.17,11.17,0.0,0.0
2019-12-08,11.39,11.39,11.39,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2019-12-15,11.72,11.72,11.72,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2019-12-22,11.81,11.81,11.81,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2019-12-29,11.89,11.89,11.89,0.0,0.0,11.96,11.96,11.96,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.87,11.87,11.87,0.0,0.0
