Date,KraneShares Zacks New China_Open_average,KraneShares Zacks New China_Open_max,KraneShares Zacks New China_Open_min,KraneShares Zacks New China_Open_volatility,KraneShares Zacks New China_Open_change,KraneShares Zacks New China_High_average,KraneShares Zacks New China_High_max,KraneShares Zacks New China_High_min,KraneShares Zacks New China_High_volatility,KraneShares Zacks New China_High_change,KraneShares Zacks New China_Low_average,KraneShares Zacks New China_Low_max,KraneShares Zacks New China_Low_min,KraneShares Zacks New China_Low_volatility,KraneShares Zacks New China_Low_change,KraneShares Zacks New China_Close_average,KraneShares Zacks New China_Close_max,KraneShares Zacks New China_Close_min,KraneShares Zacks New China_Close_volatility,KraneShares Zacks New China_Close_change
2018-03-25,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2018-04-01,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2018-04-08,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-04-15,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-04-22,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-04-29,33.1,33.1,33.1,0.0,0.0,33.43,33.43,33.43,0.0,0.0,32.97,32.97,32.97,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2018-05-06,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2018-05-13,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2018-05-20,34.7,34.7,34.7,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-05-27,35.71,35.71,35.71,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-06-03,35.5,35.5,35.5,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-06-10,34.8,34.8,34.8,0.0,0.0,37.41,37.41,37.41,0.0,0.0,34.07,34.07,34.07,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2018-06-17,33.8,33.8,33.8,0.0,0.0,34.64,34.64,34.64,0.0,0.0,33.12,33.12,33.12,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2018-06-24,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2018-07-01,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-07-08,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2018-07-15,33.06,33.06,33.06,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-07-22,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-07-29,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-08-05,30.96,30.96,30.96,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-08-12,29.44,29.44,29.44,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-08-19,30.27,30.27,30.27,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.27,30.27,30.27,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2018-08-26,29.91,29.91,29.91,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2018-09-02,29.03,29.03,29.03,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2018-09-09,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-09-16,29.7,29.7,29.7,0.0,0.0,30.78,30.78,30.78,0.0,0.0,29.7,29.7,29.7,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-09-23,31.04,31.04,31.04,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-09-30,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2018-10-07,28.04,28.04,28.04,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.72,27.72,27.72,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2018-10-14,28.8,28.8,28.8,0.0,0.0,29.95,29.95,29.95,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2018-10-21,26.1,26.1,26.1,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2018-10-28,27.65,27.65,27.65,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2018-11-04,27.35,27.35,27.35,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-11-11,27.47,27.47,27.47,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-11-18,26.29,26.29,26.29,0.0,0.0,27.44,27.44,27.44,0.0,0.0,26.29,26.29,26.29,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2018-11-25,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2018-12-02,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-12-09,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-12-16,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.85,25.85,25.85,0.0,0.0
2018-12-23,22.37,22.37,22.37,0.0,0.0,22.64,22.64,22.64,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2018-12-30,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2019-01-06,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2019-01-13,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.15,23.15,23.15,0.0,0.0,23.15,23.15,23.15,0.0,0.0
2019-01-20,23.49,23.49,23.49,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-01-27,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-02-03,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2019-02-10,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-02-17,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2019-02-24,27.35,27.35,27.35,0.0,0.0,29.3,29.3,29.3,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2019-03-03,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-03-10,27.47,27.47,27.47,0.0,0.0,28.21,28.21,28.21,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-03-17,26.56,26.56,26.56,0.0,0.0,27.93,27.93,27.93,0.0,0.0,26.56,26.56,26.56,0.0,0.0,27.16,27.16,27.16,0.0,0.0
2019-03-24,27.97,27.97,27.97,0.0,0.0,29.27,29.27,29.27,0.0,0.0,27.97,27.97,27.97,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2019-03-31,29.14,29.14,29.14,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-04-07,29.6,29.6,29.6,0.0,0.0,29.95,29.95,29.95,0.0,0.0,28.08,28.08,28.08,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-04-14,29.13,29.13,29.13,0.0,0.0,29.51,29.51,29.51,0.0,0.0,28.46,28.46,28.46,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-04-21,28.39,28.39,28.39,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2019-04-28,27.28,27.28,27.28,0.0,0.0,27.4,27.4,27.4,0.0,0.0,26.23,26.23,26.23,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-05-05,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-05-12,25.93,25.93,25.93,0.0,0.0,26.51,26.51,26.51,0.0,0.0,25.6,25.6,25.6,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-05-19,26.22,26.22,26.22,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2019-05-26,26.49,26.49,26.49,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-06-02,26.27,26.27,26.27,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.35,26.35,26.35,0.0,0.0
2019-06-09,26.65,26.65,26.65,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2019-06-16,28.52,28.52,28.52,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-06-23,28.97,28.97,28.97,0.0,0.0,29.4,29.4,29.4,0.0,0.0,28.81,28.81,28.81,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-06-30,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2019-07-07,28.17,28.17,28.17,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-07-14,27.98,27.98,27.98,0.0,0.0,28.29,28.29,28.29,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2019-07-21,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-07-28,25.64,25.64,25.64,0.0,0.0,25.95,25.95,25.95,0.0,0.0,24.61,24.61,24.61,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2019-08-04,25.53,25.53,25.53,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.67,25.67,25.67,0.0,0.0
2019-08-11,26.44,26.44,26.44,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-08-18,26.03,26.03,26.03,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-08-25,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2019-09-01,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-09-08,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2019-09-15,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-09-22,26.91,26.91,26.91,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-09-29,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-10-06,27.62,27.62,27.62,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2019-10-13,27.12,27.12,27.12,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.05,27.05,27.05,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-10-20,27.44,27.44,27.44,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-10-27,28.07,28.07,28.07,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.92,27.92,27.92,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-11-03,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-11-10,27.0,27.0,27.0,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-11-17,27.14,27.14,27.14,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-11-24,26.66,26.66,26.66,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-12-01,26.76,26.76,26.76,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-12-08,27.48,27.48,27.48,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-12-15,27.88,27.88,27.88,0.0,0.0,28.26,28.26,28.26,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2019-12-22,28.02,28.02,28.02,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2019-12-29,28.59,28.59,28.59,0.0,0.0,29.45,29.45,29.45,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.88,28.88,28.88,0.0,0.0
