Date,ARTW_Open_average,ARTW_Open_max,ARTW_Open_min,ARTW_Open_volatility,ARTW_Open_change,ARTW_High_average,ARTW_High_max,ARTW_High_min,ARTW_High_volatility,ARTW_High_change,ARTW_Low_average,ARTW_Low_max,ARTW_Low_min,ARTW_Low_volatility,ARTW_Low_change,ARTW_Close_average,ARTW_Close_max,ARTW_Close_min,ARTW_Close_volatility,ARTW_Close_change,ARTW_Volume_average,ARTW_Volume_max,ARTW_Volume_min,ARTW_Volume_volatility,ARTW_Volume_change
2018-01-14,2.9345,3.053,2.8,0.2530000000000001,0.11799999999999988,3.07575,3.15,3.0,0.1499999999999999,0.052999999999999936,2.8395,2.908,2.8,0.1080000000000001,0.050000000000000266,2.932,3.025,2.85,0.17499999999999982,0.052999999999999936,25366,63298,5632,57666,-18591
2018-01-21,2.975,3.015,2.9,0.11500000000000021,0.10999999999999988,3.0402,3.1510000000000002,3.0,0.15100000000000025,0.15100000000000025,2.9461999999999997,2.9819999999999998,2.9,0.08199999999999985,0.05899999999999972,3.0100000000000002,3.1,2.95,0.1499999999999999,0.1499999999999999,10716,20877,2734,18143,18143
2018-01-28,2.973,3.25,2.699,0.5510000000000002,-0.5510000000000002,2.9902,3.25,2.7,0.5499999999999998,-0.5499999999999998,2.7706,2.9530000000000003,2.4,0.5530000000000004,-0.5500000000000003,2.7906,2.9530000000000003,2.45,0.5030000000000001,-0.5,11525,32912,1904,31008,2864
2018-02-04,2.47,2.5,2.4,0.10000000000000009,0.0,2.567,2.721,2.501,0.2200000000000002,-0.0349999999999997,2.394,2.45,2.333,0.11699999999999999,0.10000000000000009,2.5344,2.721,2.4419999999999997,0.27900000000000036,0.07200000000000051,15165,30459,7602,22857,-9476
2018-02-11,2.5998,2.75,2.45,0.2999999999999998,0.04999999999999982,2.65,2.75,2.55,0.20000000000000018,-0.10000000000000009,2.579,2.65,2.45,0.19999999999999973,0.04999999999999982,2.6102,2.6510000000000002,2.55,0.10100000000000042,0.0,3995,8476,150,8326,-8326
2018-02-18,2.585,2.6239999999999997,2.55,0.07399999999999984,0.05899999999999972,2.6380000000000003,2.7,2.6010000000000004,0.09899999999999975,0.050000000000000266,2.563,2.6010000000000004,2.501,0.10000000000000053,0.0990000000000002,2.6255,2.7,2.6,0.10000000000000009,0.10000000000000009,5445,7202,4306,2896,2487
2018-02-25,2.609,2.7,2.505,0.19500000000000028,-0.10000000000000009,2.629,2.7,2.505,0.19500000000000028,0.0,2.5732,2.7,2.45,0.25,-0.19999999999999973,2.62,2.7,2.5,0.20000000000000018,0.0,2546,7844,0,7844,7479
2018-03-04,2.6868000000000003,2.75,2.6010000000000004,0.14899999999999958,0.14899999999999958,2.9017999999999997,3.1,2.65,0.4500000000000002,0.34899999999999975,2.6302,2.75,2.451,0.29899999999999993,0.29899999999999993,2.7600000000000002,2.95,2.6,0.3500000000000001,0.3500000000000001,12948,22546,3960,18586,463
2018-03-11,2.889,3.195,2.75,0.44499999999999984,0.10000000000000009,2.9392,3.195,2.75,0.44499999999999984,-0.1499999999999999,2.6702,2.75,2.6,0.1499999999999999,0.050000000000000266,2.7828,2.864,2.7,0.1639999999999997,-0.10000000000000009,10852,40037,227,39810,-38154
2018-03-18,2.69,2.75,2.575,0.17499999999999982,-0.1499999999999999,2.745,2.9,2.575,0.32499999999999973,-0.32499999999999973,2.583,2.715,2.2,0.5149999999999997,-0.5,2.6614,2.8,2.4,0.3999999999999999,-0.3999999999999999,11858,43599,727,42872,-32951
2018-03-25,2.4015,2.463,2.35,0.11299999999999999,-0.11299999999999999,2.45975,2.549,2.3930000000000002,0.1559999999999997,-0.14900000000000002,2.38625,2.45,2.35,0.10000000000000009,-0.10000000000000009,2.42675,2.549,2.365,0.18399999999999972,-0.14900000000000002,6415,10984,345,10639,5678
2018-04-01,2.5298,2.6,2.5,0.10000000000000009,0.0,2.5572,2.6,2.511,0.08899999999999997,-0.08899999999999997,2.5068,2.524,2.5,0.02400000000000002,0.0,2.525,2.55,2.5,0.04999999999999982,-0.04999999999999982,3656,11658,531,11127,8247
