Date,First Trust Capital Strength_Open_average,First Trust Capital Strength_Open_max,First Trust Capital Strength_Open_min,First Trust Capital Strength_Open_volatility,First Trust Capital Strength_Open_change,First Trust Capital Strength_High_average,First Trust Capital Strength_High_max,First Trust Capital Strength_High_min,First Trust Capital Strength_High_volatility,First Trust Capital Strength_High_change,First Trust Capital Strength_Low_average,First Trust Capital Strength_Low_max,First Trust Capital Strength_Low_min,First Trust Capital Strength_Low_volatility,First Trust Capital Strength_Low_change,First Trust Capital Strength_Close_average,First Trust Capital Strength_Close_max,First Trust Capital Strength_Close_min,First Trust Capital Strength_Close_volatility,First Trust Capital Strength_Close_change
2018-09-02,54.76,54.76,54.76,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-09-09,55.22,55.22,55.22,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2018-09-16,55.65,55.65,55.65,0.0,0.0,55.67,55.67,55.67,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.47,55.47,55.47,0.0,0.0
2018-09-23,55.53,55.53,55.53,0.0,0.0,55.56,55.56,55.56,0.0,0.0,55.32,55.32,55.32,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2018-09-30,54.82,54.82,54.82,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-10-07,52.16,52.16,52.16,0.0,0.0,52.34,52.34,52.34,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2018-10-14,52.62,52.62,52.62,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2018-10-21,51.14,51.14,51.14,0.0,0.0,51.45,51.45,51.45,0.0,0.0,49.68,49.68,49.68,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-10-28,51.98,51.98,51.98,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.92,51.92,51.92,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-11-04,53.55,53.55,53.55,0.0,0.0,53.55,53.55,53.55,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2018-11-11,52.98,52.98,52.98,0.0,0.0,52.98,52.98,52.98,0.0,0.0,51.81,51.81,51.81,0.0,0.0,52.08,52.08,52.08,0.0,0.0
2018-11-18,51.36,51.36,51.36,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.15,51.15,51.15,0.0,0.0,51.5,51.5,51.5,0.0,0.0
2018-11-25,53.84,53.84,53.84,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2018-12-02,50.48,50.48,50.48,0.0,0.0,50.86,50.86,50.86,0.0,0.0,49.63,49.63,49.63,0.0,0.0,50.74,50.74,50.74,0.0,0.0
2018-12-09,49.83,49.83,49.83,0.0,0.0,49.84,49.84,49.84,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.95,48.95,48.95,0.0,0.0
2018-12-16,46.06,46.06,46.06,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-12-23,48.08,48.08,48.08,0.0,0.0,48.28,48.28,48.28,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.28,48.28,48.28,0.0,0.0
2018-12-30,48.18,48.18,48.18,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.43,48.43,48.43,0.0,0.0
2019-01-06,48.99,48.99,48.99,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.9,48.9,48.9,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2019-01-13,50.28,50.28,50.28,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2019-01-20,50.21,50.21,50.21,0.0,0.0,50.29,50.29,50.29,0.0,0.0,49.88,49.88,49.88,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-01-27,51.57,51.57,51.57,0.0,0.0,51.88,51.88,51.88,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.88,51.88,51.88,0.0,0.0
2019-02-03,51.91,51.91,51.91,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2019-02-10,52.96,52.96,52.96,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.29,53.29,53.29,0.0,0.0
2019-02-17,54.06,54.06,54.06,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.78,53.78,53.78,0.0,0.0
2019-02-24,53.99,53.99,53.99,0.0,0.0,53.99,53.99,53.99,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.38,53.38,53.38,0.0,0.0
2019-03-03,52.64,52.64,52.64,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.61,52.61,52.61,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2019-03-10,53.83,53.83,53.83,0.0,0.0,54.13,54.13,54.13,0.0,0.0,53.83,53.83,53.83,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2019-03-17,53.0,53.0,53.0,0.0,0.0,53.28,53.28,53.28,0.0,0.0,52.83,52.83,52.83,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2019-03-24,54.46,54.46,54.46,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2019-03-31,55.02,55.02,55.02,0.0,0.0,55.13,55.13,55.13,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-04-07,55.4,55.4,55.4,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.23,55.23,55.23,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-04-14,55.31,55.31,55.31,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.2,55.2,55.2,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-04-21,55.69,55.69,55.69,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.63,55.63,55.63,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2019-04-28,54.77,54.77,54.77,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.62,54.62,54.62,0.0,0.0,55.27,55.27,55.27,0.0,0.0
2019-05-05,53.76,53.76,53.76,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.58,53.58,53.58,0.0,0.0
2019-05-12,54.35,54.35,54.35,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.26,54.26,54.26,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-05-19,54.52,54.52,54.52,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2019-05-26,53.05,53.05,53.05,0.0,0.0,53.53,53.53,53.53,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.12,53.12,53.12,0.0,0.0
2019-06-02,56.0,56.0,56.0,0.0,0.0,56.03,56.03,56.03,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2019-06-09,55.71,55.71,55.71,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2019-06-16,56.88,56.88,56.88,0.0,0.0,56.89,56.89,56.89,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.7,56.7,56.7,0.0,0.0
2019-06-23,57.11,57.11,57.11,0.0,0.0,57.11,57.11,57.11,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.86,56.86,56.86,0.0,0.0
2019-06-30,57.3,57.3,57.3,0.0,0.0,57.36,57.36,57.36,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.2,57.2,57.2,0.0,0.0
2019-07-07,58.08,58.08,58.08,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.81,57.81,57.81,0.0,0.0,57.95,57.95,57.95,0.0,0.0
2019-07-14,57.29,57.29,57.29,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.22,57.22,57.22,0.0,0.0
2019-07-21,57.75,57.75,57.75,0.0,0.0,57.87,57.87,57.87,0.0,0.0,57.65,57.65,57.65,0.0,0.0,57.75,57.75,57.75,0.0,0.0
2019-07-28,55.6,55.6,55.6,0.0,0.0,55.69,55.69,55.69,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2019-08-04,56.31,56.31,56.31,0.0,0.0,56.38,56.38,56.38,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-08-11,56.71,56.71,56.71,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.42,56.42,56.42,0.0,0.0,56.63,56.63,56.63,0.0,0.0
2019-08-18,55.64,55.64,55.64,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2019-08-25,57.01,57.01,57.01,0.0,0.0,57.22,57.22,57.22,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2019-09-01,57.89,57.89,57.89,0.0,0.0,57.89,57.89,57.89,0.0,0.0,57.32,57.32,57.32,0.0,0.0,57.53,57.53,57.53,0.0,0.0
2019-09-08,57.22,57.22,57.22,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.09,57.09,57.09,0.0,0.0,57.18,57.18,57.18,0.0,0.0
2019-09-15,57.18,57.18,57.18,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.24,57.24,57.24,0.0,0.0
2019-09-22,56.6,56.6,56.6,0.0,0.0,56.95,56.95,56.95,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.78,56.78,56.78,0.0,0.0
2019-09-29,56.1,56.1,56.1,0.0,0.0,56.36,56.36,56.36,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2019-10-06,56.67,56.67,56.67,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-10-13,57.25,57.25,57.25,0.0,0.0,57.25,57.25,57.25,0.0,0.0,56.91,56.91,56.91,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2019-10-20,57.13,57.13,57.13,0.0,0.0,57.21,57.21,57.21,0.0,0.0,56.99,56.99,56.99,0.0,0.0,57.13,57.13,57.13,0.0,0.0
2019-10-27,58.03,58.03,58.03,0.0,0.0,58.03,58.03,58.03,0.0,0.0,57.57,57.57,57.57,0.0,0.0,57.64,57.64,57.64,0.0,0.0
2019-11-03,58.05,58.05,58.05,0.0,0.0,58.11,58.11,58.11,0.0,0.0,57.96,57.96,57.96,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-11-10,58.93,58.93,58.93,0.0,0.0,59.02,59.02,59.02,0.0,0.0,58.88,58.88,58.88,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2019-11-17,59.2,59.2,59.2,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.16,59.16,59.16,0.0,0.0,59.28,59.28,59.28,0.0,0.0
2019-11-24,59.57,59.57,59.57,0.0,0.0,59.58,59.58,59.58,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.03,59.03,59.03,0.0,0.0
2019-12-01,59.54,59.54,59.54,0.0,0.0,59.57,59.57,59.57,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.38,59.38,59.38,0.0,0.0
2019-12-08,60.0,60.0,60.0,0.0,0.0,60.09,60.09,60.09,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.94,59.94,59.94,0.0,0.0
2019-12-15,60.48,60.48,60.48,0.0,0.0,60.53,60.53,60.53,0.0,0.0,60.41,60.41,60.41,0.0,0.0,60.45,60.45,60.45,0.0,0.0
2019-12-22,60.6,60.6,60.6,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.33,60.33,60.33,0.0,0.0
2019-12-29,60.26,60.26,60.26,0.0,0.0,60.68,60.68,60.68,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.59,60.59,60.59,0.0,0.0
