Date,SSD_stock_Open_average,SSD_stock_Open_max,SSD_stock_Open_min,SSD_stock_Open_volatility,SSD_stock_Open_change,SSD_stock_High_average,SSD_stock_High_max,SSD_stock_High_min,SSD_stock_High_volatility,SSD_stock_High_change,SSD_stock_Low_average,SSD_stock_Low_max,SSD_stock_Low_min,SSD_stock_Low_volatility,SSD_stock_Low_change,SSD_stock_Close_average,SSD_stock_Close_max,SSD_stock_Close_min,SSD_stock_Close_volatility,SSD_stock_Close_change,SSD_stock_Volume_average,SSD_stock_Volume_max,SSD_stock_Volume_min,SSD_stock_Volume_volatility,SSD_stock_Volume_change
2018-01-14,58.79,59.25,58.11,1.1400000000000006,-0.6000000000000014,59.5425,59.91,59.09,0.8199999999999932,-0.17999999999999972,58.2625,58.51,58.09,0.4199999999999946,-0.1699999999999946,58.85,59.48,58.24,1.2399999999999949,0.5799999999999983,255793,382047,199485,182562,-147259
2018-01-21,59.798,60.7,59.16,1.5400000000000063,1.5400000000000063,60.114000000000004,60.95,59.42,1.5300000000000011,1.5300000000000011,59.112,59.44,58.67,0.769999999999996,0.769999999999996,59.81,60.43,59.27,1.1599999999999966,0.9100000000000037,215917,460181,84790,375391,104618
2018-01-28,59.134,60.14,58.62,1.5200000000000031,-1.5200000000000031,59.62,60.2,59.34,0.8599999999999994,-0.8599999999999994,58.612,59.46,58.16,1.3000000000000043,-1.3000000000000043,58.972,59.75,58.27,1.4799999999999969,-1.4799999999999969,308747,381407,183102,198305,166264
2018-02-04,57.532,57.92,56.83,1.0900000000000034,-1.0700000000000003,58.26,59.1,57.19,1.9100000000000037,-1.1000000000000014,56.084,57.2,55.19,2.010000000000005,-0.7600000000000051,56.732,57.76,55.83,1.9299999999999997,-0.5100000000000051,533492,799231,332148,467083,-77661
2018-02-11,56.61,57.73,55.8,1.9299999999999997,1.2899999999999991,57.437999999999995,58.55,56.48,2.0700000000000003,1.230000000000004,56.378,57.32,55.7,1.6199999999999974,1.4599999999999937,56.954,57.6,56.17,1.4299999999999997,1.2100000000000009,363802,586460,201409,385051,-288372
2018-02-18,57.7425,58.73,57.15,1.5799999999999983,1.3499999999999943,58.37,59.04,57.94,1.1000000000000014,1.1000000000000014,57.2275,58.12,56.34,1.779999999999994,1.1299999999999955,57.7875,58.68,57.04,1.6400000000000006,1.6400000000000006,181924,241969,135013,106956,106956
2018-02-25,56.96,58.7,55.1,3.6000000000000014,-3.3700000000000045,57.528,58.99,56.04,2.950000000000003,-2.8700000000000045,56.1,58.13,54.85,3.280000000000001,-2.8300000000000054,56.43,58.56,55.32,3.240000000000002,-2.990000000000002,304152,425791,172600,253191,85398
2018-03-04,56.308,57.85,55.19,2.6600000000000037,2.6600000000000037,57.174,58.79,56.2,2.5899999999999963,2.4399999999999977,56.178,57.85,55.05,2.8000000000000043,2.8000000000000043,56.886,58.31,55.88,2.4299999999999997,2.4299999999999997,299167,460969,205373,255596,-73093
2018-03-11,58.746,59.48,57.79,1.6899999999999977,-0.6700000000000017,59.208,59.86,58.48,1.3800000000000026,-0.7600000000000051,58.068,58.65,57.65,1.0,-0.45000000000000284,58.574,59.24,57.9,1.3400000000000034,-1.1000000000000014,272927,463044,186927,276117,216757
2018-03-18,58.048,58.7,57.25,1.4500000000000028,-0.75,58.562,59.16,58.2,0.9599999999999937,-0.09999999999999432,57.403999999999996,58.15,56.19,1.9600000000000009,-1.1700000000000017,57.734,58.7,56.2,2.5,-2.019999999999996,170895,227798,98300,129498,721
