Date,RLStock_Open_average,RLStock_Open_max,RLStock_Open_min,RLStock_Open_volatility,RLStock_Open_change,RLStock_High_average,RLStock_High_max,RLStock_High_min,RLStock_High_volatility,RLStock_High_change,RLStock_Low_average,RLStock_Low_max,RLStock_Low_min,RLStock_Low_volatility,RLStock_Low_change,RLStock_Close_average,RLStock_Close_max,RLStock_Close_min,RLStock_Close_volatility,RLStock_Close_change,RLStock_Volume_average,RLStock_Volume_max,RLStock_Volume_min,RLStock_Volume_volatility,RLStock_Volume_change
2018-01-14,107.35,110.28,104.49,5.790000000000006,3.25,109.515,112.89,106.85,6.040000000000006,5.5,106.255,109.72,103.73,5.989999999999995,5.989999999999995,108.2675,112.78,104.42,8.36,8.36,1160933,1574931,656523,918408,-263945
2018-01-21,115.974,118.65,112.96,5.690000000000012,4.910000000000011,117.806,119.33,115.32,4.010000000000005,3.6000000000000085,115.086,116.89,112.43,4.459999999999994,4.069999999999993,116.944,118.87,114.89,3.980000000000004,3.980000000000004,1065203,1519450,729332,790118,-561542
2018-01-28,113.944,117.76,108.01,9.75,-6.710000000000008,116.402,118.37,113.86,4.510000000000005,-4.510000000000005,112.46000000000001,116.91,107.03,9.879999999999995,-7.759999999999991,113.734,116.97,109.8,7.170000000000002,-7.170000000000002,1755007,3249353,922156,2327197,655046
2018-02-04,106.048,109.39,102.94,6.450000000000003,-6.450000000000003,107.91,111.08,104.47,6.609999999999999,-6.609999999999999,103.26,106.8,100.09,6.709999999999994,-5.079999999999998,104.93599999999999,107.7,101.32,6.38000000000001,-1.9500000000000028,1417299,1631664,1110938,520726,-365140
2018-02-11,104.876,107.04,103.41,3.6300000000000097,1.6899999999999977,106.532,107.57,104.9,2.6699999999999875,1.9599999999999937,103.79,105.58,102.54,3.039999999999992,1.990000000000009,105.43,106.95,103.39,3.5600000000000023,2.200000000000003,761082,926898,624261,302637,-173627
2018-02-18,106.315,108.37,104.8,3.5700000000000074,3.5700000000000074,108.485,109.54,106.46,3.0800000000000125,2.0800000000000125,105.5375,106.74,103.66,3.0799999999999983,2.740000000000009,107.025,108.53,105.39,3.1400000000000006,3.1400000000000006,665378,817985,549511,268474,-71486
2018-02-25,107.556,110.2,104.12,6.079999999999998,-5.1499999999999915,109.0,111.83,106.73,5.099999999999994,-3.6400000000000006,105.742,108.62,102.52,6.1000000000000085,-6.1000000000000085,106.982,109.61,105.12,4.489999999999995,-3.1700000000000017,723747,790757,652277,138480,47949
2018-03-04,106.488,107.43,105.82,1.6100000000000136,-0.25,107.58800000000001,108.83,106.25,2.5799999999999983,-2.5799999999999983,105.342,106.37,104.5,1.8700000000000045,-1.519999999999996,106.484,107.42,105.23,2.1899999999999977,-1.5799999999999983,753374,942447,627062,315385,-17474
2018-03-11,107.808,108.65,105.95,2.700000000000003,2.700000000000003,108.968,110.25,108.33,1.9200000000000017,1.9200000000000017,106.94,107.87,105.5,2.3700000000000045,2.3700000000000045,108.034,109.15,107.32,1.8300000000000125,1.6700000000000017,574737,706526,429302,277224,62575
2018-03-18,109.558,111.92,107.78,4.140000000000001,-1.1899999999999977,110.952,111.92,109.8,2.1200000000000045,-0.8800000000000097,108.09,109.41,106.96,2.450000000000003,-0.9400000000000119,108.586,110.4,107.08,3.3200000000000074,-1.2399999999999949,729829,941302,614340,326962,156009
