Date,HCIStock_Open_average,HCIStock_Open_max,HCIStock_Open_min,HCIStock_Open_volatility,HCIStock_Open_change,HCIStock_High_average,HCIStock_High_max,HCIStock_High_min,HCIStock_High_volatility,HCIStock_High_change,HCIStock_Low_average,HCIStock_Low_max,HCIStock_Low_min,HCIStock_Low_volatility,HCIStock_Low_change,HCIStock_Close_average,HCIStock_Close_max,HCIStock_Close_min,HCIStock_Close_volatility,HCIStock_Close_change,HCIStock_Volume_average,HCIStock_Volume_max,HCIStock_Volume_min,HCIStock_Volume_volatility,HCIStock_Volume_change
2018-01-14,35.105000000000004,35.79,34.4,1.3900000000000006,0.9499999999999957,35.8875,36.89,35.06,1.8299999999999983,1.0700000000000003,34.457499999999996,34.86,34.17,0.6899999999999977,0.6799999999999997,35.105000000000004,35.85,34.2,1.6499999999999986,0.7999999999999972,241264,585787,96600,489187,45654
2018-01-21,35.24,35.38,35.08,0.30000000000000426,0.2700000000000031,35.42,35.51,35.24,0.269999999999996,0.010000000000005116,34.672000000000004,34.77,34.53,0.240000000000002,-0.1700000000000017,35.096000000000004,35.24,34.95,0.28999999999999915,-0.28999999999999915,76204,102837,56490,46347,-27811
2018-01-28,35.242000000000004,35.54,34.95,0.5899999999999963,0.39000000000000057,35.626,35.66,35.59,0.06999999999999318,0.010000000000005116,34.839999999999996,34.95,34.65,0.30000000000000426,-0.010000000000005116,35.392,35.55,34.95,0.5999999999999943,-0.0799999999999983,97319,144781,63633,81148,22064
2018-02-04,34.978,35.52,33.58,1.9400000000000048,-0.030000000000001137,35.774,36.15,35.23,0.9200000000000017,-0.5700000000000003,34.382,35.27,33.58,1.6900000000000048,0.10999999999999943,34.956,35.65,34.07,1.5799999999999983,0.7800000000000011,205518,482809,115870,366939,-21922
2018-02-11,34.738,35.18,34.1,1.0799999999999983,0.28000000000000114,35.276,36.13,34.45,1.6799999999999997,1.230000000000004,34.306,35.18,33.76,1.4200000000000017,1.3999999999999986,35.0,35.76,34.11,1.6499999999999986,1.3299999999999983,67059,91164,52644,38520,-10980
2018-02-18,35.44,35.77,34.63,1.1400000000000006,-0.09999999999999432,35.9925,36.46,35.63,0.8299999999999983,-0.09999999999999432,34.915,35.31,34.6,0.7100000000000009,0.519999999999996,35.379999999999995,35.73,34.75,0.9799999999999969,0.8200000000000003,71785,125057,42404,82653,-18791
2018-02-25,35.294000000000004,36.18,34.49,1.6899999999999977,-1.1099999999999994,35.833999999999996,36.69,35.11,1.5799999999999983,-0.9799999999999969,34.814,35.57,34.2,1.3699999999999974,-1.1400000000000006,35.218,36.07,34.63,1.4399999999999977,-0.9299999999999997,92996,121751,40774,80977,71374
2018-03-04,39.022,42.0,35.2,6.799999999999997,6.799999999999997,40.316,42.8,37.27,5.529999999999994,4.829999999999998,38.27,40.9,35.2,5.699999999999996,5.699999999999996,39.58,41.81,36.66,5.150000000000006,4.280000000000001,228246,549857,123544,426313,-42591
2018-03-11,40.194,40.98,39.35,1.6299999999999955,-1.6299999999999955,40.788000000000004,41.22,40.11,1.1099999999999994,-0.6899999999999977,39.62,40.24,39.05,1.1900000000000048,-0.8900000000000006,39.908,40.59,39.27,1.3200000000000003,-0.7800000000000011,125340,224104,74111,149993,77085
2018-03-18,39.04,39.7,38.27,1.4299999999999997,-1.4299999999999997,39.43,40.02,38.68,1.3400000000000034,-1.3400000000000034,38.65,39.49,37.98,1.5100000000000051,-1.5100000000000051,38.836,39.68,38.09,1.5899999999999963,-1.5899999999999963,94156,105067,82514,22553,22553
2018-03-25,38.4925,38.79,38.04,0.75,0.14000000000000057,39.137499999999996,39.48,38.91,0.5700000000000003,0.25,37.965,38.06,37.83,0.23000000000000398,0.0,38.36,38.69,38.03,0.6599999999999966,-0.5300000000000011,101198,162554,77084,85470,85470
2018-04-01,38.232,39.41,37.5,1.9099999999999966,0.6299999999999955,38.814,39.41,38.23,1.1799999999999997,0.3100000000000023,37.744,38.73,37.04,1.6899999999999977,1.0700000000000003,38.366,39.02,37.51,1.5100000000000051,0.980000000000004,58047,71962,42402,29560,-16923
2018-04-08,38.774,39.15,38.5,0.6499999999999986,0.35999999999999943,39.358000000000004,39.81,39.12,0.6900000000000048,0.6900000000000048,38.44,38.84,38.05,0.7900000000000063,0.5300000000000011,38.828,39.24,38.36,0.8800000000000026,0.8800000000000026,62081,102511,40823,61688,55802
2018-04-15,40.45,40.94,39.38,1.5599999999999952,1.3599999999999994,41.162,41.38,40.38,1.0,0.9799999999999969,40.3,40.8,39.15,1.6499999999999986,1.5900000000000034,40.774,41.16,39.99,1.1699999999999946,1.1699999999999946,60574,115191,38214,76977,6853
2018-04-22,41.504,42.05,41.22,0.8299999999999983,0.769999999999996,41.955999999999996,42.41,41.51,0.8999999999999986,0.8999999999999986,41.114,41.78,40.62,1.1600000000000037,1.1600000000000037,41.706,42.25,41.2,1.0499999999999972,1.0499999999999972,69612,101861,35545,66316,-3296
