Date,NHC_Open_average,NHC_Open_max,NHC_Open_min,NHC_Open_volatility,NHC_Open_change,NHC_High_average,NHC_High_max,NHC_High_min,NHC_High_volatility,NHC_High_change,NHC_Low_average,NHC_Low_max,NHC_Low_min,NHC_Low_volatility,NHC_Low_change,NHC_Close_average,NHC_Close_max,NHC_Close_min,NHC_Close_volatility,NHC_Close_change,NHC_Volume_average,NHC_Volume_max,NHC_Volume_min,NHC_Volume_volatility,NHC_Volume_change
2018-01-14,63.873999999999995,64.71,62.91,1.7999999999999972,-1.6399999999999935,64.044,65.23,63.11,2.1200000000000045,-2.0700000000000074,63.162,63.9,62.78,1.1199999999999974,-1.0599999999999952,63.418,64.18,62.78,1.4000000000000057,-0.740000000000002,5376,7716,4003,3713,-3187
2018-01-21,63.348,64.42,62.77,1.6499999999999986,-0.1699999999999946,63.934,64.42,63.66,0.7600000000000051,-0.15000000000000568,62.346,62.94,61.61,1.3299999999999983,-0.39000000000000057,63.12,64.06,62.55,1.5100000000000051,-0.4399999999999977,5016,7127,3095,4032,2832
2018-01-28,61.862,62.92,60.72,2.200000000000003,-1.5900000000000034,62.08,63.2,60.72,2.480000000000004,-2.480000000000004,60.714,62.31,57.73,4.580000000000005,-4.580000000000005,61.129999999999995,62.51,57.73,4.780000000000001,-4.780000000000001,5360,7852,3914,3938,3115
2018-02-04,59.492,60.48,57.0,3.479999999999997,3.479999999999997,60.212,60.59,59.88,0.7100000000000009,0.5900000000000034,58.744,59.32,57.0,2.3200000000000003,2.1599999999999966,59.696,60.03,59.2,0.8299999999999983,-0.7299999999999969,6700,10114,3556,6558,-2806
2018-02-11,60.707499999999996,61.92,58.91,3.010000000000005,3.010000000000005,62.015,63.4,61.37,2.030000000000001,2.030000000000001,60.6975,61.92,58.91,3.010000000000005,3.010000000000005,61.7025,62.73,60.79,1.9399999999999977,1.3599999999999994,4746,6695,3392,3303,2657
2018-02-18,60.214,62.2,58.0,4.200000000000003,-0.8200000000000003,60.934,62.25,59.36,2.8900000000000006,-0.8699999999999974,59.004,60.5,58.0,2.5,2.5,59.784,61.18,58.0,3.1799999999999997,3.1400000000000006,6139,12192,3557,8635,-8635
2018-02-25,59.866,61.0,58.55,2.450000000000003,-1.1899999999999977,60.77,61.67,60.01,1.6600000000000037,0.6300000000000026,59.082,60.6,57.95,2.6499999999999986,-0.9500000000000028,59.862,61.21,58.53,2.6799999999999997,0.4399999999999977,5714,10280,2977,7303,1458
2018-03-04,61.15,62.12,59.72,2.3999999999999986,1.019999999999996,61.69,62.31,61.1,1.2100000000000009,1.019999999999996,60.56,61.81,59.6,2.210000000000001,0.6899999999999977,61.138,62.12,60.04,2.0799999999999983,1.1099999999999994,5430,7118,4492,2626,2589
2018-03-11,60.354,61.29,59.27,2.019999999999996,-2.019999999999996,61.308,62.28,60.73,1.5500000000000043,0.9299999999999997,59.28,60.53,57.62,2.9100000000000037,-0.28999999999999915,60.58,62.27,59.1,3.1700000000000017,2.710000000000001,40515,159525,8072,151453,2094
2018-03-18,61.172000000000004,62.32,60.35,1.9699999999999989,-1.9399999999999977,61.786,62.72,60.59,2.1299999999999955,-1.7299999999999969,60.272,60.9,59.65,1.25,-1.1700000000000017,60.702,61.87,59.65,2.219999999999999,-1.279999999999994,8505,15329,3574,11755,-9245
2018-03-25,60.105000000000004,60.72,59.73,0.990000000000002,-0.9499999999999957,60.3975,60.72,60.03,0.6899999999999977,-0.6899999999999977,59.515,59.86,58.85,1.009999999999998,-1.009999999999998,59.8825,60.31,59.58,0.730000000000004,-0.730000000000004,8486,19637,3862,15775,1682
2018-04-01,60.024,60.68,59.16,1.5200000000000031,-0.03999999999999915,60.688,60.95,60.03,0.9200000000000017,0.9200000000000017,59.606,60.54,59.16,1.3800000000000026,0.30000000000000426,60.214,60.68,59.51,1.1700000000000017,0.8400000000000034,7942,13231,5461,7770,7770
2018-04-08,60.976,61.32,60.38,0.9399999999999977,0.060000000000002274,61.51,62.1,61.09,1.009999999999998,0.46000000000000085,60.598,61.2,60.25,0.9500000000000028,0.5800000000000054,60.932,61.56,60.38,1.1799999999999997,0.9200000000000017,6599,14175,3679,10496,-2919
2018-04-15,62.382,63.1,61.73,1.3700000000000045,1.3700000000000045,62.978,63.25,62.81,0.4399999999999977,0.4399999999999977,62.188,62.51,61.73,0.7800000000000011,0.7800000000000011,62.72,63.25,62.09,1.1599999999999966,1.1599999999999966,5604,13144,2537,10607,2046
2018-04-22,63.116,63.9,62.66,1.240000000000002,-1.240000000000002,63.358,63.9,62.75,1.1499999999999986,-1.1499999999999986,62.344,62.99,61.28,1.7100000000000009,-1.7100000000000009,62.562,63.18,61.28,1.8999999999999986,-1.8999999999999986,5808,8000,2992,5008,285
2018-04-29,61.8,63.51,61.01,2.5,2.1699999999999946,62.742000000000004,64.45,61.82,2.6300000000000026,2.6300000000000026,61.538,63.34,60.87,2.470000000000006,2.470000000000006,62.448,63.73,61.41,2.3200000000000003,2.3200000000000003,4014,5728,2773,2955,2177
2018-05-06,63.914,64.29,63.66,0.6300000000000097,0.3500000000000014,64.264,64.49,64.08,0.4099999999999966,-0.10000000000000853,63.608,63.72,63.46,0.259999999999998,0.01999999999999602,63.838,64.28,63.48,0.8000000000000043,-0.15000000000000568,4133,5753,3237,2516,-2516
2018-05-13,64.762,65.75,64.2,1.5499999999999972,0.8299999999999983,65.376,66.24,64.2,2.039999999999992,2.039999999999992,64.464,65.03,63.61,1.4200000000000017,1.4200000000000017,64.934,66.24,64.2,2.039999999999992,2.039999999999992,6310,9103,4084,5019,-2126
2018-05-20,65.9625,66.21,65.66,0.5499999999999972,-0.4900000000000091,66.2875,66.56,66.01,0.5499999999999972,-0.5499999999999972,65.4975,65.66,65.17,0.4899999999999949,0.03999999999999204,65.935,66.37,65.58,0.7900000000000063,0.12999999999999545,3962,4831,3067,1764,1462
2018-05-27,66.766,67.37,65.8,1.5700000000000074,1.5700000000000074,67.332,68.19,66.23,1.9599999999999937,1.9599999999999937,66.366,67.37,65.5,1.8700000000000045,1.8700000000000045,67.004,67.71,66.23,1.4799999999999898,1.4799999999999898,9019,17831,4340,13491,1267
2018-06-03,68.332,69.05,67.55,1.5,1.5,69.02000000000001,69.62,68.34,1.2800000000000011,1.2800000000000011,68.03999999999999,68.77,67.55,1.2199999999999989,1.2199999999999989,68.612,69.62,68.1,1.5200000000000102,1.3200000000000074,5027,7160,3303,3857,285
