Date,SF_stock_Open_average,SF_stock_Open_max,SF_stock_Open_min,SF_stock_Open_volatility,SF_stock_Open_change,SF_stock_High_average,SF_stock_High_max,SF_stock_High_min,SF_stock_High_volatility,SF_stock_High_change,SF_stock_Low_average,SF_stock_Low_max,SF_stock_Low_min,SF_stock_Low_volatility,SF_stock_Low_change,SF_stock_Close_average,SF_stock_Close_max,SF_stock_Close_min,SF_stock_Close_volatility,SF_stock_Close_change,SF_stock_Volume_average,SF_stock_Volume_max,SF_stock_Volume_min,SF_stock_Volume_volatility,SF_stock_Volume_change
2018-01-14,66.33,67.53,65.2,2.3299999999999983,-2.3299999999999983,67.0,68.45,66.43,2.019999999999996,-2.019999999999996,65.0625,65.33,64.86,0.46999999999999886,0.3400000000000034,65.92750000000001,66.42,65.23,1.1899999999999977,0.7800000000000011,457774,607238,312710,294528,-294528
2018-01-21,66.292,66.71,65.53,1.1799999999999926,-0.2599999999999909,66.55199999999999,66.9,66.17,0.730000000000004,0.1599999999999966,65.216,65.53,64.96,0.5700000000000074,0.13999999999998636,66.04599999999999,66.36,65.7,0.6599999999999966,0.5100000000000051,307957,394777,275998,118779,5572
2018-01-28,66.864,67.47,66.16,1.3100000000000023,1.3100000000000023,67.784,68.76,66.93,1.8299999999999983,1.1799999999999926,65.496,66.77,64.53,2.239999999999995,-0.46999999999999886,66.362,67.97,64.87,3.0999999999999943,-0.5499999999999972,698325,1079105,470743,608362,13545
2018-02-04,61.918,64.12,59.86,4.260000000000005,-3.6700000000000017,63.082,65.0,60.79,4.210000000000001,-4.210000000000001,60.004,62.14,57.73,4.410000000000004,-3.6100000000000065,61.482,63.09,59.49,3.6000000000000014,-1.6400000000000006,625632,977453,443990,533463,-442870
2018-02-11,61.406,63.2,60.41,2.7900000000000063,1.769999999999996,62.626,63.76,61.08,2.6799999999999997,0.8000000000000043,60.982,62.3,60.08,2.219999999999999,1.8900000000000006,62.089999999999996,62.83,60.97,1.8599999999999994,1.490000000000002,422785,531100,309000,222100,-171646
2018-02-18,62.6375,62.99,62.18,0.8100000000000023,0.4399999999999977,63.4925,63.89,63.05,0.8400000000000034,0.490000000000002,62.3075,62.53,62.15,0.38000000000000256,0.18999999999999773,62.8525,63.47,62.45,1.019999999999996,0.7199999999999989,404117,434040,333787,100253,-87945
2018-02-25,63.954,64.85,62.45,2.3999999999999915,-1.4399999999999977,64.914,66.09,63.24,2.8500000000000014,-1.8200000000000003,63.128,64.51,60.93,3.5800000000000054,-2.5799999999999983,63.906,64.78,62.99,1.7899999999999991,-1.7899999999999991,434820,558797,365521,193276,28280
2018-03-04,64.348,65.75,62.32,3.4299999999999997,3.4299999999999997,65.544,67.89,64.27,3.6200000000000045,3.6200000000000045,63.922,65.74,62.02,3.7199999999999918,3.7199999999999918,65.316,67.71,63.86,3.8499999999999943,3.8499999999999943,373167,486030,207352,278678,32900
2018-03-11,66.352,67.96,64.66,3.299999999999997,-3.0600000000000023,66.892,68.31,65.43,2.8799999999999955,-2.6200000000000045,65.28200000000001,67.29,63.99,3.3000000000000043,-2.8900000000000006,65.708,67.67,64.43,3.239999999999995,-2.5,503043,1039071,272654,766417,564255
2018-03-18,62.92,64.78,59.99,4.789999999999999,-4.789999999999999,63.474000000000004,65.16,60.36,4.799999999999997,-4.799999999999997,61.048,63.27,56.74,6.530000000000001,-5.489999999999995,61.484,63.89,56.74,7.149999999999999,-6.649999999999999,403169,687505,191532,495973,288660
