Date,SPDR MSCI USA StrategicFactors_etf_Open_average,SPDR MSCI USA StrategicFactors_etf_Open_max,SPDR MSCI USA StrategicFactors_etf_Open_min,SPDR MSCI USA StrategicFactors_etf_Open_volatility,SPDR MSCI USA StrategicFactors_etf_Open_change,SPDR MSCI USA StrategicFactors_etf_High_average,SPDR MSCI USA StrategicFactors_etf_High_max,SPDR MSCI USA StrategicFactors_etf_High_min,SPDR MSCI USA StrategicFactors_etf_High_volatility,SPDR MSCI USA StrategicFactors_etf_High_change,SPDR MSCI USA StrategicFactors_etf_Low_average,SPDR MSCI USA StrategicFactors_etf_Low_max,SPDR MSCI USA StrategicFactors_etf_Low_min,SPDR MSCI USA StrategicFactors_etf_Low_volatility,SPDR MSCI USA StrategicFactors_etf_Low_change,SPDR MSCI USA StrategicFactors_etf_Close_average,SPDR MSCI USA StrategicFactors_etf_Close_max,SPDR MSCI USA StrategicFactors_etf_Close_min,SPDR MSCI USA StrategicFactors_etf_Close_volatility,SPDR MSCI USA StrategicFactors_etf_Close_change
2018-01-14,80.16,80.16,80.16,0.0,0.0,80.93,80.93,80.93,0.0,0.0,80.02,80.02,80.02,0.0,0.0,80.4,80.4,80.4,0.0,0.0
2018-01-21,81.53,81.53,81.53,0.0,0.0,82.06,82.06,82.06,0.0,0.0,81.46,81.46,81.46,0.0,0.0,82.06,82.06,82.06,0.0,0.0
2018-01-28,80.45,80.45,80.45,0.0,0.0,80.45,80.45,80.45,0.0,0.0,79.25,79.25,79.25,0.0,0.0,79.25,79.25,79.25,0.0,0.0
2018-02-04,74.0,74.0,74.0,0.0,0.0,75.45,75.45,75.45,0.0,0.0,73.2,73.2,73.2,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2018-02-11,78.39,78.39,78.39,0.0,0.0,78.92,78.92,78.92,0.0,0.0,78.28,78.28,78.28,0.0,0.0,78.64,78.64,78.64,0.0,0.0
2018-02-18,77.8,77.8,77.8,0.0,0.0,78.61,78.61,78.61,0.0,0.0,77.8,77.8,77.8,0.0,0.0,78.56,78.56,78.56,0.0,0.0
2018-02-25,76.45,76.45,76.45,0.0,0.0,77.25,77.25,77.25,0.0,0.0,76.42,76.42,76.42,0.0,0.0,77.25,77.25,77.25,0.0,0.0
2018-03-04,78.98,78.98,78.98,0.0,0.0,79.38,79.38,79.38,0.0,0.0,78.98,78.98,78.98,0.0,0.0,79.33,79.33,79.33,0.0,0.0
2018-03-11,78.6,78.6,78.6,0.0,0.0,78.76,78.76,78.76,0.0,0.0,77.79,77.79,77.79,0.0,0.0,78.57,78.57,78.57,0.0,0.0
2018-03-18,76.16,76.16,76.16,0.0,0.0,76.27,76.27,76.27,0.0,0.0,74.58,74.58,74.58,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2018-03-25,75.84,75.84,75.84,0.0,0.0,76.46,76.46,76.46,0.0,0.0,75.77,75.77,75.77,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2018-04-01,76.32,76.32,76.32,0.0,0.0,76.46,76.46,76.46,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2018-04-08,76.43,76.43,76.43,0.0,0.0,76.54,76.54,76.54,0.0,0.0,76.3,76.3,76.3,0.0,0.0,76.3,76.3,76.3,0.0,0.0
2018-04-15,76.5,76.5,76.5,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.32,76.32,76.32,0.0,0.0,76.34,76.34,76.34,0.0,0.0
2018-04-22,76.5,76.5,76.5,0.0,0.0,76.64,76.64,76.64,0.0,0.0,76.39,76.39,76.39,0.0,0.0,76.62,76.62,76.62,0.0,0.0
2018-04-29,75.39,75.39,75.39,0.0,0.0,76.32,76.32,76.32,0.0,0.0,75.05,75.05,75.05,0.0,0.0,76.26,76.26,76.26,0.0,0.0
2018-05-06,77.9,77.9,77.9,0.0,0.0,77.9,77.9,77.9,0.0,0.0,77.56,77.56,77.56,0.0,0.0,77.58,77.58,77.58,0.0,0.0
2018-05-13,77.47,77.47,77.47,0.0,0.0,77.47,77.47,77.47,0.0,0.0,77.41,77.41,77.41,0.0,0.0,77.44,77.44,77.44,0.0,0.0
2018-05-20,77.97,77.97,77.97,0.0,0.0,77.97,77.97,77.97,0.0,0.0,77.74,77.74,77.74,0.0,0.0,77.74,77.74,77.74,0.0,0.0
2018-05-27,77.58,77.58,77.58,0.0,0.0,77.9,77.9,77.9,0.0,0.0,77.58,77.58,77.58,0.0,0.0,77.83,77.83,77.83,0.0,0.0
2018-06-03,78.76,78.76,78.76,0.0,0.0,78.98,78.98,78.98,0.0,0.0,78.76,78.76,78.76,0.0,0.0,78.95,78.95,78.95,0.0,0.0
2018-06-10,79.01,79.01,79.01,0.0,0.0,79.29,79.29,79.29,0.0,0.0,78.9,78.9,78.9,0.0,0.0,79.21,79.21,79.21,0.0,0.0
2018-06-17,78.55,78.55,78.55,0.0,0.0,78.69,78.69,78.69,0.0,0.0,78.34,78.34,78.34,0.0,0.0,78.68,78.68,78.68,0.0,0.0
2018-06-24,78.29,78.29,78.29,0.0,0.0,78.29,78.29,78.29,0.0,0.0,77.75,77.75,77.75,0.0,0.0,77.75,77.75,77.75,0.0,0.0
2018-07-01,78.59,78.59,78.59,0.0,0.0,78.99,78.99,78.99,0.0,0.0,78.45,78.45,78.45,0.0,0.0,78.94,78.94,78.94,0.0,0.0
2018-07-08,80.13,80.13,80.13,0.0,0.0,80.23,80.23,80.23,0.0,0.0,80.12,80.12,80.12,0.0,0.0,80.22,80.22,80.22,0.0,0.0
2018-07-15,80.45,80.45,80.45,0.0,0.0,80.74,80.74,80.74,0.0,0.0,79.97,79.97,79.97,0.0,0.0,80.27,80.27,80.27,0.0,0.0
2018-07-22,80.67,80.67,80.67,0.0,0.0,80.67,80.67,80.67,0.0,0.0,80.37,80.37,80.37,0.0,0.0,80.5,80.5,80.5,0.0,0.0
2018-07-29,80.95,80.95,80.95,0.0,0.0,81.29,81.29,81.29,0.0,0.0,80.9,80.9,80.9,0.0,0.0,81.24,81.24,81.24,0.0,0.0
2018-08-05,81.37,81.37,81.37,0.0,0.0,81.4,81.4,81.4,0.0,0.0,81.07,81.07,81.07,0.0,0.0,81.19,81.19,81.19,0.0,0.0
2018-08-12,81.51,81.51,81.51,0.0,0.0,82.1,82.1,82.1,0.0,0.0,81.51,81.51,81.51,0.0,0.0,81.92,81.92,81.92,0.0,0.0
2018-08-19,82.1,82.1,82.1,0.0,0.0,82.53,82.53,82.53,0.0,0.0,82.1,82.1,82.1,0.0,0.0,82.53,82.53,82.53,0.0,0.0
2018-08-26,82.87,82.87,82.87,0.0,0.0,83.2,83.2,83.2,0.0,0.0,82.79,82.79,82.79,0.0,0.0,82.84,82.84,82.84,0.0,0.0
2018-09-02,82.75,82.75,82.75,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.5,82.5,82.5,0.0,0.0,82.65,82.65,82.65,0.0,0.0
