Date,VanEck Vectors Russia Small-Cap_etf_Open_average,VanEck Vectors Russia Small-Cap_etf_Open_max,VanEck Vectors Russia Small-Cap_etf_Open_min,VanEck Vectors Russia Small-Cap_etf_Open_volatility,VanEck Vectors Russia Small-Cap_etf_Open_change,VanEck Vectors Russia Small-Cap_etf_High_average,VanEck Vectors Russia Small-Cap_etf_High_max,VanEck Vectors Russia Small-Cap_etf_High_min,VanEck Vectors Russia Small-Cap_etf_High_volatility,VanEck Vectors Russia Small-Cap_etf_High_change,VanEck Vectors Russia Small-Cap_etf_Low_average,VanEck Vectors Russia Small-Cap_etf_Low_max,VanEck Vectors Russia Small-Cap_etf_Low_min,VanEck Vectors Russia Small-Cap_etf_Low_volatility,VanEck Vectors Russia Small-Cap_etf_Low_change,VanEck Vectors Russia Small-Cap_etf_Close_average,VanEck Vectors Russia Small-Cap_etf_Close_max,VanEck Vectors Russia Small-Cap_etf_Close_min,VanEck Vectors Russia Small-Cap_etf_Close_volatility,VanEck Vectors Russia Small-Cap_etf_Close_change
2018-03-25,41.9,41.9,41.9,0.0,0.0,42.39,42.39,42.39,0.0,0.0,41.9,41.9,41.9,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2018-04-01,41.88,41.88,41.88,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.51,41.51,41.51,0.0,0.0
2018-04-08,37.67,37.67,37.67,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2018-04-15,38.47,38.47,38.47,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.36,38.36,38.36,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2018-04-22,38.32,38.32,38.32,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.46,38.46,38.46,0.0,0.0
2018-04-29,37.25,37.25,37.25,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2018-05-06,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-05-13,37.92,37.92,37.92,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.72,37.72,37.72,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2018-05-20,37.63,37.63,37.63,0.0,0.0,37.63,37.63,37.63,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2018-05-27,38.02,38.02,38.02,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2018-06-03,37.65,37.65,37.65,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2018-06-10,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-06-17,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2018-06-24,35.83,35.83,35.83,0.0,0.0,36.07,36.07,36.07,0.0,0.0,35.83,35.83,35.83,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-07-01,35.78,35.78,35.78,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2018-07-08,35.68,35.68,35.68,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-07-15,34.95,34.95,34.95,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2018-07-22,35.28,35.28,35.28,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2018-07-29,34.52,34.52,34.52,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2018-08-05,32.33,32.33,32.33,0.0,0.0,32.43,32.43,32.43,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-08-12,31.75,31.75,31.75,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.62,31.62,31.62,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2018-08-19,31.83,31.83,31.83,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2018-08-26,32.11,32.11,32.11,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-09-02,30.92,30.92,30.92,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2018-09-09,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-09-16,32.2,32.2,32.2,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-09-23,32.01,32.01,32.01,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2018-09-30,31.74,31.74,31.74,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2018-10-07,31.25,31.25,31.25,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-10-14,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2018-10-21,30.01,30.01,30.01,0.0,0.0,30.25,30.25,30.25,0.0,0.0,29.81,29.81,29.81,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-10-28,30.55,30.55,30.55,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-11-04,29.81,29.81,29.81,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2018-11-11,30.74,30.74,30.74,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-11-18,30.74,30.74,30.74,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2018-11-25,30.69,30.69,30.69,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-12-02,30.17,30.17,30.17,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-12-09,29.29,29.29,29.29,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0
2018-12-16,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2018-12-23,26.88,26.88,26.88,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.88,26.88,26.88,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-12-30,27.95,27.95,27.95,0.0,0.0,28.27,28.27,28.27,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-01-06,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0
2019-01-13,29.6,29.6,29.6,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-01-20,30.28,30.28,30.28,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-01-27,30.95,30.95,30.95,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2019-02-03,31.28,31.28,31.28,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-02-10,30.52,30.52,30.52,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-02-17,31.17,31.17,31.17,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2019-02-24,30.89,30.89,30.89,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-03-03,29.99,29.99,29.99,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2019-03-10,30.69,30.69,30.69,0.0,0.0,31.23,31.23,31.23,0.0,0.0,30.69,30.69,30.69,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-03-17,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-03-24,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-03-31,31.11,31.11,31.11,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.18,31.18,31.18,0.0,0.0
2019-04-07,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.36,31.36,31.36,0.0,0.0
2019-04-14,31.34,31.34,31.34,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-04-21,31.09,31.09,31.09,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-04-28,31.1,31.1,31.1,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-05-05,30.45,30.45,30.45,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-05-12,31.03,31.03,31.03,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-05-19,31.76,31.76,31.76,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.8,31.8,31.8,0.0,0.0
2019-05-26,31.34,31.34,31.34,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-06-02,31.9,31.9,31.9,0.0,0.0,32.11,32.11,32.11,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-06-09,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-06-16,33.69,33.69,33.69,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.69,33.69,33.69,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-06-23,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2019-06-30,34.75,34.75,34.75,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2019-07-07,35.01,35.01,35.01,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-07-14,35.17,35.17,35.17,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2019-07-21,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-07-28,34.13,34.13,34.13,0.0,0.0,34.13,34.13,34.13,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2019-08-04,33.47,33.47,33.47,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2019-08-11,32.32,32.32,32.32,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-08-18,33.17,33.17,33.17,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-08-25,33.56,33.56,33.56,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2019-09-01,34.61,34.61,34.61,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.59,34.59,34.59,0.0,0.0
2019-09-08,35.18,35.18,35.18,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2019-09-15,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-09-22,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-09-29,33.22,33.22,33.22,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-10-06,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-10-13,33.66,33.66,33.66,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-10-20,33.92,33.92,33.92,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-10-27,34.48,34.48,34.48,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-11-03,34.79,34.79,34.79,0.0,0.0,35.01,35.01,35.01,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2019-11-10,34.89,34.89,34.89,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2019-11-17,35.18,35.18,35.18,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.2,35.2,35.2,0.0,0.0
2019-11-24,35.12,35.12,35.12,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.1,35.1,35.1,0.0,0.0
2019-12-01,35.6,35.6,35.6,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-12-08,36.66,36.66,36.66,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.66,36.66,36.66,0.0,0.0,37.02,37.02,37.02,0.0,0.0
2019-12-15,36.7,36.7,36.7,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-12-22,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2019-12-29,36.18,36.18,36.18,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.1,36.1,36.1,0.0,0.0
