Date,AMX_stock_Open_average,AMX_stock_Open_max,AMX_stock_Open_min,AMX_stock_Open_volatility,AMX_stock_Open_change,AMX_stock_High_average,AMX_stock_High_max,AMX_stock_High_min,AMX_stock_High_volatility,AMX_stock_High_change,AMX_stock_Low_average,AMX_stock_Low_max,AMX_stock_Low_min,AMX_stock_Low_volatility,AMX_stock_Low_change,AMX_stock_Close_average,AMX_stock_Close_max,AMX_stock_Close_min,AMX_stock_Close_volatility,AMX_stock_Close_change,AMX_stock_Volume_average,AMX_stock_Volume_max,AMX_stock_Volume_min,AMX_stock_Volume_volatility,AMX_stock_Volume_change
2018-01-14,17.7175,18.36,17.42,0.9399999999999977,0.9299999999999997,18.055,18.48,17.64,0.8399999999999999,0.8399999999999999,17.642500000000002,18.14,17.35,0.7899999999999991,0.7899999999999991,17.86,18.3,17.37,0.9299999999999997,0.8099999999999987,3227506,5021772,2396651,2625121,-2625121
2018-01-21,18.578,18.99,18.26,0.7299999999999969,0.639999999999997,18.778,19.18,18.36,0.8200000000000003,0.5799999999999983,18.404,18.76,18.0,0.7600000000000016,0.4499999999999993,18.704,19.0,18.32,0.6799999999999997,0.5799999999999983,2427925,3657293,1513814,2143479,-191694
2018-01-28,18.764,18.96,18.56,0.40000000000000213,0.13000000000000256,18.926000000000002,19.32,18.73,0.5899999999999999,0.120000000000001,18.534,18.61,18.4,0.21000000000000085,-0.05999999999999872,18.756,19.2,18.6,0.5999999999999979,0.0,2132557,3712465,1434224,2278241,230521
2018-02-04,18.044,18.52,17.67,0.8499999999999979,-0.8499999999999979,18.294,18.69,17.72,0.9700000000000024,-0.9700000000000024,17.594,17.98,17.0,0.9800000000000004,-0.9800000000000004,17.932,18.44,17.46,0.9800000000000004,-0.46000000000000085,2994197,5499251,1819054,3680197,1073178
2018-02-11,18.226,19.03,17.7,1.3300000000000018,0.9600000000000009,18.742,19.46,17.92,1.5399999999999991,1.3500000000000014,18.142,18.94,17.58,1.360000000000003,1.1700000000000017,18.586,19.37,17.79,1.5800000000000018,1.4499999999999993,2561219,3805796,1702309,2103487,-120767
2018-02-18,19.115000000000002,19.32,18.95,0.370000000000001,0.370000000000001,19.2725,19.37,19.16,0.21000000000000085,0.21000000000000085,18.965,19.07,18.84,0.23000000000000043,0.16000000000000014,19.075,19.21,18.93,0.28000000000000114,0.28000000000000114,2130831,2361235,1998318,362917,-261756
2018-02-25,18.86,19.2,18.38,0.8200000000000003,-0.6499999999999986,19.02,19.36,18.68,0.6799999999999997,-0.6799999999999997,18.554,19.04,18.22,0.8200000000000003,-0.7199999999999989,18.792,19.32,18.36,0.9600000000000009,-0.6999999999999993,2201479,2827687,1339669,1488018,-1031198
2018-03-04,18.732,19.06,18.44,0.6199999999999974,0.5499999999999972,19.04,19.31,18.72,0.5899999999999999,0.23999999999999844,18.636,18.95,18.44,0.509999999999998,0.509999999999998,18.854,19.14,18.63,0.5100000000000016,0.23000000000000043,2046780,2318705,1633068,685637,-685637
2018-03-11,19.246,19.47,19.11,0.35999999999999943,0.0799999999999983,19.418,19.52,19.24,0.28000000000000114,0.08000000000000185,19.098,19.18,18.98,0.1999999999999993,-0.07000000000000028,19.21,19.35,18.99,0.360000000000003,-0.16000000000000014,2266849,3229311,1426955,1802356,812736
2018-03-18,18.944,19.09,18.8,0.28999999999999915,0.28999999999999915,19.136,19.32,19.0,0.3200000000000003,0.129999999999999,18.759999999999998,18.95,18.59,0.35999999999999943,0.030000000000001137,18.908,19.12,18.65,0.4700000000000024,-0.20000000000000284,1939701,3131420,964542,2166878,631012
