Date,BLDRS Developed Markets 100 ADR_Open_average,BLDRS Developed Markets 100 ADR_Open_max,BLDRS Developed Markets 100 ADR_Open_min,BLDRS Developed Markets 100 ADR_Open_volatility,BLDRS Developed Markets 100 ADR_Open_change,BLDRS Developed Markets 100 ADR_High_average,BLDRS Developed Markets 100 ADR_High_max,BLDRS Developed Markets 100 ADR_High_min,BLDRS Developed Markets 100 ADR_High_volatility,BLDRS Developed Markets 100 ADR_High_change,BLDRS Developed Markets 100 ADR_Low_average,BLDRS Developed Markets 100 ADR_Low_max,BLDRS Developed Markets 100 ADR_Low_min,BLDRS Developed Markets 100 ADR_Low_volatility,BLDRS Developed Markets 100 ADR_Low_change,BLDRS Developed Markets 100 ADR_Close_average,BLDRS Developed Markets 100 ADR_Close_max,BLDRS Developed Markets 100 ADR_Close_min,BLDRS Developed Markets 100 ADR_Close_volatility,BLDRS Developed Markets 100 ADR_Close_change
2018-01-14,24.89,24.89,24.89,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.88,24.88,24.88,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-01-21,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2018-01-28,23.85,23.85,23.85,0.0,0.0,24.0,24.0,24.0,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2018-02-04,23.2,23.2,23.2,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2018-02-11,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-02-18,23.8,23.8,23.8,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-02-25,22.9,22.9,22.9,0.0,0.0,23.22,23.22,23.22,0.0,0.0,22.9,22.9,22.9,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2018-03-04,23.45,23.45,23.45,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2018-03-11,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2018-03-18,22.61,22.61,22.61,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2018-03-25,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2018-04-01,23.23,23.23,23.23,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2018-04-08,23.44,23.44,23.44,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2018-04-15,23.38,23.38,23.38,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.35,23.35,23.35,0.0,0.0
2018-04-22,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-04-29,23.18,23.18,23.18,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-05-06,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-05-13,23.63,23.63,23.63,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2018-05-20,22.97,22.97,22.97,0.0,0.0,23.04,23.04,23.04,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-05-27,23.23,23.23,23.23,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-06-03,23.21,23.21,23.21,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2018-06-10,22.57,22.57,22.57,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-06-17,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-06-24,22.16,22.16,22.16,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-07-01,22.88,22.88,22.88,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2018-07-08,22.67,22.67,22.67,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2018-07-15,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2018-07-22,23.17,23.17,23.17,0.0,0.0,23.17,23.17,23.17,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-07-29,22.73,22.73,22.73,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.78,22.78,22.78,0.0,0.0
2018-08-05,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-08-12,22.25,22.25,22.25,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-08-19,22.68,22.68,22.68,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2018-08-26,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.31,22.31,22.31,0.0,0.0
2018-09-02,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.79,21.79,21.79,0.0,0.0
2018-09-09,22.07,22.07,22.07,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-09-16,22.54,22.54,22.54,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-09-23,22.47,22.47,22.47,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-09-30,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2018-10-07,21.34,21.34,21.34,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.41,21.41,21.41,0.0,0.0
2018-10-14,21.19,21.19,21.19,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-10-21,20.79,20.79,20.79,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.56,20.56,20.56,0.0,0.0
2018-10-28,21.35,21.35,21.35,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.27,21.27,21.27,0.0,0.0
2018-11-04,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2018-11-11,20.92,20.92,20.92,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2018-11-18,20.68,20.68,20.68,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.77,20.77,20.77,0.0,0.0
2018-11-25,21.34,21.34,21.34,0.0,0.0,21.34,21.34,21.34,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-12-02,20.21,20.21,20.21,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2018-12-09,20.21,20.21,20.21,0.0,0.0,20.25,20.25,20.25,0.0,0.0,19.93,19.93,19.93,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2018-12-16,19.13,19.13,19.13,0.0,0.0,19.14,19.14,19.14,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2018-12-23,19.83,19.83,19.83,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2018-12-30,20.03,20.03,20.03,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2019-01-06,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-01-13,20.62,20.62,20.62,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-01-20,20.35,20.35,20.35,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.54,20.54,20.54,0.0,0.0
2019-01-27,20.83,20.83,20.83,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2019-02-03,20.81,20.81,20.81,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.68,20.68,20.68,0.0,0.0,20.68,20.68,20.68,0.0,0.0
2019-02-10,21.1,21.1,21.1,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-02-17,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0
2019-02-24,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.28,21.28,21.28,0.0,0.0,21.3,21.3,21.3,0.0,0.0
2019-03-03,21.22,21.22,21.22,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2019-03-10,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-03-17,21.27,21.27,21.27,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-03-24,21.54,21.54,21.54,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2019-03-31,21.77,21.77,21.77,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2019-04-07,21.78,21.78,21.78,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-04-14,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-04-21,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2019-04-28,21.42,21.42,21.42,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.75,21.75,21.75,0.0,0.0
