Date,HBCP_Open_average,HBCP_Open_max,HBCP_Open_min,HBCP_Open_volatility,HBCP_Open_change,HBCP_High_average,HBCP_High_max,HBCP_High_min,HBCP_High_volatility,HBCP_High_change,HBCP_Low_average,HBCP_Low_max,HBCP_Low_min,HBCP_Low_volatility,HBCP_Low_change,HBCP_Close_average,HBCP_Close_max,HBCP_Close_min,HBCP_Close_volatility,HBCP_Close_change,HBCP_Volume_average,HBCP_Volume_max,HBCP_Volume_min,HBCP_Volume_volatility,HBCP_Volume_change
2018-01-14,43.548,44.47,42.74,1.7299999999999969,0.9099999999999966,44.14,44.47,43.82,0.6499999999999986,0.0799999999999983,42.748,43.05,42.28,0.769999999999996,-0.4299999999999997,43.272,43.76,42.94,0.8200000000000003,0.1700000000000017,14037,29779,3872,25907,-1915
2018-01-21,42.778,43.66,41.93,1.7299999999999969,-1.2700000000000031,43.052,44.22,42.17,2.049999999999997,-1.4200000000000017,42.166000000000004,43.2,41.62,1.5800000000000054,-1.5800000000000054,42.388,43.59,41.62,1.970000000000006,-1.970000000000006,12169,27692,2142,25550,14015
2018-01-28,42.204,42.72,41.62,1.1000000000000014,0.28000000000000114,42.718,43.04,42.39,0.6499999999999986,0.3100000000000023,41.526,42.32,40.08,2.240000000000002,-1.0300000000000011,42.036,42.86,40.08,2.780000000000001,-2.25,18867,49486,6682,42804,42804
2018-02-04,40.456,41.13,39.93,1.2000000000000028,0.8200000000000003,41.152,42.0,40.66,1.3400000000000034,-1.1899999999999977,38.782,40.67,34.12,6.550000000000004,5.850000000000001,40.182,40.72,39.74,0.9799999999999969,0.10000000000000142,26134,68340,10682,57658,-13400
2018-02-11,40.1025,40.3,39.89,0.4099999999999966,0.3399999999999963,40.7575,41.0,40.48,0.5200000000000031,0.1700000000000017,39.832499999999996,40.23,39.42,0.8099999999999952,0.8099999999999952,40.3975,40.68,39.8,0.8800000000000026,0.04999999999999716,14449,18744,12593,6151,5577
2018-02-18,40.414,40.62,40.05,0.5700000000000003,0.14999999999999858,41.251999999999995,42.0,40.87,1.1300000000000026,0.75,40.187999999999995,40.5,39.9,0.6000000000000014,0.6000000000000014,40.656,41.84,40.01,1.8300000000000054,1.8300000000000054,53626,189023,9333,179690,18225
2018-02-25,41.844,42.6,41.51,1.0900000000000034,-0.3400000000000034,42.878,43.92,42.23,1.6900000000000048,0.9200000000000017,41.43,41.51,41.32,0.18999999999999773,0.1699999999999946,42.046,43.31,41.5,1.8100000000000023,1.6099999999999994,19075,23670,12285,11385,4149
2018-03-04,43.272,43.98,42.61,1.3699999999999974,1.1299999999999955,43.922000000000004,44.08,43.81,0.269999999999996,0.269999999999996,42.652,43.4,41.81,1.5899999999999963,1.5899999999999963,43.48,43.99,42.84,1.1499999999999986,0.9199999999999946,26709,54509,10919,43590,-15051
2018-03-11,43.362,43.8,42.55,1.25,-1.25,43.940000000000005,44.17,43.34,0.8299999999999983,-0.8299999999999983,42.8,43.26,42.39,0.8699999999999974,-0.8699999999999974,43.104,43.66,42.55,1.1099999999999994,-0.8899999999999935,40516,92087,19646,72441,2103
2018-03-18,42.187999999999995,42.91,41.43,1.4799999999999969,-1.4799999999999969,43.318,44.24,42.48,1.7600000000000051,0.6400000000000006,41.6,42.4,40.6,1.7999999999999972,-0.7700000000000031,42.052,42.79,40.78,2.009999999999998,0.19999999999999574,23428,29757,17338,12419,37
2018-03-25,43.25,43.75,42.85,0.8999999999999986,0.18999999999999773,43.417500000000004,43.84,42.98,0.8600000000000065,0.12000000000000455,41.9775,42.61,41.74,0.8699999999999974,-0.03999999999999915,42.7125,43.22,42.16,1.0600000000000023,0.14000000000000057,24129,39859,15227,24632,-5664
2018-04-01,43.18,44.14,42.31,1.8299999999999983,-1.0600000000000023,43.954,44.21,43.68,0.5300000000000011,-0.4399999999999977,42.312,42.76,41.85,0.9099999999999966,0.4399999999999977,43.142,43.55,42.69,0.8599999999999994,0.5800000000000054,18505,28204,13004,15200,351
2018-04-08,43.78,44.2,43.31,0.8900000000000006,0.6400000000000006,44.192,44.25,44.02,0.22999999999999687,0.00999999999999801,42.644,43.2,42.31,0.8900000000000006,0.519999999999996,43.76,44.12,43.32,0.7999999999999972,-0.7100000000000009,28358,46250,14607,31643,-2767
2018-04-15,43.618,43.9,43.46,0.4399999999999977,0.3299999999999983,44.08,44.34,43.64,0.7000000000000028,0.11000000000000654,42.856,43.46,42.33,1.1300000000000026,-0.730000000000004,43.772,44.19,43.43,0.759999999999998,0.759999999999998,27273,48309,12697,35612,-5230
2018-04-22,43.964,44.38,43.6,0.7800000000000011,-0.7800000000000011,44.322,44.5,44.19,0.3100000000000023,-0.3100000000000023,43.352000000000004,43.8,42.38,1.4199999999999946,-0.5499999999999972,43.78,44.0,43.35,0.6499999999999986,-0.5300000000000011,20351,27727,10665,17062,-3490
2018-04-29,43.304,43.65,42.95,0.6999999999999957,0.3299999999999983,43.942,44.28,43.65,0.6300000000000026,0.14000000000000057,43.066,43.57,42.36,1.2100000000000009,0.3200000000000003,43.498,43.88,43.22,0.6600000000000037,0.5800000000000054,18503,29806,6913,22893,9055
2018-05-06,43.998,44.25,43.75,0.5,0.29999999999999716,44.268,44.45,43.95,0.5,0.5,43.623999999999995,44.05,42.97,1.0799999999999983,1.0799999999999983,44.028,44.21,43.68,0.5300000000000011,0.46999999999999886,26089,36329,11768,24561,-20161
2018-05-13,44.382,44.65,44.03,0.6199999999999974,0.519999999999996,44.544,44.7,44.41,0.29000000000000625,0.28000000000000114,44.126,44.44,43.81,0.6299999999999955,0.3499999999999943,44.412,44.53,44.23,0.30000000000000426,0.20000000000000284,21988,35395,14490,20905,18370
