Date,VMCStock_Open_average,VMCStock_Open_max,VMCStock_Open_min,VMCStock_Open_volatility,VMCStock_Open_change,VMCStock_High_average,VMCStock_High_max,VMCStock_High_min,VMCStock_High_volatility,VMCStock_High_change,VMCStock_Low_average,VMCStock_Low_max,VMCStock_Low_min,VMCStock_Low_volatility,VMCStock_Low_change,VMCStock_Close_average,VMCStock_Close_max,VMCStock_Close_min,VMCStock_Close_volatility,VMCStock_Close_change,VMCStock_Volume_average,VMCStock_Volume_max,VMCStock_Volume_min,VMCStock_Volume_volatility,VMCStock_Volume_change
2018-01-14,134.9125,135.89,134.35,1.539999999999992,1.539999999999992,136.4775,137.65,135.45,2.200000000000017,1.3300000000000125,133.815,134.43,132.94,1.490000000000009,1.490000000000009,134.615,135.16,133.69,1.4699999999999989,1.3400000000000034,1275347,1603152,698197,904955,-174833
2018-01-21,135.558,139.02,132.76,6.260000000000019,3.8200000000000216,137.554,141.2,135.2,6.0,6.0,134.184,138.54,131.8,6.739999999999981,6.519999999999982,136.604,141.11,133.0,8.110000000000014,8.110000000000014,1304912,1570755,1094020,476735,127141
2018-01-28,137.446,141.0,132.9,8.099999999999994,-8.099999999999994,138.618,141.0,133.85,7.150000000000006,-7.150000000000006,134.472,138.18,129.99,8.189999999999998,-8.189999999999998,135.876,139.83,131.0,8.830000000000013,-7.9199999999999875,1867299,2190456,1400859,789597,460679
2018-02-04,125.994,130.13,122.31,7.819999999999993,-7.819999999999993,129.192,131.29,126.12,5.1699999999999875,-5.1699999999999875,122.43599999999999,125.63,119.34,6.289999999999992,-3.7299999999999898,125.33800000000001,128.24,121.47,6.77000000000001,-0.20000000000000284,1760847,2381009,1390359,990650,-990650
2018-02-11,128.32999999999998,130.98,126.4,4.579999999999984,1.5999999999999943,131.296,134.44,128.41,6.030000000000001,3.1299999999999955,127.106,130.17,125.38,4.789999999999992,0.12000000000000455,129.238,133.47,126.57,6.900000000000006,-0.5900000000000034,1947590,3235488,1333192,1902296,1621705
2018-02-18,123.86500000000001,125.67,122.18,3.489999999999995,-2.6899999999999977,124.8525,126.67,123.17,3.5,-3.5,121.53999999999999,122.5,120.67,1.8299999999999983,-1.3900000000000006,122.58,124.47,121.69,2.780000000000001,-2.780000000000001,1558250,1881909,1279452,602457,-602457
2018-02-25,119.362,121.69,116.03,5.659999999999997,-5.659999999999997,120.468,122.3,118.36,3.9399999999999977,-3.9399999999999977,117.128,119.62,114.22,5.400000000000006,-5.400000000000006,118.632,121.75,117.07,4.680000000000007,-4.010000000000005,1571377,2051340,1311629,739711,495279
2018-03-04,118.67,120.15,117.64,2.510000000000005,2.510000000000005,120.218,121.53,118.5,3.030000000000001,3.030000000000001,117.532,119.81,115.59,4.219999999999999,4.219999999999999,119.322,121.2,117.73,3.469999999999999,3.469999999999999,1251015,1699517,891265,808252,-613168
2018-03-11,120.42,122.0,116.2,5.799999999999997,-5.390000000000001,121.26,123.45,118.26,5.189999999999998,-3.4200000000000017,118.778,121.42,115.63,5.790000000000006,-4.450000000000003,119.626,121.67,117.12,4.549999999999997,-3.8699999999999903,1113678,1871407,740144,1131263,1131263
2018-03-18,114.848,116.4,113.9,2.5,-2.1300000000000097,116.358,117.38,115.56,1.8199999999999932,0.8499999999999943,113.578,113.97,112.97,1.0,0.37999999999999545,114.61,115.6,113.6,2.0,0.6999999999999886,1314770,1688655,1043386,645269,297149
