Date,PLAG_Open_average,PLAG_Open_max,PLAG_Open_min,PLAG_Open_volatility,PLAG_Open_change,PLAG_High_average,PLAG_High_max,PLAG_High_min,PLAG_High_volatility,PLAG_High_change,PLAG_Low_average,PLAG_Low_max,PLAG_Low_min,PLAG_Low_volatility,PLAG_Low_change,PLAG_Close_average,PLAG_Close_max,PLAG_Close_min,PLAG_Close_volatility,PLAG_Close_change,PLAG_Volume_average,PLAG_Volume_max,PLAG_Volume_min,PLAG_Volume_volatility,PLAG_Volume_change
2018-01-14,6.004,6.75,5.513,1.237,0.7990000000000004,6.6056,7.1,5.853,1.2469999999999999,1.2469999999999999,5.7898000000000005,6.237,5.4,0.8369999999999997,0.835,6.2574,7.05,5.402,1.6479999999999997,1.3780000000000001,3476,7638,1309,6329,542
2018-01-21,6.2708,7.117000000000001,5.65,1.4670000000000005,-0.9670000000000005,6.4174,7.122000000000001,6.002999999999999,1.1190000000000015,-0.9720000000000004,5.7086,6.19,5.502999999999999,0.6870000000000012,-0.54,5.8766,6.25,5.625,0.625,-0.5,2835,5232,254,4978,-1549
2018-01-28,5.5294,6.0,4.75,1.25,-1.0220000000000002,5.87,6.25,5.475,0.7750000000000004,-0.7750000000000004,5.117,5.625,4.652,0.9729999999999999,-0.9729999999999999,5.6000000000000005,5.938,5.122000000000001,0.815999999999999,-0.815999999999999,3710,7701,1386,6315,767
2018-02-04,4.721,5.25,4.5,0.75,0.5499999999999998,5.075,5.5,4.75,0.75,0.25,4.4702,4.525,4.298,0.2270000000000003,0.025000000000000355,5.075,5.5,4.75,0.75,0.25,1958,4672,777,3895,-1188
2018-02-11,4.78125,5.0,4.375,0.625,0.625,5.09725,5.237,4.952,0.28500000000000014,-0.03699999999999992,4.59375,4.75,4.375,0.375,0.375,5.0375,5.2,4.95,0.25,0.20000000000000018,966,1947,311,1636,746
2018-02-18,4.873,5.372000000000001,4.5,0.8720000000000008,-0.8690000000000007,5.1448,5.487,4.875,0.6120000000000001,0.11499999999999932,4.5852,4.7,4.5,0.20000000000000018,-0.19700000000000006,4.9306,5.003,4.825,0.17799999999999994,0.02800000000000047,1475,3396,608,2788,2535
2018-02-25,4.9406,5.325,4.75,0.5750000000000002,-0.5750000000000002,5.189,5.37,5.0,0.3700000000000001,-0.07500000000000018,4.7616000000000005,4.775,4.745,0.03000000000000025,-0.025000000000000355,5.148,5.37,5.0,0.3700000000000001,0.1299999999999999,957,1496,507,989,-220
2018-03-04,5.0608,5.75,4.8,0.9500000000000002,0.19200000000000017,5.3454,5.75,5.12,0.6299999999999999,0.2320000000000002,4.9038,5.067,4.775,0.2919999999999998,0.19200000000000017,5.255800000000001,5.497000000000001,5.025,0.4720000000000004,0.2320000000000002,1400,2158,722,1436,210
2018-03-11,4.9636000000000005,5.357,4.628,0.7290000000000001,-0.7290000000000001,5.0994,5.357,4.9,0.45699999999999985,-0.45699999999999985,4.6824,4.875,4.59,0.28500000000000014,-0.2469999999999999,5.0284,5.2,4.9,0.2999999999999998,-0.2999999999999998,985,1574,283,1291,-1291
2018-03-18,4.8376,5.0,4.688,0.3120000000000003,-0.05000000000000071,5.112,5.497000000000001,4.963,0.5340000000000007,-0.03399999999999981,4.7426,4.825,4.688,0.13700000000000045,0.125,5.058,5.25,4.963,0.2869999999999999,-0.03399999999999981,1947,3804,415,3389,178
2018-03-25,4.9125,5.0,4.75,0.25,-0.07500000000000018,5.05075,5.275,4.925,0.35000000000000053,-0.07500000000000018,4.64325,4.808,4.497,0.31099999999999994,-0.22799999999999976,4.89625,4.95,4.835,0.11500000000000021,-0.040000000000000036,1749,4240,464,3776,-142
2018-04-01,4.5904,4.75,4.475,0.27500000000000036,-0.0519999999999996,4.72,4.75,4.6,0.15000000000000036,0.0,4.469,4.525,4.375,0.15000000000000036,0.15000000000000036,4.71,4.75,4.6,0.15000000000000036,0.0,473,938,173,765,-765
2018-04-08,4.7106,4.975,4.525,0.4499999999999993,-0.20500000000000007,4.8686,5.245,4.688,0.5570000000000004,-0.5570000000000004,4.6014,4.73,4.525,0.20500000000000007,-0.20500000000000007,4.7768,4.975,4.688,0.2869999999999999,-0.2869999999999999,1634,4858,363,4495,-4495
2018-04-15,4.6104,4.675,4.5,0.17499999999999982,-0.10500000000000043,4.627,4.688,4.5,0.18799999999999972,-0.18799999999999972,4.444,4.58,4.3,0.28000000000000025,-0.20500000000000007,4.6171999999999995,4.675,4.5,0.17499999999999982,-0.17499999999999982,466,833,157,676,-102
2018-04-22,4.296,4.5,4.0,0.5,-0.5,4.3260000000000005,4.5,4.15,0.34999999999999964,-0.34999999999999964,4.006,4.28,3.7569999999999997,0.5230000000000006,-0.5230000000000006,4.2346,4.425,4.125,0.2999999999999998,-0.2999999999999998,741,1320,126,1194,887
2018-04-29,4.0687999999999995,4.312,3.7569999999999997,0.5550000000000006,0.5550000000000006,4.227,4.312,4.05,0.26200000000000045,0.06700000000000017,3.8324,3.875,3.7569999999999997,0.11800000000000033,0.11800000000000033,4.1196,4.303,4.0,0.30299999999999994,-0.20500000000000007,1306,4352,309,4043,193
2018-05-06,3.854,4.02,3.752,0.2679999999999998,-0.23199999999999932,4.014,4.05,3.96,0.08999999999999986,-0.019999999999999574,3.7548,3.763,3.745,0.017999999999999794,-0.011999999999999567,4.01,4.05,3.96,0.08999999999999986,0.0,906,1444,258,1186,640
2018-05-13,3.856,4.0,3.75,0.25,0.2250000000000001,4.03,4.175,3.975,0.19999999999999973,0.17499999999999982,3.7576,3.7880000000000003,3.748,0.040000000000000036,0.0,4.03,4.175,3.975,0.19999999999999973,0.17499999999999982,848,1570,298,1272,1272
2018-05-20,4.17675,4.55,3.7880000000000003,0.7619999999999996,0.7619999999999996,4.457,5.008,4.125,0.883,0.40500000000000025,4.08575,4.303,3.7880000000000003,0.5149999999999997,0.5149999999999997,4.29925,4.55,4.005,0.5449999999999999,0.3979999999999997,854,2236,51,2185,-272
2018-05-27,4.3852,4.562,4.242,0.3200000000000003,-0.3200000000000003,4.3874,4.562,4.25,0.3120000000000003,-0.3120000000000003,4.0274,4.293,3.755,0.5380000000000003,-0.41600000000000037,4.318,4.425,4.242,0.18299999999999983,-0.17499999999999982,292,417,154,263,-164
2018-06-03,4.1784,4.5,3.877,0.6230000000000002,0.3879999999999999,4.3986,4.5,4.25,0.25,0.22799999999999976,4.0188,4.202,3.877,0.3250000000000002,0.3250000000000002,4.348,4.5,4.225,0.27500000000000036,-0.025000000000000355,364,617,272,345,-2
