Date,MSNStock_Open_average,MSNStock_Open_max,MSNStock_Open_min,MSNStock_Open_volatility,MSNStock_Open_change,MSNStock_High_average,MSNStock_High_max,MSNStock_High_min,MSNStock_High_volatility,MSNStock_High_change,MSNStock_Low_average,MSNStock_Low_max,MSNStock_Low_min,MSNStock_Low_volatility,MSNStock_Low_change,MSNStock_Close_average,MSNStock_Close_max,MSNStock_Close_min,MSNStock_Close_volatility,MSNStock_Close_change,MSNStock_Volume_average,MSNStock_Volume_max,MSNStock_Volume_min,MSNStock_Volume_volatility,MSNStock_Volume_change
2018-01-14,1.4466666666666665,1.45,1.44,0.010000000000000009,-0.010000000000000009,1.4533333333333334,1.46,1.45,0.010000000000000009,-0.010000000000000009,1.4199666666666666,1.44,1.39,0.050000000000000044,0.050000000000000044,1.4433,1.46,1.4299,0.030100000000000016,-0.020000000000000018,1454,3701,208,3493,-3493
2018-01-21,1.43,1.45,1.41,0.040000000000000036,-0.040000000000000036,1.44112,1.46,1.4258,0.03420000000000001,-0.030000000000000027,1.414,1.43,1.41,0.020000000000000018,0.0,1.42912,1.44,1.41,0.030000000000000027,0.020000000000000018,3103,12559,64,12495,-10561
2018-01-28,1.394,1.45,1.33,0.11999999999999988,-0.07999999999999985,1.418,1.45,1.39,0.06000000000000005,-0.06000000000000005,1.354,1.42,1.25,0.16999999999999993,-0.05999999999999983,1.40002,1.42,1.37,0.04999999999999982,-0.030000000000000027,9320,36433,111,36322,8519
2018-02-04,1.3719999999999999,1.4,1.31,0.08999999999999986,-0.019999999999999796,1.414,1.44,1.39,0.050000000000000044,-0.010000000000000009,1.34998,1.3799,1.31,0.06989999999999985,0.020000000000000018,1.39198,1.43,1.36,0.06999999999999984,0.06999999999999984,1784,3770,342,3428,-2822
2018-02-11,1.434,1.46,1.4,0.06000000000000005,-0.050000000000000044,1.462,1.47,1.45,0.020000000000000018,0.010000000000000009,1.412,1.46,1.4,0.06000000000000005,0.0,1.446,1.47,1.41,0.06000000000000005,0.050000000000000044,2331,8634,303,8331,-7126
2018-02-18,1.42,1.46,1.39,0.07000000000000006,0.07000000000000006,1.44625,1.46,1.415,0.04499999999999993,0.0,1.41,1.44,1.39,0.050000000000000044,0.030000000000000027,1.41875,1.45,1.39,0.06000000000000005,0.030000000000000027,7758,19000,105,18895,-10973
2018-02-25,1.46,1.46,1.46,0.0,0.0,1.48952,1.5,1.4676,0.032399999999999984,0.010000000000000009,1.448,1.46,1.43,0.030000000000000027,-0.010000000000000009,1.47552,1.5,1.45,0.050000000000000044,0.010000000000000009,1273,1947,504,1443,-1152
2018-03-04,1.47,1.5,1.45,0.050000000000000044,-0.020000000000000018,1.494,1.5,1.48,0.020000000000000018,0.0,1.458,1.48,1.44,0.040000000000000036,0.040000000000000036,1.462,1.48,1.44,0.040000000000000036,0.040000000000000036,1741,3117,393,2724,-1740
2018-03-11,1.482,1.49,1.47,0.020000000000000018,0.010000000000000009,1.494,1.51,1.48,0.030000000000000027,-0.010000000000000009,1.444,1.48,1.42,0.06000000000000005,-0.030000000000000027,1.482,1.5,1.46,0.040000000000000036,0.020000000000000018,4068,8951,748,8203,7816
2018-03-18,1.486,1.51,1.46,0.050000000000000044,-0.020000000000000018,1.49,1.51,1.47,0.040000000000000036,-0.030000000000000027,1.472,1.49,1.46,0.030000000000000027,-0.030000000000000027,1.48,1.51,1.46,0.050000000000000044,-0.040000000000000036,838,1877,92,1785,-1517
2018-03-25,1.46,1.48,1.44,0.040000000000000036,0.040000000000000036,1.4775,1.5,1.45,0.050000000000000044,0.020000000000000018,1.435,1.45,1.41,0.040000000000000036,-0.030000000000000027,1.46,1.48,1.45,0.030000000000000027,-0.020000000000000018,11541,42482,162,42320,41109
2018-04-01,1.44,1.46,1.41,0.050000000000000044,0.010000000000000009,1.456,1.46,1.45,0.010000000000000009,0.0,1.426,1.45,1.41,0.040000000000000036,0.030000000000000027,1.432,1.45,1.41,0.040000000000000036,0.040000000000000036,2466,8883,278,8605,1006
2018-04-08,1.478,1.52,1.44,0.08000000000000007,0.020000000000000018,1.512,1.54,1.5,0.040000000000000036,-0.040000000000000036,1.454,1.47,1.44,0.030000000000000027,0.010000000000000009,1.49,1.54,1.46,0.08000000000000007,-0.06000000000000005,9734,19789,1110,18679,13
2018-04-15,1.4575,1.47,1.45,0.020000000000000018,-0.020000000000000018,1.4875,1.5,1.47,0.030000000000000027,0.030000000000000027,1.4525,1.46,1.45,0.010000000000000009,-0.010000000000000009,1.4575,1.46,1.45,0.010000000000000009,0.0,1252,3400,257,3143,461
2018-04-22,1.46,1.48,1.42,0.06000000000000005,-0.030000000000000027,1.476,1.48,1.47,0.010000000000000009,0.0,1.44,1.45,1.42,0.030000000000000027,0.0,1.456,1.48,1.44,0.040000000000000036,0.030000000000000027,1241,2371,404,1967,-1916
2018-04-29,1.448,1.48,1.42,0.06000000000000005,-0.06000000000000005,1.47,1.49,1.45,0.040000000000000036,-0.010000000000000009,1.44,1.46,1.42,0.040000000000000036,-0.040000000000000036,1.458,1.47,1.43,0.040000000000000036,0.010000000000000009,2193,6004,851,5153,463
2018-05-06,1.476,1.49,1.44,0.050000000000000044,0.010000000000000009,1.48,1.49,1.46,0.030000000000000027,0.010000000000000009,1.46,1.49,1.44,0.050000000000000044,0.020000000000000018,1.47,1.49,1.45,0.040000000000000036,0.020000000000000018,606,2099,4,2095,2093
2018-05-13,1.475,1.5,1.45,0.050000000000000044,0.010000000000000009,1.481,1.5,1.45,0.050000000000000044,0.040000000000000036,1.466,1.49,1.45,0.040000000000000036,0.010000000000000009,1.473,1.495,1.45,0.04500000000000015,0.040000000000000036,1065,4054,103,3951,13
2018-05-20,1.46,1.48,1.45,0.030000000000000027,0.020000000000000018,1.47804,1.49,1.47,0.020000000000000018,-0.010000000000000009,1.458,1.47,1.45,0.020000000000000018,0.010000000000000009,1.47404,1.48,1.46,0.020000000000000018,0.0,1084,2507,286,2221,-630
2018-05-27,1.4675,1.48,1.45,0.030000000000000027,0.030000000000000027,1.48,1.49,1.47,0.020000000000000018,0.010000000000000009,1.4575,1.46,1.45,0.010000000000000009,0.010000000000000009,1.4725,1.49,1.46,0.030000000000000027,0.020000000000000018,3954,9220,1653,7567,1165
