Date,SPDR SP 500 Buyback_Open_average,SPDR SP 500 Buyback_Open_max,SPDR SP 500 Buyback_Open_min,SPDR SP 500 Buyback_Open_volatility,SPDR SP 500 Buyback_Open_change,SPDR SP 500 Buyback_High_average,SPDR SP 500 Buyback_High_max,SPDR SP 500 Buyback_High_min,SPDR SP 500 Buyback_High_volatility,SPDR SP 500 Buyback_High_change,SPDR SP 500 Buyback_Low_average,SPDR SP 500 Buyback_Low_max,SPDR SP 500 Buyback_Low_min,SPDR SP 500 Buyback_Low_volatility,SPDR SP 500 Buyback_Low_change,SPDR SP 500 Buyback_Close_average,SPDR SP 500 Buyback_Close_max,SPDR SP 500 Buyback_Close_min,SPDR SP 500 Buyback_Close_volatility,SPDR SP 500 Buyback_Close_change
2018-01-14,65.93,65.93,65.93,0.0,0.0,66.62,66.62,66.62,0.0,0.0,65.93,65.93,65.93,0.0,0.0,66.62,66.62,66.62,0.0,0.0
2018-01-21,67.16,67.16,67.16,0.0,0.0,67.47,67.47,67.47,0.0,0.0,67.16,67.16,67.16,0.0,0.0,67.47,67.47,67.47,0.0,0.0
2018-01-28,65.95,65.95,65.95,0.0,0.0,65.95,65.95,65.95,0.0,0.0,65.0,65.0,65.0,0.0,0.0,65.14,65.14,65.14,0.0,0.0
2018-02-04,61.25,61.25,61.25,0.0,0.0,62.13,62.13,62.13,0.0,0.0,59.94,59.94,59.94,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2018-02-11,64.39,64.39,64.39,0.0,0.0,64.39,64.39,64.39,0.0,0.0,63.99,63.99,63.99,0.0,0.0,64.32,64.32,64.32,0.0,0.0
2018-02-18,63.95,63.95,63.95,0.0,0.0,64.08,64.08,64.08,0.0,0.0,63.94,63.94,63.94,0.0,0.0,63.99,63.99,63.99,0.0,0.0
2018-02-25,62.41,62.41,62.41,0.0,0.0,62.63,62.63,62.63,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2018-03-04,64.55,64.55,64.55,0.0,0.0,65.07,65.07,65.07,0.0,0.0,64.55,64.55,64.55,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-03-11,63.88,63.88,63.88,0.0,0.0,64.07,64.07,64.07,0.0,0.0,63.79,63.79,63.79,0.0,0.0,64.07,64.07,64.07,0.0,0.0
2018-03-18,61.8,61.8,61.8,0.0,0.0,61.85,61.85,61.85,0.0,0.0,60.61,60.61,60.61,0.0,0.0,60.61,60.61,60.61,0.0,0.0
2018-03-25,61.57,61.57,61.57,0.0,0.0,61.57,61.57,61.57,0.0,0.0,61.5,61.5,61.5,0.0,0.0,61.5,61.5,61.5,0.0,0.0
2018-04-01,61.86,61.86,61.86,0.0,0.0,61.86,61.86,61.86,0.0,0.0,60.66,60.66,60.66,0.0,0.0,60.94,60.94,60.94,0.0,0.0
2018-04-08,61.41,61.41,61.41,0.0,0.0,61.47,61.47,61.47,0.0,0.0,61.41,61.41,61.41,0.0,0.0,61.47,61.47,61.47,0.0,0.0
2018-04-15,62.49,62.49,62.49,0.0,0.0,62.49,62.49,62.49,0.0,0.0,61.9,61.9,61.9,0.0,0.0,61.9,61.9,61.9,0.0,0.0
2018-04-22,62.4,62.4,62.4,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2018-04-29,61.48,61.48,61.48,0.0,0.0,61.76,61.76,61.76,0.0,0.0,61.48,61.48,61.48,0.0,0.0,61.76,61.76,61.76,0.0,0.0
2018-05-06,63.42,63.42,63.42,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.24,63.24,63.24,0.0,0.0,63.24,63.24,63.24,0.0,0.0
2018-05-13,63.41,63.41,63.41,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.41,63.41,63.41,0.0,0.0,63.47,63.47,63.47,0.0,0.0
2018-05-20,63.5,63.5,63.5,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.5,63.5,63.5,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2018-05-27,63.27,63.27,63.27,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.16,63.16,63.16,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2018-06-03,64.68,64.68,64.68,0.0,0.0,64.69,64.69,64.69,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2018-06-10,64.59,64.59,64.59,0.0,0.0,64.67,64.67,64.67,0.0,0.0,64.4,64.4,64.4,0.0,0.0,64.67,64.67,64.67,0.0,0.0
2018-06-17,64.57,64.57,64.57,0.0,0.0,64.58,64.58,64.58,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2018-06-24,63.11,63.11,63.11,0.0,0.0,63.29,63.29,63.29,0.0,0.0,62.81,62.81,62.81,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-07-01,63.38,63.38,63.38,0.0,0.0,63.51,63.51,63.51,0.0,0.0,63.38,63.38,63.38,0.0,0.0,63.5,63.5,63.5,0.0,0.0
2018-07-08,64.57,64.57,64.57,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.13,64.13,64.13,0.0,0.0,64.13,64.13,64.13,0.0,0.0
2018-07-15,64.65,64.65,64.65,0.0,0.0,64.66,64.66,64.66,0.0,0.0,64.57,64.57,64.57,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2018-07-22,65.71,65.71,65.71,0.0,0.0,65.71,65.71,65.71,0.0,0.0,64.99,64.99,64.99,0.0,0.0,65.02,65.02,65.02,0.0,0.0
2018-07-29,65.59,65.59,65.59,0.0,0.0,65.7,65.7,65.7,0.0,0.0,65.59,65.59,65.59,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2018-08-05,65.53,65.53,65.53,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.5,65.5,65.5,0.0,0.0
2018-08-12,66.14,66.14,66.14,0.0,0.0,66.14,66.14,66.14,0.0,0.0,66.08,66.08,66.08,0.0,0.0,66.08,66.08,66.08,0.0,0.0
2018-08-19,66.61,66.61,66.61,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.61,66.61,66.61,0.0,0.0,66.67,66.67,66.67,0.0,0.0
2018-08-26,66.99,66.99,66.99,0.0,0.0,67.04,67.04,67.04,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.85,66.85,66.85,0.0,0.0
2018-09-02,66.74,66.74,66.74,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.49,66.49,66.49,0.0,0.0,66.56,66.56,66.56,0.0,0.0
2018-09-09,67.12,67.12,67.12,0.0,0.0,67.12,67.12,67.12,0.0,0.0,66.81,66.81,66.81,0.0,0.0,67.03,67.03,67.03,0.0,0.0
2018-09-16,67.82,67.82,67.82,0.0,0.0,67.86,67.86,67.86,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.86,67.86,67.86,0.0,0.0
2018-09-23,66.89,66.89,66.89,0.0,0.0,66.89,66.89,66.89,0.0,0.0,66.59,66.59,66.59,0.0,0.0,66.68,66.68,66.68,0.0,0.0
2018-09-30,66.15,66.15,66.15,0.0,0.0,66.26,66.26,66.26,0.0,0.0,65.74,65.74,65.74,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2018-10-07,63.29,63.29,63.29,0.0,0.0,63.34,63.34,63.34,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2018-10-14,62.76,62.76,62.76,0.0,0.0,62.76,62.76,62.76,0.0,0.0,62.58,62.58,62.58,0.0,0.0,62.63,62.63,62.63,0.0,0.0
2018-10-21,60.02,60.02,60.02,0.0,0.0,60.77,60.77,60.77,0.0,0.0,59.64,59.64,59.64,0.0,0.0,60.08,60.08,60.08,0.0,0.0
