Date,Vanguard S&P Small Cap 600 GrowthEtf_Open_average,Vanguard S&P Small Cap 600 GrowthEtf_Open_max,Vanguard S&P Small Cap 600 GrowthEtf_Open_min,Vanguard S&P Small Cap 600 GrowthEtf_Open_volatility,Vanguard S&P Small Cap 600 GrowthEtf_Open_change,Vanguard S&P Small Cap 600 GrowthEtf_High_average,Vanguard S&P Small Cap 600 GrowthEtf_High_max,Vanguard S&P Small Cap 600 GrowthEtf_High_min,Vanguard S&P Small Cap 600 GrowthEtf_High_volatility,Vanguard S&P Small Cap 600 GrowthEtf_High_change,Vanguard S&P Small Cap 600 GrowthEtf_Low_average,Vanguard S&P Small Cap 600 GrowthEtf_Low_max,Vanguard S&P Small Cap 600 GrowthEtf_Low_min,Vanguard S&P Small Cap 600 GrowthEtf_Low_volatility,Vanguard S&P Small Cap 600 GrowthEtf_Low_change,Vanguard S&P Small Cap 600 GrowthEtf_Close_average,Vanguard S&P Small Cap 600 GrowthEtf_Close_max,Vanguard S&P Small Cap 600 GrowthEtf_Close_min,Vanguard S&P Small Cap 600 GrowthEtf_Close_volatility,Vanguard S&P Small Cap 600 GrowthEtf_Close_change
2018-01-14,150.29,150.29,150.29,0.0,0.0,152.66,152.66,152.66,0.0,0.0,150.29,150.29,150.29,0.0,0.0,152.59,152.59,152.59,0.0,0.0
2018-01-21,153.73,153.73,153.73,0.0,0.0,153.82,153.82,153.82,0.0,0.0,152.98,152.98,152.98,0.0,0.0,153.69,153.69,153.69,0.0,0.0
2018-01-28,151.0,151.0,151.0,0.0,0.0,151.59,151.59,151.59,0.0,0.0,148.75,148.75,148.75,0.0,0.0,148.79,148.79,148.79,0.0,0.0
2018-02-04,141.54,141.54,141.54,0.0,0.0,142.96,142.96,142.96,0.0,0.0,138.0,138.0,138.0,0.0,0.0,142.96,142.96,142.96,0.0,0.0
2018-02-11,147.25,147.25,147.25,0.0,0.0,148.74,148.74,148.74,0.0,0.0,147.25,147.25,147.25,0.0,0.0,148.34,148.34,148.34,0.0,0.0
2018-02-18,148.51,148.51,148.51,0.0,0.0,148.99,148.99,148.99,0.0,0.0,148.25,148.25,148.25,0.0,0.0,148.99,148.99,148.99,0.0,0.0
2018-02-25,143.83,143.83,143.83,0.0,0.0,148.0,148.0,148.0,0.0,0.0,143.83,143.83,143.83,0.0,0.0,148.0,148.0,148.0,0.0,0.0
2018-03-04,152.67,152.67,152.67,0.0,0.0,154.53,154.53,154.53,0.0,0.0,152.67,152.67,152.67,0.0,0.0,154.42,154.42,154.42,0.0,0.0
2018-03-11,153.0,153.0,153.0,0.0,0.0,154.08,154.08,154.08,0.0,0.0,153.0,153.0,153.0,0.0,0.0,154.08,154.08,154.08,0.0,0.0
2018-03-18,150.94,150.94,150.94,0.0,0.0,151.17,151.17,151.17,0.0,0.0,147.92,147.92,147.92,0.0,0.0,147.93,147.93,147.93,0.0,0.0
2018-03-25,148.37,148.37,148.37,0.0,0.0,150.3,150.3,150.3,0.0,0.0,148.05,148.05,148.05,0.0,0.0,149.44,149.44,149.44,0.0,0.0
2018-04-01,150.04,150.04,150.04,0.0,0.0,151.1,151.1,151.1,0.0,0.0,147.59,147.59,147.59,0.0,0.0,148.26,148.26,148.26,0.0,0.0
2018-04-08,152.58,152.58,152.58,0.0,0.0,152.58,152.58,152.58,0.0,0.0,150.83,150.83,150.83,0.0,0.0,151.09,151.09,151.09,0.0,0.0
2018-04-15,152.99,152.99,152.99,0.0,0.0,153.61,153.61,153.61,0.0,0.0,152.68,152.68,152.68,0.0,0.0,152.75,152.75,152.75,0.0,0.0
2018-04-22,151.73,151.73,151.73,0.0,0.0,152.14,152.14,152.14,0.0,0.0,150.77,150.77,150.77,0.0,0.0,151.01,151.01,151.01,0.0,0.0
2018-04-29,149.7,149.7,149.7,0.0,0.0,152.43,152.43,152.43,0.0,0.0,149.7,149.7,149.7,0.0,0.0,152.37,152.37,152.37,0.0,0.0
2018-05-06,156.88,156.88,156.88,0.0,0.0,156.97,156.97,156.97,0.0,0.0,155.99,155.99,155.99,0.0,0.0,156.71,156.71,156.71,0.0,0.0
2018-05-13,158.63,158.63,158.63,0.0,0.0,159.03,159.03,159.03,0.0,0.0,158.63,158.63,158.63,0.0,0.0,158.99,158.99,158.99,0.0,0.0
2018-05-20,159.21,159.21,159.21,0.0,0.0,159.91,159.91,159.91,0.0,0.0,159.21,159.21,159.21,0.0,0.0,159.46,159.46,159.46,0.0,0.0
2018-05-27,161.63,161.63,161.63,0.0,0.0,162.0,162.0,162.0,0.0,0.0,161.07,161.07,161.07,0.0,0.0,161.91,161.91,161.91,0.0,0.0
2018-06-03,164.45,164.45,164.45,0.0,0.0,165.5,165.5,165.5,0.0,0.0,164.45,164.45,164.45,0.0,0.0,165.32,165.32,165.32,0.0,0.0
2018-06-10,165.94,165.94,165.94,0.0,0.0,166.65,166.65,166.65,0.0,0.0,165.33,165.33,165.33,0.0,0.0,166.65,166.65,166.65,0.0,0.0
2018-06-17,167.56,167.56,167.56,0.0,0.0,167.56,167.56,167.56,0.0,0.0,165.29,165.29,165.29,0.0,0.0,165.9,165.9,165.9,0.0,0.0
2018-06-24,163.12,163.12,163.12,0.0,0.0,163.53,163.53,163.53,0.0,0.0,162.36,162.36,162.36,0.0,0.0,162.36,162.36,162.36,0.0,0.0
2018-07-01,166.78,166.78,166.78,0.0,0.0,167.87,167.87,167.87,0.0,0.0,166.59,166.59,166.59,0.0,0.0,167.53,167.53,167.53,0.0,0.0
2018-07-08,168.14,168.14,168.14,0.0,0.0,168.89,168.89,168.89,0.0,0.0,167.75,167.75,167.75,0.0,0.0,167.75,167.75,167.75,0.0,0.0
2018-07-15,170.45,170.45,170.45,0.0,0.0,170.76,170.76,170.76,0.0,0.0,169.95,169.95,169.95,0.0,0.0,170.03,170.03,170.03,0.0,0.0
2018-07-22,171.09,171.09,171.09,0.0,0.0,171.49,171.49,171.49,0.0,0.0,167.37,167.37,167.37,0.0,0.0,167.53,167.53,167.53,0.0,0.0
2018-07-29,171.08,171.08,171.08,0.0,0.0,171.08,171.08,171.08,0.0,0.0,169.45,169.45,169.45,0.0,0.0,170.29,170.29,170.29,0.0,0.0
2018-08-05,171.17,171.17,171.17,0.0,0.0,172.6,172.6,172.6,0.0,0.0,170.78,170.78,170.78,0.0,0.0,171.69,171.69,171.69,0.0,0.0
