Date,Fidelity NASDAQ CompositeEtf_Open_average,Fidelity NASDAQ CompositeEtf_Open_max,Fidelity NASDAQ CompositeEtf_Open_min,Fidelity NASDAQ CompositeEtf_Open_volatility,Fidelity NASDAQ CompositeEtf_Open_change,Fidelity NASDAQ CompositeEtf_High_average,Fidelity NASDAQ CompositeEtf_High_max,Fidelity NASDAQ CompositeEtf_High_min,Fidelity NASDAQ CompositeEtf_High_volatility,Fidelity NASDAQ CompositeEtf_High_change,Fidelity NASDAQ CompositeEtf_Low_average,Fidelity NASDAQ CompositeEtf_Low_max,Fidelity NASDAQ CompositeEtf_Low_min,Fidelity NASDAQ CompositeEtf_Low_volatility,Fidelity NASDAQ CompositeEtf_Low_change,Fidelity NASDAQ CompositeEtf_Close_average,Fidelity NASDAQ CompositeEtf_Close_max,Fidelity NASDAQ CompositeEtf_Close_min,Fidelity NASDAQ CompositeEtf_Close_volatility,Fidelity NASDAQ CompositeEtf_Close_change
2018-05-20,291.85,291.85,291.85,0.0,0.0,292.75,292.75,292.75,0.0,0.0,291.04,291.04,291.04,0.0,0.0,292.05,292.05,292.05,0.0,0.0
2018-05-27,293.47,293.47,293.47,0.0,0.0,296.72,296.72,296.72,0.0,0.0,293.47,293.47,293.47,0.0,0.0,296.69,296.69,296.69,0.0,0.0
2018-06-03,299.4,299.4,299.4,0.0,0.0,300.69,300.69,300.69,0.0,0.0,298.68,298.68,298.68,0.0,0.0,300.56,300.56,300.56,0.0,0.0
2018-06-10,303.11,303.11,303.11,0.0,0.0,303.97,303.97,303.97,0.0,0.0,302.17,302.17,302.17,0.0,0.0,303.92,303.92,303.92,0.0,0.0
2018-06-17,303.71,303.71,303.71,0.0,0.0,303.71,303.71,303.71,0.0,0.0,301.08,301.08,301.08,0.0,0.0,301.57,301.57,301.57,0.0,0.0
2018-06-24,296.02,296.02,296.02,0.0,0.0,296.67,296.67,296.67,0.0,0.0,294.6,294.6,294.6,0.0,0.0,294.66,294.66,294.66,0.0,0.0
2018-07-01,298.43,298.43,298.43,0.0,0.0,301.69,301.69,301.69,0.0,0.0,297.7,297.7,297.7,0.0,0.0,301.45,301.45,301.45,0.0,0.0
2018-07-08,307.34,307.34,307.34,0.0,0.0,307.61,307.61,307.61,0.0,0.0,306.51,306.51,306.51,0.0,0.0,307.16,307.16,307.16,0.0,0.0
2018-07-15,308.07,308.07,308.07,0.0,0.0,308.45,308.45,308.45,0.0,0.0,306.78,306.78,306.78,0.0,0.0,306.94,306.94,306.94,0.0,0.0
2018-07-22,309.95,309.95,309.95,0.0,0.0,309.95,309.95,309.95,0.0,0.0,302.37,302.37,302.37,0.0,0.0,303.65,303.65,303.65,0.0,0.0
2018-07-29,307.1,307.1,307.1,0.0,0.0,307.21,307.21,307.21,0.0,0.0,305.69,305.69,305.69,0.0,0.0,306.76,306.76,306.76,0.0,0.0
2018-08-05,307.64,307.64,307.64,0.0,0.0,308.85,308.85,308.85,0.0,0.0,307.01,307.01,307.01,0.0,0.0,307.73,307.73,307.73,0.0,0.0
2018-08-12,306.52,306.52,306.52,0.0,0.0,307.61,307.61,307.61,0.0,0.0,304.83,304.83,304.83,0.0,0.0,307.3,307.3,307.3,0.0,0.0
2018-08-19,310.82,310.82,310.82,0.0,0.0,312.11,312.11,312.11,0.0,0.0,310.68,310.68,310.68,0.0,0.0,311.91,311.91,311.91,0.0,0.0
2018-08-26,317.82,317.82,317.82,0.0,0.0,318.85,318.85,318.85,0.0,0.0,317.6,317.6,317.6,0.0,0.0,318.63,318.63,318.63,0.0,0.0
2018-09-02,310.48,310.48,310.48,0.0,0.0,312.54,312.54,312.54,0.0,0.0,309.06,309.06,309.06,0.0,0.0,310.55,310.55,310.55,0.0,0.0
2018-09-09,315.0,315.0,315.0,0.0,0.0,315.78,315.78,315.78,0.0,0.0,313.49,313.49,313.49,0.0,0.0,314.95,314.95,314.95,0.0,0.0
2018-09-16,315.84,315.84,315.84,0.0,0.0,315.86,315.86,315.86,0.0,0.0,312.94,312.94,312.94,0.0,0.0,313.17,313.17,313.17,0.0,0.0
2018-09-23,314.86,314.86,314.86,0.0,0.0,316.08,316.08,316.08,0.0,0.0,314.49,314.49,314.49,0.0,0.0,315.6,315.6,315.6,0.0,0.0
2018-09-30,309.05,309.05,309.05,0.0,0.0,309.67,309.67,309.67,0.0,0.0,302.32,302.32,302.32,0.0,0.0,305.2,305.2,305.2,0.0,0.0
2018-10-07,293.89,293.89,293.89,0.0,0.0,294.48,294.48,294.48,0.0,0.0,288.9,288.9,288.9,0.0,0.0,294.11,294.11,294.11,0.0,0.0
2018-10-14,295.55,295.55,295.55,0.0,0.0,296.82,296.82,296.82,0.0,0.0,290.72,290.72,290.72,0.0,0.0,291.7,291.7,291.7,0.0,0.0
2018-10-21,278.11,278.11,278.11,0.0,0.0,285.44,285.44,285.44,0.0,0.0,276.86,276.86,276.86,0.0,0.0,280.61,280.61,280.61,0.0,0.0
2018-10-28,291.48,291.48,291.48,0.0,0.0,292.92,292.92,292.92,0.0,0.0,286.36,286.36,286.36,0.0,0.0,288.41,288.41,288.41,0.0,0.0
2018-11-04,292.69,292.69,292.69,0.0,0.0,292.9,292.9,292.9,0.0,0.0,288.55,288.55,288.55,0.0,0.0,291.0,291.0,291.0,0.0,0.0
2018-11-11,282.09,282.09,282.09,0.0,0.0,285.6,285.6,285.6,0.0,0.0,281.68,281.68,281.68,0.0,0.0,284.55,284.55,284.55,0.0,0.0
2018-11-18,272.17,272.17,272.17,0.0,0.0,274.21,274.21,274.21,0.0,0.0,270.67,270.67,270.67,0.0,0.0,272.72,272.72,272.72,0.0,0.0
2018-11-25,285.26,285.26,285.26,0.0,0.0,287.84,287.84,287.84,0.0,0.0,284.74,284.74,284.74,0.0,0.0,287.72,287.72,287.72,0.0,0.0
2018-12-02,281.83,281.83,281.83,0.0,0.0,283.19,283.19,283.19,0.0,0.0,272.93,272.93,272.93,0.0,0.0,274.07,274.07,274.07,0.0,0.0
2018-12-09,275.0,275.0,275.0,0.0,0.0,276.21,276.21,276.21,0.0,0.0,271.43,271.43,271.43,0.0,0.0,271.49,271.49,271.49,0.0,0.0
2018-12-16,256.13,256.13,256.13,0.0,0.0,257.87,257.87,257.87,0.0,0.0,247.21,247.21,247.21,0.0,0.0,248.0,248.0,248.0,0.0,0.0
2018-12-23,258.9,258.9,258.9,0.0,0.0,262.08,262.08,262.08,0.0,0.0,255.77,255.77,255.77,0.0,0.0,258.35,258.35,258.35,0.0,0.0
2018-12-30,257.16,257.16,257.16,0.0,0.0,264.61,264.61,264.61,0.0,0.0,256.51,256.51,256.51,0.0,0.0,263.47,263.47,263.47,0.0,0.0
2019-01-06,272.39,272.39,272.39,0.0,0.0,273.07,273.07,273.07,0.0,0.0,271.23,271.23,271.23,0.0,0.0,272.83,272.83,272.83,0.0,0.0
2019-01-13,279.96,279.96,279.96,0.0,0.0,281.82,281.82,281.82,0.0,0.0,278.22,278.22,278.22,0.0,0.0,280.57,280.57,280.57,0.0,0.0
2019-01-20,279.25,279.25,279.25,0.0,0.0,281.3,281.3,281.3,0.0,0.0,278.49,278.49,278.49,0.0,0.0,280.21,280.21,280.21,0.0,0.0
2019-01-27,284.49,284.49,284.49,0.0,0.0,286.18,286.18,286.18,0.0,0.0,283.84,283.84,283.84,0.0,0.0,284.56,284.56,284.56,0.0,0.0
2019-02-03,283.15,283.15,283.15,0.0,0.0,286.22,286.22,286.22,0.0,0.0,282.95,282.95,282.95,0.0,0.0,286.01,286.01,286.01,0.0,0.0
2019-02-10,293.1,293.1,293.1,0.0,0.0,293.9,293.9,293.9,0.0,0.0,291.92,291.92,291.92,0.0,0.0,292.92,292.92,292.92,0.0,0.0
2019-02-17,293.83,293.83,293.83,0.0,0.0,295.39,295.39,295.39,0.0,0.0,293.58,293.58,293.58,0.0,0.0,295.39,295.39,295.39,0.0,0.0
2019-02-24,297.96,297.96,297.96,0.0,0.0,298.34,298.34,298.34,0.0,0.0,296.14,296.14,296.14,0.0,0.0,298.1,298.1,298.1,0.0,0.0
2019-03-03,287.81,287.81,287.81,0.0,0.0,290.84,290.84,290.84,0.0,0.0,287.2,287.2,287.2,0.0,0.0,290.67,290.67,290.67,0.0,0.0
2019-03-10,300.48,300.48,300.48,0.0,0.0,302.35,302.35,302.35,0.0,0.0,300.15,300.15,300.15,0.0,0.0,301.0,301.0,301.0,0.0,0.0
2019-03-17,306.76,306.76,306.76,0.0,0.0,306.76,306.76,306.76,0.0,0.0,299.52,299.52,299.52,0.0,0.0,300.02,300.02,300.02,0.0,0.0
2019-03-24,302.46,302.46,302.46,0.0,0.0,302.85,302.85,302.85,0.0,0.0,301.15,301.15,301.15,0.0,0.0,302.67,302.67,302.67,0.0,0.0
2019-03-31,310.4,310.4,310.4,0.0,0.0,311.46,311.46,311.46,0.0,0.0,310.0,310.0,310.0,0.0,0.0,311.41,311.41,311.41,0.0,0.0
2019-04-07,312.38,312.38,312.38,0.0,0.0,313.3,313.3,313.3,0.0,0.0,312.14,312.14,312.14,0.0,0.0,312.9,312.9,312.9,0.0,0.0
2019-04-14,314.1,314.1,314.1,0.0,0.0,314.1,314.1,314.1,0.0,0.0,311.8,311.8,311.8,0.0,0.0,313.82,313.82,313.82,0.0,0.0
2019-04-21,318.22,318.22,318.22,0.0,0.0,319.26,319.26,319.26,0.0,0.0,316.17,316.17,316.17,0.0,0.0,319.26,319.26,319.26,0.0,0.0
2019-04-28,317.08,317.08,317.08,0.0,0.0,320.67,320.67,320.67,0.0,0.0,317.08,317.08,317.08,0.0,0.0,320.28,320.28,320.28,0.0,0.0
2019-05-05,309.06,309.06,309.06,0.0,0.0,312.18,312.18,312.18,0.0,0.0,304.92,304.92,304.92,0.0,0.0,311.31,311.31,311.31,0.0,0.0
2019-05-12,308.14,308.14,308.14,0.0,0.0,311.51,311.51,311.51,0.0,0.0,307.23,307.23,307.23,0.0,0.0,307.49,307.49,307.49,0.0,0.0
2019-05-19,300.94,300.94,300.94,0.0,0.0,302.5,302.5,302.5,0.0,0.0,300.01,300.01,300.01,0.0,0.0,300.03,300.03,300.03,0.0,0.0
2019-05-26,294.62,294.62,294.62,0.0,0.0,295.25,295.25,295.25,0.0,0.0,292.76,292.76,292.76,0.0,0.0,292.91,292.91,292.91,0.0,0.0
2019-06-02,301.66,301.66,301.66,0.0,0.0,305.7,305.7,305.7,0.0,0.0,301.5,301.5,301.5,0.0,0.0,304.62,304.62,304.62,0.0,0.0
2019-06-09,308.15,308.15,308.15,0.0,0.0,308.15,308.15,308.15,0.0,0.0,306.61,306.61,306.61,0.0,0.0,306.99,306.99,306.99,0.0,0.0
2019-06-16,316.6,316.6,316.6,0.0,0.0,316.96,316.96,316.96,0.0,0.0,314.66,314.66,314.66,0.0,0.0,315.3,315.3,315.3,0.0,0.0
2019-06-23,314.11,314.11,314.11,0.0,0.0,314.88,314.88,314.88,0.0,0.0,312.97,312.97,312.97,0.0,0.0,314.67,314.67,314.67,0.0,0.0
2019-06-30,319.22,319.22,319.22,0.0,0.0,321.36,321.36,321.36,0.0,0.0,318.4,318.4,318.4,0.0,0.0,320.7,320.7,320.7,0.0,0.0
2019-07-07,322.01,322.01,322.01,0.0,0.0,323.88,323.88,323.88,0.0,0.0,322.01,322.01,322.01,0.0,0.0,323.88,323.88,323.88,0.0,0.0
2019-07-14,324.42,324.42,324.42,0.0,0.0,324.42,324.42,324.42,0.0,0.0,320.36,320.36,320.36,0.0,0.0,320.36,320.36,320.36,0.0,0.0
2019-07-21,325.32,325.32,325.32,0.0,0.0,327.6,327.6,327.6,0.0,0.0,325.32,325.32,325.32,0.0,0.0,327.5,327.5,327.5,0.0,0.0
2019-07-28,316.53,316.53,316.53,0.0,0.0,317.37,317.37,317.37,0.0,0.0,312.49,312.49,312.49,0.0,0.0,314.85,314.85,314.85,0.0,0.0
2019-08-04,314.31,314.31,314.31,0.0,0.0,315.6,315.6,315.6,0.0,0.0,310.71,310.71,310.71,0.0,0.0,313.18,313.18,313.18,0.0,0.0
2019-08-11,307.22,307.22,307.22,0.0,0.0,310.88,310.88,310.88,0.0,0.0,307.22,307.22,307.22,0.0,0.0,310.35,310.35,310.35,0.0,0.0
2019-08-18,313.26,313.26,313.26,0.0,0.0,314.7,314.7,314.7,0.0,0.0,304.43,304.43,304.43,0.0,0.0,305.09,305.09,305.09,0.0,0.0
2019-08-25,315.75,315.75,315.75,0.0,0.0,315.75,315.75,315.75,0.0,0.0,311.51,311.51,311.51,0.0,0.0,313.35,313.35,313.35,0.0,0.0
2019-09-01,319.54,319.54,319.54,0.0,0.0,320.25,320.25,320.25,0.0,0.0,318.82,318.82,318.82,0.0,0.0,318.9,318.9,318.9,0.0,0.0
2019-09-08,322.01,322.01,322.01,0.0,0.0,323.11,323.11,323.11,0.0,0.0,321.71,321.71,321.71,0.0,0.0,322.28,322.28,322.28,0.0,0.0
2019-09-15,322.01,322.01,322.01,0.0,0.0,322.14,322.14,322.14,0.0,0.0,317.74,317.74,317.74,0.0,0.0,318.52,318.52,318.52,0.0,0.0
2019-09-22,315.74,315.74,315.74,0.0,0.0,315.99,315.99,315.99,0.0,0.0,310.06,310.06,310.06,0.0,0.0,311.91,311.91,311.91,0.0,0.0
2019-09-29,310.24,310.24,310.24,0.0,0.0,313.66,313.66,313.66,0.0,0.0,310.24,310.24,310.24,0.0,0.0,313.31,313.31,313.31,0.0,0.0
2019-10-06,315.91,315.91,315.91,0.0,0.0,319.32,319.32,319.32,0.0,0.0,315.91,315.91,315.91,0.0,0.0,317.1,317.1,317.1,0.0,0.0
2019-10-13,320.24,320.24,320.24,0.0,0.0,320.6,320.6,320.6,0.0,0.0,316.4,316.4,316.4,0.0,0.0,318.5,318.5,318.5,0.0,0.0
2019-10-20,321.0,321.0,321.0,0.0,0.0,324.5,324.5,324.5,0.0,0.0,320.13,320.13,320.13,0.0,0.0,324.28,324.28,324.28,0.0,0.0
2019-10-27,327.99,327.99,327.99,0.0,0.0,329.86,329.86,329.86,0.0,0.0,327.54,327.54,327.54,0.0,0.0,329.67,329.67,329.67,0.0,0.0
2019-11-03,331.72,331.72,331.72,0.0,0.0,333.62,333.62,333.62,0.0,0.0,331.0,331.0,331.0,0.0,0.0,333.62,333.62,333.62,0.0,0.0
2019-11-10,335.66,335.66,335.66,0.0,0.0,336.0,336.0,336.0,0.0,0.0,334.3,334.3,334.3,0.0,0.0,335.83,335.83,335.83,0.0,0.0
2019-11-17,337.02,337.02,337.02,0.0,0.0,337.02,337.02,337.02,0.0,0.0,334.03,334.03,334.03,0.0,0.0,335.67,335.67,335.67,0.0,0.0
2019-11-24,341.37,341.37,341.37,0.0,0.0,343.64,343.64,343.64,0.0,0.0,340.89,340.89,340.89,0.0,0.0,340.89,340.89,340.89,0.0,0.0
2019-12-01,339.19,339.19,339.19,0.0,0.0,341.0,341.0,341.0,0.0,0.0,339.0,339.0,339.0,0.0,0.0,340.36,340.36,340.36,0.0,0.0
2019-12-08,344.0,344.0,344.0,0.0,0.0,345.66,345.66,345.66,0.0,0.0,342.75,342.75,342.75,0.0,0.0,344.32,344.32,344.32,0.0,0.0
2019-12-15,348.68,348.68,348.68,0.0,0.0,348.68,348.68,348.68,0.0,0.0,346.37,346.37,346.37,0.0,0.0,347.67,347.67,347.67,0.0,0.0
2019-12-22,354.08,354.08,354.08,0.0,0.0,354.36,354.36,354.36,0.0,0.0,350.1,350.1,350.1,0.0,0.0,350.46,350.46,350.46,0.0,0.0
2019-12-29,350.97,350.97,350.97,0.0,0.0,353.1,353.1,353.1,0.0,0.0,350.5,350.5,350.5,0.0,0.0,352.0,352.0,352.0,0.0,0.0
