Date,OBCI_Open_average,OBCI_Open_max,OBCI_Open_min,OBCI_Open_volatility,OBCI_Open_change,OBCI_High_average,OBCI_High_max,OBCI_High_min,OBCI_High_volatility,OBCI_High_change,OBCI_Low_average,OBCI_Low_max,OBCI_Low_min,OBCI_Low_volatility,OBCI_Low_change,OBCI_Close_average,OBCI_Close_max,OBCI_Close_min,OBCI_Close_volatility,OBCI_Close_change,OBCI_Volume_average,OBCI_Volume_max,OBCI_Volume_min,OBCI_Volume_volatility,OBCI_Volume_change
2018-01-14,4.078,4.19,4.01,0.1800000000000006,0.16000000000000014,4.184,4.39,4.06,0.33000000000000007,0.0600000000000005,4.034,4.15,3.93,0.2200000000000002,0.2200000000000002,4.094,4.18,4.04,0.13999999999999968,0.1299999999999999,15129,44717,5033,39684,-1919
2018-01-21,4.128,4.19,4.05,0.14000000000000057,-0.07000000000000028,4.164000000000001,4.23,4.12,0.11000000000000032,-0.07000000000000028,4.068,4.18,4.01,0.16999999999999993,-0.14999999999999947,4.1,4.18,4.05,0.1299999999999999,-0.1299999999999999,3551,5535,2442,3093,-522
2018-01-28,4.086,4.12,4.05,0.07000000000000028,0.02999999999999936,4.156,4.23,4.1,0.13000000000000078,-0.13000000000000078,4.066,4.12,4.01,0.11000000000000032,-0.0600000000000005,4.117999999999999,4.22,4.02,0.20000000000000018,-0.20000000000000018,7701,17385,416,16969,-11170
2018-02-04,4.002,4.07,3.92,0.15000000000000036,0.050000000000000266,4.0760000000000005,4.15,4.01,0.14000000000000057,-0.040000000000000036,3.882,4.02,3.68,0.3399999999999994,-0.10999999999999988,3.95,4.15,3.77,0.38000000000000034,-0.2400000000000002,31306,68342,2721,65621,63945
2018-02-11,3.9775,4.01,3.94,0.06999999999999984,-0.03000000000000025,3.9775,4.01,3.94,0.06999999999999984,-0.03000000000000025,3.9125,4.01,3.85,0.1599999999999997,-0.040000000000000036,3.9275,4.01,3.87,0.13999999999999968,-0.029999999999999805,2609,5700,222,5478,2855
2018-02-18,3.904,4.01,3.8,0.20999999999999996,0.20999999999999996,3.966,4.01,3.91,0.09999999999999964,0.04999999999999982,3.876,3.96,3.8,0.16000000000000014,0.15000000000000036,3.952,4.01,3.88,0.1299999999999999,0.05999999999999961,3489,5355,1971,3384,2675
2018-02-25,3.9050000000000002,3.96,3.83,0.1299999999999999,-0.020000000000000018,3.9325,3.96,3.89,0.06999999999999984,-0.020000000000000018,3.885,3.94,3.79,0.1499999999999999,0.009999999999999787,3.9125,3.94,3.89,0.04999999999999982,0.009999999999999787,1020,2046,207,1839,-1839
2018-03-04,3.824,3.86,3.8,0.06000000000000005,0.0,3.888,3.95,3.86,0.0900000000000003,-0.050000000000000266,3.812,3.86,3.8,0.06000000000000005,0.0,3.846,3.87,3.8,0.07000000000000028,0.020000000000000018,1673,2250,1047,1203,-484
2018-03-11,3.828,3.88,3.77,0.10999999999999988,-0.10999999999999988,3.886,3.93,3.85,0.08000000000000007,0.050000000000000266,3.81,3.86,3.76,0.10000000000000009,-0.06000000000000005,3.87,3.93,3.82,0.11000000000000032,0.11000000000000032,6248,24041,174,23867,-1737
2018-03-18,3.888,4.0,3.74,0.2599999999999998,-0.17999999999999972,4.024,4.14,3.78,0.3599999999999999,0.040000000000000036,3.826,3.92,3.74,0.17999999999999972,-0.17999999999999972,3.912,3.99,3.77,0.2200000000000002,-0.050000000000000266,9055,24633,1046,23587,20812
2018-03-25,3.965,4.04,3.89,0.1499999999999999,0.04999999999999982,4.01,4.12,3.89,0.22999999999999998,0.04999999999999982,3.8925,3.91,3.88,0.03000000000000025,0.020000000000000018,3.9475,4.12,3.88,0.2400000000000002,0.020000000000000018,2535,5560,825,4735,283
2018-04-01,3.742,3.89,3.59,0.30000000000000027,-0.30000000000000027,3.826,4.07,3.64,0.43000000000000016,-0.43000000000000016,3.656,3.77,3.49,0.2799999999999998,-0.2799999999999998,3.698,3.85,3.5,0.3500000000000001,-0.27,10981,17262,4618,12644,12644
2018-04-08,3.43,3.5,3.34,0.16000000000000014,-0.009999999999999787,3.584,3.73,3.49,0.23999999999999977,0.14000000000000012,3.338,3.41,3.26,0.15000000000000036,0.15000000000000036,3.4419999999999997,3.51,3.32,0.18999999999999995,0.14000000000000012,20244,33674,6800,26874,-13936
2018-04-15,3.42,3.47,3.38,0.0900000000000003,0.050000000000000266,3.522,3.59,3.5,0.08999999999999986,0.08999999999999986,3.416,3.45,3.38,0.07000000000000028,0.050000000000000266,3.486,3.57,3.41,0.1599999999999997,0.13999999999999968,6875,15218,1147,14071,10501
2018-04-22,3.45,3.55,3.34,0.20999999999999996,-0.09999999999999964,3.4979999999999998,3.55,3.46,0.08999999999999986,-0.08999999999999986,3.394,3.49,3.3,0.1900000000000004,-0.11000000000000032,3.424,3.5,3.3,0.20000000000000018,-0.1200000000000001,11457,44107,1058,43049,-2756
2018-04-29,3.324,3.35,3.3,0.050000000000000266,-0.050000000000000266,3.376,3.57,3.3,0.27,-0.050000000000000266,3.31,3.33,3.29,0.040000000000000036,-0.009999999999999787,3.318,3.33,3.3,0.03000000000000025,-0.03000000000000025,5119,11332,500,10832,-5214
2018-05-06,3.422,3.49,3.32,0.17000000000000037,0.050000000000000266,3.424,3.49,3.33,0.16000000000000014,0.040000000000000036,3.344,3.45,3.26,0.1900000000000004,-0.06000000000000005,3.362,3.45,3.3,0.15000000000000036,0.0,6664,13243,475,12768,9341
2018-05-13,3.42,3.49,3.36,0.13000000000000034,0.13000000000000034,3.476,3.49,3.44,0.050000000000000266,0.020000000000000018,3.386,3.49,3.28,0.2100000000000004,0.2100000000000004,3.44,3.49,3.35,0.14000000000000012,0.06000000000000005,1533,3581,439,3142,-3087
2018-05-20,3.4225,3.46,3.37,0.08999999999999986,0.08999999999999986,3.4625,3.55,3.37,0.17999999999999972,0.10999999999999988,3.4125,3.45,3.37,0.08000000000000007,0.08000000000000007,3.435,3.46,3.37,0.08999999999999986,0.08999999999999986,2724,4720,0,4720,2314
2018-05-27,3.574,3.76,3.45,0.3099999999999996,0.1299999999999999,3.6679999999999997,3.9,3.5,0.3999999999999999,0.2799999999999998,3.542,3.66,3.45,0.20999999999999996,0.1299999999999999,3.618,3.78,3.5,0.2799999999999998,0.2799999999999998,5906,14734,212,14522,361
2018-06-03,3.72,3.75,3.7,0.04999999999999982,-0.020000000000000018,3.754,3.8,3.71,0.08999999999999986,-0.08999999999999986,3.68,3.7,3.64,0.06000000000000005,0.03000000000000025,3.708,3.78,3.64,0.13999999999999968,-0.06999999999999984,5153,10687,1047,9640,-5339
2018-06-10,3.67,3.72,3.63,0.0900000000000003,-0.050000000000000266,3.732,3.75,3.71,0.040000000000000036,0.040000000000000036,3.618,3.65,3.54,0.10999999999999988,-0.10999999999999988,3.684,3.75,3.63,0.1200000000000001,0.06000000000000005,4852,11275,813,10462,10462
