Date,ITRN_Open_average,ITRN_Open_max,ITRN_Open_min,ITRN_Open_volatility,ITRN_Open_change,ITRN_High_average,ITRN_High_max,ITRN_High_min,ITRN_High_volatility,ITRN_High_change,ITRN_Low_average,ITRN_Low_max,ITRN_Low_min,ITRN_Low_volatility,ITRN_Low_change,ITRN_Close_average,ITRN_Close_max,ITRN_Close_min,ITRN_Close_volatility,ITRN_Close_change,ITRN_Volume_average,ITRN_Volume_max,ITRN_Volume_min,ITRN_Volume_volatility,ITRN_Volume_change
2018-01-14,34.6625,35.4,34.15,1.25,-1.25,35.3,35.4,35.15,0.25,-0.14999999999999858,33.8825,34.6,33.1,1.5,-0.5200000000000031,34.625,35.25,34.1,1.1499999999999986,0.5499999999999972,28309,37831,18615,19216,-15802
2018-01-21,35.19,35.6,34.9,0.7000000000000028,-0.20000000000000284,35.46,35.95,35.05,0.9000000000000057,-0.3999999999999986,34.73,35.25,34.45,0.7999999999999972,-0.05000000000000426,35.11,35.55,34.7,0.8499999999999943,-0.5500000000000043,22506,33284,9627,23657,-23657
2018-01-28,34.98,35.35,34.8,0.5500000000000043,-0.04999999999999716,35.346,35.5,35.15,0.3500000000000014,-0.25,34.564,34.73,34.25,0.4799999999999969,0.14000000000000057,35.059999999999995,35.3,34.8,0.5,-0.5,30489,41453,24037,17416,-11668
2018-02-04,33.97,34.35,33.65,0.7000000000000028,-0.7000000000000028,34.532000000000004,35.5,33.75,1.75,-1.75,33.37,34.0,32.35,1.6499999999999986,-1.6499999999999986,33.92,34.5,33.45,1.0499999999999972,-1.0499999999999972,54619,123600,23823,99777,-17095
2018-02-11,33.86,34.1,33.7,0.3999999999999986,0.04999999999999716,34.35,34.9,34.1,0.7999999999999972,-0.19999999999999574,33.525999999999996,33.9,33.2,0.6999999999999957,0.22999999999999687,33.89,34.05,33.65,0.3999999999999986,-0.25,23511,55943,6348,49595,-19378
2018-02-18,33.625,33.75,33.5,0.25,-0.04999999999999716,33.825,33.95,33.75,0.20000000000000284,-0.20000000000000284,33.375,33.5,33.3,0.20000000000000284,0.10000000000000142,33.5125,33.65,33.4,0.25,0.19999999999999574,18620,21249,15315,5934,5819
2018-02-25,34.2,34.75,33.7,1.0499999999999972,0.6499999999999986,34.74,35.95,33.85,2.1000000000000014,2.1000000000000014,33.93,34.5,33.45,1.0499999999999972,1.0499999999999972,34.49,35.9,33.45,2.4499999999999957,2.4499999999999957,78443,178180,26716,151464,21253
2018-03-04,35.28,35.9,34.4,1.5,-0.19999999999999574,35.75,36.15,35.15,1.0,-0.25,34.794,35.2,34.27,0.9299999999999997,0.15000000000000568,35.17,35.45,34.65,0.8000000000000043,0.4000000000000057,89436,262143,25003,237140,-228505
2018-03-11,35.76,36.25,35.35,0.8999999999999986,0.7999999999999972,36.046,36.25,35.9,0.3500000000000014,0.25,35.39,35.7,35.05,0.6500000000000057,0.3500000000000014,35.75,35.9,35.4,0.5,-0.10000000000000142,42264,66285,15134,51151,36203
2018-03-18,34.99,35.65,33.3,2.3500000000000014,-2.3500000000000014,35.48,35.95,34.2,1.75,-1.5999999999999943,34.264,35.15,33.1,2.049999999999997,-1.8799999999999955,34.56,35.7,33.1,2.6000000000000014,-2.0999999999999943,77195,172509,15734,156775,156775
2018-03-25,32.1375,33.25,31.05,2.1999999999999993,-2.1999999999999993,32.845,33.45,31.88,1.5700000000000038,-1.5700000000000038,31.4625,32.7,30.9,1.8000000000000043,-1.8000000000000043,31.6,32.8,30.9,1.8999999999999986,-1.6999999999999957,115945,176445,74114,102331,-51056
2018-04-01,31.63,32.1,31.0,1.1000000000000014,0.8999999999999986,32.336,33.0,31.25,1.75,1.75,31.26,31.85,30.8,1.0500000000000007,1.0500000000000007,31.88,32.4,30.95,1.4499999999999993,1.0999999999999979,119259,195848,37443,158405,-53097
2018-04-08,32.16,32.3,31.95,0.34999999999999787,-0.14999999999999858,32.379999999999995,32.55,32.25,0.29999999999999716,0.04999999999999716,31.81,32.05,31.55,0.49999999999999645,0.24999999999999645,32.11,32.35,31.9,0.45000000000000284,0.45000000000000284,60706,95956,35692,60264,38877
2018-04-15,32.5,32.65,32.35,0.29999999999999716,0.14999999999999858,32.940000000000005,33.0,32.85,0.14999999999999858,0.04999999999999716,32.046,32.25,31.7,0.5500000000000007,-0.379999999999999,32.44,32.65,32.1,0.5499999999999972,-0.29999999999999716,34026,60387,10948,49439,37897
2018-04-22,31.71,32.05,31.55,0.49999999999999645,-0.49999999999999645,32.019999999999996,32.3,31.65,0.6499999999999986,-0.6499999999999986,31.34,31.6,31.0,0.6000000000000014,-0.40000000000000213,31.56,31.7,31.45,0.25,-0.14999999999999858,33768,48073,15792,32281,-9212
