Date,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Open_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Open_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Open_min,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Open_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Open_change,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_High_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_High_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_High_min,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_High_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_High_change,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Low_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Low_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Low_min,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Low_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Low_change,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Close_average,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Close_max,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Close_min,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Close_volatility,UBS ETRACS Monthly Pay 2X US High Dividend Low Vol_etf_Close_change
2018-01-14,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-01-21,30.3,30.3,30.3,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-01-28,29.54,29.54,29.54,0.0,0.0,29.54,29.54,29.54,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-02-04,25.36,25.36,25.36,0.0,0.0,26.84,26.84,26.84,0.0,0.0,25.36,25.36,25.36,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-02-11,27.83,27.83,27.83,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.83,27.83,27.83,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2018-02-18,26.59,26.59,26.59,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.59,26.59,26.59,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-02-25,25.75,25.75,25.75,0.0,0.0,26.21,26.21,26.21,0.0,0.0,25.75,25.75,25.75,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-03-04,27.14,27.14,27.14,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2018-03-11,26.87,26.87,26.87,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.81,26.81,26.81,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2018-03-18,25.52,25.52,25.52,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-03-25,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2018-04-01,27.11,27.11,27.11,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2018-04-08,25.99,25.99,25.99,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.97,25.97,25.97,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-04-15,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-04-22,24.83,24.83,24.83,0.0,0.0,25.4,25.4,25.4,0.0,0.0,24.76,24.76,24.76,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2018-04-29,24.84,24.84,24.84,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.84,24.84,24.84,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-05-06,25.02,25.02,25.02,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2018-05-13,23.78,23.78,23.78,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-05-20,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-05-27,24.46,24.46,24.46,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-06-03,24.19,24.19,24.19,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.76,24.76,24.76,0.0,0.0
