Date,PowerShares FTSE International Low Beta Equal Weig_etf_Open_average,PowerShares FTSE International Low Beta Equal Weig_etf_Open_max,PowerShares FTSE International Low Beta Equal Weig_etf_Open_min,PowerShares FTSE International Low Beta Equal Weig_etf_Open_volatility,PowerShares FTSE International Low Beta Equal Weig_etf_Open_change,PowerShares FTSE International Low Beta Equal Weig_etf_High_average,PowerShares FTSE International Low Beta Equal Weig_etf_High_max,PowerShares FTSE International Low Beta Equal Weig_etf_High_min,PowerShares FTSE International Low Beta Equal Weig_etf_High_volatility,PowerShares FTSE International Low Beta Equal Weig_etf_High_change,PowerShares FTSE International Low Beta Equal Weig_etf_Low_average,PowerShares FTSE International Low Beta Equal Weig_etf_Low_max,PowerShares FTSE International Low Beta Equal Weig_etf_Low_min,PowerShares FTSE International Low Beta Equal Weig_etf_Low_volatility,PowerShares FTSE International Low Beta Equal Weig_etf_Low_change,PowerShares FTSE International Low Beta Equal Weig_etf_Close_average,PowerShares FTSE International Low Beta Equal Weig_etf_Close_max,PowerShares FTSE International Low Beta Equal Weig_etf_Close_min,PowerShares FTSE International Low Beta Equal Weig_etf_Close_volatility,PowerShares FTSE International Low Beta Equal Weig_etf_Close_change
2018-03-25,30.24,30.24,30.24,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-04-01,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.96,29.96,29.96,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-04-08,30.32,30.32,30.32,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-04-15,30.6,30.6,30.6,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-04-22,30.61,30.61,30.61,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-04-29,30.51,30.51,30.51,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-05-06,31.08,31.08,31.08,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2018-05-13,30.8,30.8,30.8,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2018-05-20,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-05-27,30.39,30.39,30.39,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2018-06-03,30.6,30.6,30.6,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2018-06-10,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2018-06-17,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.89,29.89,29.89,0.0,0.0
2018-06-24,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2018-07-01,29.25,29.25,29.25,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2018-07-08,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2018-07-15,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-07-22,29.79,29.79,29.79,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2018-07-29,29.29,29.29,29.29,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2018-08-05,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2018-08-12,28.44,28.44,28.44,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.44,28.44,28.44,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2018-08-19,29.19,29.19,29.19,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2018-08-26,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-09-02,28.5,28.5,28.5,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2018-09-09,28.95,28.95,28.95,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2018-09-16,29.74,29.74,29.74,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-09-23,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-09-30,28.64,28.64,28.64,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2018-10-07,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.47,27.47,27.47,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2018-10-14,27.68,27.68,27.68,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2018-10-21,26.51,26.51,26.51,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2018-10-28,27.4,27.4,27.4,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2018-11-04,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-11-11,27.29,27.29,27.29,0.0,0.0,27.3,27.3,27.3,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2018-11-18,27.04,27.04,27.04,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.14,27.14,27.14,0.0,0.0
2018-11-25,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2018-12-02,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2018-12-09,26.68,26.68,26.68,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2018-12-16,25.95,25.95,25.95,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-12-23,25.8,25.8,25.8,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2018-12-30,26.07,26.07,26.07,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-01-06,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-01-13,27.28,27.28,27.28,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2019-01-20,27.47,27.47,27.47,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-01-27,27.5,27.5,27.5,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.51,27.51,27.51,0.0,0.0
2019-02-03,27.02,27.02,27.02,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.1,27.1,27.1,0.0,0.0
2019-02-10,27.53,27.53,27.53,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.53,27.53,27.53,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-02-17,27.96,27.96,27.96,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-02-24,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-03-03,27.37,27.37,27.37,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-03-10,28.19,28.19,28.19,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-03-17,28.09,28.09,28.09,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.97,27.97,27.97,0.0,0.0
2019-03-24,28.07,28.07,28.07,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-03-31,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-04-07,28.4,28.4,28.4,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2019-04-14,28.39,28.39,28.39,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-04-21,28.2,28.2,28.2,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-04-28,28.27,28.27,28.27,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-05-05,27.59,27.59,27.59,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-05-12,27.54,27.54,27.54,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2019-05-19,27.59,27.59,27.59,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-05-26,27.11,27.11,27.11,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.17,27.17,27.17,0.0,0.0
2019-06-02,27.99,27.99,27.99,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.07,28.07,28.07,0.0,0.0
2019-06-09,27.87,27.87,27.87,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0
2019-06-16,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-06-23,27.98,27.98,27.98,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-06-30,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2019-07-07,28.01,28.01,28.01,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2019-07-14,27.94,27.94,27.94,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.94,27.94,27.94,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-07-21,27.82,27.82,27.82,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2019-07-28,27.13,27.13,27.13,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-08-04,27.02,27.02,27.02,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2019-08-11,26.56,26.56,26.56,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2019-08-18,26.88,26.88,26.88,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-08-25,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-09-01,27.45,27.45,27.45,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-09-08,27.9,27.9,27.9,0.0,0.0,28.02,28.02,28.02,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-09-15,27.96,27.96,27.96,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2019-09-22,27.46,27.46,27.46,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-09-29,27.18,27.18,27.18,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2019-10-06,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-10-13,27.69,27.69,27.69,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-10-20,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-10-27,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-11-03,28.24,28.24,28.24,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-11-10,28.36,28.36,28.36,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-11-17,28.2,28.2,28.2,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-11-24,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-12-01,28.42,28.42,28.42,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.55,28.55,28.55,0.0,0.0
2019-12-08,28.7,28.7,28.7,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.74,28.74,28.74,0.0,0.0
2019-12-15,28.83,28.83,28.83,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-12-22,28.76,28.76,28.76,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-12-29,28.43,28.43,28.43,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.45,28.45,28.45,0.0,0.0
