Date,HDSN_Open_average,HDSN_Open_max,HDSN_Open_min,HDSN_Open_volatility,HDSN_Open_change,HDSN_High_average,HDSN_High_max,HDSN_High_min,HDSN_High_volatility,HDSN_High_change,HDSN_Low_average,HDSN_Low_max,HDSN_Low_min,HDSN_Low_volatility,HDSN_Low_change,HDSN_Close_average,HDSN_Close_max,HDSN_Close_min,HDSN_Close_volatility,HDSN_Close_change,HDSN_Volume_average,HDSN_Volume_max,HDSN_Volume_min,HDSN_Volume_volatility,HDSN_Volume_change
2018-01-14,6.272,6.37,6.2,0.16999999999999993,-0.11000000000000032,6.362,6.47,6.28,0.1899999999999995,-0.1899999999999995,6.164,6.21,6.13,0.08000000000000007,-0.08000000000000007,6.2540000000000004,6.3,6.2,0.09999999999999964,0.009999999999999787,188239,212615,159162,53453,-37585
2018-01-21,6.474,6.68,6.24,0.4399999999999995,0.3700000000000001,6.6138,6.979,6.29,0.6890000000000001,0.34999999999999964,6.326,6.45,6.15,0.2999999999999998,0.2999999999999998,6.506,6.64,6.29,0.34999999999999964,0.28000000000000025,455350,1093568,140316,953252,173769
2018-01-28,6.318,6.51,6.03,0.47999999999999954,-0.47999999999999954,6.3726,6.555,6.11,0.4449999999999994,-0.4449999999999994,6.116,6.33,5.86,0.46999999999999975,-0.46999999999999975,6.204,6.47,5.86,0.6099999999999994,-0.6099999999999994,359436,384777,335483,49294,-12053
2018-02-04,5.866,5.95,5.76,0.1900000000000004,0.04999999999999982,5.942,5.99,5.85,0.14000000000000057,-0.11000000000000032,5.7170000000000005,5.83,5.61,0.21999999999999975,0.0699999999999994,5.851999999999999,5.93,5.76,0.16999999999999993,-0.1299999999999999,241059,331984,140545,191439,-115652
2018-02-11,5.875,6.04,5.73,0.3099999999999996,0.3099999999999996,6.01875,6.22,5.8,0.41999999999999993,0.41999999999999993,5.8125,6.03,5.65,0.3799999999999999,0.3799999999999999,5.9825,6.13,5.79,0.33999999999999986,0.33999999999999986,245302,472385,143719,328666,306863
2018-02-18,6.144,6.23,6.1,0.13000000000000078,-0.03000000000000025,6.205,6.28,6.12,0.16000000000000014,-0.009999999999999787,6.023,6.11,5.95,0.16000000000000014,-0.09999999999999964,6.092,6.19,6.0,0.1900000000000004,-0.1900000000000004,204114,258718,162233,96485,-65759
2018-02-25,6.072,6.21,5.98,0.22999999999999954,0.21999999999999975,6.2278,6.38,6.13,0.25,0.22100000000000009,5.946,6.05,5.81,0.2400000000000002,-0.1800000000000006,6.148,6.34,6.02,0.3200000000000003,0.2699999999999996,213587,259434,173177,86257,-236
2018-03-04,5.824,6.33,5.43,0.9000000000000004,-0.9000000000000004,5.908,6.33,5.54,0.79,-0.79,5.6616,6.07,5.367999999999999,0.7020000000000008,-0.6699999999999999,5.759,6.17,5.435,0.7350000000000003,-0.6699999999999999,808282,1862228,349342,1512886,268732
2018-03-11,5.468,5.5,5.4,0.09999999999999964,-0.09999999999999964,5.51,5.55,5.43,0.1200000000000001,-0.1200000000000001,5.306,5.45,4.91,0.54,-0.5300000000000002,5.3660000000000005,5.49,4.99,0.5,-0.5,646967,1505520,329549,1175971,1175971
2018-03-18,4.8180000000000005,4.98,4.59,0.39000000000000057,-0.39000000000000057,4.8564,5.03,4.64,0.39000000000000057,-0.39000000000000057,4.677,4.88,4.395,0.4850000000000003,-0.4850000000000003,4.708,4.94,4.43,0.5100000000000007,-0.5100000000000007,517172,665955,456161,209794,198311
2018-03-25,4.7125,4.94,4.44,0.5,0.4899999999999993,4.8675,4.99,4.53,0.45999999999999996,0.4399999999999995,4.635,4.88,4.43,0.4500000000000002,0.33000000000000007,4.79,4.94,4.52,0.4200000000000008,0.27000000000000046,377986,546635,231242,315393,-168478
2018-04-01,4.78,4.88,4.66,0.21999999999999975,-0.09999999999999964,4.88,4.94,4.77,0.17000000000000082,-0.10000000000000053,4.676,4.83,4.6,0.23000000000000043,-0.08000000000000007,4.7620000000000005,4.89,4.67,0.21999999999999975,-0.009999999999999787,315325,438689,198066,240623,52077
2018-04-08,4.546,4.72,4.45,0.2699999999999996,-0.2699999999999996,4.559,4.75,4.45,0.2999999999999998,-0.2999999999999998,4.42,4.49,4.33,0.16000000000000014,-0.16000000000000014,4.468,4.55,4.36,0.1899999999999995,-0.1899999999999995,247109,286116,222231,63885,34523
2018-04-15,4.462,4.56,4.36,0.1999999999999993,0.019999999999999574,4.528,4.6,4.41,0.1899999999999995,-0.04999999999999982,4.368,4.49,4.26,0.23000000000000043,-0.020000000000000462,4.432,4.58,4.29,0.29000000000000004,-0.1200000000000001,305632,336891,248393,88498,-30142
2018-04-22,4.344,4.47,4.24,0.22999999999999954,0.16000000000000014,4.434,4.54,4.32,0.21999999999999975,0.21999999999999975,4.252,4.35,4.15,0.1999999999999993,0.1999999999999993,4.36,4.48,4.25,0.23000000000000043,0.1299999999999999,230338,271739,183659,88080,-15719
2018-04-29,4.098,4.4,3.77,0.6300000000000003,-0.3600000000000003,4.19,4.49,4.0,0.4900000000000002,-0.45999999999999996,3.88,4.21,3.65,0.56,-0.2999999999999998,4.04,4.46,3.78,0.6800000000000002,-0.4500000000000002,537009,702245,307399,394846,-166155
2018-05-06,3.41,4.18,2.6,1.5799999999999996,-1.38,3.49,4.19,2.75,1.4400000000000004,-1.4400000000000004,3.178,4.05,2.56,1.4899999999999998,-1.3900000000000001,3.3129999999999997,4.16,2.61,1.5500000000000003,-1.5500000000000003,1750085,5079607,255669,4823938,709757
2018-05-13,2.544,2.61,2.49,0.11999999999999966,-0.11999999999999966,2.564,2.61,2.5,0.10999999999999988,-0.10999999999999988,2.4402,2.5,2.27,0.22999999999999998,-0.22999999999999998,2.476,2.55,2.3,0.25,-0.2200000000000002,667460,825703,470748,354955,107161
2018-05-20,2.3475,2.6,2.22,0.3799999999999999,0.28000000000000025,2.4825,2.73,2.26,0.4700000000000002,0.30000000000000027,2.236,2.45,2.0540000000000003,0.3959999999999999,0.25,2.3825,2.61,2.17,0.43999999999999995,0.2699999999999996,1286114,2803827,671362,2132465,221715
2018-05-27,2.296,2.51,2.1,0.4099999999999997,-0.4099999999999997,2.3418,2.5860000000000003,2.1630000000000003,0.42300000000000004,-0.42300000000000004,2.17,2.31,2.08,0.22999999999999998,-0.22999999999999998,2.222,2.4,2.1,0.2999999999999998,-0.2599999999999998,829106,1008282,523816,484466,306764
2018-06-03,2.304,2.4,2.15,0.25,0.16999999999999993,2.4006,2.465,2.255,0.20999999999999996,0.18400000000000016,2.2502,2.34,2.15,0.18999999999999995,0.16999999999999993,2.334,2.38,2.25,0.1299999999999999,0.1200000000000001,1002525,1602016,722315,879701,-278531
2018-06-10,2.274,2.37,2.17,0.20000000000000018,-0.20000000000000018,2.331,2.38,2.27,0.10999999999999988,-0.04499999999999993,2.2024,2.272,2.15,0.12199999999999989,-0.11199999999999966,2.268,2.29,2.19,0.10000000000000009,0.0,727873,1306921,537603,769318,50481
2018-06-17,2.302,2.39,2.21,0.18000000000000016,-0.06999999999999984,2.3729999999999998,2.5,2.28,0.2200000000000002,-0.11500000000000021,2.24,2.33,2.18,0.1499999999999999,-0.04999999999999982,2.2840000000000003,2.37,2.2,0.16999999999999993,-0.16000000000000014,1371436,4491884,418661,4073223,153326
2018-06-24,2.108,2.25,1.96,0.29000000000000004,-0.2100000000000004,2.142,2.27,2.02,0.25,-0.20999999999999996,2.0380000000000003,2.22,1.93,0.29000000000000026,-0.2400000000000002,2.076,2.24,1.96,0.28000000000000025,-0.18000000000000016,626214,918025,333257,584768,-139052
2018-07-01,2.1,2.18,2.06,0.1200000000000001,0.1200000000000001,2.1575,2.2,2.1,0.10000000000000009,0.050000000000000266,2.0625,2.15,2.01,0.14000000000000012,0.14000000000000012,2.1275,2.17,2.07,0.10000000000000009,0.06999999999999984,333517,419395,281184,138211,-65288
2018-07-08,2.204,2.35,2.16,0.18999999999999995,0.0,2.269,2.39,2.175,0.2150000000000003,-0.2150000000000003,2.137,2.16,2.12,0.040000000000000036,-0.040000000000000036,2.2,2.37,2.13,0.2400000000000002,-0.2400000000000002,462363,706489,231957,474532,-423090
2018-07-15,2.0100000000000002,2.12,1.82,0.30000000000000004,-0.2100000000000002,2.052,2.18,1.91,0.27000000000000024,-0.2300000000000002,1.899,2.09,1.72,0.3699999999999999,-0.3699999999999999,1.958,2.11,1.84,0.2699999999999998,-0.2699999999999998,798513,1389232,180873,1208359,623131
