Date,MCS_Open_average,MCS_Open_max,MCS_Open_min,MCS_Open_volatility,MCS_Open_change,MCS_High_average,MCS_High_max,MCS_High_min,MCS_High_volatility,MCS_High_change,MCS_Low_average,MCS_Low_max,MCS_Low_min,MCS_Low_volatility,MCS_Low_change,MCS_Close_average,MCS_Close_max,MCS_Close_min,MCS_Close_volatility,MCS_Close_change,MCS_Volume_average,MCS_Volume_max,MCS_Volume_min,MCS_Volume_volatility,MCS_Volume_change
2018-01-14,27.2125,27.45,27.05,0.3999999999999986,-0.3999999999999986,27.4875,27.8,27.25,0.5500000000000007,-0.3000000000000007,26.912499999999998,26.95,26.9,0.05000000000000071,0.0,27.175,27.45,27.0,0.4499999999999993,0.4499999999999993,92801,136670,45919,90751,6699
2018-01-21,27.04,27.45,26.7,0.75,-0.75,27.11,27.45,26.9,0.5500000000000007,-0.5,26.696,26.95,26.45,0.5,-0.4499999999999993,26.85,27.0,26.75,0.25,-0.25,89170,138429,56489,81940,-81940
2018-01-28,26.259999999999998,26.65,25.95,0.6999999999999993,-0.25,26.61,26.95,26.25,0.6999999999999993,-0.5500000000000007,25.91,26.35,25.7,0.6500000000000021,-0.6500000000000021,26.16,26.65,25.75,0.8999999999999986,-0.6499999999999986,111161,147343,50970,96373,-96373
2018-02-04,24.77,25.65,24.35,1.2999999999999972,-1.2999999999999972,25.07,25.85,24.6,1.25,-1.1500000000000021,24.27,24.8,23.55,1.25,-1.25,24.58,24.9,24.1,0.7999999999999972,-0.3999999999999986,66450,78179,59800,18379,2346
2018-02-11,24.7,25.1,24.4,0.7000000000000028,0.4499999999999993,25.096,25.3,24.85,0.4499999999999993,0.4499999999999993,24.636,24.95,24.35,0.5999999999999979,0.5199999999999996,24.93,25.1,24.65,0.45000000000000284,0.45000000000000284,49387,86177,26135,60042,23599
2018-02-18,25.7375,26.45,24.95,1.5,1.5,26.4375,27.2,25.45,1.75,1.75,25.55,26.35,24.75,1.6000000000000014,1.6000000000000014,26.15,27.15,25.1,2.049999999999997,2.049999999999997,83907,100761,65133,35628,14393
2018-02-25,27.3,28.1,27.0,1.1000000000000014,-0.1999999999999993,27.830000000000002,28.25,27.25,1.0,-0.4499999999999993,26.96,27.1,26.85,0.25,-0.15000000000000213,27.43,28.0,27.0,1.0,-0.25,102745,156605,70288,86317,32191
2018-03-04,28.89,29.7,27.6,2.099999999999998,2.099999999999998,29.43,29.9,28.65,1.25,1.25,28.604,29.32,27.6,1.7199999999999989,1.7199999999999989,29.27,29.65,28.45,1.1999999999999993,1.1999999999999993,94124,134147,77235,56912,-9099
2018-03-11,30.169999999999998,30.65,29.75,0.8999999999999986,0.8999999999999986,30.45,30.8,29.95,0.8500000000000014,0.8500000000000014,29.882,30.05,29.45,0.6000000000000014,0.5500000000000007,30.22,30.65,29.95,0.6999999999999993,0.25,111551,231647,61216,170431,162168
2018-03-18,30.43,30.65,30.2,0.4499999999999993,-0.05000000000000071,30.67,30.85,30.2,0.6500000000000021,-0.6000000000000014,30.07,30.4,29.35,1.0499999999999972,-0.6499999999999986,30.29,30.65,29.35,1.2999999999999972,-1.2999999999999972,86673,104959,61249,43710,-16883
