Date,First Trust Large Cap Core AlphaDEX_Open_average,First Trust Large Cap Core AlphaDEX_Open_max,First Trust Large Cap Core AlphaDEX_Open_min,First Trust Large Cap Core AlphaDEX_Open_volatility,First Trust Large Cap Core AlphaDEX_Open_change,First Trust Large Cap Core AlphaDEX_High_average,First Trust Large Cap Core AlphaDEX_High_max,First Trust Large Cap Core AlphaDEX_High_min,First Trust Large Cap Core AlphaDEX_High_volatility,First Trust Large Cap Core AlphaDEX_High_change,First Trust Large Cap Core AlphaDEX_Low_average,First Trust Large Cap Core AlphaDEX_Low_max,First Trust Large Cap Core AlphaDEX_Low_min,First Trust Large Cap Core AlphaDEX_Low_volatility,First Trust Large Cap Core AlphaDEX_Low_change,First Trust Large Cap Core AlphaDEX_Close_average,First Trust Large Cap Core AlphaDEX_Close_max,First Trust Large Cap Core AlphaDEX_Close_min,First Trust Large Cap Core AlphaDEX_Close_volatility,First Trust Large Cap Core AlphaDEX_Close_change
2018-01-14,61.27,61.27,61.27,0.0,0.0,61.6,61.6,61.6,0.0,0.0,61.27,61.27,61.27,0.0,0.0,61.6,61.6,61.6,0.0,0.0
2018-01-21,62.37,62.37,62.37,0.0,0.0,62.79,62.79,62.79,0.0,0.0,62.24,62.24,62.24,0.0,0.0,62.78,62.78,62.78,0.0,0.0
2018-01-28,61.12,61.12,61.12,0.0,0.0,61.12,61.12,61.12,0.0,0.0,60.14,60.14,60.14,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2018-02-04,57.13,57.13,57.13,0.0,0.0,57.74,57.74,57.74,0.0,0.0,55.53,55.53,55.53,0.0,0.0,57.29,57.29,57.29,0.0,0.0
2018-02-11,59.65,59.65,59.65,0.0,0.0,60.27,60.27,60.27,0.0,0.0,59.62,59.62,59.62,0.0,0.0,59.85,59.85,59.85,0.0,0.0
2018-02-18,59.56,59.56,59.56,0.0,0.0,60.12,60.12,60.12,0.0,0.0,59.38,59.38,59.38,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-02-25,58.2,58.2,58.2,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.02,58.02,58.02,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2018-03-04,60.47,60.47,60.47,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.26,60.26,60.26,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2018-03-11,60.39,60.39,60.39,0.0,0.0,60.69,60.69,60.69,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.49,60.49,60.49,0.0,0.0
2018-03-18,58.5,58.5,58.5,0.0,0.0,58.65,58.65,58.65,0.0,0.0,57.26,57.26,57.26,0.0,0.0,57.26,57.26,57.26,0.0,0.0
2018-03-25,57.84,57.84,57.84,0.0,0.0,58.72,58.72,58.72,0.0,0.0,57.75,57.75,57.75,0.0,0.0,58.42,58.42,58.42,0.0,0.0
2018-04-01,58.34,58.34,58.34,0.0,0.0,58.66,58.66,58.66,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.56,57.56,57.56,0.0,0.0
2018-04-08,59.07,59.07,59.07,0.0,0.0,59.07,59.07,59.07,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.43,58.43,58.43,0.0,0.0
2018-04-15,59.61,59.61,59.61,0.0,0.0,59.62,59.62,59.62,0.0,0.0,58.98,58.98,58.98,0.0,0.0,59.19,59.19,59.19,0.0,0.0
2018-04-22,58.97,58.97,58.97,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.61,58.61,58.61,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2018-04-29,57.64,57.64,57.64,0.0,0.0,58.76,58.76,58.76,0.0,0.0,57.62,57.62,57.62,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2018-05-06,59.89,59.89,59.89,0.0,0.0,60.02,60.02,60.02,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.89,59.89,59.89,0.0,0.0
2018-05-13,59.91,59.91,59.91,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.77,59.77,59.77,0.0,0.0,59.91,59.91,59.91,0.0,0.0
2018-05-20,60.04,60.04,60.04,0.0,0.0,60.11,60.11,60.11,0.0,0.0,59.84,59.84,59.84,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2018-05-27,59.91,59.91,59.91,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.91,59.91,59.91,0.0,0.0,60.14,60.14,60.14,0.0,0.0
2018-06-03,60.68,60.68,60.68,0.0,0.0,61.07,61.07,61.07,0.0,0.0,60.68,60.68,60.68,0.0,0.0,61.06,61.06,61.06,0.0,0.0
2018-06-10,61.19,61.19,61.19,0.0,0.0,61.28,61.28,61.28,0.0,0.0,60.82,60.82,60.82,0.0,0.0,61.28,61.28,61.28,0.0,0.0
2018-06-17,60.87,60.87,60.87,0.0,0.0,60.87,60.87,60.87,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.54,60.54,60.54,0.0,0.0
2018-06-24,59.5,59.5,59.5,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.28,59.28,59.28,0.0,0.0,59.31,59.31,59.31,0.0,0.0
2018-07-01,59.69,59.69,59.69,0.0,0.0,60.2,60.2,60.2,0.0,0.0,59.57,59.57,59.57,0.0,0.0,60.11,60.11,60.11,0.0,0.0
2018-07-08,60.7,60.7,60.7,0.0,0.0,60.83,60.83,60.83,0.0,0.0,60.58,60.58,60.58,0.0,0.0,60.71,60.71,60.71,0.0,0.0
2018-07-15,60.88,60.88,60.88,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2018-07-22,61.51,61.51,61.51,0.0,0.0,61.51,61.51,61.51,0.0,0.0,60.72,60.72,60.72,0.0,0.0,60.9,60.9,60.9,0.0,0.0
2018-07-29,60.85,60.85,60.85,0.0,0.0,61.02,61.02,61.02,0.0,0.0,60.78,60.78,60.78,0.0,0.0,61.01,61.01,61.01,0.0,0.0
2018-08-05,61.13,61.13,61.13,0.0,0.0,61.25,61.25,61.25,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2018-08-12,61.05,61.05,61.05,0.0,0.0,61.52,61.52,61.52,0.0,0.0,61.05,61.05,61.05,0.0,0.0,61.39,61.39,61.39,0.0,0.0
2018-08-19,61.93,61.93,61.93,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.18,62.18,62.18,0.0,0.0
2018-08-26,62.49,62.49,62.49,0.0,0.0,62.66,62.66,62.66,0.0,0.0,62.41,62.41,62.41,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2018-09-02,62.06,62.06,62.06,0.0,0.0,62.33,62.33,62.33,0.0,0.0,61.92,61.92,61.92,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2018-09-09,62.76,62.76,62.76,0.0,0.0,62.9,62.9,62.9,0.0,0.0,62.65,62.65,62.65,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-09-16,63.14,63.14,63.14,0.0,0.0,63.26,63.26,63.26,0.0,0.0,62.99,62.99,62.99,0.0,0.0,63.01,63.01,63.01,0.0,0.0
2018-09-23,62.26,62.26,62.26,0.0,0.0,62.56,62.56,62.56,0.0,0.0,62.26,62.26,62.26,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2018-09-30,61.9,61.9,61.9,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.1,61.1,61.1,0.0,0.0,61.44,61.44,61.44,0.0,0.0
2018-10-07,58.77,58.77,58.77,0.0,0.0,58.77,58.77,58.77,0.0,0.0,57.73,57.73,57.73,0.0,0.0,58.45,58.45,58.45,0.0,0.0
2018-10-14,58.61,58.61,58.61,0.0,0.0,58.99,58.99,58.99,0.0,0.0,58.24,58.24,58.24,0.0,0.0,58.34,58.34,58.34,0.0,0.0
2018-10-21,55.72,55.72,55.72,0.0,0.0,56.29,56.29,56.29,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.58,55.58,55.58,0.0,0.0
2018-10-28,58.18,58.18,58.18,0.0,0.0,58.39,58.39,58.39,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.62,57.62,57.62,0.0,0.0
2018-11-04,58.84,58.84,58.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.19,58.19,58.19,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2018-11-11,57.28,57.28,57.28,0.0,0.0,57.88,57.88,57.88,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.68,57.68,57.68,0.0,0.0
2018-11-18,55.66,55.66,55.66,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.66,55.66,55.66,0.0,0.0,55.9,55.9,55.9,0.0,0.0
