Date,Direxion Daily S&P 500 Bull 2X Shares_Open_average,Direxion Daily S&P 500 Bull 2X Shares_Open_max,Direxion Daily S&P 500 Bull 2X Shares_Open_min,Direxion Daily S&P 500 Bull 2X Shares_Open_volatility,Direxion Daily S&P 500 Bull 2X Shares_Open_change,Direxion Daily S&P 500 Bull 2X Shares_High_average,Direxion Daily S&P 500 Bull 2X Shares_High_max,Direxion Daily S&P 500 Bull 2X Shares_High_min,Direxion Daily S&P 500 Bull 2X Shares_High_volatility,Direxion Daily S&P 500 Bull 2X Shares_High_change,Direxion Daily S&P 500 Bull 2X Shares_Low_average,Direxion Daily S&P 500 Bull 2X Shares_Low_max,Direxion Daily S&P 500 Bull 2X Shares_Low_min,Direxion Daily S&P 500 Bull 2X Shares_Low_volatility,Direxion Daily S&P 500 Bull 2X Shares_Low_change,Direxion Daily S&P 500 Bull 2X Shares_Close_average,Direxion Daily S&P 500 Bull 2X Shares_Close_max,Direxion Daily S&P 500 Bull 2X Shares_Close_min,Direxion Daily S&P 500 Bull 2X Shares_Close_volatility,Direxion Daily S&P 500 Bull 2X Shares_Close_change
2018-05-27,51.01,51.01,51.01,0.0,0.0,51.51,51.51,51.51,0.0,0.0,51.01,51.01,51.01,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-06-03,52.6,52.6,52.6,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.55,52.55,52.55,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-06-10,52.99,52.99,52.99,0.0,0.0,53.27,53.27,53.27,0.0,0.0,52.62,52.62,52.62,0.0,0.0,53.17,53.17,53.17,0.0,0.0
2018-06-17,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-06-24,50.97,50.97,50.97,0.0,0.0,51.49,51.49,51.49,0.0,0.0,50.61,50.61,50.61,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2018-07-01,51.45,51.45,51.45,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.45,51.45,51.45,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-07-08,53.53,53.53,53.53,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2018-07-15,53.82,53.82,53.82,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.75,53.75,53.75,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-07-22,55.33,55.33,55.33,0.0,0.0,55.33,55.33,55.33,0.0,0.0,54.17,54.17,54.17,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2018-07-29,55.04,55.04,55.04,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2018-08-05,55.17,55.17,55.17,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2018-08-12,55.12,55.12,55.12,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.73,55.73,55.73,0.0,0.0
2018-08-19,56.66,56.66,56.66,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2018-08-26,57.67,57.67,57.67,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.67,57.67,57.67,0.0,0.0,57.67,57.67,57.67,0.0,0.0
2018-09-02,56.43,56.43,56.43,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.43,56.43,56.43,0.0,0.0,56.64,56.64,56.64,0.0,0.0
2018-09-09,58.01,58.01,58.01,0.0,0.0,58.01,58.01,58.01,0.0,0.0,57.85,57.85,57.85,0.0,0.0,57.85,57.85,57.85,0.0,0.0
2018-09-16,59.33,59.33,59.33,0.0,0.0,59.33,59.33,59.33,0.0,0.0,59.0,59.0,59.0,0.0,0.0,59.0,59.0,59.0,0.0,0.0
2018-09-23,56.94,56.94,56.94,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.83,56.83,56.83,0.0,0.0
2018-09-30,56.04,56.04,56.04,0.0,0.0,56.04,56.04,56.04,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.6,55.6,55.6,0.0,0.0
2018-10-07,51.36,51.36,51.36,0.0,0.0,51.38,51.38,51.38,0.0,0.0,49.93,49.93,49.93,0.0,0.0,51.36,51.36,51.36,0.0,0.0
2018-10-14,51.35,51.35,51.35,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2018-10-21,47.08,47.08,47.08,0.0,0.0,48.0,48.0,48.0,0.0,0.0,46.01,46.01,46.01,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2018-10-28,50.41,50.41,50.41,0.0,0.0,50.47,50.47,50.47,0.0,0.0,48.6,48.6,48.6,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2018-11-04,51.92,51.92,51.92,0.0,0.0,51.95,51.95,51.95,0.0,0.0,50.8,50.8,50.8,0.0,0.0,51.71,51.71,51.71,0.0,0.0
2018-11-11,49.07,49.07,49.07,0.0,0.0,50.1,50.1,50.1,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.51,49.51,49.51,0.0,0.0
2018-11-18,45.99,45.99,45.99,0.0,0.0,46.52,46.52,46.52,0.0,0.0,45.99,45.99,45.99,0.0,0.0,46.41,46.41,46.41,0.0,0.0
2018-11-25,49.71,49.71,49.71,0.0,0.0,50.59,50.59,50.59,0.0,0.0,49.71,49.71,49.71,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2018-12-02,48.07,48.07,48.07,0.0,0.0,48.51,48.51,48.51,0.0,0.0,45.81,45.81,45.81,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2018-12-09,45.62,45.62,45.62,0.0,0.0,45.94,45.94,45.94,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.94,44.94,44.94,0.0,0.0
2018-12-16,40.56,40.56,40.56,0.0,0.0,41.53,41.53,41.53,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2018-12-23,40.92,40.92,40.92,0.0,0.0,41.54,41.54,41.54,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.34,40.34,40.34,0.0,0.0
2018-12-30,40.32,40.32,40.32,0.0,0.0,42.02,42.02,42.02,0.0,0.0,40.31,40.31,40.31,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2019-01-06,43.45,43.45,43.45,0.0,0.0,43.95,43.95,43.95,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.94,43.94,43.94,0.0,0.0
2019-01-13,46.06,46.06,46.06,0.0,0.0,46.59,46.59,46.59,0.0,0.0,45.76,45.76,45.76,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2019-01-20,46.16,46.16,46.16,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2019-01-27,47.82,47.82,47.82,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-02-03,47.4,47.4,47.4,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2019-02-10,49.94,49.94,49.94,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.81,49.81,49.81,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-02-17,50.58,50.58,50.58,0.0,0.0,50.89,50.89,50.89,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-02-24,51.35,51.35,51.35,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-03-03,48.49,48.49,48.49,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.43,48.43,48.43,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2019-03-10,51.88,51.88,51.88,0.0,0.0,52.24,52.24,52.24,0.0,0.0,51.75,51.75,51.75,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-03-17,52.53,52.53,52.53,0.0,0.0,52.53,52.53,52.53,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.23,51.23,51.23,0.0,0.0
2019-03-24,52.14,52.14,52.14,0.0,0.0,52.34,52.34,52.34,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2019-03-31,54.25,54.25,54.25,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.46,54.46,54.46,0.0,0.0
2019-04-07,55.14,55.14,55.14,0.0,0.0,55.24,55.24,55.24,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-04-14,55.16,55.16,55.16,0.0,0.0,55.16,55.16,55.16,0.0,0.0,54.74,54.74,54.74,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2019-04-21,55.69,55.69,55.69,0.0,0.0,56.25,56.25,56.25,0.0,0.0,55.69,55.69,55.69,0.0,0.0,56.25,56.25,56.25,0.0,0.0
2019-04-28,56.15,56.15,56.15,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-05-05,53.11,53.11,53.11,0.0,0.0,53.97,53.97,53.97,0.0,0.0,52.09,52.09,52.09,0.0,0.0,53.97,53.97,53.97,0.0,0.0
2019-05-12,53.02,53.02,53.02,0.0,0.0,53.75,53.75,53.75,0.0,0.0,52.96,52.96,52.96,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-05-19,52.52,52.52,52.52,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.06,52.06,52.06,0.0,0.0
2019-05-26,49.65,49.65,49.65,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2019-06-02,53.62,53.62,53.62,0.0,0.0,54.11,54.11,54.11,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-06-09,54.2,54.2,54.2,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2019-06-16,56.72,56.72,56.72,0.0,0.0,57.11,57.11,57.11,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2019-06-23,55.55,55.55,55.55,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2019-06-30,57.13,57.13,57.13,0.0,0.0,57.71,57.71,57.71,0.0,0.0,56.95,56.95,56.95,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2019-07-07,58.29,58.29,58.29,0.0,0.0,58.59,58.59,58.59,0.0,0.0,58.21,58.21,58.21,0.0,0.0,58.59,58.59,58.59,0.0,0.0
2019-07-14,58.32,58.32,58.32,0.0,0.0,58.32,58.32,58.32,0.0,0.0,57.14,57.14,57.14,0.0,0.0,57.14,57.14,57.14,0.0,0.0
2019-07-21,58.56,58.56,58.56,0.0,0.0,59.09,59.09,59.09,0.0,0.0,58.56,58.56,58.56,0.0,0.0,59.04,59.04,59.04,0.0,0.0
2019-07-28,55.79,55.79,55.79,0.0,0.0,55.79,55.79,55.79,0.0,0.0,54.72,54.72,54.72,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2019-08-04,55.26,55.26,55.26,0.0,0.0,55.35,55.35,55.35,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.96,54.96,54.96,0.0,0.0
2019-08-11,52.87,52.87,52.87,0.0,0.0,53.91,53.91,53.91,0.0,0.0,52.87,52.87,52.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0
2019-08-18,54.38,54.38,54.38,0.0,0.0,55.14,55.14,55.14,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-08-25,55.56,55.56,55.56,0.0,0.0,55.56,55.56,55.56,0.0,0.0,54.66,54.66,54.66,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2019-09-01,57.11,57.11,57.11,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2019-09-08,58.43,58.43,58.43,0.0,0.0,58.47,58.47,58.47,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.14,58.14,58.14,0.0,0.0
2019-09-15,58.39,58.39,58.39,0.0,0.0,58.45,58.45,58.45,0.0,0.0,57.61,57.61,57.61,0.0,0.0,57.73,57.73,57.73,0.0,0.0
2019-09-22,57.26,57.26,57.26,0.0,0.0,57.26,57.26,57.26,0.0,0.0,55.81,55.81,55.81,0.0,0.0,56.34,56.34,56.34,0.0,0.0
2019-09-29,54.81,54.81,54.81,0.0,0.0,56.03,56.03,56.03,0.0,0.0,54.81,54.81,54.81,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2019-10-06,56.66,56.66,56.66,0.0,0.0,57.49,57.49,57.49,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.67,56.67,56.67,0.0,0.0
2019-10-13,57.51,57.51,57.51,0.0,0.0,57.62,57.62,57.62,0.0,0.0,57.39,57.39,57.39,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2019-10-20,58.17,58.17,58.17,0.0,0.0,58.68,58.68,58.68,0.0,0.0,58.17,58.17,58.17,0.0,0.0,58.67,58.67,58.67,0.0,0.0
2019-10-27,59.91,59.91,59.91,0.0,0.0,60.29,60.29,60.29,0.0,0.0,59.9,59.9,59.9,0.0,0.0,60.29,60.29,60.29,0.0,0.0
2019-11-03,61.07,61.07,61.07,0.0,0.0,61.4,61.4,61.4,0.0,0.0,60.81,60.81,60.81,0.0,0.0,61.4,61.4,61.4,0.0,0.0
2019-11-10,62.34,62.34,62.34,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.31,62.31,62.31,0.0,0.0,62.45,62.45,62.45,0.0,0.0
2019-11-17,62.2,62.2,62.2,0.0,0.0,62.22,62.22,62.22,0.0,0.0,61.95,61.95,61.95,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2019-11-24,63.86,63.86,63.86,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.46,63.46,63.46,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-12-01,63.39,63.39,63.39,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.39,63.39,63.39,0.0,0.0,63.7,63.7,63.7,0.0,0.0
2019-12-08,64.32,64.32,64.32,0.0,0.0,64.92,64.92,64.92,0.0,0.0,64.22,64.22,64.22,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2019-12-15,66.43,66.43,66.43,0.0,0.0,66.69,66.69,66.69,0.0,0.0,66.43,66.43,66.43,0.0,0.0,66.66,66.66,66.66,0.0,0.0
2019-12-22,67.25,67.25,67.25,0.0,0.0,67.25,67.25,67.25,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.86,66.86,66.86,0.0,0.0
2019-12-29,66.6,66.6,66.6,0.0,0.0,67.1,67.1,67.1,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.77,66.77,66.77,0.0,0.0
