Date,Premise Capital Frontier Advantage Diversified Tac_etf_Open_average,Premise Capital Frontier Advantage Diversified Tac_etf_Open_max,Premise Capital Frontier Advantage Diversified Tac_etf_Open_min,Premise Capital Frontier Advantage Diversified Tac_etf_Open_volatility,Premise Capital Frontier Advantage Diversified Tac_etf_Open_change,Premise Capital Frontier Advantage Diversified Tac_etf_High_average,Premise Capital Frontier Advantage Diversified Tac_etf_High_max,Premise Capital Frontier Advantage Diversified Tac_etf_High_min,Premise Capital Frontier Advantage Diversified Tac_etf_High_volatility,Premise Capital Frontier Advantage Diversified Tac_etf_High_change,Premise Capital Frontier Advantage Diversified Tac_etf_Low_average,Premise Capital Frontier Advantage Diversified Tac_etf_Low_max,Premise Capital Frontier Advantage Diversified Tac_etf_Low_min,Premise Capital Frontier Advantage Diversified Tac_etf_Low_volatility,Premise Capital Frontier Advantage Diversified Tac_etf_Low_change,Premise Capital Frontier Advantage Diversified Tac_etf_Close_average,Premise Capital Frontier Advantage Diversified Tac_etf_Close_max,Premise Capital Frontier Advantage Diversified Tac_etf_Close_min,Premise Capital Frontier Advantage Diversified Tac_etf_Close_volatility,Premise Capital Frontier Advantage Diversified Tac_etf_Close_change
2018-01-14,31.03,31.03,31.03,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2018-01-21,31.53,31.53,31.53,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-01-28,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2018-02-04,29.02,29.02,29.02,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2018-02-11,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-02-18,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-02-25,29.59,29.59,29.59,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2018-03-04,30.34,30.34,30.34,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-03-11,30.31,30.31,30.31,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-03-18,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2018-03-25,29.35,29.35,29.35,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2018-04-01,29.61,29.61,29.61,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.43,29.43,29.43,0.0,0.0
2018-04-08,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-04-15,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-04-22,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-04-29,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-05-06,30.19,30.19,30.19,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2018-05-13,29.92,29.92,29.92,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-05-20,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2018-05-27,29.97,29.97,29.97,0.0,0.0,30.01,30.01,30.01,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2018-06-03,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.25,30.25,30.25,0.0,0.0
2018-06-10,30.08,30.08,30.08,0.0,0.0,30.31,30.31,30.31,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-06-17,30.59,30.59,30.59,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2018-06-24,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.87,29.87,29.87,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-07-01,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0,30.34,30.34,30.34,0.0,0.0
2018-07-08,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2018-07-15,30.28,30.28,30.28,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.28,30.28,30.28,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-07-22,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2018-07-29,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-08-05,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-08-12,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-08-19,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-08-26,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-09-02,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2018-09-09,31.12,31.12,31.12,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2018-09-16,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2018-09-23,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-09-30,30.46,30.46,30.46,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-10-07,29.46,29.46,29.46,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-10-14,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2018-10-21,27.71,27.71,27.71,0.0,0.0,28.94,28.94,28.94,0.0,0.0,27.71,27.71,27.71,0.0,0.0,28.84,28.84,28.84,0.0,0.0
2018-10-28,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-11-04,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0
