Date,ENG_stock_Open_average,ENG_stock_Open_max,ENG_stock_Open_min,ENG_stock_Open_volatility,ENG_stock_Open_change,ENG_stock_High_average,ENG_stock_High_max,ENG_stock_High_min,ENG_stock_High_volatility,ENG_stock_High_change,ENG_stock_Low_average,ENG_stock_Low_max,ENG_stock_Low_min,ENG_stock_Low_volatility,ENG_stock_Low_change,ENG_stock_Close_average,ENG_stock_Close_max,ENG_stock_Close_min,ENG_stock_Close_volatility,ENG_stock_Close_change,ENG_stock_Volume_average,ENG_stock_Volume_max,ENG_stock_Volume_min,ENG_stock_Volume_volatility,ENG_stock_Volume_change
2018-04-15,0.826,0.85,0.8,0.04999999999999993,0.020000000000000018,0.85794,0.88,0.83,0.050000000000000044,0.045700000000000074,0.81886,0.83,0.8,0.029999999999999916,0.015499999999999958,0.8456,0.88,0.82,0.06000000000000005,0.04200000000000004,7167,13645,1452,12193,6203
2018-04-22,0.836,0.86,0.82,0.040000000000000036,-0.020000000000000018,0.8543999999999999,0.8675,0.8402,0.027300000000000102,-0.01429999999999998,0.83204,0.85,0.82,0.030000000000000027,-0.010000000000000009,0.852,0.86,0.84,0.020000000000000018,-0.010000000000000009,11376,22485,3982,18503,-6654
2018-04-29,0.8284,0.85,0.8,0.04999999999999993,-0.010000000000000009,0.84888,0.875,0.82,0.05500000000000005,-0.03500000000000003,0.79426,0.8025,0.782,0.020499999999999963,0.020499999999999963,0.82408,0.84,0.81,0.029999999999999916,0.020000000000000018,15698,29604,4715,24889,24889
2018-05-06,0.8466400000000001,0.9,0.81,0.08999999999999997,0.08999999999999997,0.8714,0.95,0.83,0.12,0.12,0.83316,0.9,0.8,0.09999999999999998,0.0937,0.862,0.95,0.81,0.1399999999999999,0.1399999999999999,37401,97612,9485,88127,16918
2018-05-13,0.93802,0.99,0.8401,0.14990000000000003,0.010000000000000009,0.97202,1.0,0.9501,0.049900000000000055,-0.040000000000000036,0.8760600000000001,0.92,0.81,0.10999999999999999,0.020000000000000018,0.94764,0.99,0.91,0.07999999999999996,-0.030000000000000027,41506,76347,16536,59811,-37126
2018-05-20,0.994,1.1,0.92,0.18000000000000005,0.1200000000000001,1.13,1.43,0.94,0.49,0.3700000000000001,0.96292,1.1,0.88,0.22000000000000008,0.22000000000000008,1.01018,1.16,0.92,0.23999999999999988,0.23999999999999988,559455,2051636,43642,2007994,536194
2018-05-27,1.18,1.24,1.14,0.10000000000000009,-0.020000000000000018,1.2425,1.3,1.18,0.1200000000000001,0.050000000000000044,1.1053,1.1401,1.0601,0.07999999999999985,-0.05899999999999994,1.1975,1.3,1.11,0.18999999999999995,0.07000000000000006,170290,261404,112593,148811,-97012
2018-06-03,1.332,1.39,1.25,0.1399999999999999,0.08999999999999986,1.39002,1.47,1.32,0.1499999999999999,0.08099999999999996,1.2986,1.37,1.23,0.14000000000000012,0.14000000000000012,1.3419999999999999,1.39,1.24,0.1499999999999999,0.1499999999999999,136639,432586,38659,393927,-15414
2018-06-10,1.33,1.38,1.3,0.07999999999999985,-0.07999999999999985,1.36328,1.4664,1.3,0.16639999999999988,-0.16639999999999988,1.25802,1.2901,1.24,0.05010000000000003,-0.010000000000000009,1.29092,1.33,1.24,0.09000000000000008,-0.09000000000000008,43380,139658,7312,132346,-123319
2018-06-17,1.262,1.29,1.24,0.050000000000000044,0.0,1.29724,1.33,1.2865,0.043500000000000094,-0.043500000000000094,1.1921199999999998,1.23,1.14,0.09000000000000008,-0.030000000000000027,1.236,1.29,1.14,0.15000000000000013,-0.15000000000000013,44325,89566,14755,74811,50704
2018-06-24,1.196,1.3,1.15,0.15000000000000013,0.15000000000000013,1.26996,1.38,1.2176,0.16239999999999988,0.07319999999999993,1.1528399999999999,1.19,1.1,0.08999999999999986,0.08999999999999986,1.22194,1.3097,1.14,0.16970000000000018,0.15000000000000013,85546,237825,26728,211097,55169
2018-07-01,1.24,1.26,1.22,0.040000000000000036,-0.030000000000000027,1.256,1.28,1.244,0.03600000000000003,-0.030000000000000027,1.205025,1.2101,1.2,0.010099999999999998,-0.010099999999999998,1.23735,1.25,1.22,0.030000000000000027,0.0,18275,32243,4601,27642,12534
2018-07-08,1.31308,1.34,1.24,0.10000000000000009,0.10000000000000009,1.36422,1.409,1.34,0.06899999999999995,-0.0012999999999998568,1.25754,1.3,1.1924,0.10760000000000014,0.10530000000000017,1.31358,1.33,1.3,0.030000000000000027,0.01519999999999988,54297,124655,9999,114656,-114656
2018-07-15,1.316,1.34,1.29,0.050000000000000044,0.050000000000000044,1.35808,1.42,1.3304,0.0895999999999999,-0.07999999999999985,1.2642,1.3,1.23,0.07000000000000006,-0.020000000000000018,1.312,1.34,1.28,0.06000000000000005,0.020000000000000018,23344,51027,9671,41356,-32734
2018-07-22,1.27402,1.32,1.23,0.09000000000000008,-0.08990000000000009,1.2894400000000001,1.32,1.2472,0.07279999999999998,-0.030000000000000027,1.2222,1.2309999999999999,1.2,0.030999999999999917,0.030000000000000027,1.26002,1.32,1.24,0.08000000000000007,-0.07990000000000008,20734,57094,2123,54971,16499
2018-07-29,1.248,1.28,1.21,0.07000000000000006,-0.010000000000000009,1.2875,1.3325,1.25,0.08250000000000002,0.030000000000000027,1.21598,1.2558,1.2,0.05580000000000007,0.042100000000000026,1.2672,1.31,1.2,0.1100000000000001,0.030000000000000027,15115,29303,1646,27657,8899
2018-08-05,1.186,1.3,0.9,0.4,-0.4,1.2379200000000001,1.3398,1.0198,0.32000000000000006,-0.3002,1.126,1.26,0.9,0.36,-0.36,1.16996,1.29,1.0,0.29000000000000004,-0.2702,80187,237345,11147,226198,66326
2018-08-12,1.05078,1.11,1.02,0.09000000000000008,0.03390000000000004,1.07918,1.12,1.03,0.09000000000000008,0.03390000000000004,1.018,1.03,1.0,0.030000000000000027,0.020000000000000018,1.04218,1.12,1.001,0.11900000000000022,0.019000000000000128,32481,48550,2294,46256,-31443
2018-08-19,1.0305,1.06,1.01,0.050000000000000044,-0.010000000000000009,1.04524,1.06,1.0299,0.030100000000000016,-0.023600000000000065,1.00984,1.02,1.0,0.020000000000000018,-0.01089999999999991,1.014,1.02,1.0,0.020000000000000018,-0.010000000000000009,10645,17060,1154,15906,10235
2018-08-26,1.0299800000000001,1.0699,0.98,0.08990000000000009,0.0,1.06532,1.08,1.0567,0.0233000000000001,-0.020000000000000018,1.0068,1.03,0.98,0.050000000000000044,0.0039999999999997815,1.024,1.04,1.01,0.030000000000000027,0.030000000000000027,27640,54090,16648,37442,-3344
2018-09-02,1.0165,1.04,1.006,0.03400000000000003,-0.030000000000000027,1.0233,1.05,1.0093,0.04069999999999996,-0.040000000000000036,0.99495,1.0101,0.9843,0.025800000000000045,-0.024699999999999944,1.00745,1.03,0.9901,0.03990000000000005,-0.03990000000000005,13526,23036,8964,14072,-14072
2018-09-09,1.014,1.06,0.99,0.07000000000000006,0.050000000000000044,1.032,1.07,1.01,0.06000000000000005,0.06000000000000005,0.99402,1.01,0.98,0.030000000000000027,0.030000000000000027,1.01586,1.04,1.0,0.040000000000000036,0.017300000000000093,11720,24340,3309,21031,-14503
2018-09-16,1.02404,1.04,1.01,0.030000000000000027,0.010000000000000009,1.04164,1.069,1.0292,0.03980000000000006,-0.028999999999999915,1.00622,1.021,1.0,0.020999999999999908,0.0,1.01398,1.03,1.0,0.030000000000000027,0.0,7203,17004,3339,13665,1404
2018-09-23,1.01328,1.0265,1.0,0.026499999999999968,0.00649999999999995,1.02078,1.04,1.01,0.030000000000000027,0.020000000000000018,1.00398,1.02,0.99,0.030000000000000027,0.020000000000000018,1.01238,1.02,1.002,0.018000000000000016,0.010000000000000009,20545,32892,6944,25948,72
2018-09-30,1.01204,1.0303,1.0,0.030299999999999994,-9.999999999998899e-05,1.03216,1.05,1.0099,0.040100000000000025,-0.02519999999999989,0.99806,1.0203,0.98,0.0403,-0.030000000000000027,1.0131,1.0351,0.99,0.04509999999999992,-0.04509999999999992,21697,44887,5651,39236,-513
2018-10-07,0.992,1.01,0.97,0.040000000000000036,0.0,1.03002,1.04,1.0001,0.03990000000000005,0.03990000000000005,0.97816,1.0,0.95,0.050000000000000044,0.040000000000000036,0.99602,1.0001,0.99,0.010099999999999998,-0.010099999999999998,12701,29733,3366,26367,-21584
2018-10-14,0.94198,1.0,0.9,0.09999999999999998,-0.07499999999999996,0.96396,1.02,0.9299,0.09010000000000007,-0.09010000000000007,0.86842,0.9115,0.8,0.11149999999999993,-0.030899999999999928,0.92116,0.9701,0.8799,0.09019999999999995,-0.046599999999999975,60550,131711,21272,110439,-5956
2018-10-21,0.85956,0.898,0.8218,0.07620000000000005,-0.06120000000000003,0.89362,0.93,0.87,0.06000000000000005,-0.06000000000000005,0.82218,0.8706,0.8,0.0706,-0.06059999999999999,0.85048,0.8706,0.825,0.045600000000000085,-0.0039000000000000146,25408,33511,18268,15243,-3758
2018-10-28,0.8627,0.88,0.84,0.040000000000000036,0.040000000000000036,0.8643,0.88,0.84,0.040000000000000036,0.03200000000000003,0.81412,0.82,0.8102,0.00979999999999992,0.0,0.83144,0.845,0.8102,0.03479999999999994,0.01979999999999993,8789,20567,1559,19008,5936
2018-11-04,0.86626,0.88,0.83,0.050000000000000044,0.0413,0.87626,0.88,0.87,0.010000000000000009,0.008299999999999974,0.82382,0.85,0.81,0.039999999999999925,0.039999999999999925,0.8598,0.8799,0.81,0.06989999999999996,0.06979999999999997,39218,113102,1847,111255,-92304
2018-11-11,0.8768,0.95,0.84,0.10999999999999999,-0.010000000000000009,0.9359,0.95,0.92,0.029999999999999916,-0.009899999999999909,0.854,0.87,0.84,0.030000000000000027,0.014000000000000012,0.89908,0.9299,0.88,0.049899999999999944,0.025499999999999967,7610,12759,940,11819,-4346
2018-11-18,0.85505,0.87,0.8401,0.029900000000000038,-0.01990000000000003,0.8750249999999999,0.89,0.8501,0.03990000000000005,-0.029900000000000038,0.85505,0.87,0.8401,0.029900000000000038,-0.01990000000000003,0.8725499999999999,0.8801,0.8501,0.030000000000000027,-0.029900000000000038,6963,19684,227,19457,-5558
2018-11-25,0.898,0.92,0.87,0.050000000000000044,0.040000000000000036,0.91596,0.93,0.89,0.040000000000000036,-0.010000000000000009,0.85864,0.88,0.8443,0.035699999999999954,-0.01849999999999996,0.88698,0.9,0.8649,0.03510000000000002,-0.03510000000000002,17703,33081,4614,28467,-28467
2018-12-02,0.8612500000000001,0.9199,0.8151,0.1048,-0.059900000000000064,0.87875,0.9199,0.8599,0.06000000000000005,-0.059900000000000064,0.8225750000000001,0.8602,0.81,0.05019999999999991,-0.05009999999999992,0.825075,0.8602,0.81,0.05019999999999991,-0.05009999999999992,29244,90646,7478,83168,1842
2018-12-09,0.7790400000000001,0.8101,0.725,0.08510000000000006,-0.08510000000000006,0.78896,0.8348,0.7499,0.08489999999999998,-0.08489999999999998,0.75478,0.794,0.7001,0.0939000000000001,-0.0939000000000001,0.76466,0.8191,0.7096,0.10950000000000004,-0.10950000000000004,32237,58860,2849,56011,-31313
2018-12-16,0.73346,0.7499,0.7035,0.0464,-0.01990000000000003,0.74866,0.7795,0.735,0.044499999999999984,-0.01100000000000001,0.68642,0.7101,0.652,0.05809999999999993,0.028000000000000025,0.69242,0.7101,0.68,0.030099999999999905,-0.0020000000000000018,15090,34813,1961,32852,-3916
2018-12-23,0.60845,0.68,0.5232,0.15680000000000005,-0.0494,0.704,0.74,0.6779999999999999,0.062000000000000055,0.05999999999999994,0.5809500000000001,0.6306,0.5232,0.10740000000000005,0.010600000000000054,0.639875,0.6775,0.62,0.057499999999999996,0.057499999999999996,38685,59227,28237,30990,10574
2018-12-30,0.6905249999999999,0.7635,0.5986,0.16489999999999994,0.0635,0.745425,0.8028,0.65,0.15279999999999994,0.03759999999999997,0.629975,0.7,0.5701,0.1298999999999999,0.08399999999999996,0.6813750000000001,0.7634,0.5701,0.19329999999999992,0.17189999999999994,34371,67163,9310,57853,-44272
2019-01-06,0.76326,0.7963,0.74,0.05630000000000002,-0.030000000000000027,0.77086,0.7963,0.74,0.05630000000000002,-0.030000000000000027,0.74174,0.75,0.735,0.015000000000000013,-0.010000000000000009,0.74324,0.75,0.735,0.015000000000000013,-0.010000000000000009,5200,14107,1180,12927,-2407
2019-01-13,0.7821,0.7996,0.7438,0.05579999999999996,0.05579999999999996,0.79584,0.8,0.79,0.010000000000000009,0.009599999999999942,0.73578,0.76,0.6973,0.06269999999999998,0.016199999999999992,0.756,0.7984,0.7243,0.07409999999999994,0.02959999999999996,20689,38287,2727,35560,35560
2019-01-20,0.769725,0.7995,0.73,0.0695,-9.999999999998899e-05,0.789125,0.7995,0.758,0.04149999999999998,0.0,0.73605,0.75,0.73,0.020000000000000018,-0.00019999999999997797,0.7622,0.7984,0.75,0.0484,0.0,9226,14922,4145,10777,-2487
2019-01-27,0.75432,0.7995,0.74,0.0595,0.05740000000000001,0.7868999999999999,0.7998,0.7504,0.0494,0.005599999999999938,0.74066,0.7421,0.74,0.0020999999999999908,-0.0010000000000000009,0.7781199999999999,0.7998,0.7502,0.04959999999999998,0.005599999999999938,4501,12310,747,11563,3419
2019-02-03,0.77318,0.82,0.74,0.07999999999999996,0.04499999999999993,0.80392,0.82,0.78,0.039999999999999925,0.020099999999999896,0.76412,0.8,0.74,0.06000000000000005,0.040000000000000036,0.77712,0.8,0.7601,0.03990000000000005,0.030000000000000027,7877,21516,1523,19993,-4777
2019-02-10,0.81378,0.8389,0.79,0.048899999999999944,-0.048899999999999944,0.83178,0.84,0.82,0.020000000000000018,0.0010999999999999899,0.7881400000000001,0.8,0.76,0.040000000000000036,-0.040000000000000036,0.7989,0.8001,0.7954,0.0047000000000000375,-0.0010000000000000009,12420,17685,5703,11982,1391
2019-02-17,0.8466750000000001,0.9,0.78,0.12,0.12,0.8645,0.9,0.8220000000000001,0.07799999999999996,0.05510000000000004,0.83275,0.8911,0.78,0.11109999999999998,0.09989999999999999,0.849,0.8911,0.78,0.11109999999999998,0.03510000000000002,6812,16057,2562,13495,-11184
2019-02-24,0.83034,0.8567,0.81,0.046699999999999964,-0.03980000000000006,0.87558,0.8998,0.8422,0.057600000000000096,-0.020100000000000007,0.80606,0.8102,0.79,0.020199999999999996,-0.020199999999999996,0.82848,0.8575,0.81,0.04749999999999999,-0.03480000000000005,6984,13211,1418,11793,5000
2019-03-03,0.8378599999999999,0.8594,0.8299,0.02950000000000008,0.010000000000000009,0.8438599999999999,0.86,0.8299,0.030100000000000016,0.010000000000000009,0.7974,0.8133,0.7902,0.02310000000000001,0.0019000000000000128,0.80178,0.8133,0.7902,0.02310000000000001,0.0019000000000000128,8509,14618,1312,13306,641
2019-03-10,0.79566,0.8298,0.77,0.059799999999999964,-0.02210000000000001,0.81858,0.8298,0.7943,0.035499999999999976,-0.015700000000000047,0.77662,0.7921,0.7597,0.032399999999999984,-0.020299999999999985,0.78542,0.8,0.76,0.040000000000000036,-0.020000000000000018,22536,58087,4081,54006,54006
2019-03-17,0.73214,0.7597,0.7,0.059700000000000086,-0.010199999999999987,0.75864,0.77,0.7498,0.020199999999999996,-0.006400000000000072,0.71432,0.75,0.7,0.050000000000000044,-0.029900000000000038,0.73048,0.7515,0.71,0.04149999999999998,0.0014999999999999458,13852,30780,4963,25817,10642
2019-03-24,0.6735599999999999,0.7753,0.5525,0.2228,-0.2228,0.7164200000000001,0.8,0.5999,0.20010000000000006,-0.20010000000000006,0.61402,0.7101,0.48,0.23009999999999997,-0.20999999999999996,0.63202,0.75,0.5,0.25,-0.2399,138391,514103,2655,511448,113139
2019-03-31,0.51292,0.5499,0.5,0.049900000000000055,-0.04520000000000002,0.52796,0.5499,0.515,0.03490000000000004,-0.03490000000000004,0.48366,0.49,0.4801,0.009899999999999964,0.005099999999999993,0.50112,0.52,0.49,0.030000000000000027,-0.012499999999999956,65225,94871,32976,61895,-30410
2019-04-07,0.5537,0.59,0.5,0.08999999999999997,0.08999999999999997,0.60336,0.68,0.5498,0.1302000000000001,0.1302000000000001,0.52708,0.5568,0.4975,0.059299999999999964,0.059299999999999964,0.57758,0.65,0.513,0.137,0.137,345737,748717,174592,574125,-214071
2019-04-14,0.66845,0.7,0.6351,0.06489999999999996,0.06489999999999996,0.692425,0.7,0.68,0.019999999999999907,0.00029999999999996696,0.6211,0.6302,0.6038,0.02639999999999998,0.02639999999999998,0.6812,0.6899,0.67,0.019899999999999918,0.0050000000000000044,25379,45263,13348,31915,-31915
2019-04-21,0.6545,0.66,0.65,0.010000000000000009,0.0,0.689,0.7,0.675,0.02499999999999991,-0.010000000000000009,0.6460400000000001,0.6501,0.6301,0.020000000000000018,0.0,0.67498,0.6999,0.66,0.039899999999999936,-0.039899999999999936,29984,56855,14159,42696,-776
2019-04-28,0.70454,0.7699,0.6408,0.1291,0.1291,0.75286,0.7943,0.69,0.10430000000000006,0.09000000000000008,0.6774,0.7699,0.63,0.13990000000000002,0.13990000000000002,0.7289800000000001,0.78,0.67,0.10999999999999999,0.10999999999999999,21649,32576,4197,28379,275
2019-05-05,0.766,0.79,0.74,0.050000000000000044,0.0,0.7901,0.7905,0.79,0.0004999999999999449,0.0,0.756,0.77,0.74,0.030000000000000027,-0.020000000000000018,0.77898,0.79,0.75,0.040000000000000036,-0.00990000000000002,23250,38458,7808,30650,30650
2019-05-12,0.73828,0.78,0.7118,0.06820000000000004,-0.040000000000000036,0.768,0.79,0.74,0.050000000000000044,-0.050000000000000044,0.6796800000000001,0.7138,0.6106,0.10319999999999996,0.07140000000000002,0.73958,0.77,0.682,0.08799999999999997,-0.08379999999999999,10316,22600,2155,20445,-14481
2019-05-19,0.7244,0.77,0.682,0.08799999999999997,0.08799999999999997,0.76946,0.789,0.7499,0.039100000000000024,0.02960000000000007,0.70006,0.7101,0.682,0.028099999999999903,0.028099999999999903,0.75362,0.789,0.7001,0.08890000000000009,0.039000000000000035,31432,68468,7488,60980,20039
2019-05-26,0.764775,0.7997,0.7238,0.07589999999999997,0.05179999999999996,0.83,0.84,0.8,0.039999999999999925,0.039999999999999925,0.7569250000000001,0.7839,0.7238,0.06010000000000004,0.04620000000000002,0.815975,0.84,0.7839,0.05609999999999993,0.016100000000000003,15266,30752,5020,25732,-3024
2019-06-02,0.7772,0.8262,0.74,0.08620000000000005,-0.08620000000000005,0.84998,0.85,0.8499,9.999999999998899e-05,9.999999999998899e-05,0.75086,0.78,0.7323,0.047700000000000076,0.00770000000000004,0.8198799999999999,0.83,0.8109999999999999,0.019000000000000017,0.0015999999999999348,55409,107981,24859,83122,-39033
2019-06-09,0.92028,1.03,0.7932,0.2368,0.17679999999999996,0.97838,1.18,0.8983,0.28169999999999995,0.07210000000000005,0.82952,0.8801,0.7501,0.13,0.08689999999999998,0.91662,0.9874,0.8857,0.10170000000000001,0.01429999999999998,38133,115855,6705,109150,35360
2019-06-16,0.89816,0.94,0.8190000000000001,0.12099999999999989,0.08099999999999996,1.00696,1.1,0.9448,0.15520000000000012,-0.05520000000000003,0.88054,0.91,0.8190000000000001,0.09099999999999997,0.07099999999999995,0.94006,0.9701,0.92,0.05009999999999992,-0.039999999999999925,22676,41009,3423,37586,-14187
2019-06-23,0.88,0.9,0.85,0.050000000000000044,-0.050000000000000044,0.90598,0.92,0.89,0.030000000000000027,-0.020000000000000018,0.85202,0.89,0.81,0.07999999999999996,-0.040000000000000036,0.89374,0.9,0.8888,0.011199999999999988,0.010000000000000009,8645,13768,5469,8299,7711
2019-06-30,0.87915,0.92,0.85,0.07000000000000006,-0.07000000000000006,0.905775,0.92,0.9,0.020000000000000018,-0.020000000000000018,0.849225,0.87,0.8267,0.043300000000000005,-0.023399999999999976,0.8974,0.9179999999999999,0.8801,0.037899999999999934,-0.037899999999999934,18627,44897,4301,40596,33592
2019-07-07,0.91604,0.99,0.852,0.138,0.07800000000000007,0.95858,0.99,0.91,0.07999999999999996,0.06489999999999996,0.87296,0.93,0.8301,0.0999000000000001,0.0999000000000001,0.9405600000000001,0.988,0.9,0.08799999999999997,0.03500000000000003,9882,13488,4340,9148,7281
2019-07-14,0.94296,0.98,0.9,0.07999999999999996,-0.06999999999999995,0.98392,0.99,0.97,0.020000000000000018,-0.01990000000000003,0.89306,0.9099,0.88,0.029900000000000038,0.010199999999999987,0.96592,0.9897,0.93,0.059699999999999975,-0.030100000000000016,13459,20482,4858,15624,4228
2019-07-21,0.96326,0.99,0.9001,0.08989999999999998,0.028699999999999948,0.98498,1.0,0.97,0.030000000000000027,0.030000000000000027,0.93936,0.9899,0.892,0.09789999999999999,0.09789999999999999,0.97762,0.99,0.9584,0.03159999999999996,0.03159999999999996,16399,22002,6052,15950,9187
2019-07-28,1.034,1.07,0.99,0.08000000000000007,0.050000000000000044,1.084,1.12,1.01,0.1100000000000001,0.1100000000000001,0.99236,1.0299,0.95,0.07990000000000008,0.04190000000000005,1.037,1.12,0.97,0.15000000000000013,0.15000000000000013,52688,96109,26190,69919,36006
2019-08-04,1.182,1.23,1.13,0.10000000000000009,0.10000000000000009,1.264,1.29,1.22,0.07000000000000006,0.040000000000000036,1.1291,1.15,1.0755,0.07450000000000001,0.07450000000000001,1.19176,1.2199,1.17,0.049900000000000055,-0.00890000000000013,77366,105064,46559,58505,-23250
2019-08-11,1.1129,1.15,1.0229,0.1271,-0.03529999999999989,1.2106999999999999,1.33,1.1635,0.1665000000000001,0.13000000000000012,1.06326,1.1147,1.0229,0.0918000000000001,0.06390000000000007,1.141,1.185,1.1,0.08499999999999996,0.03500000000000014,73070,194441,7969,186472,127082
2019-08-18,1.184,1.21,1.16,0.050000000000000044,-0.040000000000000036,1.23408,1.3,1.1704,0.12959999999999994,-0.12959999999999994,1.1420000000000001,1.2,1.1,0.09999999999999987,-0.09999999999999987,1.18352,1.23,1.15,0.08000000000000007,-0.08000000000000007,39997,66157,12020,54137,17949
2019-08-25,1.09698,1.16,1.05,0.10999999999999988,-0.05489999999999995,1.132,1.18,1.05,0.1299999999999999,-0.1299999999999999,1.05706,1.1,1.04,0.06000000000000005,-0.06000000000000005,1.09,1.16,1.05,0.10999999999999988,-0.10999999999999988,25967,44104,6379,37725,19107
2019-09-01,1.06,1.1,1.03,0.07000000000000006,0.030000000000000027,1.0975000000000001,1.1,1.09,0.010000000000000009,0.010000000000000009,1.0327,1.0498,1.02,0.02980000000000005,-0.01880000000000015,1.065,1.1,1.03,0.07000000000000006,-0.010000000000000009,17486,36758,3567,33191,-20933
2019-09-08,1.06304,1.1,1.04,0.06000000000000005,-0.0048000000000001375,1.09582,1.1,1.0891,0.010900000000000132,-0.010900000000000132,1.02724,1.03,1.02,0.010000000000000009,0.0038000000000000256,1.061,1.1,1.03,0.07000000000000006,0.004999999999999893,17063,28444,3980,24464,579
2019-09-15,1.04298,1.08,1.02,0.06000000000000005,-0.038000000000000034,1.062,1.08,1.05,0.030000000000000027,-0.030000000000000027,1.01218,1.0409,0.99,0.050899999999999945,-0.050899999999999945,1.046,1.07,1.01,0.06000000000000005,-0.020000000000000018,17215,35760,9756,26004,26004
2019-09-22,0.99424,1.0212,0.98,0.041200000000000125,-0.010000000000000009,1.02498,1.05,0.9849,0.06510000000000005,-0.06510000000000005,0.966,1.0,0.9,0.09999999999999998,-0.08999999999999997,1.0,1.04,0.97,0.07000000000000006,-0.06000000000000005,16839,25154,11724,13430,681
