Date,iPath Series B S&P GSCI Crude Oil TR_Open_average,iPath Series B S&P GSCI Crude Oil TR_Open_max,iPath Series B S&P GSCI Crude Oil TR_Open_min,iPath Series B S&P GSCI Crude Oil TR_Open_volatility,iPath Series B S&P GSCI Crude Oil TR_Open_change,iPath Series B S&P GSCI Crude Oil TR_High_average,iPath Series B S&P GSCI Crude Oil TR_High_max,iPath Series B S&P GSCI Crude Oil TR_High_min,iPath Series B S&P GSCI Crude Oil TR_High_volatility,iPath Series B S&P GSCI Crude Oil TR_High_change,iPath Series B S&P GSCI Crude Oil TR_Low_average,iPath Series B S&P GSCI Crude Oil TR_Low_max,iPath Series B S&P GSCI Crude Oil TR_Low_min,iPath Series B S&P GSCI Crude Oil TR_Low_volatility,iPath Series B S&P GSCI Crude Oil TR_Low_change,iPath Series B S&P GSCI Crude Oil TR_Close_average,iPath Series B S&P GSCI Crude Oil TR_Close_max,iPath Series B S&P GSCI Crude Oil TR_Close_min,iPath Series B S&P GSCI Crude Oil TR_Close_volatility,iPath Series B S&P GSCI Crude Oil TR_Close_change
2019-06-02,11.03,11.03,11.03,0.0,0.0,11.12,11.12,11.12,0.0,0.0,10.85,10.85,10.85,0.0,0.0,10.89,10.89,10.89,0.0,0.0
2019-06-09,10.65,10.65,10.65,0.0,0.0,10.73,10.73,10.73,0.0,0.0,10.56,10.56,10.56,0.0,0.0,10.62,10.62,10.62,0.0,0.0
2019-06-16,11.75,11.75,11.75,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.78,11.78,11.78,0.0,0.0
2019-06-23,12.16,12.16,12.16,0.0,0.0,12.2,12.2,12.2,0.0,0.0,11.9,11.9,11.9,0.0,0.0,12.05,12.05,12.05,0.0,0.0
2019-06-30,11.78,11.78,11.78,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.71,11.71,11.71,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2019-07-07,12.37,12.37,12.37,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2019-07-14,11.4,11.4,11.4,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2019-07-21,11.55,11.55,11.55,0.0,0.0,11.61,11.61,11.61,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.61,11.61,11.61,0.0,0.0
2019-07-28,11.09,11.09,11.09,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.17,11.17,11.17,0.0,0.0
2019-08-04,11.18,11.18,11.18,0.0,0.0,11.23,11.23,11.23,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.19,11.19,11.19,0.0,0.0
2019-08-11,11.4,11.4,11.4,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.46,11.46,11.46,0.0,0.0
2019-08-18,11.23,11.23,11.23,0.0,0.0,11.27,11.27,11.27,0.0,0.0,10.97,10.97,10.97,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2019-08-25,11.48,11.48,11.48,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.25,11.25,11.25,0.0,0.0
2019-09-01,11.69,11.69,11.69,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.69,11.69,11.69,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2019-09-08,12.41,12.41,12.41,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2019-09-15,11.93,11.93,11.93,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.96,11.96,11.96,0.0,0.0
2019-09-22,11.28,11.28,11.28,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.09,11.09,11.09,0.0,0.0,11.11,11.11,11.11,0.0,0.0
2019-09-29,10.91,10.91,10.91,0.0,0.0,11.05,11.05,11.05,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2019-10-06,10.96,10.96,10.96,0.0,0.0,11.0,11.0,11.0,0.0,0.0,10.84,10.84,10.84,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2019-10-13,10.83,10.83,10.83,0.0,0.0,10.98,10.98,10.98,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.98,10.98,10.98,0.0,0.0
2019-10-20,11.62,11.62,11.62,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2019-10-27,11.7,11.7,11.7,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2019-11-03,11.7,11.7,11.7,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2019-11-10,11.72,11.72,11.72,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2019-11-17,11.79,11.79,11.79,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2019-11-24,11.55,11.55,11.55,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.47,11.47,11.47,0.0,0.0
2019-12-01,12.02,12.02,12.02,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.01,12.01,12.01,0.0,0.0,12.1,12.1,12.1,0.0,0.0
2019-12-08,12.37,12.37,12.37,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2019-12-15,12.38,12.38,12.38,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.48,12.48,12.48,0.0,0.0
2019-12-22,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.67,12.67,12.67,0.0,0.0
2019-12-29,13.03,13.03,13.03,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.95,12.95,12.95,0.0,0.0
