Date,iPath Series B S&P GSCI Crude Oil TR_Open_average,iPath Series B S&P GSCI Crude Oil TR_Open_max,iPath Series B S&P GSCI Crude Oil TR_Open_min,iPath Series B S&P GSCI Crude Oil TR_Open_volatility,iPath Series B S&P GSCI Crude Oil TR_Open_change,iPath Series B S&P GSCI Crude Oil TR_High_average,iPath Series B S&P GSCI Crude Oil TR_High_max,iPath Series B S&P GSCI Crude Oil TR_High_min,iPath Series B S&P GSCI Crude Oil TR_High_volatility,iPath Series B S&P GSCI Crude Oil TR_High_change,iPath Series B S&P GSCI Crude Oil TR_Low_average,iPath Series B S&P GSCI Crude Oil TR_Low_max,iPath Series B S&P GSCI Crude Oil TR_Low_min,iPath Series B S&P GSCI Crude Oil TR_Low_volatility,iPath Series B S&P GSCI Crude Oil TR_Low_change,iPath Series B S&P GSCI Crude Oil TR_Close_average,iPath Series B S&P GSCI Crude Oil TR_Close_max,iPath Series B S&P GSCI Crude Oil TR_Close_min,iPath Series B S&P GSCI Crude Oil TR_Close_volatility,iPath Series B S&P GSCI Crude Oil TR_Close_change
2018-01-14,12.5,12.5,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.49,12.49,12.49,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2018-01-21,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.86,12.86,12.86,0.0,0.0
2018-01-28,12.72,12.72,12.72,0.0,0.0,12.82,12.82,12.82,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.58,12.58,12.58,0.0,0.0
2018-02-04,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2018-02-11,12.04,12.04,12.04,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.04,12.04,12.04,0.0,0.0,12.13,12.13,12.13,0.0,0.0
2018-02-18,12.53,12.53,12.53,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2018-02-25,12.36,12.36,12.36,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2018-03-04,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2018-03-11,12.28,12.28,12.28,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.33,12.33,12.33,0.0,0.0
2018-03-18,12.96,12.96,12.96,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.96,12.96,12.96,0.0,0.0,13.03,13.03,13.03,0.0,0.0
2018-03-25,12.63,12.63,12.63,0.0,0.0,12.64,12.64,12.64,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2018-04-01,12.48,12.48,12.48,0.0,0.0,12.56,12.56,12.56,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.56,12.56,12.56,0.0,0.0
2018-04-08,13.27,13.27,13.27,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2018-04-15,13.4,13.4,13.4,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2018-04-22,13.42,13.42,13.42,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.6,13.6,13.6,0.0,0.0
2018-04-29,14.0,14.0,14.0,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2018-05-06,14.16,14.16,14.16,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.15,14.15,14.15,0.0,0.0
2018-05-13,14.31,14.31,14.31,0.0,0.0,14.44,14.44,14.44,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.44,14.44,14.44,0.0,0.0
2018-05-20,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.48,13.48,13.48,0.0,0.0
2018-05-27,12.89,12.89,12.89,0.0,0.0,12.93,12.93,12.93,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2018-06-03,12.99,12.99,12.99,0.0,0.0,13.18,13.18,13.18,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2018-06-10,12.93,12.93,12.93,0.0,0.0,13.12,13.12,13.12,0.0,0.0,12.93,12.93,12.93,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2018-06-17,13.7,13.7,13.7,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.57,13.57,13.57,0.0,0.0
2018-06-24,14.78,14.78,14.78,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.76,14.76,14.76,0.0,0.0
2018-07-01,14.77,14.77,14.77,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2018-07-08,13.65,13.65,13.65,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2018-07-15,13.93,13.93,13.93,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.79,13.79,13.79,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2018-07-22,14.26,14.26,14.26,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.25,14.25,14.25,0.0,0.0
2018-07-29,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2018-08-05,13.76,13.76,13.76,0.0,0.0,13.76,13.76,13.76,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.75,13.75,13.75,0.0,0.0
2018-08-12,13.45,13.45,13.45,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.45,13.45,13.45,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2018-08-19,14.21,14.21,14.21,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2018-08-26,14.41,14.41,14.41,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2018-09-02,14.05,14.05,14.05,0.0,0.0,14.1,14.1,14.1,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2018-09-09,14.36,14.36,14.36,0.0,0.0,14.36,14.36,14.36,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.19,14.19,14.19,0.0,0.0
2018-09-16,14.95,14.95,14.95,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.94,14.94,14.94,0.0,0.0
2018-09-23,15.26,15.26,15.26,0.0,0.0,15.67,15.67,15.67,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2018-09-30,15.31,15.31,15.31,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.37,15.37,15.37,0.0,0.0
2018-10-07,14.82,14.82,14.82,0.0,0.0,14.82,14.82,14.82,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2018-10-14,14.36,14.36,14.36,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.35,14.35,14.35,0.0,0.0
2018-10-21,13.94,13.94,13.94,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.83,13.83,13.83,0.0,0.0,13.83,13.83,13.83,0.0,0.0
2018-10-28,13.24,13.24,13.24,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.01,13.01,13.01,0.0,0.0,13.04,13.04,13.04,0.0,0.0
2018-11-04,12.67,12.67,12.67,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2018-11-11,11.64,11.64,11.64,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2018-11-18,10.74,10.74,10.74,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.73,10.73,10.73,0.0,0.0
2018-11-25,11.08,11.08,11.08,0.0,0.0,11.08,11.08,11.08,0.0,0.0,10.86,10.86,10.86,0.0,0.0,11.05,11.05,11.05,0.0,0.0
2018-12-02,10.67,10.67,10.67,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.56,10.56,10.56,0.0,0.0
2018-12-09,10.67,10.67,10.67,0.0,0.0,10.67,10.67,10.67,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2018-12-16,9.4,9.4,9.4,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2018-12-23,9.44,9.44,9.44,0.0,0.0,9.51,9.51,9.51,0.0,0.0,9.3,9.3,9.3,0.0,0.0,9.49,9.49,9.49,0.0,0.0
2018-12-30,10.07,10.07,10.07,0.0,0.0,10.29,10.29,10.29,0.0,0.0,10.04,10.04,10.04,0.0,0.0,10.09,10.09,10.09,0.0,0.0
2019-01-06,10.61,10.61,10.61,0.0,0.0,10.71,10.71,10.71,0.0,0.0,10.48,10.48,10.48,0.0,0.0,10.48,10.48,10.48,0.0,0.0
2019-01-13,10.91,10.91,10.91,0.0,0.0,11.15,11.15,11.15,0.0,0.0,10.87,10.87,10.87,0.0,0.0,11.1,11.1,11.1,0.0,0.0
2019-01-20,10.72,10.72,10.72,0.0,0.0,10.76,10.76,10.76,0.0,0.0,10.58,10.58,10.58,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2019-01-27,11.19,11.19,11.19,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.0,11.0,11.0,0.0,0.0,11.28,11.28,11.28,0.0,0.0
2019-02-03,10.65,10.65,10.65,0.0,0.0,10.81,10.81,10.81,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.79,10.79,10.79,0.0,0.0
2019-02-10,11.41,11.41,11.41,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.36,11.36,11.36,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2019-02-17,11.51,11.51,11.51,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2019-02-24,11.65,11.65,11.65,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.6,11.6,11.6,0.0,0.0
2019-03-03,11.65,11.65,11.65,0.0,0.0,11.68,11.68,11.68,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.64,11.64,11.64,0.0,0.0
2019-03-10,11.99,11.99,11.99,0.0,0.0,12.12,12.12,12.12,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.08,12.08,12.08,0.0,0.0
2019-03-17,11.97,11.97,11.97,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.89,11.89,11.89,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2019-03-24,12.39,12.39,12.39,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2019-03-31,13.0,13.0,13.0,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2019-04-07,12.99,12.99,12.99,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.92,12.92,12.92,0.0,0.0,13.0,13.0,13.0,0.0,0.0
2019-04-14,13.37,13.37,13.37,0.0,0.0,13.47,13.47,13.47,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2019-04-21,12.92,12.92,12.92,0.0,0.0,13.0,13.0,13.0,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2019-04-28,12.57,12.57,12.57,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.57,12.57,12.57,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2019-05-05,12.88,12.88,12.88,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-05-12,12.89,12.89,12.89,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.91,12.91,12.91,0.0,0.0
2019-05-19,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.75,11.75,11.75,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2019-05-26,11.11,11.11,11.11,0.0,0.0,11.11,11.11,11.11,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.79,10.79,10.79,0.0,0.0
