Date,FUL_Open_average,FUL_Open_max,FUL_Open_min,FUL_Open_volatility,FUL_Open_change,FUL_High_average,FUL_High_max,FUL_High_min,FUL_High_volatility,FUL_High_change,FUL_Low_average,FUL_Low_max,FUL_Low_min,FUL_Low_volatility,FUL_Low_change,FUL_Close_average,FUL_Close_max,FUL_Close_min,FUL_Close_volatility,FUL_Close_change,FUL_Volume_average,FUL_Volume_max,FUL_Volume_min,FUL_Volume_volatility,FUL_Volume_change
2018-01-14,54.084,54.79,53.7,1.0899999999999963,0.8999999999999986,54.618,55.0,54.27,0.7299999999999969,0.7299999999999969,53.786,54.39,53.39,1.0,1.0,54.23,54.89,53.46,1.4299999999999997,1.4299999999999997,354185,473567,257048,216519,-77254
2018-01-21,54.524,54.87,54.0,0.8699999999999974,-0.3200000000000003,55.106,55.54,54.5,1.0399999999999991,-1.0399999999999991,53.562,54.45,52.62,1.8300000000000054,-0.7600000000000051,53.962,55.08,52.93,2.1499999999999986,-1.3799999999999955,740075,1157273,295685,861588,-99587
2018-01-28,51.682,53.38,49.38,4.0,-4.0,51.836,53.47,49.77,3.6999999999999957,-3.6999999999999957,50.55,52.67,47.82,4.850000000000001,-4.850000000000001,50.74,53.18,47.82,5.359999999999999,-5.359999999999999,611488,947875,415670,532205,257048
2018-02-04,48.838,49.18,48.21,0.9699999999999989,0.9699999999999989,49.596000000000004,50.06,49.27,0.7899999999999991,0.45000000000000284,47.912,48.72,47.36,1.3599999999999994,1.1500000000000057,48.894,49.88,47.36,2.520000000000003,0.6900000000000048,715733,908016,453591,454425,-164321
2018-02-11,50.15,51.22,49.08,2.1400000000000006,1.6700000000000017,50.92,51.93,49.84,2.0899999999999963,2.0899999999999963,49.95,51.12,49.08,2.039999999999999,1.8599999999999994,50.775,51.69,49.58,2.1099999999999994,2.1099999999999994,395596,526941,310691,216250,164065
2018-02-18,51.85,52.33,51.35,0.9799999999999969,0.240000000000002,52.396,52.73,52.13,0.5999999999999943,0.0,51.222,51.66,50.62,1.0399999999999991,-0.2600000000000051,51.864,52.16,51.48,0.6799999999999997,0.22999999999999687,514838,624956,403262,221694,-221694
2018-02-25,50.586,52.11,49.23,2.8800000000000026,-2.769999999999996,51.084,52.35,49.6,2.75,-1.4100000000000037,49.924,51.7,48.81,2.8900000000000006,-2.5,50.454,51.85,49.51,2.3400000000000034,-1.0700000000000003,448585,567123,349865,217258,5628
2018-03-04,52.758,54.93,51.04,3.8900000000000006,3.8900000000000006,53.726,55.25,52.4,2.8500000000000014,2.8500000000000014,52.5,54.28,50.72,3.5600000000000023,3.5600000000000023,53.397999999999996,54.65,52.01,2.6400000000000006,2.530000000000001,456304,731515,322800,408715,101316
2018-03-11,52.912,54.88,51.49,3.3900000000000006,-3.3500000000000014,53.08,55.24,51.7,3.539999999999999,-3.539999999999999,51.724,53.58,50.69,2.8900000000000006,-2.8900000000000006,52.118,53.84,51.14,2.700000000000003,-2.700000000000003,465920,626680,243794,382886,-222912
2018-03-18,49.848,51.27,48.55,2.720000000000006,-2.720000000000006,50.114000000000004,51.27,48.79,2.480000000000004,-2.480000000000004,49.002,50.42,47.72,2.700000000000003,-2.6700000000000017,49.298,50.51,47.79,2.719999999999999,-1.759999999999998,483161,663429,236108,427321,242943
