Date,Amplify Online Retail_Open_average,Amplify Online Retail_Open_max,Amplify Online Retail_Open_min,Amplify Online Retail_Open_volatility,Amplify Online Retail_Open_change,Amplify Online Retail_High_average,Amplify Online Retail_High_max,Amplify Online Retail_High_min,Amplify Online Retail_High_volatility,Amplify Online Retail_High_change,Amplify Online Retail_Low_average,Amplify Online Retail_Low_max,Amplify Online Retail_Low_min,Amplify Online Retail_Low_volatility,Amplify Online Retail_Low_change,Amplify Online Retail_Close_average,Amplify Online Retail_Close_max,Amplify Online Retail_Close_min,Amplify Online Retail_Close_volatility,Amplify Online Retail_Close_change
2018-09-16,51.26,51.26,51.26,0.0,0.0,51.54,51.54,51.54,0.0,0.0,50.67,50.67,50.67,0.0,0.0,51.44,51.44,51.44,0.0,0.0
2018-09-23,52.21,52.21,52.21,0.0,0.0,52.52,52.52,52.52,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2018-09-30,47.58,47.58,47.58,0.0,0.0,47.84,47.84,47.84,0.0,0.0,46.63,46.63,46.63,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2018-10-07,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2018-10-14,44.35,44.35,44.35,0.0,0.0,45.22,45.22,45.22,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2018-10-21,43.02,43.02,43.02,0.0,0.0,43.39,43.39,43.39,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2018-10-28,45.35,45.35,45.35,0.0,0.0,45.38,45.38,45.38,0.0,0.0,44.63,44.63,44.63,0.0,0.0,45.28,45.28,45.28,0.0,0.0
2018-11-04,45.36,45.36,45.36,0.0,0.0,45.44,45.44,45.44,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2018-11-11,43.81,43.81,43.81,0.0,0.0,43.81,43.81,43.81,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2018-11-18,42.84,42.84,42.84,0.0,0.0,43.31,43.31,43.31,0.0,0.0,42.7,42.7,42.7,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2018-11-25,46.16,46.16,46.16,0.0,0.0,46.22,46.22,46.22,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2018-12-02,42.99,42.99,42.99,0.0,0.0,43.69,43.69,43.69,0.0,0.0,42.63,42.63,42.63,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2018-12-09,42.17,42.17,42.17,0.0,0.0,42.17,42.17,42.17,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.71,40.71,40.71,0.0,0.0
2018-12-16,37.39,37.39,37.39,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2018-12-23,40.34,40.34,40.34,0.0,0.0,40.46,40.46,40.46,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2018-12-30,41.49,41.49,41.49,0.0,0.0,42.8,42.8,42.8,0.0,0.0,41.49,41.49,41.49,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2019-01-06,43.03,43.03,43.03,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2019-01-13,44.52,44.52,44.52,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-01-20,45.7,45.7,45.7,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.36,45.36,45.36,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2019-01-27,46.11,46.11,46.11,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.1,46.1,46.1,0.0,0.0,46.66,46.66,46.66,0.0,0.0
2019-02-03,46.67,46.67,46.67,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.3,46.3,46.3,0.0,0.0,46.32,46.32,46.32,0.0,0.0
2019-02-10,47.17,47.17,47.17,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-02-17,47.91,47.91,47.91,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.81,47.81,47.81,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2019-02-24,49.91,49.91,49.91,0.0,0.0,49.96,49.96,49.96,0.0,0.0,48.39,48.39,48.39,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-03-03,48.57,48.57,48.57,0.0,0.0,49.53,49.53,49.53,0.0,0.0,48.57,48.57,48.57,0.0,0.0,49.53,49.53,49.53,0.0,0.0
2019-03-10,49.83,49.83,49.83,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2019-03-17,48.08,48.08,48.08,0.0,0.0,48.8,48.8,48.8,0.0,0.0,47.88,47.88,47.88,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2019-03-24,49.34,49.34,49.34,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.1,49.1,49.1,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2019-03-31,49.64,49.64,49.64,0.0,0.0,49.64,49.64,49.64,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-04-07,49.68,49.68,49.68,0.0,0.0,49.71,49.71,49.71,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2019-04-14,49.29,49.29,49.29,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.63,49.63,49.63,0.0,0.0
2019-04-21,51.14,51.14,51.14,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2019-04-28,50.61,50.61,50.61,0.0,0.0,51.46,51.46,51.46,0.0,0.0,50.44,50.44,50.44,0.0,0.0,51.3,51.3,51.3,0.0,0.0
2019-05-05,47.53,47.53,47.53,0.0,0.0,47.82,47.82,47.82,0.0,0.0,46.69,46.69,46.69,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2019-05-12,47.25,47.25,47.25,0.0,0.0,47.54,47.54,47.54,0.0,0.0,46.78,46.78,46.78,0.0,0.0,47.26,47.26,47.26,0.0,0.0
2019-05-19,46.95,46.95,46.95,0.0,0.0,47.35,47.35,47.35,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2019-05-26,45.47,45.47,45.47,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.87,44.87,44.87,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-06-02,47.84,47.84,47.84,0.0,0.0,48.57,48.57,48.57,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.86,47.86,47.86,0.0,0.0
2019-06-09,48.56,48.56,48.56,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.93,48.93,48.93,0.0,0.0
2019-06-16,49.47,49.47,49.47,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.04,49.04,49.04,0.0,0.0
2019-06-23,49.94,49.94,49.94,0.0,0.0,50.06,50.06,50.06,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.54,49.54,49.54,0.0,0.0
2019-06-30,50.04,50.04,50.04,0.0,0.0,50.21,50.21,50.21,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-07-07,50.6,50.6,50.6,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2019-07-14,49.74,49.74,49.74,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.66,49.66,49.66,0.0,0.0,49.9,49.9,49.9,0.0,0.0
2019-07-21,51.44,51.44,51.44,0.0,0.0,51.57,51.57,51.57,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-07-28,48.43,48.43,48.43,0.0,0.0,48.68,48.68,48.68,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2019-08-04,49.87,49.87,49.87,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.19,49.19,49.19,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-08-11,48.99,48.99,48.99,0.0,0.0,49.15,49.15,49.15,0.0,0.0,48.71,48.71,48.71,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-08-18,48.29,48.29,48.29,0.0,0.0,48.41,48.41,48.41,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2019-08-25,48.59,48.59,48.59,0.0,0.0,48.64,48.64,48.64,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.98,47.98,47.98,0.0,0.0
2019-09-01,49.08,49.08,49.08,0.0,0.0,49.77,49.77,49.77,0.0,0.0,48.93,48.93,48.93,0.0,0.0,49.77,49.77,49.77,0.0,0.0
2019-09-08,51.03,51.03,51.03,0.0,0.0,51.46,51.46,51.46,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-09-15,48.38,48.38,48.38,0.0,0.0,48.39,48.39,48.39,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2019-09-22,46.64,46.64,46.64,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-09-29,46.65,46.65,46.65,0.0,0.0,47.13,47.13,47.13,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2019-10-06,47.56,47.56,47.56,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-10-13,48.31,48.31,48.31,0.0,0.0,49.14,49.14,49.14,0.0,0.0,48.26,48.26,48.26,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2019-10-20,50.95,50.95,50.95,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.83,50.83,50.83,0.0,0.0,51.01,51.01,51.01,0.0,0.0
2019-10-27,48.64,48.64,48.64,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2019-11-03,47.23,47.23,47.23,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.1,47.1,47.1,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-11-10,47.36,47.36,47.36,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-11-17,47.75,47.75,47.75,0.0,0.0,48.66,48.66,48.66,0.0,0.0,47.64,47.64,47.64,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2019-11-24,49.34,49.34,49.34,0.0,0.0,49.34,49.34,49.34,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.71,48.71,48.71,0.0,0.0
2019-12-01,48.99,48.99,48.99,0.0,0.0,49.44,49.44,49.44,0.0,0.0,48.98,48.98,48.98,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-12-08,50.57,50.57,50.57,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2019-12-15,51.9,51.9,51.9,0.0,0.0,51.94,51.94,51.94,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2019-12-22,51.81,51.81,51.81,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2019-12-29,51.23,51.23,51.23,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.23,51.23,51.23,0.0,0.0,51.75,51.75,51.75,0.0,0.0
