Date,WisdomTree Chinese Yuan Strategy_Open_average,WisdomTree Chinese Yuan Strategy_Open_max,WisdomTree Chinese Yuan Strategy_Open_min,WisdomTree Chinese Yuan Strategy_Open_volatility,WisdomTree Chinese Yuan Strategy_Open_change,WisdomTree Chinese Yuan Strategy_High_average,WisdomTree Chinese Yuan Strategy_High_max,WisdomTree Chinese Yuan Strategy_High_min,WisdomTree Chinese Yuan Strategy_High_volatility,WisdomTree Chinese Yuan Strategy_High_change,WisdomTree Chinese Yuan Strategy_Low_average,WisdomTree Chinese Yuan Strategy_Low_max,WisdomTree Chinese Yuan Strategy_Low_min,WisdomTree Chinese Yuan Strategy_Low_volatility,WisdomTree Chinese Yuan Strategy_Low_change,WisdomTree Chinese Yuan Strategy_Close_average,WisdomTree Chinese Yuan Strategy_Close_max,WisdomTree Chinese Yuan Strategy_Close_min,WisdomTree Chinese Yuan Strategy_Close_volatility,WisdomTree Chinese Yuan Strategy_Close_change
2018-01-14,26.71,26.71,26.71,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-01-21,26.95,26.95,26.95,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-01-28,27.15,27.15,27.15,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.21,27.21,27.21,0.0,0.0
2018-02-04,27.0,27.0,27.0,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2018-02-11,27.5,27.5,27.5,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.16,27.16,27.16,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2018-02-18,27.03,27.03,27.03,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2018-02-25,26.91,26.91,26.91,0.0,0.0,27.18,27.18,27.18,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2018-03-04,27.06,27.06,27.06,0.0,0.0,27.12,27.12,27.12,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2018-03-11,27.09,27.09,27.09,0.0,0.0,27.21,27.21,27.21,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2018-03-18,27.35,27.35,27.35,0.0,0.0,27.46,27.46,27.46,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2018-03-25,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2018-04-01,27.31,27.31,27.31,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2018-04-08,27.5,27.5,27.5,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.39,27.39,27.39,0.0,0.0
2018-04-15,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2018-04-22,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.26,27.26,27.26,0.0,0.0
2018-04-29,27.07,27.07,27.07,0.0,0.0,27.2,27.2,27.2,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-05-06,27.25,27.25,27.25,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.22,27.22,27.22,0.0,0.0
2018-05-13,27.09,27.09,27.09,0.0,0.0,27.13,27.13,27.13,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.13,27.13,27.13,0.0,0.0
2018-05-20,27.04,27.04,27.04,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.03,27.03,27.03,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2018-05-27,27.01,27.01,27.01,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2018-06-03,27.1,27.1,27.1,0.0,0.0,27.1,27.1,27.1,0.0,0.0,26.89,26.89,26.89,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2018-06-10,26.79,26.79,26.79,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2018-06-17,26.42,26.42,26.42,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2018-06-24,25.9,25.9,25.9,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-07-01,26.2,26.2,26.2,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-07-08,25.91,25.91,25.91,0.0,0.0,26.01,26.01,26.01,0.0,0.0,25.85,25.85,25.85,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-07-15,25.52,25.52,25.52,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2018-07-22,25.54,25.54,25.54,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-07-29,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2018-08-05,25.26,25.26,25.26,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-08-12,25.4,25.4,25.4,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2018-08-19,25.6,25.6,25.6,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-08-26,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-09-02,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-09-09,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2018-09-16,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-09-23,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-09-30,25.1,25.1,25.1,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-10-07,25.15,25.15,25.15,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2018-10-14,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-10-21,25.05,25.05,25.05,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2018-10-28,25.36,25.36,25.36,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-11-04,25.21,25.21,25.21,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2018-11-11,25.12,25.12,25.12,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-11-18,25.24,25.24,25.24,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-11-25,25.41,25.41,25.41,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2018-12-02,25.37,25.37,25.37,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2018-12-09,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2018-12-16,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2018-12-23,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0,24.54,24.54,24.54,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-12-30,25.39,25.39,25.39,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-01-06,25.8,25.8,25.8,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-01-13,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-01-20,25.8,25.8,25.8,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-01-27,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-02-03,25.69,25.69,25.69,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-02-10,25.76,25.76,25.76,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2019-02-17,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-02-24,26.04,26.04,26.04,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-03-03,25.96,25.96,25.96,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2019-03-10,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2019-03-17,26.04,26.04,26.04,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-03-24,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-03-31,26.05,26.05,26.05,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-04-07,26.1,26.1,26.1,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2019-04-14,26.14,26.14,26.14,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-04-21,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2019-04-28,25.91,25.91,25.91,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-05-05,25.4,25.4,25.4,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2019-05-12,25.29,25.29,25.29,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-05-19,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-05-26,25.45,25.45,25.45,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.49,25.49,25.49,0.0,0.0
2019-06-02,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2019-06-09,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.42,25.42,25.42,0.0,0.0
2019-06-16,25.63,25.63,25.63,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.71,25.71,25.71,0.0,0.0
2019-06-23,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-06-30,25.61,25.61,25.61,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.51,25.51,25.51,0.0,0.0
