Date,WisdomTree Chinese Yuan Strategy_Open_average,WisdomTree Chinese Yuan Strategy_Open_max,WisdomTree Chinese Yuan Strategy_Open_min,WisdomTree Chinese Yuan Strategy_Open_volatility,WisdomTree Chinese Yuan Strategy_Open_change,WisdomTree Chinese Yuan Strategy_High_average,WisdomTree Chinese Yuan Strategy_High_max,WisdomTree Chinese Yuan Strategy_High_min,WisdomTree Chinese Yuan Strategy_High_volatility,WisdomTree Chinese Yuan Strategy_High_change,WisdomTree Chinese Yuan Strategy_Low_average,WisdomTree Chinese Yuan Strategy_Low_max,WisdomTree Chinese Yuan Strategy_Low_min,WisdomTree Chinese Yuan Strategy_Low_volatility,WisdomTree Chinese Yuan Strategy_Low_change,WisdomTree Chinese Yuan Strategy_Close_average,WisdomTree Chinese Yuan Strategy_Close_max,WisdomTree Chinese Yuan Strategy_Close_min,WisdomTree Chinese Yuan Strategy_Close_volatility,WisdomTree Chinese Yuan Strategy_Close_change
2019-07-07,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2019-07-14,25.65,25.65,25.65,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-07-21,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-07-28,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2019-08-04,24.9,24.9,24.9,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-08-11,25.09,25.09,25.09,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-08-18,24.64,24.64,24.64,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-08-25,24.88,24.88,24.88,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2019-09-01,24.87,24.87,24.87,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-09-08,25.23,25.23,25.23,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-09-15,25.03,25.03,25.03,0.0,0.0,25.04,25.04,25.04,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-09-22,24.75,24.75,24.75,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2019-09-29,24.91,24.91,24.91,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-10-06,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-10-13,25.21,25.21,25.21,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2019-10-20,25.24,25.24,25.24,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-10-27,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2019-11-03,25.38,25.38,25.38,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2019-11-10,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2019-11-17,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2019-11-24,25.39,25.39,25.39,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2019-12-01,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2019-12-08,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2019-12-15,25.18,25.18,25.18,0.0,0.0,25.23,25.23,25.23,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-12-22,25.02,25.02,25.02,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-12-29,25.12,25.12,25.12,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.16,25.16,25.16,0.0,0.0
