Date,SPDR SSGA Gender Diversity_Open_average,SPDR SSGA Gender Diversity_Open_max,SPDR SSGA Gender Diversity_Open_min,SPDR SSGA Gender Diversity_Open_volatility,SPDR SSGA Gender Diversity_Open_change,SPDR SSGA Gender Diversity_High_average,SPDR SSGA Gender Diversity_High_max,SPDR SSGA Gender Diversity_High_min,SPDR SSGA Gender Diversity_High_volatility,SPDR SSGA Gender Diversity_High_change,SPDR SSGA Gender Diversity_Low_average,SPDR SSGA Gender Diversity_Low_max,SPDR SSGA Gender Diversity_Low_min,SPDR SSGA Gender Diversity_Low_volatility,SPDR SSGA Gender Diversity_Low_change,SPDR SSGA Gender Diversity_Close_average,SPDR SSGA Gender Diversity_Close_max,SPDR SSGA Gender Diversity_Close_min,SPDR SSGA Gender Diversity_Close_volatility,SPDR SSGA Gender Diversity_Close_change
2018-04-01,69.62,69.62,69.62,0.0,0.0,70.28,70.28,70.28,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2018-04-08,71.07,71.07,71.07,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.05,71.05,71.05,0.0,0.0,71.44,71.44,71.44,0.0,0.0
2018-04-15,71.23,71.23,71.23,0.0,0.0,71.28,71.28,71.28,0.0,0.0,70.93,70.93,70.93,0.0,0.0,71.1,71.1,71.1,0.0,0.0
2018-04-22,71.35,71.35,71.35,0.0,0.0,71.35,71.35,71.35,0.0,0.0,70.8,70.8,70.8,0.0,0.0,70.9,70.9,70.9,0.0,0.0
2018-04-29,70.31,70.31,70.31,0.0,0.0,70.31,70.31,70.31,0.0,0.0,69.9,69.9,69.9,0.0,0.0,70.03,70.03,70.03,0.0,0.0
2018-05-06,71.73,71.73,71.73,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.4,71.4,71.4,0.0,0.0,71.42,71.42,71.42,0.0,0.0
2018-05-13,72.0,72.0,72.0,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.9,71.9,71.9,0.0,0.0,71.95,71.95,71.95,0.0,0.0
2018-05-20,71.78,71.78,71.78,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2018-05-27,72.48,72.48,72.48,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.41,72.41,72.41,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2018-06-03,73.77,73.77,73.77,0.0,0.0,73.88,73.88,73.88,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.71,73.71,73.71,0.0,0.0
2018-06-10,73.15,73.15,73.15,0.0,0.0,73.47,73.47,73.47,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2018-06-17,73.12,73.12,73.12,0.0,0.0,73.12,73.12,73.12,0.0,0.0,72.17,72.17,72.17,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2018-06-24,71.73,71.73,71.73,0.0,0.0,72.35,72.35,72.35,0.0,0.0,71.73,71.73,71.73,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2018-07-01,73.74,73.74,73.74,0.0,0.0,73.96,73.96,73.96,0.0,0.0,73.74,73.74,73.74,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2018-07-08,74.5,74.5,74.5,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.16,74.16,74.16,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2018-07-15,74.42,74.42,74.42,0.0,0.0,74.71,74.71,74.71,0.0,0.0,74.42,74.42,74.42,0.0,0.0,74.62,74.62,74.62,0.0,0.0
2018-07-22,74.89,74.89,74.89,0.0,0.0,74.89,74.89,74.89,0.0,0.0,74.34,74.34,74.34,0.0,0.0,74.35,74.35,74.35,0.0,0.0
2018-07-29,75.14,75.14,75.14,0.0,0.0,75.29,75.29,75.29,0.0,0.0,75.04,75.04,75.04,0.0,0.0,75.21,75.21,75.21,0.0,0.0
2018-08-05,74.99,74.99,74.99,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.49,74.49,74.49,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2018-08-12,75.84,75.84,75.84,0.0,0.0,76.05,76.05,76.05,0.0,0.0,75.8,75.8,75.8,0.0,0.0,76.05,76.05,76.05,0.0,0.0
2018-08-19,76.73,76.73,76.73,0.0,0.0,76.77,76.77,76.77,0.0,0.0,76.67,76.67,76.67,0.0,0.0,76.71,76.71,76.71,0.0,0.0
2018-08-26,76.49,76.49,76.49,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.38,76.38,76.38,0.0,0.0
2018-09-02,76.9,76.9,76.9,0.0,0.0,77.02,77.02,77.02,0.0,0.0,76.81,76.81,76.81,0.0,0.0,76.95,76.95,76.95,0.0,0.0
2018-09-09,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.0,77.0,77.0,0.0,0.0,77.03,77.03,77.03,0.0,0.0
2018-09-16,77.54,77.54,77.54,0.0,0.0,77.54,77.54,77.54,0.0,0.0,76.96,76.96,76.96,0.0,0.0,76.99,76.99,76.99,0.0,0.0
2018-09-23,77.11,77.11,77.11,0.0,0.0,77.11,77.11,77.11,0.0,0.0,76.68,76.68,76.68,0.0,0.0,76.68,76.68,76.68,0.0,0.0
2018-09-30,75.48,75.48,75.48,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.59,75.59,75.59,0.0,0.0
2018-10-07,72.5,72.5,72.5,0.0,0.0,72.91,72.91,72.91,0.0,0.0,72.45,72.45,72.45,0.0,0.0,72.74,72.74,72.74,0.0,0.0
2018-10-14,72.89,72.89,72.89,0.0,0.0,72.89,72.89,72.89,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.41,72.41,72.41,0.0,0.0
2018-10-21,70.5,70.5,70.5,0.0,0.0,70.78,70.78,70.78,0.0,0.0,68.99,68.99,68.99,0.0,0.0,69.68,69.68,69.68,0.0,0.0
2018-10-28,72.24,72.24,72.24,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.24,72.24,72.24,0.0,0.0,72.68,72.68,72.68,0.0,0.0
2018-11-04,73.96,73.96,73.96,0.0,0.0,73.96,73.96,73.96,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.75,72.75,72.75,0.0,0.0
2018-11-11,73.07,73.07,73.07,0.0,0.0,73.07,73.07,73.07,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.04,72.04,72.04,0.0,0.0
2018-11-18,71.14,71.14,71.14,0.0,0.0,71.53,71.53,71.53,0.0,0.0,71.14,71.14,71.14,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2018-11-25,75.3,75.3,75.3,0.0,0.0,75.3,75.3,75.3,0.0,0.0,73.84,73.84,73.84,0.0,0.0,74.31,74.31,74.31,0.0,0.0
2018-12-02,70.84,70.84,70.84,0.0,0.0,70.84,70.84,70.84,0.0,0.0,69.48,69.48,69.48,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2018-12-09,69.39,69.39,69.39,0.0,0.0,69.39,69.39,69.39,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2018-12-16,60.97,60.97,60.97,0.0,0.0,61.26,61.26,61.26,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2018-12-23,63.45,63.45,63.45,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.18,63.18,63.18,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2018-12-30,64.51,64.51,64.51,0.0,0.0,65.17,65.17,65.17,0.0,0.0,64.37,64.37,64.37,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2019-01-06,65.54,65.54,65.54,0.0,0.0,65.91,65.91,65.91,0.0,0.0,65.54,65.54,65.54,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-01-13,67.35,67.35,67.35,0.0,0.0,67.87,67.87,67.87,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2019-01-20,67.34,67.34,67.34,0.0,0.0,67.37,67.37,67.37,0.0,0.0,66.89,66.89,66.89,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2019-01-27,68.89,68.89,68.89,0.0,0.0,69.16,69.16,69.16,0.0,0.0,68.68,68.68,68.68,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2019-02-03,69.11,69.11,69.11,0.0,0.0,69.11,69.11,69.11,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.94,68.94,68.94,0.0,0.0
2019-02-10,70.23,70.23,70.23,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2019-02-17,71.13,71.13,71.13,0.0,0.0,71.21,71.21,71.21,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.82,70.82,70.82,0.0,0.0
2019-02-24,71.47,71.47,71.47,0.0,0.0,71.47,71.47,71.47,0.0,0.0,70.31,70.31,70.31,0.0,0.0,70.83,70.83,70.83,0.0,0.0
2019-03-03,69.66,69.66,69.66,0.0,0.0,70.3,70.3,70.3,0.0,0.0,69.66,69.66,69.66,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2019-03-10,70.98,70.98,70.98,0.0,0.0,71.13,71.13,71.13,0.0,0.0,70.86,70.86,70.86,0.0,0.0,71.12,71.12,71.12,0.0,0.0
2019-03-17,69.88,69.88,69.88,0.0,0.0,70.04,70.04,70.04,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.84,69.84,69.84,0.0,0.0
2019-03-24,71.5,71.5,71.5,0.0,0.0,71.7,71.7,71.7,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.7,71.7,71.7,0.0,0.0
2019-03-31,72.09,72.09,72.09,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.85,71.85,71.85,0.0,0.0,72.19,72.19,72.19,0.0,0.0
2019-04-07,72.36,72.36,72.36,0.0,0.0,72.36,72.36,72.36,0.0,0.0,72.03,72.03,72.03,0.0,0.0,72.18,72.18,72.18,0.0,0.0
2019-04-14,71.88,71.88,71.88,0.0,0.0,72.0,72.0,72.0,0.0,0.0,71.88,71.88,71.88,0.0,0.0,71.98,71.98,71.98,0.0,0.0
2019-04-21,72.75,72.75,72.75,0.0,0.0,72.85,72.85,72.85,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.71,72.71,72.71,0.0,0.0
2019-04-28,72.1,72.1,72.1,0.0,0.0,72.96,72.96,72.96,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2019-05-05,70.59,70.59,70.59,0.0,0.0,70.95,70.95,70.95,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.28,70.28,70.28,0.0,0.0
2019-05-12,71.06,71.06,71.06,0.0,0.0,71.33,71.33,71.33,0.0,0.0,70.86,70.86,70.86,0.0,0.0,71.07,71.07,71.07,0.0,0.0
2019-05-19,71.34,71.34,71.34,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.22,71.22,71.22,0.0,0.0
2019-05-26,69.52,69.52,69.52,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.63,69.63,69.63,0.0,0.0
2019-06-02,73.1,73.1,73.1,0.0,0.0,73.21,73.21,73.21,0.0,0.0,72.86,72.86,72.86,0.0,0.0,72.91,72.91,72.91,0.0,0.0
2019-06-09,73.03,73.03,73.03,0.0,0.0,73.08,73.08,73.08,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.84,72.84,72.84,0.0,0.0
2019-06-16,73.95,73.95,73.95,0.0,0.0,74.01,74.01,74.01,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.72,73.72,73.72,0.0,0.0
2019-06-23,74.59,74.59,74.59,0.0,0.0,74.59,74.59,74.59,0.0,0.0,73.88,73.88,73.88,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2019-06-30,74.67,74.67,74.67,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.47,74.47,74.47,0.0,0.0,74.58,74.58,74.58,0.0,0.0
2019-07-07,75.12,75.12,75.12,0.0,0.0,75.12,75.12,75.12,0.0,0.0,75.0,75.0,75.0,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2019-07-14,74.1,74.1,74.1,0.0,0.0,74.1,74.1,74.1,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2019-07-21,75.88,75.88,75.88,0.0,0.0,75.88,75.88,75.88,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.58,75.58,75.58,0.0,0.0
2019-07-28,72.49,72.49,72.49,0.0,0.0,72.49,72.49,72.49,0.0,0.0,70.99,70.99,70.99,0.0,0.0,71.18,71.18,71.18,0.0,0.0
2019-08-04,72.39,72.39,72.39,0.0,0.0,72.54,72.54,72.54,0.0,0.0,71.97,71.97,71.97,0.0,0.0,72.12,72.12,72.12,0.0,0.0
2019-08-11,73.03,73.03,73.03,0.0,0.0,73.08,73.08,73.08,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.98,72.98,72.98,0.0,0.0
2019-08-18,72.05,72.05,72.05,0.0,0.0,72.05,72.05,72.05,0.0,0.0,71.58,71.58,71.58,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2019-08-25,73.51,73.51,73.51,0.0,0.0,73.51,73.51,73.51,0.0,0.0,72.95,72.95,72.95,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2019-09-01,74.4,74.4,74.4,0.0,0.0,74.4,74.4,74.4,0.0,0.0,73.82,73.82,73.82,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2019-09-08,74.4,74.4,74.4,0.0,0.0,74.43,74.43,74.43,0.0,0.0,74.22,74.22,74.22,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2019-09-15,73.27,73.27,73.27,0.0,0.0,73.69,73.69,73.69,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2019-09-22,73.31,73.31,73.31,0.0,0.0,73.57,73.57,73.57,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2019-09-29,72.8,72.8,72.8,0.0,0.0,73.03,73.03,73.03,0.0,0.0,72.67,72.67,72.67,0.0,0.0,72.67,72.67,72.67,0.0,0.0
2019-10-06,73.2,73.2,73.2,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.13,73.13,73.13,0.0,0.0,73.22,73.22,73.22,0.0,0.0
2019-10-13,73.81,73.81,73.81,0.0,0.0,73.81,73.81,73.81,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.73,73.73,73.73,0.0,0.0
2019-10-20,74.5,74.5,74.5,0.0,0.0,74.69,74.69,74.69,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-10-27,75.36,75.36,75.36,0.0,0.0,75.36,75.36,75.36,0.0,0.0,74.99,74.99,74.99,0.0,0.0,75.07,75.07,75.07,0.0,0.0
2019-11-03,75.07,75.07,75.07,0.0,0.0,75.18,75.18,75.18,0.0,0.0,74.99,74.99,74.99,0.0,0.0,75.12,75.12,75.12,0.0,0.0
2019-11-10,75.84,75.84,75.84,0.0,0.0,76.16,76.16,76.16,0.0,0.0,75.75,75.75,75.75,0.0,0.0,76.16,76.16,76.16,0.0,0.0
2019-11-17,75.93,75.93,75.93,0.0,0.0,76.16,76.16,76.16,0.0,0.0,75.93,75.93,75.93,0.0,0.0,76.16,76.16,76.16,0.0,0.0
2019-11-24,76.69,76.69,76.69,0.0,0.0,76.69,76.69,76.69,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.9,75.9,75.9,0.0,0.0
2019-12-01,76.23,76.23,76.23,0.0,0.0,76.34,76.34,76.34,0.0,0.0,76.07,76.07,76.07,0.0,0.0,76.07,76.07,76.07,0.0,0.0
2019-12-08,77.04,77.04,77.04,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.01,77.01,77.01,0.0,0.0,77.17,77.17,77.17,0.0,0.0
2019-12-15,77.71,77.71,77.71,0.0,0.0,77.71,77.71,77.71,0.0,0.0,77.41,77.41,77.41,0.0,0.0,77.41,77.41,77.41,0.0,0.0
2019-12-22,77.62,77.62,77.62,0.0,0.0,77.62,77.62,77.62,0.0,0.0,77.05,77.05,77.05,0.0,0.0,77.08,77.08,77.08,0.0,0.0
2019-12-29,77.03,77.03,77.03,0.0,0.0,77.51,77.51,77.51,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.26,77.26,77.26,0.0,0.0
