Date,USB_Open_average,USB_Open_max,USB_Open_min,USB_Open_volatility,USB_Open_change,USB_High_average,USB_High_max,USB_High_min,USB_High_volatility,USB_High_change,USB_Low_average,USB_Low_max,USB_Low_min,USB_Low_volatility,USB_Low_change,USB_Close_average,USB_Close_max,USB_Close_min,USB_Close_volatility,USB_Close_change,USB_Volume_average,USB_Volume_max,USB_Volume_min,USB_Volume_volatility,USB_Volume_change
2018-01-14,56.826,57.54,56.49,1.0499999999999972,-1.0,57.064,57.69,56.52,1.1699999999999946,-0.4299999999999997,56.186,56.93,55.37,1.5600000000000023,-0.39000000000000057,56.676,57.26,56.15,1.1099999999999994,0.0899999999999963,9211395,10529331,7687224,2842107,-1152984
2018-01-21,57.622,58.04,56.86,1.1799999999999997,1.1799999999999997,58.038,58.5,57.48,1.0200000000000031,1.0200000000000031,57.442,57.93,56.79,1.1400000000000006,1.1400000000000006,57.802,58.11,57.18,0.9299999999999997,0.8100000000000023,5796689,6057607,5449676,607931,554336
2018-01-28,57.098,57.64,56.37,1.2700000000000031,-1.2700000000000031,57.584,58.09,56.92,1.1700000000000017,-1.1700000000000017,56.476,57.39,54.48,2.9100000000000037,-2.9100000000000037,56.704,57.46,54.62,2.8400000000000034,-2.780000000000001,7402364,11580887,5069000,6511887,6511887
2018-02-04,54.024,54.79,53.32,1.4699999999999989,0.6099999999999994,54.884,55.68,54.08,1.6000000000000014,-0.7299999999999969,53.084,54.4,51.87,2.530000000000001,0.5,53.958,54.8,52.65,2.1499999999999986,-0.6499999999999986,11946065,17726436,7598607,10127829,-10127829
2018-02-11,54.557500000000005,55.6,53.7,1.8999999999999986,1.1999999999999957,55.43,56.04,54.36,1.6799999999999997,1.5600000000000023,54.31,54.9,53.58,1.3200000000000003,1.2899999999999991,55.04,55.61,54.14,1.4699999999999989,1.4699999999999989,6498484,7157748,5558107,1599641,665352
2018-02-18,55.202,55.67,54.44,1.230000000000004,0.1700000000000017,55.766,56.06,55.51,0.5500000000000043,-0.21000000000000085,54.588,54.83,54.16,0.6700000000000017,0.0899999999999963,55.122,55.84,54.27,1.5700000000000003,0.9300000000000068,5997186,6667542,5353887,1313655,-686104
2018-02-25,54.266,55.84,52.78,3.0600000000000023,-2.8700000000000045,54.792,56.1,53.51,2.5900000000000034,-1.9600000000000009,53.48,55.01,52.3,2.710000000000001,-2.229999999999997,53.984,55.01,53.17,1.8399999999999963,-1.0399999999999991,5791597,8239875,4705847,3534028,58532
2018-03-04,54.2,55.21,53.58,1.6300000000000026,1.1799999999999997,54.626,55.51,53.97,1.5399999999999991,1.2800000000000011,53.78,54.87,52.97,1.8999999999999986,1.3900000000000006,54.412,55.28,53.66,1.6200000000000045,0.8399999999999963,5160946,6123542,3647698,2475844,-1358775
2018-03-11,53.952,55.3,53.21,2.0899999999999963,-2.0899999999999963,54.152,55.4,53.31,2.0899999999999963,-2.0899999999999963,53.17,54.06,52.36,1.7000000000000028,-1.7000000000000028,53.368,54.15,52.8,1.3500000000000014,-1.3500000000000014,7525038,10911509,5587328,5324181,2579271
2018-03-18,51.762,53.05,50.23,2.8200000000000003,-2.8200000000000003,52.216,53.35,50.9,2.450000000000003,-1.9200000000000017,50.878,52.55,49.15,3.3999999999999986,-2.729999999999997,51.268,52.6,49.25,3.3500000000000014,-1.3100000000000023,8055446,10526548,4444548,6082000,4557240
2018-03-25,50.425,51.35,49.69,1.6600000000000037,-0.8999999999999986,50.8425,51.42,50.49,0.9299999999999997,-0.7899999999999991,49.445,49.9,49.03,0.8699999999999974,-0.44999999999999574,50.0275,50.5,49.68,0.8200000000000003,-0.17999999999999972,7632357,8787066,5399324,3387742,164979
2018-04-01,50.306,51.13,49.51,1.6200000000000045,0.6900000000000048,51.024,51.53,50.35,1.1799999999999997,1.1799999999999997,50.002,50.86,49.45,1.4099999999999966,0.9499999999999957,50.58,51.08,50.27,0.8099999999999952,0.3200000000000003,6764063,7811266,5628509,2182757,-1054329
2018-04-08,51.178,51.83,50.65,1.1799999999999997,0.23000000000000398,51.44,51.88,50.9,0.980000000000004,0.13000000000000256,50.714,51.07,50.38,0.6899999999999977,0.3999999999999986,51.046,51.41,50.55,0.8599999999999994,0.3299999999999983,6391813,8190359,4345099,3845260,1933403
2018-04-15,50.82,51.72,50.0,1.7199999999999989,-1.240000000000002,51.128,51.89,50.78,1.1099999999999994,-1.1099999999999994,50.22,50.83,49.81,1.019999999999996,-0.4799999999999969,50.538000000000004,51.02,50.0,1.0200000000000031,-0.480000000000004,9449362,12921311,7813872,5107439,79663
2018-04-22,50.756,51.42,50.35,1.0700000000000003,0.7600000000000051,51.32,51.6,51.11,0.490000000000002,0.3100000000000023,50.348,50.62,50.0,0.6199999999999974,0.35999999999999943,50.738,51.25,50.42,0.8299999999999983,0.030000000000001137,6565652,7772171,5177936,2594235,825617
2018-04-29,50.138,50.54,49.64,0.8999999999999986,0.259999999999998,50.558,50.77,50.14,0.6300000000000026,-0.23000000000000398,49.666,50.05,49.15,0.8999999999999986,0.12999999999999545,50.252,50.72,49.86,0.8599999999999994,-0.35999999999999943,6130932,8468425,4410435,4057990,1162301
2018-05-06,50.964,51.68,50.33,1.3500000000000014,1.3500000000000014,51.34,51.86,50.76,1.1000000000000014,0.9400000000000048,50.658,51.28,50.07,1.2100000000000009,0.9799999999999969,51.002,51.5,50.33,1.1700000000000017,0.8500000000000014,5208900,5832387,4730111,1102276,-1102276
2018-05-13,50.96,51.11,50.8,0.3100000000000023,-0.25,51.212,51.37,51.11,0.259999999999998,-0.259999999999998,50.698,50.95,50.47,0.480000000000004,-0.2600000000000051,50.902,51.15,50.55,0.6000000000000014,-0.4199999999999946,5249133,6915640,4532028,2383612,-2239840
2018-05-20,50.677499999999995,50.85,50.41,0.44000000000000483,-0.44000000000000483,51.0225,51.57,50.66,0.9100000000000037,-0.9100000000000037,50.415,50.75,50.25,0.5,-0.3999999999999986,50.8025,51.06,50.54,0.5200000000000031,-0.5200000000000031,5455872,6224437,4345967,1878470,-1878470
2018-05-27,50.098,50.97,49.34,1.6299999999999955,0.9600000000000009,50.472,51.13,49.96,1.1700000000000017,1.0700000000000003,49.6,50.7,48.49,2.210000000000001,2.210000000000001,50.072,50.91,48.86,2.049999999999997,2.049999999999997,9869632,13759804,4431553,9328251,-7174886
2018-06-03,51.602,52.2,50.82,1.3800000000000026,1.3800000000000026,51.964,52.23,51.41,0.8200000000000003,0.8200000000000003,51.27,51.59,50.61,0.980000000000004,0.8100000000000023,51.664,52.05,51.22,0.8299999999999983,0.23000000000000398,6420504,7965834,4811323,3154511,-2023855
2018-06-10,51.116,51.45,50.78,0.6700000000000017,-0.6200000000000045,51.508,51.7,51.35,0.3500000000000014,-0.30999999999999517,50.760000000000005,51.03,50.56,0.46999999999999886,-0.46999999999999886,51.18,51.38,50.93,0.45000000000000284,0.05000000000000426,9432907,17352604,5159238,12193366,1848149
2018-06-17,51.18,52.03,50.63,1.3999999999999986,-0.12999999999999545,51.432,52.07,50.69,1.3800000000000026,-1.1099999999999994,50.65,51.23,50.03,1.1999999999999957,-0.6700000000000017,51.05,51.65,50.58,1.0700000000000003,-1.0700000000000003,8314440,13591960,6483974,7107986,-6850748
2018-06-24,49.994,50.53,49.62,0.9100000000000037,-0.9100000000000037,50.42,50.72,49.94,0.7800000000000011,-0.21999999999999886,49.702,49.99,49.23,0.7600000000000051,-0.30999999999999517,50.016,50.41,49.62,0.7899999999999991,0.20999999999999375,6802775,9521884,5063765,4458119,-1607833
