Date,MUSA_Open_average,MUSA_Open_max,MUSA_Open_min,MUSA_Open_volatility,MUSA_Open_change,MUSA_High_average,MUSA_High_max,MUSA_High_min,MUSA_High_volatility,MUSA_High_change,MUSA_Low_average,MUSA_Low_max,MUSA_Low_min,MUSA_Low_volatility,MUSA_Low_change,MUSA_Close_average,MUSA_Close_max,MUSA_Close_min,MUSA_Close_volatility,MUSA_Close_change,MUSA_Volume_average,MUSA_Volume_max,MUSA_Volume_min,MUSA_Volume_volatility,MUSA_Volume_change
2018-01-14,86.972,87.51,86.42,1.0900000000000034,0.4000000000000057,87.61999999999999,88.25,86.71,1.5400000000000063,0.9200000000000017,86.228,86.9,85.27,1.6300000000000097,1.6300000000000097,86.914,88.2,86.0,2.200000000000003,2.200000000000003,367014,671338,149444,521894,-331661
2018-01-21,88.176,88.88,86.59,2.289999999999992,-1.5499999999999972,88.776,89.69,87.08,2.6099999999999994,-1.8299999999999983,87.124,87.86,85.89,1.9699999999999989,-1.8199999999999932,87.584,88.59,86.11,2.480000000000004,-2.480000000000004,174240,236330,143984,92346,92346
2018-01-28,81.60600000000001,85.66,74.95,10.709999999999994,-10.420000000000002,82.114,86.72,75.39,11.329999999999998,-10.429999999999993,78.13199999999999,84.69,70.86,13.829999999999998,-13.689999999999998,79.34,85.31,71.4,13.909999999999997,-13.699999999999989,916414,2097584,378295,1719289,257483
2018-02-04,70.872,71.83,70.25,1.5799999999999983,0.28000000000000114,72.092,72.87,71.12,1.75,0.5600000000000023,69.372,70.76,67.59,3.1700000000000017,0.6400000000000006,71.012,72.14,69.42,2.719999999999999,0.0799999999999983,362492,527211,280894,246317,-156221
2018-02-11,74.15,75.54,71.7,3.8400000000000034,3.730000000000004,75.55,75.86,75.03,0.8299999999999983,0.8299999999999983,73.6875,74.79,71.38,3.410000000000011,3.410000000000011,75.115,75.5,74.48,1.019999999999996,0.8399999999999892,255306,410958,166866,244092,-244092
2018-02-18,75.12,75.38,74.89,0.4899999999999949,0.3500000000000085,75.72200000000001,75.93,75.36,0.5700000000000074,0.20000000000000284,74.58200000000001,74.8,74.34,0.45999999999999375,-0.1700000000000017,74.986,75.29,74.66,0.6300000000000097,0.3400000000000034,233502,429224,158404,270820,18667
2018-02-25,74.722,75.16,74.12,1.039999999999992,-0.9099999999999966,75.728,76.22,75.04,1.1799999999999926,-0.7600000000000051,74.144,74.79,72.74,2.0500000000000114,-0.5900000000000034,74.886,75.25,74.45,0.7999999999999972,0.5999999999999943,337861,482453,247863,234590,119341
2018-03-04,76.11,76.57,75.51,1.059999999999988,0.8899999999999864,77.07600000000001,78.53,76.37,2.1599999999999966,-1.4899999999999949,75.228,75.68,74.91,0.7700000000000102,-0.5400000000000063,76.032,77.13,75.23,1.8999999999999915,-1.8699999999999903,281640,415699,199090,216609,-67452
2018-03-11,75.02199999999999,75.5,74.07,1.4300000000000068,-0.060000000000002274,75.818,76.49,75.21,1.2800000000000011,0.5499999999999972,74.30799999999999,75.44,73.72,1.7199999999999989,0.8999999999999915,75.054,76.25,74.06,2.1899999999999977,1.4699999999999989,223019,375612,149542,226070,37114
2018-03-18,72.334,76.16,70.53,5.6299999999999955,-4.679999999999993,73.268,76.58,71.4,5.179999999999993,-2.950000000000003,71.092,72.29,70.16,2.1300000000000097,-1.3000000000000114,71.72399999999999,73.33,70.35,2.980000000000004,0.8700000000000045,293088,363402,265348,98054,-97471
2018-03-25,72.65,73.29,72.2,1.0900000000000034,-0.7800000000000011,73.3475,73.91,73.13,0.7800000000000011,-0.7299999999999898,71.525,72.27,69.71,2.5600000000000023,-2.5600000000000023,72.03,72.88,70.44,2.4399999999999977,-2.4399999999999977,266356,327237,213647,113590,68115
2018-04-01,70.522,71.43,69.89,1.5400000000000063,-0.6599999999999966,71.45,72.18,70.83,1.3500000000000085,-1.3500000000000085,69.42,70.25,67.91,2.3400000000000034,-2.3400000000000034,70.05799999999999,70.97,68.02,2.950000000000003,-2.530000000000001,413364,512599,281936,230663,230663
2018-04-08,66.9,68.72,64.26,4.459999999999994,-4.459999999999994,67.706,69.43,65.19,4.240000000000009,-4.240000000000009,65.666,67.91,61.7,6.209999999999994,-3.730000000000004,66.83,69.02,63.91,5.109999999999999,-4.179999999999993,793198,1846787,496928,1349859,-35163
2018-04-15,64.536,65.31,63.1,2.210000000000001,-2.210000000000001,65.07600000000001,65.87,63.25,2.6200000000000045,-2.5400000000000063,63.576,64.7,62.0,2.700000000000003,-1.9600000000000009,64.05199999999999,64.98,62.98,2.000000000000007,-1.4799999999999969,350867,421300,262250,159050,56727
2018-04-22,63.668,64.56,63.12,1.4400000000000048,0.5300000000000011,64.418,65.17,64.14,1.0300000000000011,-0.010000000000005116,62.74,62.93,62.55,0.38000000000000256,-0.1600000000000037,63.402,64.19,62.57,1.6199999999999974,-0.5700000000000003,323607,414742,216031,198711,47910
2018-04-29,64.81,66.88,62.36,4.519999999999996,3.8599999999999994,66.708,68.03,64.23,3.799999999999997,2.3900000000000006,63.53,65.68,61.05,4.63000000000001,3.3000000000000043,65.59,67.01,63.9,3.1100000000000065,2.039999999999999,720250,1206474,447500,758974,-38757
2018-05-06,66.688,67.36,65.78,1.5799999999999983,1.019999999999996,68.388,69.04,67.81,1.230000000000004,0.6900000000000119,66.374,66.8,65.78,1.019999999999996,1.019999999999996,67.34,68.7,66.37,2.3299999999999983,1.5400000000000063,527225,770933,400926,370007,-370007
2018-05-13,68.77799999999999,69.42,68.24,1.1800000000000068,0.21999999999999886,69.404,70.31,68.5,1.8100000000000023,-1.0499999999999972,68.216,69.22,67.57,1.6500000000000057,-0.6700000000000017,68.616,69.47,67.81,1.6599999999999966,-1.5,349664,466417,217669,248748,-234710
2018-05-20,66.72,68.25,65.6,2.6500000000000057,-1.6500000000000057,67.4275,68.53,66.71,1.8200000000000074,-1.0700000000000074,65.7,66.6,64.89,1.7099999999999937,0.6599999999999966,66.61,67.12,66.03,1.0900000000000034,1.0900000000000034,467063,575267,370583,204684,1268
2018-05-27,67.148,68.49,66.4,2.089999999999989,0.10999999999999943,68.148,68.49,67.6,0.8900000000000006,0.4900000000000091,66.54,67.25,66.16,1.0900000000000034,0.2400000000000091,67.224,68.03,66.62,1.4099999999999966,1.2000000000000028,406353,554410,309262,245148,233066
2018-06-03,70.7,72.12,67.91,4.210000000000008,4.210000000000008,72.264,73.09,71.67,1.4200000000000017,1.4200000000000017,70.134,71.52,67.91,3.6099999999999994,3.6099999999999994,71.53999999999999,72.44,70.42,2.019999999999996,0.8400000000000034,480769,669916,392802,277114,-215651
2018-06-10,71.862,72.93,70.78,2.1500000000000057,-1.2199999999999989,72.872,73.5,71.69,1.8100000000000023,0.4099999999999966,71.02,72.31,70.42,1.8900000000000006,-0.5799999999999983,72.108,73.33,70.77,2.5600000000000023,0.5300000000000011,575126,807587,474528,333059,-278405
2018-06-17,78.448,81.27,73.14,8.129999999999995,6.769999999999996,80.214,81.45,77.81,3.6400000000000006,2.1899999999999977,77.414,79.7,72.99,6.710000000000008,5.540000000000006,79.456,80.56,77.34,3.219999999999999,1.6599999999999966,1334870,3385414,607330,2778084,-243513
2018-06-24,76.254,79.0,73.9,5.099999999999994,-5.099999999999994,76.67,79.0,74.55,4.450000000000003,-4.450000000000003,74.762,77.55,73.67,3.8799999999999955,-3.8499999999999943,75.32600000000001,77.65,74.29,3.3599999999999994,-3.240000000000009,495644,681859,347612,334247,-181453
2018-07-01,75.655,77.31,74.46,2.8500000000000085,2.8500000000000085,76.6675,78.2,75.59,2.6099999999999994,2.480000000000004,75.08,76.63,73.98,2.6499999999999915,2.3900000000000006,76.3725,78.16,74.94,3.219999999999999,3.219999999999999,379064,552379,208676,343703,220193
2018-07-08,77.622,79.7,72.36,7.340000000000003,1.3100000000000023,79.4,80.51,78.39,2.1200000000000045,2.1200000000000045,76.816,79.12,72.36,6.760000000000005,2.2900000000000063,78.802,79.7,77.59,2.1099999999999994,2.1099999999999994,384245,440610,350086,90524,-72193
2018-07-15,79.186,79.91,78.27,1.6400000000000006,-0.480000000000004,79.988,80.71,79.3,1.4099999999999966,-0.35999999999999943,78.52199999999999,79.19,77.63,1.5600000000000023,-0.37999999999999545,79.132,79.81,78.19,1.6200000000000045,-0.21999999999999886,348399,419083,223574,195509,102670
