Date,FWRD_Open_average,FWRD_Open_max,FWRD_Open_min,FWRD_Open_volatility,FWRD_Open_change,FWRD_High_average,FWRD_High_max,FWRD_High_min,FWRD_High_volatility,FWRD_High_change,FWRD_Low_average,FWRD_Low_max,FWRD_Low_min,FWRD_Low_volatility,FWRD_Low_change,FWRD_Close_average,FWRD_Close_max,FWRD_Close_min,FWRD_Close_volatility,FWRD_Close_change,FWRD_Volume_average,FWRD_Volume_max,FWRD_Volume_min,FWRD_Volume_volatility,FWRD_Volume_change
2018-01-14,61.452,63.05,60.0,3.049999999999997,2.549999999999997,62.432,64.8,60.28,4.519999999999996,4.199999999999996,60.455999999999996,62.26,59.01,3.25,2.8900000000000006,61.217999999999996,62.9,59.89,3.009999999999998,2.3699999999999974,251387,381208,160082,221126,-22246
2018-01-21,62.262,62.76,61.79,0.9699999999999989,-0.480000000000004,62.802,63.2,62.35,0.8500000000000014,-0.5399999999999991,61.474,61.76,60.84,0.9199999999999946,-0.20999999999999375,62.08,62.62,61.47,1.1499999999999986,-0.9100000000000037,209053,386274,101657,284617,-28724
2018-01-28,60.472,61.05,59.61,1.4399999999999977,-1.2899999999999991,61.376,61.86,60.44,1.4200000000000017,-1.0100000000000051,59.878,60.64,58.38,2.259999999999998,-2.0999999999999943,60.208,61.11,58.4,2.710000000000001,-2.3800000000000026,192913,286142,134706,151436,-48006
2018-02-04,57.414,61.5,54.86,6.640000000000001,-2.6600000000000037,58.446,61.5,55.47,6.030000000000001,-3.289999999999999,55.336,57.65,53.86,3.789999999999999,-2.450000000000003,56.534,59.36,54.67,4.689999999999998,-2.6300000000000026,287999,380005,180168,199837,181281
2018-02-11,55.3675,56.0,54.93,1.0700000000000003,-0.17999999999999972,56.14,56.55,55.48,1.0700000000000003,-0.3999999999999986,54.7525,54.99,54.48,0.5100000000000051,0.10000000000000142,55.5725,56.46,55.07,1.3900000000000006,-0.8100000000000023,437612,677051,196295,480756,285099
2018-02-18,54.82,55.21,54.25,0.9600000000000009,0.14000000000000057,55.418,55.88,55.14,0.740000000000002,0.6799999999999997,54.32,54.91,53.86,1.0499999999999972,1.0499999999999972,54.802,55.57,54.34,1.2299999999999969,1.2299999999999969,274894,440221,151724,288497,-108879
2018-02-25,54.352000000000004,55.7,52.96,2.740000000000002,-1.8200000000000003,54.815999999999995,55.98,53.91,2.0700000000000003,-2.0700000000000003,53.548,54.94,52.54,2.3999999999999986,-1.7800000000000011,54.038,55.09,53.48,1.6100000000000065,-1.6100000000000065,228730,309302,159536,149766,-1392
2018-03-04,54.442,55.89,53.37,2.520000000000003,2.1799999999999997,55.132000000000005,56.35,54.2,2.1499999999999986,2.1499999999999986,54.094,55.77,53.0,2.770000000000003,2.5800000000000054,54.93,55.98,53.94,2.039999999999999,2.039999999999999,265090,414335,159580,254755,254755
2018-03-11,55.768,56.41,55.19,1.2199999999999989,-0.6799999999999997,56.234,56.82,55.92,0.8999999999999986,-0.8999999999999986,55.022,55.27,54.75,0.5200000000000031,0.020000000000003126,55.608000000000004,55.88,55.17,0.7100000000000009,-0.14000000000000057,205474,373997,109144,264853,-62449
2018-03-18,54.269999999999996,55.73,52.67,3.059999999999995,-3.059999999999995,54.588,56.01,53.05,2.960000000000001,-2.960000000000001,53.282,54.93,51.83,3.1000000000000014,-3.020000000000003,53.62,55.07,51.9,3.1700000000000017,-2.1400000000000006,170489,223415,124564,98851,-98851
