Date,Global X S&P 500 Catholic Values_Open_average,Global X S&P 500 Catholic Values_Open_max,Global X S&P 500 Catholic Values_Open_min,Global X S&P 500 Catholic Values_Open_volatility,Global X S&P 500 Catholic Values_Open_change,Global X S&P 500 Catholic Values_High_average,Global X S&P 500 Catholic Values_High_max,Global X S&P 500 Catholic Values_High_min,Global X S&P 500 Catholic Values_High_volatility,Global X S&P 500 Catholic Values_High_change,Global X S&P 500 Catholic Values_Low_average,Global X S&P 500 Catholic Values_Low_max,Global X S&P 500 Catholic Values_Low_min,Global X S&P 500 Catholic Values_Low_volatility,Global X S&P 500 Catholic Values_Low_change,Global X S&P 500 Catholic Values_Close_average,Global X S&P 500 Catholic Values_Close_max,Global X S&P 500 Catholic Values_Close_min,Global X S&P 500 Catholic Values_Close_volatility,Global X S&P 500 Catholic Values_Close_change
2018-07-08,34.76,34.76,34.76,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2018-07-15,34.67,34.67,34.67,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2018-07-22,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-07-29,35.18,35.18,35.18,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.34,35.34,35.34,0.0,0.0
2018-08-05,35.26,35.26,35.26,0.0,0.0,35.26,35.26,35.26,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-08-12,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-08-19,35.93,35.93,35.93,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-08-26,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2018-09-02,35.68,35.68,35.68,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-09-09,36.11,36.11,36.11,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-09-16,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-09-23,36.22,36.22,36.22,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.28,36.28,36.28,0.0,0.0
2018-09-30,35.83,35.83,35.83,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2018-10-07,34.3,34.3,34.3,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-10-14,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2018-10-21,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-10-28,33.75,33.75,33.75,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.75,33.75,33.75,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-11-04,34.33,34.33,34.33,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.13,34.13,34.13,0.0,0.0
2018-11-11,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2018-11-18,33.25,33.25,33.25,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-11-25,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-12-02,32.83,32.83,32.83,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.88,32.88,32.88,0.0,0.0
2018-12-09,32.33,32.33,32.33,0.0,0.0,32.39,32.39,32.39,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2018-12-16,29.94,29.94,29.94,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.28,29.28,29.28,0.0,0.0
2018-12-23,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-12-30,31.17,31.17,31.17,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2019-01-06,31.63,31.63,31.63,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-01-13,32.51,32.51,32.51,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2019-01-20,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-01-27,33.19,33.19,33.19,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2019-02-03,33.31,33.31,33.31,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.09,33.09,33.09,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-02-10,33.99,33.99,33.99,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2019-02-17,34.25,34.25,34.25,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-02-24,34.4,34.4,34.4,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.95,33.95,33.95,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2019-03-03,33.66,33.66,33.66,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.66,33.66,33.66,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-03-10,34.67,34.67,34.67,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-03-17,34.45,34.45,34.45,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2019-03-24,35.1,35.1,35.1,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2019-03-31,35.65,35.65,35.65,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2019-04-07,35.92,35.92,35.92,0.0,0.0,35.92,35.92,35.92,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-04-14,35.69,35.69,35.69,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2019-04-21,36.11,36.11,36.11,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2019-04-28,35.67,35.67,35.67,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2019-05-05,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-05-12,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-05-19,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2019-05-26,33.71,33.71,33.71,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2019-06-02,35.58,35.58,35.58,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2019-06-09,35.4,35.4,35.4,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-06-16,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2019-06-23,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.98,35.98,35.98,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2019-06-30,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-07-07,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-07-14,36.46,36.46,36.46,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-07-21,37.03,37.03,37.03,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2019-07-28,35.09,35.09,35.09,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2019-08-04,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0
2019-08-11,35.74,35.74,35.74,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-08-18,35.07,35.07,35.07,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2019-08-25,36.01,36.01,36.01,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2019-09-01,36.56,36.56,36.56,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.49,36.49,36.49,0.0,0.0
2019-09-08,36.58,36.58,36.58,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2019-09-15,36.61,36.61,36.61,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2019-09-22,36.38,36.38,36.38,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.46,36.46,36.46,0.0,0.0
2019-09-29,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.96,35.96,35.96,0.0,0.0
2019-10-06,36.22,36.22,36.22,0.0,0.0,36.38,36.38,36.38,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2019-10-13,36.73,36.73,36.73,0.0,0.0,37.52,37.52,37.52,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-10-20,37.12,37.12,37.12,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2019-10-27,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2019-11-03,38.0,38.0,38.0,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-11-10,38.4,38.4,38.4,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2019-11-17,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.56,38.56,38.56,0.0,0.0
2019-11-24,38.89,38.89,38.89,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.28,38.28,38.28,0.0,0.0
2019-12-01,38.85,38.85,38.85,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-12-08,39.07,39.07,39.07,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2019-12-15,39.81,39.81,39.81,0.0,0.0,39.81,39.81,39.81,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.7,39.7,39.7,0.0,0.0
2019-12-22,39.67,39.67,39.67,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-12-29,39.58,39.58,39.58,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.5,39.5,39.5,0.0,0.0
