Date,ICAYY_stock_Open_average,ICAYY_stock_Open_max,ICAYY_stock_Open_min,ICAYY_stock_Open_volatility,ICAYY_stock_Open_change,ICAYY_stock_High_average,ICAYY_stock_High_max,ICAYY_stock_High_min,ICAYY_stock_High_volatility,ICAYY_stock_High_change,ICAYY_stock_Low_average,ICAYY_stock_Low_max,ICAYY_stock_Low_min,ICAYY_stock_Low_volatility,ICAYY_stock_Low_change,ICAYY_stock_Close_average,ICAYY_stock_Close_max,ICAYY_stock_Close_min,ICAYY_stock_Close_volatility,ICAYY_stock_Close_change,ICAYY_stock_Volume_average,ICAYY_stock_Volume_max,ICAYY_stock_Volume_min,ICAYY_stock_Volume_volatility,ICAYY_stock_Volume_change
2018-01-14,0.07833333333333334,0.115,0.05,0.065,0.020000000000000004,0.105,0.16,0.05,0.11,0.05499999999999999,0.07833333333333334,0.115,0.05,0.065,0.020000000000000004,0.10333333333333333,0.16,0.05,0.11,0.05,10363,27191,1000,26191,24291
2018-01-21,0.0555,0.1,0.011000000000000001,0.08900000000000001,-0.08900000000000001,0.0555,0.1,0.011000000000000001,0.08900000000000001,-0.08900000000000001,0.0555,0.1,0.011000000000000001,0.08900000000000001,-0.08900000000000001,0.0555,0.1,0.011000000000000001,0.08900000000000001,-0.08900000000000001,650,1125,175,950,-950
2018-01-28,0.09833333333333333,0.125,0.05,0.075,-0.06999999999999999,0.09833333333333333,0.125,0.05,0.075,-0.06999999999999999,0.04933333333333333,0.05,0.048,0.0020000000000000018,0.0020000000000000018,0.04933333333333333,0.05,0.048,0.0020000000000000018,0.0020000000000000018,5249,10000,647,9353,4900
2018-02-04,0.066,0.066,0.066,0.0,0.0,0.066,0.066,0.066,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,500,500,500,0,0
2018-02-11,0.13,0.13,0.13,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.05,0.0,0.0,1625,1625,1625,0,0
2018-02-18,0.066,0.066,0.066,0.0,0.0,0.066,0.066,0.066,0.0,0.0,0.066,0.066,0.066,0.0,0.0,0.066,0.066,0.066,0.0,0.0,100,100,100,0,0
2018-02-25,0.066,0.066,0.066,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.066,0.066,0.066,0.0,0.0,0.09,0.09,0.09,0.0,0.0,1500,1500,1500,0,0
2018-03-04,0.07500000000000001,0.1,0.05,0.05,0.05,0.085,0.1,0.07,0.03,0.03,0.07500000000000001,0.1,0.05,0.05,0.05,0.085,0.1,0.07,0.03,0.03,712,1225,200,1025,-1025
2018-03-11,0.099,0.14,0.057999999999999996,0.08200000000000002,0.08200000000000002,0.12000000000000001,0.14,0.1,0.04000000000000001,0.04000000000000001,0.0425,0.07,0.015,0.05500000000000001,0.05500000000000001,0.0425,0.07,0.015,0.05500000000000001,0.05500000000000001,20412,30200,10624,19576,19576
2018-03-18,0.10049999999999999,0.15,0.051,0.099,-0.099,0.10049999999999999,0.15,0.051,0.099,-0.099,0.10049999999999999,0.15,0.051,0.099,-0.099,0.10049999999999999,0.15,0.051,0.099,-0.099,4146,7993,300,7693,-7693
