Date,SPDR SSGA Gender Diversity_etf_Open_average,SPDR SSGA Gender Diversity_etf_Open_max,SPDR SSGA Gender Diversity_etf_Open_min,SPDR SSGA Gender Diversity_etf_Open_volatility,SPDR SSGA Gender Diversity_etf_Open_change,SPDR SSGA Gender Diversity_etf_High_average,SPDR SSGA Gender Diversity_etf_High_max,SPDR SSGA Gender Diversity_etf_High_min,SPDR SSGA Gender Diversity_etf_High_volatility,SPDR SSGA Gender Diversity_etf_High_change,SPDR SSGA Gender Diversity_etf_Low_average,SPDR SSGA Gender Diversity_etf_Low_max,SPDR SSGA Gender Diversity_etf_Low_min,SPDR SSGA Gender Diversity_etf_Low_volatility,SPDR SSGA Gender Diversity_etf_Low_change,SPDR SSGA Gender Diversity_etf_Close_average,SPDR SSGA Gender Diversity_etf_Close_max,SPDR SSGA Gender Diversity_etf_Close_min,SPDR SSGA Gender Diversity_etf_Close_volatility,SPDR SSGA Gender Diversity_etf_Close_change
2018-04-01,70.34,70.34,70.34,0.0,0.0,70.34,70.34,70.34,0.0,0.0,69.2,69.2,69.2,0.0,0.0,69.26,69.26,69.26,0.0,0.0
2018-04-08,70.64,70.64,70.64,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.64,70.64,70.64,0.0,0.0
2018-04-15,71.7,71.7,71.7,0.0,0.0,71.7,71.7,71.7,0.0,0.0,70.79,70.79,70.79,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2018-04-22,71.03,71.03,71.03,0.0,0.0,71.07,71.07,71.07,0.0,0.0,70.91,70.91,70.91,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2018-04-29,69.12,69.12,69.12,0.0,0.0,70.26,70.26,70.26,0.0,0.0,69.12,69.12,69.12,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2018-05-06,71.24,71.24,71.24,0.0,0.0,71.46,71.46,71.46,0.0,0.0,71.17,71.17,71.17,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2018-05-13,71.72,71.72,71.72,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.51,71.51,71.51,0.0,0.0,71.61,71.61,71.61,0.0,0.0
2018-05-20,71.78,71.78,71.78,0.0,0.0,71.78,71.78,71.78,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.55,71.55,71.55,0.0,0.0
2018-05-27,72.05,72.05,72.05,0.0,0.0,72.16,72.16,72.16,0.0,0.0,72.05,72.05,72.05,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2018-06-03,73.42,73.42,73.42,0.0,0.0,73.63,73.63,73.63,0.0,0.0,73.4,73.4,73.4,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2018-06-10,73.48,73.48,73.48,0.0,0.0,73.6,73.6,73.6,0.0,0.0,73.15,73.15,73.15,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2018-06-17,73.29,73.29,73.29,0.0,0.0,73.42,73.42,73.42,0.0,0.0,73.28,73.28,73.28,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2018-06-24,72.45,72.45,72.45,0.0,0.0,72.75,72.75,72.75,0.0,0.0,72.36,72.36,72.36,0.0,0.0,72.36,72.36,72.36,0.0,0.0
2018-07-01,73.05,73.05,73.05,0.0,0.0,73.61,73.61,73.61,0.0,0.0,73.01,73.01,73.01,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2018-07-08,74.4,74.4,74.4,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.3,74.3,74.3,0.0,0.0,74.4,74.4,74.4,0.0,0.0
2018-07-15,74.65,74.65,74.65,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.64,74.64,74.64,0.0,0.0,74.67,74.67,74.67,0.0,0.0
2018-07-22,75.44,75.44,75.44,0.0,0.0,75.44,75.44,75.44,0.0,0.0,74.65,74.65,74.65,0.0,0.0,74.72,74.72,74.72,0.0,0.0
2018-07-29,74.95,74.95,74.95,0.0,0.0,75.04,75.04,75.04,0.0,0.0,74.8,74.8,74.8,0.0,0.0,75.04,75.04,75.04,0.0,0.0
2018-08-05,75.01,75.01,75.01,0.0,0.0,75.02,75.02,75.02,0.0,0.0,74.75,74.75,74.75,0.0,0.0,74.91,74.91,74.91,0.0,0.0
2018-08-12,75.22,75.22,75.22,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.21,75.21,75.21,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2018-08-19,76.11,76.11,76.11,0.0,0.0,76.41,76.41,76.41,0.0,0.0,75.97,75.97,75.97,0.0,0.0,76.39,76.39,76.39,0.0,0.0
2018-08-26,76.49,76.49,76.49,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.31,76.31,76.31,0.0,0.0,76.38,76.38,76.38,0.0,0.0
2018-09-02,76.26,76.26,76.26,0.0,0.0,76.65,76.65,76.65,0.0,0.0,76.26,76.26,76.26,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2018-09-09,77.37,77.37,77.37,0.0,0.0,77.37,77.37,77.37,0.0,0.0,77.07,77.07,77.07,0.0,0.0,77.26,77.26,77.26,0.0,0.0
2018-09-16,77.44,77.44,77.44,0.0,0.0,77.68,77.68,77.68,0.0,0.0,77.44,77.44,77.44,0.0,0.0,77.48,77.48,77.48,0.0,0.0
2018-09-23,76.65,76.65,76.65,0.0,0.0,76.87,76.87,76.87,0.0,0.0,76.55,76.55,76.55,0.0,0.0,76.74,76.74,76.74,0.0,0.0
2018-09-30,76.07,76.07,76.07,0.0,0.0,76.1,76.1,76.1,0.0,0.0,75.25,75.25,75.25,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2018-10-07,72.83,72.83,72.83,0.0,0.0,72.83,72.83,72.83,0.0,0.0,71.68,71.68,71.68,0.0,0.0,72.62,72.62,72.62,0.0,0.0
2018-10-14,73.24,73.24,73.24,0.0,0.0,73.25,73.25,73.25,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.64,72.64,72.64,0.0,0.0
2018-10-21,69.8,69.8,69.8,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2018-10-28,72.67,72.67,72.67,0.0,0.0,72.94,72.94,72.94,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2018-11-04,73.86,73.86,73.86,0.0,0.0,73.97,73.97,73.97,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2018-11-11,72.79,72.79,72.79,0.0,0.0,73.17,73.17,73.17,0.0,0.0,72.77,72.77,72.77,0.0,0.0,73.17,73.17,73.17,0.0,0.0
2018-11-18,70.61,70.61,70.61,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.71,70.71,70.71,0.0,0.0
2018-11-25,73.01,73.01,73.01,0.0,0.0,73.8,73.8,73.8,0.0,0.0,72.95,72.95,72.95,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2018-12-02,72.4,72.4,72.4,0.0,0.0,72.4,72.4,72.4,0.0,0.0,70.5,70.5,70.5,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2018-12-09,70.1,70.1,70.1,0.0,0.0,70.34,70.34,70.34,0.0,0.0,69.22,69.22,69.22,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2018-12-16,62.61,62.61,62.61,0.0,0.0,63.32,63.32,63.32,0.0,0.0,61.4,61.4,61.4,0.0,0.0,61.49,61.49,61.49,0.0,0.0
2018-12-23,63.37,63.37,63.37,0.0,0.0,63.76,63.76,63.76,0.0,0.0,62.85,62.85,62.85,0.0,0.0,63.03,63.03,63.03,0.0,0.0
2018-12-30,63.5,63.5,63.5,0.0,0.0,64.58,64.58,64.58,0.0,0.0,63.44,63.44,63.44,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-01-06,65.72,65.72,65.72,0.0,0.0,66.17,66.17,66.17,0.0,0.0,65.72,65.72,65.72,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-01-13,67.35,67.35,67.35,0.0,0.0,67.87,67.87,67.87,0.0,0.0,67.17,67.17,67.17,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2019-01-20,67.71,67.71,67.71,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.67,67.67,67.67,0.0,0.0,67.81,67.81,67.81,0.0,0.0
2019-01-27,68.95,68.95,68.95,0.0,0.0,69.0,69.0,69.0,0.0,0.0,68.67,68.67,68.67,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2019-02-03,68.38,68.38,68.38,0.0,0.0,68.75,68.75,68.75,0.0,0.0,68.25,68.25,68.25,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2019-02-10,70.23,70.23,70.23,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.23,70.23,70.23,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2019-02-17,70.48,70.48,70.48,0.0,0.0,70.82,70.82,70.82,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.76,70.76,70.76,0.0,0.0
2019-02-24,71.16,71.16,71.16,0.0,0.0,71.25,71.25,71.25,0.0,0.0,70.83,70.83,70.83,0.0,0.0,71.16,71.16,71.16,0.0,0.0
2019-03-03,69.44,69.44,69.44,0.0,0.0,69.47,69.47,69.47,0.0,0.0,69.03,69.03,69.03,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2019-03-10,70.64,70.64,70.64,0.0,0.0,70.92,70.92,70.92,0.0,0.0,70.61,70.61,70.61,0.0,0.0,70.67,70.67,70.67,0.0,0.0
2019-03-17,70.61,70.61,70.61,0.0,0.0,70.75,70.75,70.75,0.0,0.0,69.85,69.85,69.85,0.0,0.0,69.85,69.85,69.85,0.0,0.0
2019-03-24,70.98,70.98,70.98,0.0,0.0,71.02,71.02,71.02,0.0,0.0,70.85,70.85,70.85,0.0,0.0,71.02,71.02,71.02,0.0,0.0
2019-03-31,71.94,71.94,71.94,0.0,0.0,72.14,72.14,72.14,0.0,0.0,71.9,71.9,71.9,0.0,0.0,72.09,72.09,72.09,0.0,0.0
2019-04-07,72.34,72.34,72.34,0.0,0.0,72.37,72.37,72.37,0.0,0.0,72.07,72.07,72.07,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2019-04-14,72.26,72.26,72.26,0.0,0.0,72.26,72.26,72.26,0.0,0.0,71.86,71.86,71.86,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2019-04-21,72.46,72.46,72.46,0.0,0.0,72.72,72.72,72.72,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2019-04-28,72.85,72.85,72.85,0.0,0.0,73.14,73.14,73.14,0.0,0.0,72.75,72.75,72.75,0.0,0.0,73.12,73.12,73.12,0.0,0.0
2019-05-05,71.15,71.15,71.15,0.0,0.0,71.94,71.94,71.94,0.0,0.0,70.53,70.53,70.53,0.0,0.0,71.84,71.84,71.84,0.0,0.0
2019-05-12,71.32,71.32,71.32,0.0,0.0,71.85,71.85,71.85,0.0,0.0,71.25,71.25,71.25,0.0,0.0,71.37,71.37,71.37,0.0,0.0
2019-05-19,71.34,71.34,71.34,0.0,0.0,71.44,71.44,71.44,0.0,0.0,71.09,71.09,71.09,0.0,0.0,71.22,71.22,71.22,0.0,0.0
2019-05-26,69.56,69.56,69.56,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.31,69.31,69.31,0.0,0.0,69.48,69.48,69.48,0.0,0.0
2019-06-02,72.49,72.49,72.49,0.0,0.0,72.99,72.99,72.99,0.0,0.0,72.49,72.49,72.49,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2019-06-09,72.9,72.9,72.9,0.0,0.0,73.11,73.11,73.11,0.0,0.0,72.88,72.88,72.88,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2019-06-16,73.96,73.96,73.96,0.0,0.0,74.02,74.02,74.02,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2019-06-23,73.64,73.64,73.64,0.0,0.0,73.82,73.82,73.82,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.75,73.75,73.75,0.0,0.0
2019-06-30,74.64,74.64,74.64,0.0,0.0,74.85,74.85,74.85,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.83,74.83,74.83,0.0,0.0
2019-07-07,75.02,75.02,75.02,0.0,0.0,75.11,75.11,75.11,0.0,0.0,74.81,74.81,74.81,0.0,0.0,75.11,75.11,75.11,0.0,0.0
2019-07-14,74.78,74.78,74.78,0.0,0.0,74.78,74.78,74.78,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.93,73.93,73.93,0.0,0.0
2019-07-21,75.22,75.22,75.22,0.0,0.0,75.81,75.81,75.81,0.0,0.0,75.22,75.22,75.22,0.0,0.0,75.81,75.81,75.81,0.0,0.0
2019-07-28,73.75,73.75,73.75,0.0,0.0,73.75,73.75,73.75,0.0,0.0,72.96,72.96,72.96,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2019-08-04,73.53,73.53,73.53,0.0,0.0,73.53,73.53,73.53,0.0,0.0,72.72,72.72,72.72,0.0,0.0,73.08,73.08,73.08,0.0,0.0
2019-08-11,71.36,71.36,71.36,0.0,0.0,72.15,72.15,72.15,0.0,0.0,71.36,71.36,71.36,0.0,0.0,72.15,72.15,72.15,0.0,0.0
2019-08-18,72.79,72.79,72.79,0.0,0.0,73.2,73.2,73.2,0.0,0.0,71.22,71.22,71.22,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2019-08-25,73.51,73.51,73.51,0.0,0.0,73.51,73.51,73.51,0.0,0.0,72.95,72.95,72.95,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2019-09-01,74.26,74.26,74.26,0.0,0.0,74.39,74.39,74.39,0.0,0.0,74.22,74.22,74.22,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2019-09-08,74.84,74.84,74.84,0.0,0.0,74.87,74.87,74.87,0.0,0.0,74.49,74.49,74.49,0.0,0.0,74.52,74.52,74.52,0.0,0.0
2019-09-15,73.94,73.94,73.94,0.0,0.0,73.95,73.95,73.95,0.0,0.0,73.41,73.41,73.41,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2019-09-22,73.55,73.55,73.55,0.0,0.0,73.6,73.6,73.6,0.0,0.0,72.76,72.76,72.76,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2019-09-29,72.37,72.37,72.37,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.29,72.29,72.29,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2019-10-06,73.25,73.25,73.25,0.0,0.0,73.81,73.81,73.81,0.0,0.0,73.25,73.25,73.25,0.0,0.0,73.33,73.33,73.33,0.0,0.0
2019-10-13,73.78,73.78,73.78,0.0,0.0,73.78,73.78,73.78,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.47,73.47,73.47,0.0,0.0
2019-10-20,73.92,73.92,73.92,0.0,0.0,74.44,74.44,74.44,0.0,0.0,73.87,73.87,73.87,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2019-10-27,74.77,74.77,74.77,0.0,0.0,74.93,74.93,74.93,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.93,74.93,74.93,0.0,0.0
2019-11-03,75.18,75.18,75.18,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2019-11-10,75.89,75.89,75.89,0.0,0.0,75.94,75.94,75.94,0.0,0.0,75.67,75.67,75.67,0.0,0.0,75.94,75.94,75.94,0.0,0.0
2019-11-17,75.58,75.58,75.58,0.0,0.0,75.74,75.74,75.74,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.7,75.7,75.7,0.0,0.0
2019-11-24,76.86,76.86,76.86,0.0,0.0,76.97,76.97,76.97,0.0,0.0,76.61,76.61,76.61,0.0,0.0,76.61,76.61,76.61,0.0,0.0
2019-12-01,76.19,76.19,76.19,0.0,0.0,76.44,76.44,76.44,0.0,0.0,76.19,76.19,76.19,0.0,0.0,76.27,76.27,76.27,0.0,0.0
2019-12-08,76.5,76.5,76.5,0.0,0.0,76.82,76.82,76.82,0.0,0.0,76.39,76.39,76.39,0.0,0.0,76.58,76.58,76.58,0.0,0.0
2019-12-15,77.35,77.35,77.35,0.0,0.0,77.54,77.54,77.54,0.0,0.0,77.24,77.24,77.24,0.0,0.0,77.54,77.54,77.54,0.0,0.0
2019-12-22,77.87,77.87,77.87,0.0,0.0,77.87,77.87,77.87,0.0,0.0,77.47,77.47,77.47,0.0,0.0,77.57,77.57,77.57,0.0,0.0
2019-12-29,77.03,77.03,77.03,0.0,0.0,77.51,77.51,77.51,0.0,0.0,77.03,77.03,77.03,0.0,0.0,77.26,77.26,77.26,0.0,0.0
