Date,Global X Guru_Open_average,Global X Guru_Open_max,Global X Guru_Open_min,Global X Guru_Open_volatility,Global X Guru_Open_change,Global X Guru_High_average,Global X Guru_High_max,Global X Guru_High_min,Global X Guru_High_volatility,Global X Guru_High_change,Global X Guru_Low_average,Global X Guru_Low_max,Global X Guru_Low_min,Global X Guru_Low_volatility,Global X Guru_Low_change,Global X Guru_Close_average,Global X Guru_Close_max,Global X Guru_Close_min,Global X Guru_Close_volatility,Global X Guru_Close_change
2018-01-14,31.21,31.21,31.21,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-01-21,31.75,31.75,31.75,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-01-28,30.48,30.48,30.48,0.0,0.0,30.66,30.66,30.66,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-02-04,29.47,29.47,29.47,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2018-02-11,30.7,30.7,30.7,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-02-18,30.89,30.89,30.89,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-02-25,30.01,30.01,30.01,0.0,0.0,30.58,30.58,30.58,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-03-04,31.32,31.32,31.32,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-03-11,30.82,30.82,30.82,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2018-03-18,29.76,29.76,29.76,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.72,29.72,29.72,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-03-25,29.81,29.81,29.81,0.0,0.0,29.83,29.83,29.83,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-04-01,29.51,29.51,29.51,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2018-04-08,30.21,30.21,30.21,0.0,0.0,30.39,30.39,30.39,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-04-15,30.45,30.45,30.45,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-04-22,30.03,30.03,30.03,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-04-29,30.13,30.13,30.13,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.32,30.32,30.32,0.0,0.0
2018-05-06,31.03,31.03,31.03,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.89,30.89,30.89,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-05-13,31.1,31.1,31.1,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-05-20,30.87,30.87,30.87,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.87,30.87,30.87,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2018-05-27,31.31,31.31,31.31,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2018-06-03,31.9,31.9,31.9,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2018-06-10,32.16,32.16,32.16,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-06-17,32.15,32.15,32.15,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-06-24,31.21,31.21,31.21,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.57,31.57,31.57,0.0,0.0
2018-07-01,32.12,32.12,32.12,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2018-07-08,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2018-07-15,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-07-22,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-07-29,32.2,32.2,32.2,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2018-08-05,32.1,32.1,32.1,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2018-08-12,32.01,32.01,32.01,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2018-08-19,32.37,32.37,32.37,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2018-08-26,32.64,32.64,32.64,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.72,32.72,32.72,0.0,0.0
