Date,LORL_Open_average,LORL_Open_max,LORL_Open_min,LORL_Open_volatility,LORL_Open_change,LORL_High_average,LORL_High_max,LORL_High_min,LORL_High_volatility,LORL_High_change,LORL_Low_average,LORL_Low_max,LORL_Low_min,LORL_Low_volatility,LORL_Low_change,LORL_Close_average,LORL_Close_max,LORL_Close_min,LORL_Close_volatility,LORL_Close_change,LORL_Volume_average,LORL_Volume_max,LORL_Volume_min,LORL_Volume_volatility,LORL_Volume_change
2018-01-14,47.29,47.9,46.85,1.0499999999999972,1.0499999999999972,47.872,48.3,47.45,0.8499999999999943,0.6899999999999977,46.946,47.6,46.1,1.5,1.5,47.46,47.95,46.65,1.3000000000000043,1.25,41528,48101,34560,13541,13541
2018-01-21,47.95,48.7,47.65,1.0500000000000043,-0.25,48.51,48.8,48.2,0.5999999999999943,-0.3999999999999986,47.326,47.73,46.7,1.029999999999994,-0.4799999999999969,47.93,48.5,47.5,1.0,-0.3999999999999986,24003,33817,16124,17693,-8159
2018-01-28,47.18,47.85,46.25,1.6000000000000014,-1.6000000000000014,47.82,48.5,47.35,1.1499999999999986,-1.0,46.33,47.0,45.05,1.9500000000000028,-1.9500000000000028,46.71,47.65,45.25,2.3999999999999986,-2.3999999999999986,25822,41396,17991,23405,21924
2018-02-04,44.224,44.55,43.62,0.9299999999999997,-0.29999999999999716,44.92,45.35,44.65,0.7000000000000028,-0.7000000000000028,43.604,43.95,43.2,0.75,-0.04999999999999716,44.18,44.4,44.0,0.3999999999999986,0.14999999999999858,38140,45659,30502,15157,-10398
2018-02-11,44.6875,45.55,44.05,1.5,0.8500000000000014,45.370000000000005,45.77,44.6,1.1700000000000017,1.1700000000000017,44.4875,44.9,44.0,0.8999999999999986,0.8999999999999986,45.0875,45.35,44.5,0.8500000000000014,0.8500000000000014,51355,87499,30793,56706,9237
2018-02-18,45.53,46.2,45.2,1.0,1.0,46.168,47.05,45.6,1.4499999999999957,1.4499999999999957,45.33,45.85,45.0,0.8500000000000014,0.8500000000000014,45.8,46.6,45.3,1.3000000000000043,1.3000000000000043,19677,27134,12171,14963,-4419
2018-02-25,44.92,46.55,43.5,3.049999999999997,-1.7999999999999972,45.65,46.55,44.8,1.75,-0.29999999999999716,44.2,45.25,43.35,1.8999999999999986,-0.6000000000000014,44.84,45.4,44.2,1.1999999999999957,-0.04999999999999716,24846,37015,11809,25206,13089
2018-03-04,45.96,46.5,45.45,1.0499999999999972,1.0499999999999972,46.8,47.8,46.1,1.6999999999999957,1.3000000000000043,45.22,45.95,44.6,1.3500000000000014,1.3500000000000014,46.28,47.15,45.6,1.5499999999999972,1.0499999999999972,37275,73578,20575,53003,1706
2018-03-11,45.78,47.1,44.95,2.1499999999999986,-1.8500000000000014,46.0,47.1,45.35,1.75,-1.75,45.16,46.0,44.6,1.3999999999999986,-1.3999999999999986,45.38,46.15,45.0,1.1499999999999986,-1.1499999999999986,34246,74356,19010,55346,-10502
2018-03-18,45.12,45.4,44.8,0.6000000000000014,-0.10000000000000142,45.738,46.2,45.4,0.8000000000000043,-0.2600000000000051,44.11,44.8,43.3,1.5,-0.9000000000000057,44.49,45.25,43.65,1.6000000000000014,-1.2000000000000028,39413,55829,29254,26575,26575
2018-03-25,42.3875,43.85,41.7,2.1499999999999986,-2.1499999999999986,43.1225,44.35,42.05,2.3000000000000043,-2.3000000000000043,41.3625,42.3,40.55,1.75,-1.75,41.575,42.35,40.8,1.5500000000000043,-1.5500000000000043,63212,119088,31237,87851,-218
2018-04-01,40.55,40.8,40.15,0.6499999999999986,-0.6499999999999986,40.955999999999996,41.58,40.15,1.4299999999999997,-1.4299999999999997,40.138,40.55,39.77,0.779999999999994,-0.6799999999999997,40.45,40.8,40.0,0.7999999999999972,-0.7999999999999972,124202,179418,62893,116525,83832
2018-04-08,40.05,40.3,39.75,0.5499999999999972,-0.14999999999999858,40.336,40.65,40.08,0.5700000000000003,-0.5,39.75,39.8,39.7,0.09999999999999432,0.0,39.94,40.05,39.85,0.19999999999999574,0.04999999999999716,124602,167363,85105,82258,-35866
2018-04-15,39.92,40.05,39.7,0.3499999999999943,-0.25,40.292,40.4,40.11,0.28999999999999915,0.18999999999999773,39.62,39.75,39.5,0.25,0.10000000000000142,39.92,40.15,39.75,0.3999999999999986,0.30000000000000426,126473,199614,62924,136690,-25361
2018-04-22,39.78,40.15,39.4,0.75,-0.75,40.019999999999996,40.58,39.4,1.1799999999999997,-1.1799999999999997,39.27,39.5,38.6,0.8999999999999986,-0.8999999999999986,39.480000000000004,39.75,38.85,0.8999999999999986,-0.8500000000000014,56155,80978,42514,38464,38464
2018-04-29,38.73,39.1,38.1,1.0,0.3500000000000014,39.41,40.5,38.8,1.7000000000000028,1.5499999999999972,38.35,39.1,37.65,1.4500000000000028,0.8500000000000014,38.84,39.15,38.2,0.9499999999999957,0.25,60015,85841,37002,48839,-6319
