Date,WisdomTree Dynamic Currency Hedged International SEtf_Open_average,WisdomTree Dynamic Currency Hedged International SEtf_Open_max,WisdomTree Dynamic Currency Hedged International SEtf_Open_min,WisdomTree Dynamic Currency Hedged International SEtf_Open_volatility,WisdomTree Dynamic Currency Hedged International SEtf_Open_change,WisdomTree Dynamic Currency Hedged International SEtf_High_average,WisdomTree Dynamic Currency Hedged International SEtf_High_max,WisdomTree Dynamic Currency Hedged International SEtf_High_min,WisdomTree Dynamic Currency Hedged International SEtf_High_volatility,WisdomTree Dynamic Currency Hedged International SEtf_High_change,WisdomTree Dynamic Currency Hedged International SEtf_Low_average,WisdomTree Dynamic Currency Hedged International SEtf_Low_max,WisdomTree Dynamic Currency Hedged International SEtf_Low_min,WisdomTree Dynamic Currency Hedged International SEtf_Low_volatility,WisdomTree Dynamic Currency Hedged International SEtf_Low_change,WisdomTree Dynamic Currency Hedged International SEtf_Close_average,WisdomTree Dynamic Currency Hedged International SEtf_Close_max,WisdomTree Dynamic Currency Hedged International SEtf_Close_min,WisdomTree Dynamic Currency Hedged International SEtf_Close_volatility,WisdomTree Dynamic Currency Hedged International SEtf_Close_change
2018-01-14,34.47,34.47,34.47,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-01-21,34.64,34.64,34.64,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-01-28,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2018-02-04,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2018-02-11,32.93,32.93,32.93,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.8,32.8,32.8,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2018-02-18,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-02-25,32.32,32.32,32.32,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-03-04,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0
2018-03-11,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-03-18,32.23,32.23,32.23,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2018-03-25,32.55,32.55,32.55,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2018-04-01,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-04-08,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-04-15,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-04-22,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-04-29,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-05-06,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2018-05-13,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2018-05-20,33.0,33.0,33.0,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2018-05-27,32.99,32.99,32.99,0.0,0.0,34.06,34.06,34.06,0.0,0.0,32.96,32.96,32.96,0.0,0.0,33.03,33.03,33.03,0.0,0.0
2018-06-03,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2018-06-10,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-06-17,32.61,32.61,32.61,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-06-24,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2018-07-01,31.47,31.47,31.47,0.0,0.0,31.48,31.48,31.48,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-07-08,31.49,31.49,31.49,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2018-07-15,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-07-22,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-07-29,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-08-05,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0
